source,html,table_index,table_id,header_tokens,unresolved_header_tokens,th_cells,td_cells,scope_attributes
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,8,tbl-h06-prep-exact-samples--gt-0001,42,0,7,42,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,9,tbl-h06-prep-frame-integrity--gt-0001,42,0,7,42,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,10,tbl-h06-prep-response-distribution--gt-0001,16,0,8,16,8
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,11,tbl-h06-prep-site-cell-summary--gt-0001,112,0,9,56,9
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,12,tbl-h06-prep-category-cell-minima--gt-0001,0,0,5,0,5
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,13,tbl-h06-prep-participant-day-support--gt-0001,14,0,7,14,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,14,tbl-h06-prep-true-time-sequences--gt-0001,42,0,7,42,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,15,tbl-h06-prep-primary-formulas--gt-0001,6,0,3,6,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,16,tbl-h06-prep-model-settings--gt-0001,18,0,3,18,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,17,tbl-h06-prep-multiplicity--gt-0001,15,0,3,15,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,18,tbl-h06-prep-fit-diagnostics--gt-0001,120,0,13,60,13
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,19,tbl-h06-prep-residual-correlation--gt-0001,72,0,9,36,9
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,20,tbl-h06-prep-influence--gt-0001,60,0,7,30,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,21,tbl-h06-prep-sensitivity-map--gt-0001,27,0,3,27,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,22,tbl-h06-prep-sensitivity-stability--gt-0001,33,0,3,33,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,23,tbl-h06-prep-temporal-formulas--gt-0001,16,0,8,16,8
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,24,tbl-h06-prep-temporal-diagnostics--gt-0001,18,0,9,18,9
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,25,tbl-h06-prep-temporal-basis--gt-0001,120,0,7,60,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,26,tbl-h06-prep-exploratory-samples--gt-0001,30,0,6,30,6
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,27,tbl-h06-prep-code-map--gt-0001,18,0,2,18,2
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,28,tbl-h06-prep-output-inventory--gt-0001,30,0,3,30,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,29,tbl-h06-prep-environment--gt-0001,28,0,2,28,2
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,30,tbl-h06-prep-source-data--gt-0001,16,0,2,16,2
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,1,tbl-h06-daily-analysis-roles--gt-0001,25,0,5,26,5
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,2,tbl-h06-daily-fdr-families--gt-0001,168,0,9,85,9
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,3,tbl-h06-daily-primary-matrix--gt-0001,120,0,9,61,9
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,4,tbl-h06-daily-primary-site-interactions--gt-0001,120,0,9,61,9
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,5,tbl-h06-daily-placement-work-free--gt-0001,150,0,10,76,10
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,6,tbl-h06-daily-placement-activity--gt-0001,150,0,10,76,10
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,7,tbl-h06-daily-placement-sleep--gt-0001,150,0,10,76,10
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,8,tbl-h06-daily-gap-decision-changes--gt-0001,24,0,8,25,8
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,9,tbl-h06-daily-joint-family-summary--gt-0001,72,0,9,37,9
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,10,tbl-h06-daily-joint-stability-limitations--gt-0001,96,0,8,49,8
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,11,tbl-h06-daily-joint-site-interactions--gt-0001,36,0,6,37,6
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,12,tbl-h06-daily-temporal-gamm--gt-0001,20,0,5,21,5
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,13,tbl-h06-daily-main-comparison--gt-0001,12,0,4,13,4
notebooks/hypotheses/H06_daily.qmd,_build/nathealth/notebooks/hypotheses/H06_daily.html,14,tbl-h06-daily-diagnostic-summary--gt-0001,150,0,11,76,11
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,1,tbl-h06d-prep-execution-boundary--gt-0001,21,0,3,21,3
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,2,tbl-h06d-prep-input-provenance--gt-0001,76,0,4,76,4
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,3,tbl-h06d-prep-metric-registry--gt-0001,150,0,9,75,9
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,4,tbl-h06d-prep-predictors--gt-0001,9,0,3,9,3
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,5,tbl-h06d-prep-primary-samples--gt-0001,75,0,5,75,5
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,6,tbl-h06d-prep-sample-roles--gt-0001,84,0,7,84,7
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,7,tbl-h06d-prep-category-support--gt-0001,20,0,4,20,4
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,8,tbl-h06d-prep-site-support--gt-0001,27,0,3,27,3
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,9,tbl-h06d-prep-model-hierarchy--gt-0001,15,0,5,15,5
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,10,tbl-h06d-prep-multiplicity--gt-0001,168,0,9,84,9
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,11,tbl-h06d-prep-diagnostics--gt-0001,150,0,11,75,11
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,12,tbl-h06d-prep-sensitivities--gt-0001,36,0,4,36,4
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,13,tbl-h06d-prep-joint-context--gt-0001,84,0,6,84,6
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,14,tbl-h06d-prep-temporal-formula--gt-0001,5,0,5,5,5
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,15,tbl-h06d-prep-temporal-support--gt-0001,108,0,11,54,11
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,16,tbl-h06d-prep-code-map--gt-0001,80,0,4,80,4
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,17,tbl-h06d-prep-output-trace--gt-0001,85,0,5,85,5
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,1,tbl-h07-response-specifications--gt-0001,81,0,16,27,16
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,2,tbl-h07-near-samples--gt-0001,135,0,18,45,18
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,3,tbl-h07-near-results--gt-0001,108,0,17,37,17
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,4,tbl-h07-chest-samples--gt-0001,135,0,18,45,18
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,5,tbl-h07-chest-results--gt-0001,108,0,17,37,17
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,6,tbl-h07-diagnostic-summary--gt-0001,32,0,11,16,11
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,7,tbl-h07-sensitivity-samples--gt-0001,100,0,10,51,10
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,8,tbl-h07-sensitivity-classifications--gt-0001,72,0,9,37,9
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,9,tbl-h07-model-form-sensitivities--gt-0001,32,0,6,16,6
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,10,tbl-h07-near-loso--gt-0001,81,0,16,27,16
notebooks/hypotheses/H07.qmd,_build/nathealth/notebooks/hypotheses/H07.html,11,tbl-h07-chest-loso--gt-0001,81,0,16,27,16
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,1,tbl-h07-preparation-contributions--gt-0001,18,0,3,18,3
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,2,tbl-h07-preparation-input-identities--gt-0001,16,0,4,16,4
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,3,tbl-h07-preparation-frame-integrity--gt-0001,24,0,9,12,9
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,4,tbl-h07-preparation-sample-ranges--gt-0001,24,0,9,12,9
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,5,tbl-h07-preparation-metric-samples--gt-0001,216,0,8,108,8
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,6,tbl-h07-preparation-site-support--gt-0001,204,0,8,102,8
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,7,tbl-h07-preparation-metric-contract--gt-0001,45,0,5,45,5
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,8,tbl-h07-preparation-formulas--gt-0001,27,0,3,27,3
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,9,tbl-h07-preparation-fit-settings--gt-0001,18,0,2,18,2
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,10,tbl-h07-preparation-derivative-settings--gt-0001,26,0,2,26,2
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,11,tbl-h07-preparation-pattern-counts--gt-0001,12,0,6,7,6
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,12,tbl-h07-preparation-diagnostic-summary--gt-0001,20,0,8,10,8
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,13,tbl-h07-preparation-tweedie-pilot--gt-0001,72,0,8,36,8
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,14,tbl-h07-preparation-sensitivity-samples--gt-0001,70,0,5,70,5
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,15,tbl-h07-preparation-sensitivity-classifications--gt-0001,72,0,9,36,9
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,16,tbl-h07-preparation-model-form--gt-0001,32,0,6,16,6
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,17,tbl-h07-preparation-loso--gt-0001,144,0,6,72,6
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,18,tbl-h07-preparation-metric011--gt-0001,36,0,4,36,4
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,19,tbl-h07-preparation-code-order--gt-0001,39,0,3,39,3
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,20,tbl-h07-preparation-output-map--gt-0001,24,0,3,24,3
audit/hypotheses/H07/H07_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,21,tbl-h07-preparation-environment--gt-0001,5,0,5,5,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,1,tbl-h08-metrics--gt-0001,54,0,6,54,6
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,2,tbl-h08-formulas--gt-0001,18,0,11,9,11
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,3,tbl-h08-families--gt-0001,48,0,6,49,6
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,4,tbl-h08-primary-samples--gt-0001,27,0,3,28,3
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,5,tbl-h08-near-eye-results--gt-0001,54,0,6,55,6
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,6,tbl-h08-near-eye-predictions--gt-0001,45,0,5,46,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,7,tbl-h08-chest-results--gt-0001,54,0,6,55,6
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,8,tbl-h08-interactions--gt-0001,90,0,5,91,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,9,tbl-h08-paired-placement--gt-0001,45,0,5,46,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,10,tbl-h08-response-gate--gt-0001,45,0,5,46,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,11,tbl-h08-flagged-diagnostics--gt-0001,20,0,5,21,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,12,tbl-h08-site-influence--gt-0001,126,0,7,127,7
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,13,tbl-h08-gap-common-sample--gt-0001,108,0,6,109,6
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,14,tbl-h08-photoperiod-participant-summary--gt-0001,90,0,5,91,5
notebooks/hypotheses/H08.qmd,_build/nathealth/notebooks/hypotheses/H08.html,15,tbl-h08-metric-definition-sensitivities--gt-0001,40,0,5,41,5
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,1,tbl-h08-prep-input-identities--gt-0001,56,0,4,57,4
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,2,tbl-h08-prep-integrity-checks--gt-0001,44,0,4,44,4
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,3,tbl-h08-prep-score-audit--gt-0001,9,0,9,9,9
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,4,tbl-h08-prep-metric-contract--gt-0001,126,0,17,63,17
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,5,tbl-h08-prep-availability--gt-0001,48,0,5,25,5
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,6,tbl-h08-prep-primary-samples--gt-0001,324,0,27,108,27
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,7,tbl-h08-prep-site-support--gt-0001,204,0,24,69,24
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,8,tbl-h08-prep-exact-formulas--gt-0001,36,0,5,18,5
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,9,tbl-h08-prep-model-settings--gt-0001,27,0,3,27,3
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,10,tbl-h08-prep-family-audit--gt-0001,64,0,8,65,8
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,11,tbl-h08-prep-response-gate--gt-0001,144,0,18,72,18
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,12,tbl-h08-prep-site-influence--gt-0001,252,0,26,127,26
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,13,tbl-h08-prep-sensitivity-map--gt-0001,32,0,4,32,4
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,14,tbl-h08-prep-boundary--gt-0001,15,0,3,15,3
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,15,tbl-h08-prep-metric011--gt-0001,15,0,3,15,3
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,16,tbl-h08-prep-module-map--gt-0001,24,0,4,24,4
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,17,tbl-h08-prep-script-map--gt-0001,64,0,13,32,13
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,18,tbl-h08-prep-output-identities--gt-0001,65,0,5,65,5
audit/hypotheses/H08/H08_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,19,tbl-h08-prep-environment--gt-0001,32,0,11,17,11
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,1,tbl-h09-metrics--gt-0001,20,0,4,20,4
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,2,tbl-h09-formulas--gt-0001,18,0,3,18,3
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,3,tbl-h09-primary-samples--gt-0001,80,0,4,81,4
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,4,tbl-h09-near-eye-results--gt-0001,60,0,6,61,6
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,5,tbl-h09-chest-results--gt-0001,60,0,6,61,6
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,6,tbl-h09-paired-placement--gt-0001,50,0,5,51,5
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,7,tbl-h09-interactions--gt-0001,120,0,6,121,6
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,8,tbl-h09-qualified-diagnostics--gt-0001,30,0,5,31,5
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,9,tbl-h09-gap-sensitivity--gt-0001,35,0,7,36,7
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,10,tbl-h09-sensitivity-summary--gt-0001,12,0,3,12,3
notebooks/hypotheses/H09.qmd,_build/nathealth/notebooks/hypotheses/H09.html,11,tbl-h09-mean-timing-sensitivity--gt-0001,20,0,5,21,5
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,1,tbl-h09-prep-input-identities--gt-0001,44,0,4,45,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,2,tbl-h09-prep-integrity-checks--gt-0001,44,0,4,44,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,3,tbl-h09-prep-score-audit--gt-0001,16,0,8,16,8
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,4,tbl-h09-prep-predictor-contract--gt-0001,12,0,6,12,6
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,5,tbl-h09-prep-metric-contract--gt-0001,60,0,12,30,12
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,6,tbl-h09-prep-primary-samples--gt-0001,280,0,9,140,9
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,7,tbl-h09-prep-common-samples--gt-0001,8,0,4,8,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,8,tbl-h09-prep-primary-formulas--gt-0001,32,0,4,16,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,9,tbl-h09-prep-sensitivity-formulas--gt-0001,108,0,6,54,6
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,10,tbl-h09-prep-families--gt-0001,28,0,7,28,7
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,11,tbl-h09-prep-diagnostic-summary--gt-0001,20,0,5,20,5
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,12,tbl-h09-prep-sensitivity-map--gt-0001,28,0,4,28,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,13,tbl-h09-prep-boundary--gt-0001,15,0,3,15,3
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,14,tbl-h09-prep-intermediate-artifacts--gt-0001,28,0,4,28,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,15,tbl-h09-prep-code-map--gt-0001,16,0,4,16,4
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,16,tbl-h09-prep-script-map--gt-0001,40,0,5,40,5
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,17,tbl-h09-prep-reader-manifest-check--gt-0001,18,0,3,18,3
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,18,tbl-h09-prep-key-output-identities--gt-0001,27,0,3,28,3
audit/hypotheses/H09/H09_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,19,tbl-h09-prep-execution--gt-0001,7,0,7,7,7
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,1,tbl-h10-formulas--gt-0001,15,0,3,16,3
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,2,tbl-h10-response-contract--gt-0001,102,0,6,103,6
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,3,tbl-h10-multiplicity--gt-0001,48,0,6,49,6
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,4,tbl-h10-main-results--gt-0001,77,0,7,78,7
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,5,tbl-h10-near-age--gt-0001,119,0,7,121,7
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,6,tbl-h10-near-sex--gt-0001,119,0,7,121,7
notebooks/hypotheses/H10.qmd,_build/nathealth/notebooks/hypotheses/H10.html,7,tbl-h10-chest-age--gt-0001,119,0,7,121,7
