site,category_code,local_clock_hour,n_intervals,n_participants,n_participant_days,category_order,category_label
UCR,daylight_outdoor,1,0,0,0,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,2,0,0,0,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,3,1,1,1,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,4,1,1,1,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,5,7,5,7,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,6,21,11,21,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,7,20,14,20,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,8,33,18,33,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,9,33,21,33,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,10,35,24,35,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,11,38,22,38,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,12,47,26,47,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,13,39,26,39,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,14,34,24,34,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,15,30,19,30,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,16,38,24,38,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,17,35,22,35,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,18,14,10,14,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,19,5,5,5,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,20,2,2,2,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,21,1,1,1,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,22,0,0,0,4,Daylight outdoors (including shade)
UCR,daylight_outdoor,23,2,2,2,4,Daylight outdoors (including shade)
BAUA,display,0,7,3,7,5,Emissive display light
BAUA,display,1,1,1,1,5,Emissive display light
BAUA,display,2,1,1,1,5,Emissive display light
BAUA,display,3,1,1,1,5,Emissive display light
BAUA,display,4,1,1,1,5,Emissive display light
BAUA,display,5,0,0,0,5,Emissive display light
BAUA,display,6,1,1,1,5,Emissive display light
BAUA,display,7,1,1,1,5,Emissive display light
BAUA,display,8,4,3,4,5,Emissive display light
BAUA,display,9,6,5,6,5,Emissive display light
BAUA,display,10,7,6,7,5,Emissive display light
BAUA,display,11,9,7,9,5,Emissive display light
BAUA,display,12,11,9,11,5,Emissive display light
BAUA,display,13,10,8,10,5,Emissive display light
BAUA,display,14,10,7,10,5,Emissive display light
BAUA,display,15,8,6,8,5,Emissive display light
BAUA,display,16,6,5,6,5,Emissive display light
BAUA,display,17,7,7,7,5,Emissive display light
BAUA,display,18,9,9,9,5,Emissive display light
BAUA,display,19,7,6,7,5,Emissive display light
BAUA,display,20,11,9,11,5,Emissive display light
BAUA,display,21,15,11,15,5,Emissive display light
BAUA,display,22,15,8,15,5,Emissive display light
BAUA,display,23,11,6,11,5,Emissive display light
FUSPCEU,display,0,1,1,1,5,Emissive display light
FUSPCEU,display,1,0,0,0,5,Emissive display light
FUSPCEU,display,2,0,0,0,5,Emissive display light
FUSPCEU,display,3,0,0,0,5,Emissive display light
FUSPCEU,display,4,0,0,0,5,Emissive display light
FUSPCEU,display,5,0,0,0,5,Emissive display light
FUSPCEU,display,6,0,0,0,5,Emissive display light
FUSPCEU,display,7,1,1,1,5,Emissive display light
FUSPCEU,display,8,1,1,1,5,Emissive display light
FUSPCEU,display,9,6,4,6,5,Emissive display light
FUSPCEU,display,10,10,6,10,5,Emissive display light
FUSPCEU,display,11,6,3,6,5,Emissive display light
FUSPCEU,display,12,6,3,6,5,Emissive display light
FUSPCEU,display,13,7,4,7,5,Emissive display light
FUSPCEU,display,14,6,5,6,5,Emissive display light
FUSPCEU,display,15,6,6,6,5,Emissive display light
FUSPCEU,display,16,3,3,3,5,Emissive display light
FUSPCEU,display,17,4,4,4,5,Emissive display light
FUSPCEU,display,18,5,3,5,5,Emissive display light
FUSPCEU,display,19,6,3,6,5,Emissive display light
FUSPCEU,display,20,10,4,10,5,Emissive display light
FUSPCEU,display,21,15,7,15,5,Emissive display light
FUSPCEU,display,22,18,8,18,5,Emissive display light
FUSPCEU,display,23,3,2,3,5,Emissive display light
IZTECH,display,0,13,5,13,5,Emissive display light
IZTECH,display,1,6,5,6,5,Emissive display light
IZTECH,display,2,1,1,1,5,Emissive display light
IZTECH,display,3,0,0,0,5,Emissive display light
IZTECH,display,4,0,0,0,5,Emissive display light
IZTECH,display,5,0,0,0,5,Emissive display light
IZTECH,display,6,0,0,0,5,Emissive display light
IZTECH,display,7,0,0,0,5,Emissive display light
IZTECH,display,8,0,0,0,5,Emissive display light
IZTECH,display,9,3,3,3,5,Emissive display light
IZTECH,display,10,2,2,2,5,Emissive display light
IZTECH,display,11,4,3,4,5,Emissive display light
IZTECH,display,12,1,1,1,5,Emissive display light
IZTECH,display,13,1,1,1,5,Emissive display light
IZTECH,display,14,1,1,1,5,Emissive display light
IZTECH,display,15,1,1,1,5,Emissive display light
IZTECH,display,16,6,4,6,5,Emissive display light
IZTECH,display,17,4,3,4,5,Emissive display light
IZTECH,display,18,6,4,6,5,Emissive display light
IZTECH,display,19,4,4,4,5,Emissive display light
IZTECH,display,20,5,4,5,5,Emissive display light
IZTECH,display,21,4,4,4,5,Emissive display light
IZTECH,display,22,4,3,4,5,Emissive display light
IZTECH,display,23,14,4,14,5,Emissive display light
KNUST,display,0,0,0,0,5,Emissive display light
KNUST,display,1,0,0,0,5,Emissive display light
KNUST,display,2,0,0,0,5,Emissive display light
KNUST,display,3,2,2,2,5,Emissive display light
KNUST,display,4,2,2,2,5,Emissive display light
KNUST,display,5,1,1,1,5,Emissive display light
KNUST,display,6,0,0,0,5,Emissive display light
KNUST,display,7,0,0,0,5,Emissive display light
KNUST,display,8,1,1,1,5,Emissive display light
KNUST,display,9,4,1,4,5,Emissive display light
KNUST,display,10,4,2,4,5,Emissive display light
KNUST,display,11,4,2,4,5,Emissive display light
KNUST,display,12,2,1,2,5,Emissive display light
KNUST,display,13,3,1,3,5,Emissive display light
KNUST,display,14,2,1,2,5,Emissive display light
KNUST,display,15,4,3,4,5,Emissive display light
KNUST,display,16,5,4,5,5,Emissive display light
KNUST,display,17,8,5,8,5,Emissive display light
KNUST,display,18,8,3,8,5,Emissive display light
KNUST,display,19,6,2,6,5,Emissive display light
KNUST,display,20,5,2,5,5,Emissive display light
KNUST,display,21,8,4,8,5,Emissive display light
KNUST,display,22,5,5,5,5,Emissive display light
KNUST,display,23,1,1,1,5,Emissive display light
MPI,display,0,8,6,8,5,Emissive display light
MPI,display,1,6,4,6,5,Emissive display light
MPI,display,2,3,2,3,5,Emissive display light
MPI,display,3,3,2,3,5,Emissive display light
MPI,display,4,2,2,2,5,Emissive display light
MPI,display,5,1,1,1,5,Emissive display light
MPI,display,6,0,0,0,5,Emissive display light
MPI,display,7,0,0,0,5,Emissive display light
MPI,display,8,1,1,1,5,Emissive display light
MPI,display,9,0,0,0,5,Emissive display light
MPI,display,10,0,0,0,5,Emissive display light
MPI,display,11,0,0,0,5,Emissive display light
MPI,display,12,1,1,1,5,Emissive display light
MPI,display,13,1,1,1,5,Emissive display light
MPI,display,14,1,1,1,5,Emissive display light
MPI,display,15,0,0,0,5,Emissive display light
MPI,display,16,1,1,1,5,Emissive display light
MPI,display,17,3,3,3,5,Emissive display light
MPI,display,18,2,2,2,5,Emissive display light
MPI,display,19,4,3,4,5,Emissive display light
MPI,display,20,5,5,5,5,Emissive display light
MPI,display,21,5,4,5,5,Emissive display light
MPI,display,22,5,4,5,5,Emissive display light
MPI,display,23,15,8,15,5,Emissive display light
RISE,display,0,12,2,12,5,Emissive display light
RISE,display,1,4,3,4,5,Emissive display light
RISE,display,2,1,1,1,5,Emissive display light
RISE,display,3,0,0,0,5,Emissive display light
RISE,display,4,0,0,0,5,Emissive display light
RISE,display,5,0,0,0,5,Emissive display light
RISE,display,6,2,2,2,5,Emissive display light
RISE,display,7,2,2,2,5,Emissive display light
RISE,display,8,2,2,2,5,Emissive display light
RISE,display,9,4,2,4,5,Emissive display light
RISE,display,10,4,2,4,5,Emissive display light
RISE,display,11,3,2,3,5,Emissive display light
RISE,display,12,2,2,2,5,Emissive display light
RISE,display,13,3,2,3,5,Emissive display light
RISE,display,14,2,2,2,5,Emissive display light
RISE,display,15,3,2,3,5,Emissive display light
RISE,display,16,3,3,3,5,Emissive display light
RISE,display,17,1,1,1,5,Emissive display light
RISE,display,18,4,4,4,5,Emissive display light
RISE,display,19,11,8,11,5,Emissive display light
RISE,display,20,22,10,22,5,Emissive display light
RISE,display,21,31,12,31,5,Emissive display light
RISE,display,22,30,9,30,5,Emissive display light
RISE,display,23,16,5,16,5,Emissive display light
THUAS,display,0,2,2,2,5,Emissive display light
THUAS,display,1,3,2,3,5,Emissive display light
THUAS,display,2,0,0,0,5,Emissive display light
THUAS,display,3,0,0,0,5,Emissive display light
THUAS,display,4,0,0,0,5,Emissive display light
THUAS,display,5,0,0,0,5,Emissive display light
THUAS,display,6,0,0,0,5,Emissive display light
THUAS,display,7,0,0,0,5,Emissive display light
THUAS,display,8,2,2,2,5,Emissive display light
THUAS,display,9,10,5,10,5,Emissive display light
THUAS,display,10,12,7,12,5,Emissive display light
THUAS,display,11,13,6,13,5,Emissive display light
THUAS,display,12,11,5,11,5,Emissive display light
THUAS,display,13,13,6,13,5,Emissive display light
THUAS,display,14,11,5,11,5,Emissive display light
THUAS,display,15,7,4,7,5,Emissive display light
THUAS,display,16,10,6,10,5,Emissive display light
THUAS,display,17,8,5,8,5,Emissive display light
THUAS,display,18,3,2,3,5,Emissive display light
THUAS,display,19,8,6,8,5,Emissive display light
THUAS,display,20,8,5,8,5,Emissive display light
THUAS,display,21,15,9,15,5,Emissive display light
THUAS,display,22,9,7,9,5,Emissive display light
THUAS,display,23,12,7,12,5,Emissive display light
TUM,display,0,10,3,10,5,Emissive display light
TUM,display,1,4,2,4,5,Emissive display light
TUM,display,2,2,1,2,5,Emissive display light
TUM,display,3,2,1,2,5,Emissive display light
TUM,display,4,1,1,1,5,Emissive display light
TUM,display,5,0,0,0,5,Emissive display light
TUM,display,6,0,0,0,5,Emissive display light
TUM,display,7,0,0,0,5,Emissive display light
TUM,display,8,0,0,0,5,Emissive display light
TUM,display,9,0,0,0,5,Emissive display light
TUM,display,10,1,1,1,5,Emissive display light
TUM,display,11,1,1,1,5,Emissive display light
TUM,display,12,1,1,1,5,Emissive display light
TUM,display,13,1,1,1,5,Emissive display light
TUM,display,14,0,0,0,5,Emissive display light
TUM,display,15,0,0,0,5,Emissive display light
TUM,display,16,0,0,0,5,Emissive display light
TUM,display,17,0,0,0,5,Emissive display light
TUM,display,18,0,0,0,5,Emissive display light
TUM,display,19,0,0,0,5,Emissive display light
TUM,display,20,0,0,0,5,Emissive display light
TUM,display,21,1,1,1,5,Emissive display light
TUM,display,22,6,3,6,5,Emissive display light
TUM,display,23,7,2,7,5,Emissive display light
UCR,display,0,8,7,8,5,Emissive display light
UCR,display,1,2,2,2,5,Emissive display light
UCR,display,2,0,0,0,5,Emissive display light
UCR,display,3,0,0,0,5,Emissive display light
UCR,display,4,0,0,0,5,Emissive display light
UCR,display,5,3,2,3,5,Emissive display light
UCR,display,6,0,0,0,5,Emissive display light
UCR,display,7,3,2,3,5,Emissive display light
UCR,display,8,6,4,6,5,Emissive display light
UCR,display,9,10,6,10,5,Emissive display light
UCR,display,10,11,7,11,5,Emissive display light
UCR,display,11,11,6,11,5,Emissive display light
UCR,display,12,8,6,8,5,Emissive display light
UCR,display,13,7,5,7,5,Emissive display light
UCR,display,14,8,7,8,5,Emissive display light
UCR,display,15,13,9,13,5,Emissive display light
UCR,display,16,26,13,26,5,Emissive display light
UCR,display,17,29,13,29,5,Emissive display light
UCR,display,18,27,16,27,5,Emissive display light
UCR,display,19,23,12,23,5,Emissive display light
UCR,display,20,29,16,29,5,Emissive display light
UCR,display,21,33,19,33,5,Emissive display light
UCR,display,22,31,15,31,5,Emissive display light
UCR,display,23,19,11,19,5,Emissive display light
BAUA,sleep_darkness,0,116,19,116,6,Darkness during sleep
BAUA,sleep_darkness,1,130,19,130,6,Darkness during sleep
BAUA,sleep_darkness,2,132,19,132,6,Darkness during sleep
BAUA,sleep_darkness,3,132,19,132,6,Darkness during sleep
BAUA,sleep_darkness,4,122,19,122,6,Darkness during sleep
BAUA,sleep_darkness,5,98,17,98,6,Darkness during sleep
BAUA,sleep_darkness,6,73,17,73,6,Darkness during sleep
BAUA,sleep_darkness,7,45,12,45,6,Darkness during sleep
BAUA,sleep_darkness,8,22,6,22,6,Darkness during sleep
BAUA,sleep_darkness,9,9,5,9,6,Darkness during sleep
BAUA,sleep_darkness,10,2,2,2,6,Darkness during sleep
BAUA,sleep_darkness,11,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,12,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,13,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,14,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,15,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,16,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,17,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,18,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,19,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,20,0,0,0,6,Darkness during sleep
BAUA,sleep_darkness,21,4,3,4,6,Darkness during sleep
BAUA,sleep_darkness,22,45,11,45,6,Darkness during sleep
BAUA,sleep_darkness,23,78,17,78,6,Darkness during sleep
FUSPCEU,sleep_darkness,0,104,17,104,6,Darkness during sleep
FUSPCEU,sleep_darkness,1,110,17,110,6,Darkness during sleep
FUSPCEU,sleep_darkness,2,113,18,113,6,Darkness during sleep
FUSPCEU,sleep_darkness,3,113,17,113,6,Darkness during sleep
FUSPCEU,sleep_darkness,4,113,17,113,6,Darkness during sleep
FUSPCEU,sleep_darkness,5,113,17,113,6,Darkness during sleep
FUSPCEU,sleep_darkness,6,104,17,104,6,Darkness during sleep
FUSPCEU,sleep_darkness,7,52,16,52,6,Darkness during sleep
FUSPCEU,sleep_darkness,8,33,13,33,6,Darkness during sleep
FUSPCEU,sleep_darkness,9,19,9,19,6,Darkness during sleep
FUSPCEU,sleep_darkness,10,5,4,5,6,Darkness during sleep
FUSPCEU,sleep_darkness,11,2,2,2,6,Darkness during sleep
FUSPCEU,sleep_darkness,12,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,13,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,14,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,15,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,16,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,17,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,18,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,19,0,0,0,6,Darkness during sleep
FUSPCEU,sleep_darkness,20,3,3,3,6,Darkness during sleep
FUSPCEU,sleep_darkness,21,17,4,17,6,Darkness during sleep
FUSPCEU,sleep_darkness,22,30,9,30,6,Darkness during sleep
FUSPCEU,sleep_darkness,23,90,19,90,6,Darkness during sleep
IZTECH,sleep_darkness,0,44,13,44,6,Darkness during sleep
IZTECH,sleep_darkness,1,72,14,72,6,Darkness during sleep
IZTECH,sleep_darkness,2,93,15,93,6,Darkness during sleep
IZTECH,sleep_darkness,3,102,16,102,6,Darkness during sleep
IZTECH,sleep_darkness,4,103,16,103,6,Darkness during sleep
IZTECH,sleep_darkness,5,103,16,103,6,Darkness during sleep
IZTECH,sleep_darkness,6,87,14,87,6,Darkness during sleep
IZTECH,sleep_darkness,7,76,13,76,6,Darkness during sleep
IZTECH,sleep_darkness,8,43,11,43,6,Darkness during sleep
IZTECH,sleep_darkness,9,10,6,10,6,Darkness during sleep
IZTECH,sleep_darkness,10,1,1,1,6,Darkness during sleep
IZTECH,sleep_darkness,11,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,12,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,13,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,14,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,15,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,16,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,17,0,0,0,6,Darkness during sleep
IZTECH,sleep_darkness,18,1,1,1,6,Darkness during sleep
IZTECH,sleep_darkness,19,3,1,3,6,Darkness during sleep
IZTECH,sleep_darkness,20,2,1,2,6,Darkness during sleep
IZTECH,sleep_darkness,21,2,2,2,6,Darkness during sleep
IZTECH,sleep_darkness,22,3,3,3,6,Darkness during sleep
IZTECH,sleep_darkness,23,11,8,11,6,Darkness during sleep
KNUST,sleep_darkness,0,94,15,94,6,Darkness during sleep
KNUST,sleep_darkness,1,96,15,96,6,Darkness during sleep
KNUST,sleep_darkness,2,100,15,100,6,Darkness during sleep
KNUST,sleep_darkness,3,99,15,99,6,Darkness during sleep
KNUST,sleep_darkness,4,91,15,91,6,Darkness during sleep
KNUST,sleep_darkness,5,83,15,83,6,Darkness during sleep
KNUST,sleep_darkness,6,51,14,51,6,Darkness during sleep
KNUST,sleep_darkness,7,20,7,20,6,Darkness during sleep
KNUST,sleep_darkness,8,5,3,5,6,Darkness during sleep
KNUST,sleep_darkness,9,1,1,1,6,Darkness during sleep
KNUST,sleep_darkness,10,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,11,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,12,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,13,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,14,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,15,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,16,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,17,0,0,0,6,Darkness during sleep
KNUST,sleep_darkness,18,2,1,2,6,Darkness during sleep
KNUST,sleep_darkness,19,2,2,2,6,Darkness during sleep
KNUST,sleep_darkness,20,16,7,16,6,Darkness during sleep
KNUST,sleep_darkness,21,35,9,35,6,Darkness during sleep
KNUST,sleep_darkness,22,59,11,59,6,Darkness during sleep
KNUST,sleep_darkness,23,85,15,85,6,Darkness during sleep
MPI,sleep_darkness,0,96,23,96,6,Darkness during sleep
MPI,sleep_darkness,1,131,24,131,6,Darkness during sleep
MPI,sleep_darkness,2,142,24,142,6,Darkness during sleep
MPI,sleep_darkness,3,145,24,145,6,Darkness during sleep
MPI,sleep_darkness,4,146,24,146,6,Darkness during sleep
MPI,sleep_darkness,5,140,23,140,6,Darkness during sleep
MPI,sleep_darkness,6,112,22,112,6,Darkness during sleep
MPI,sleep_darkness,7,58,16,58,6,Darkness during sleep
MPI,sleep_darkness,8,35,13,35,6,Darkness during sleep
MPI,sleep_darkness,9,17,7,17,6,Darkness during sleep
MPI,sleep_darkness,10,9,5,9,6,Darkness during sleep
MPI,sleep_darkness,11,3,1,3,6,Darkness during sleep
MPI,sleep_darkness,12,1,1,1,6,Darkness during sleep
MPI,sleep_darkness,13,0,0,0,6,Darkness during sleep
MPI,sleep_darkness,14,0,0,0,6,Darkness during sleep
MPI,sleep_darkness,15,0,0,0,6,Darkness during sleep
MPI,sleep_darkness,16,1,1,1,6,Darkness during sleep
MPI,sleep_darkness,17,3,3,3,6,Darkness during sleep
MPI,sleep_darkness,18,5,5,5,6,Darkness during sleep
MPI,sleep_darkness,19,5,2,5,6,Darkness during sleep
MPI,sleep_darkness,20,3,2,3,6,Darkness during sleep
MPI,sleep_darkness,21,5,5,5,6,Darkness during sleep
MPI,sleep_darkness,22,13,6,13,6,Darkness during sleep
MPI,sleep_darkness,23,33,12,33,6,Darkness during sleep
RISE,sleep_darkness,0,101,16,101,6,Darkness during sleep
RISE,sleep_darkness,1,112,17,112,6,Darkness during sleep
RISE,sleep_darkness,2,115,17,115,6,Darkness during sleep
RISE,sleep_darkness,3,109,17,109,6,Darkness during sleep
RISE,sleep_darkness,4,104,15,104,6,Darkness during sleep
RISE,sleep_darkness,5,97,15,97,6,Darkness during sleep
RISE,sleep_darkness,6,49,12,49,6,Darkness during sleep
RISE,sleep_darkness,7,21,9,21,6,Darkness during sleep
RISE,sleep_darkness,8,8,4,8,6,Darkness during sleep
RISE,sleep_darkness,9,2,1,2,6,Darkness during sleep
RISE,sleep_darkness,10,1,1,1,6,Darkness during sleep
RISE,sleep_darkness,11,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,12,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,13,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,14,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,15,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,16,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,17,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,18,0,0,0,6,Darkness during sleep
RISE,sleep_darkness,19,5,1,5,6,Darkness during sleep
RISE,sleep_darkness,20,8,2,8,6,Darkness during sleep
RISE,sleep_darkness,21,17,6,17,6,Darkness during sleep
RISE,sleep_darkness,22,35,10,35,6,Darkness during sleep
RISE,sleep_darkness,23,87,15,87,6,Darkness during sleep
THUAS,sleep_darkness,0,78,12,78,6,Darkness during sleep
THUAS,sleep_darkness,1,84,13,84,6,Darkness during sleep
THUAS,sleep_darkness,2,91,13,91,6,Darkness during sleep
THUAS,sleep_darkness,3,94,13,94,6,Darkness during sleep
THUAS,sleep_darkness,4,96,13,96,6,Darkness during sleep
THUAS,sleep_darkness,5,91,13,91,6,Darkness during sleep
THUAS,sleep_darkness,6,76,12,76,6,Darkness during sleep
THUAS,sleep_darkness,7,48,11,48,6,Darkness during sleep
THUAS,sleep_darkness,8,22,10,22,6,Darkness during sleep
THUAS,sleep_darkness,9,8,6,8,6,Darkness during sleep
THUAS,sleep_darkness,10,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,11,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,12,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,13,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,14,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,15,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,16,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,17,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,18,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,19,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,20,0,0,0,6,Darkness during sleep
THUAS,sleep_darkness,21,2,2,2,6,Darkness during sleep
THUAS,sleep_darkness,22,19,7,19,6,Darkness during sleep
THUAS,sleep_darkness,23,46,13,46,6,Darkness during sleep
TUM,sleep_darkness,0,24,7,24,6,Darkness during sleep
TUM,sleep_darkness,1,43,9,43,6,Darkness during sleep
TUM,sleep_darkness,2,48,9,48,6,Darkness during sleep
TUM,sleep_darkness,3,49,9,49,6,Darkness during sleep
TUM,sleep_darkness,4,52,9,52,6,Darkness during sleep
TUM,sleep_darkness,5,55,9,55,6,Darkness during sleep
TUM,sleep_darkness,6,51,8,51,6,Darkness during sleep
TUM,sleep_darkness,7,39,8,39,6,Darkness during sleep
TUM,sleep_darkness,8,33,7,33,6,Darkness during sleep
TUM,sleep_darkness,9,20,6,20,6,Darkness during sleep
TUM,sleep_darkness,10,5,5,5,6,Darkness during sleep
TUM,sleep_darkness,11,2,2,2,6,Darkness during sleep
TUM,sleep_darkness,12,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,13,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,14,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,15,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,16,1,1,1,6,Darkness during sleep
TUM,sleep_darkness,17,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,18,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,19,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,20,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,21,0,0,0,6,Darkness during sleep
TUM,sleep_darkness,22,1,1,1,6,Darkness during sleep
TUM,sleep_darkness,23,8,3,8,6,Darkness during sleep
UCR,sleep_darkness,0,127,26,127,6,Darkness during sleep
UCR,sleep_darkness,1,149,28,149,6,Darkness during sleep
UCR,sleep_darkness,2,158,28,158,6,Darkness during sleep
UCR,sleep_darkness,3,158,28,158,6,Darkness during sleep
UCR,sleep_darkness,4,146,29,146,6,Darkness during sleep
UCR,sleep_darkness,5,93,25,93,6,Darkness during sleep
UCR,sleep_darkness,6,53,17,53,6,Darkness during sleep
UCR,sleep_darkness,7,33,13,33,6,Darkness during sleep
UCR,sleep_darkness,8,21,9,21,6,Darkness during sleep
UCR,sleep_darkness,9,7,4,7,6,Darkness during sleep
UCR,sleep_darkness,10,2,2,2,6,Darkness during sleep
UCR,sleep_darkness,11,1,1,1,6,Darkness during sleep
UCR,sleep_darkness,12,1,1,1,6,Darkness during sleep
UCR,sleep_darkness,13,1,1,1,6,Darkness during sleep
UCR,sleep_darkness,14,1,1,1,6,Darkness during sleep
UCR,sleep_darkness,15,3,2,3,6,Darkness during sleep
UCR,sleep_darkness,16,0,0,0,6,Darkness during sleep
UCR,sleep_darkness,17,0,0,0,6,Darkness during sleep
UCR,sleep_darkness,18,0,0,0,6,Darkness during sleep
UCR,sleep_darkness,19,0,0,0,6,Darkness during sleep
UCR,sleep_darkness,20,4,4,4,6,Darkness during sleep
UCR,sleep_darkness,21,12,9,12,6,Darkness during sleep
UCR,sleep_darkness,22,68,20,68,6,Darkness during sleep
UCR,sleep_darkness,23,110,26,110,6,Darkness during sleep
BAUA,sleep_external_light,0,6,2,6,7,Light entering from outside during sleep
BAUA,sleep_external_light,1,8,2,8,7,Light entering from outside during sleep
BAUA,sleep_external_light,2,8,2,8,7,Light entering from outside during sleep
BAUA,sleep_external_light,3,8,2,8,7,Light entering from outside during sleep
BAUA,sleep_external_light,4,16,4,16,7,Light entering from outside during sleep
BAUA,sleep_external_light,5,31,8,31,7,Light entering from outside during sleep
BAUA,sleep_external_light,6,22,7,22,7,Light entering from outside during sleep
BAUA,sleep_external_light,7,28,10,28,7,Light entering from outside during sleep
BAUA,sleep_external_light,8,14,8,14,7,Light entering from outside during sleep
BAUA,sleep_external_light,9,5,3,5,7,Light entering from outside during sleep
BAUA,sleep_external_light,10,2,1,2,7,Light entering from outside during sleep
BAUA,sleep_external_light,11,0,0,0,7,Light entering from outside during sleep
BAUA,sleep_external_light,12,0,0,0,7,Light entering from outside during sleep
BAUA,sleep_external_light,13,1,1,1,7,Light entering from outside during sleep
BAUA,sleep_external_light,14,0,0,0,7,Light entering from outside during sleep
BAUA,sleep_external_light,15,0,0,0,7,Light entering from outside during sleep
BAUA,sleep_external_light,16,0,0,0,7,Light entering from outside during sleep
BAUA,sleep_external_light,17,0,0,0,7,Light entering from outside during sleep
BAUA,sleep_external_light,18,2,2,2,7,Light entering from outside during sleep
BAUA,sleep_external_light,19,1,1,1,7,Light entering from outside during sleep
BAUA,sleep_external_light,20,2,2,2,7,Light entering from outside during sleep
BAUA,sleep_external_light,21,8,3,8,7,Light entering from outside during sleep
BAUA,sleep_external_light,22,10,4,10,7,Light entering from outside during sleep
BAUA,sleep_external_light,23,3,2,3,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,0,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,1,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,2,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,3,0,0,0,7,Light entering from outside during sleep
