change_id,date,status,category,files,description,rationale,verification,result_effect,decision_id
"CHG-085","2026-08-01","structurally_verified","answer_in_brief_reporting_staple","audit/decisions/answer_in_brief_callout.md; audit/decisions/model_reporting.md; audit/decisions/h03_h11_gated_workflow.md; audit/hypotheses/H03-H11_gated_workflow.qmd; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Required a compact Answer in brief note directly after the hypothesis and analytical-question section of every standalone hypothesis report","The author requested a consistent early summary of the accepted result before detailed methods tables figures and diagnostics and clarified the exact established title","Decision and change ledgers parse with unique REPORT-012 and CHG-085 identifiers; the shared workflow source contains the exact title placement content and no-recomputation rule; H02 and H05 already implement it and H01 and active future-hypothesis tasks were notified","Reporting-only rule; no dataset metric model estimate interval diagnostic sensitivity classification or scientific claim changed","REPORT-012"
"CHG-086","2026-08-01","approved","preparation03_version_specific_verification_reporting","audit/decisions/preparation03_version_specific_verification.md; audit/handoffs/preparation_reports_shared_change_request.md; audit/findings/threshold_timing_zero_relevance_map.md; artifacts/12_manifests/reference_profile_artifacts.csv; audit/ledgers/decision_register.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Authorized the Preparation 03 reader-facing rewrite to continue with version-specific verification wording while retaining current-manifest independent reconstruction as an open audit item","The stored 394-of-394 record verifies the preceding profile manifest and cannot be silently transferred to the post-flat-zero-exclusion manifest","The two manifest identities and their chronology are recorded explicitly; central ledgers parse with unique PREP-002 FIND-043 and CHG-086 identifiers; the documentation worker remains prohibited from rerunning the verifier","No data profile metric sample model estimate interval diagnostic result or claim changed; the rewrite may continue without overstating current verification","PREP-002; FIND-043; CHG-019; COVERAGE-002"
"CHG-087","2026-08-01","structurally_verified","h06_stage1_approval_and_stage2_transition","audit/decisions/h06_stage1_gate_and_stage2_transition.md; audit/hypotheses/H06/01_audit_and_plan.qmd; audit/hypotheses/H06/01_audit_and_plan.html; audit/handoffs/H06_worker_handoff.md; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Closed H06-G1 in favor of the repaired deliberate hourly adaptation and opened Stage 2 under the author-approved analysis contract","The author selected Option B and resolved the predictor site dependence marginalization multiplicity placement source and exploratory-analysis gates after the revised Stage 1 audit","R 4.6.1 independently verified the stated QMD and HTML hashes source syntax rendered contract immutable TUM source pin seven S001 and zero S101 rows; the central comparison-ledger verifier passes after the gate update","No H06 model result estimate interval diagnostic sensitivity output or claim changed; Stage 2 is authorized but had not started at gate closure","H06-001; DEV-015; DEV-030; DEV-031; DEV-032; DEV-056"
"CHG-088","2026-08-01","approved","preparation04_version_specific_verification_reporting","audit/decisions/preparation04_version_specific_verification.md; audit/handoffs/preparation_reports_shared_change_request.md; audit/reconciliation/preparation04/core_verification.md; audit/reconciliation/preparation04/result_gate.md; audit/findings/mder_support_cutoff_gate.md; artifacts/12_manifests/metric_artifacts.csv; artifacts/12_manifests/mder_support_gate_artifacts.csv; artifacts/12_manifests/state_support_gate_artifacts.csv; audit/ledgers/decision_register.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Authorized the Preparation 04 reader-facing rewrite to continue with version-specific verification wording while retaining exact current-manifest reconstruction as an open audit item","Stored complete metric and MDER verifier records predate all three current manifest identities and the expanded post-flat-zero-exclusion sample","Current metric MDER and state-support manifest SHA-256 values were independently rechecked; central ledgers parse with unique PREP-003 FIND-044 and CHG-088 identifiers; the documentation worker remains prohibited from running builders or scientific verifiers","No data metric support classification sample model estimate interval diagnostic result or claim changed; the rewrite may continue without overstating current verification","PREP-003; FIND-044; CHG-046; COVERAGE-002"
"CHG-089","2026-08-01","verified","h01_stage3_approval_and_stage4_transition","audit/decisions/h01_stage3_gate_and_stage4_transition.md; notebooks/hypotheses/H01.qmd; _build/nathealth/notebooks/hypotheses/H01.html; audit/handoffs/H01_worker_handoff.md; tests/hypotheses/H01/test_h01_reporting_inputs.R; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Recorded author approval of the H01 standalone reader-facing report after the added site-by-metric outcome table and opened the bounded Stage 4 preparation-and-provenance companion","The author reviewed and accepted Stage 3 and Stage 4 is required to expose the accepted result-producing chain without rerunning it","R 4.6.1 focused H01 reporting and HTML-structure tests pass; source and HTML hashes are 9f9619d48f2e776200379e3274e9c49a69b7369a2951773b33002374877017d5 and 5d5aaabc819ed375659dc4192c5ef5b933d47eba25a01590e69ebdb81cab8838; the report contains 36 semantic gt tables and the required Answer in brief callout","Reporting and provenance transition only; no data model bootstrap prediction estimate interval diagnostic sensitivity result display value or scientific claim changed","H01-010; H01-009; REPORT-007; REPORT-008; REPORT-010; REPORT-012"
"CHG-090","2026-08-01","structurally_verified","h01_preparation_website_integration","_quarto-nathealth.yml; audit/hypotheses/H01/H01_analysis_preparation.qmd; audit/ledgers/change_log.csv","Added the H01 analysis-preparation and provenance companion immediately after H01 results in both the Nature Health render graph and Hypothesis analyses navigation","REPORT-007 requires the scientific pipeline companion to be directly discoverable beside its accepted result while shared Quarto configuration remains coordinator-owned","R 4.6.1 YAML assertions and Quarto 1.9.37 profile inspection confirm exactly one companion entry adjacent to H01 results in both locations; the profile SHA-256 is 4b7ce91614a6d8f76f2526ced5aed3e2064fd2a70113018057b7a11b3916c803 and the untouched companion-source SHA-256 is 789365f821656a83938516d07e628844f821bb5f2446105afccb930d2c79e355","Configuration-only integration; no H01 source content data model prediction bootstrap estimate interval diagnostic sensitivity result or claim changed; final website rendering manifesting and reciprocal-link verification remain H01-owned","H01-010; REPORT-007"
"CHG-091","2026-08-01","verified","h01_stage4_final_closure","audit/decisions/h01_stage4_closure.md; audit/handoffs/H01_worker_handoff.md; notebooks/hypotheses/H01.qmd; audit/hypotheses/H01/H01_analysis_preparation.qmd; artifacts/12_manifests/H01/H01_preparation_report_manifest.csv; artifacts/12_manifests/H01_worker_artifacts.csv; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/hypothesis_implementation_audit.csv; audit/ledgers/hypothesis_result_comparisons.csv; audit/ledgers/hypothesis_data_sensitivity_comparisons.csv; audit/ledgers/result_differences.csv; audit/ledgers/claim_provenance.csv; audit/ledgers/finding_register.csv","Closed H01 after verification of the author-approved standalone result and bounded analysis-preparation companion; transferred its V0 comparison sensitivity classification claim provenance and report QA into the central audit chain","The 1,279-identity worker inventory 53-identity preparation manifest and focused verifiers establish a complete accepted result-to-code provenance path","Final source HTML companion manifest handoff and worker-inventory hashes match the sealed handoff; all read-only H01 verifiers pass; 36 result tables 10 result figures 20 preparation tables and 2 preparation figures satisfy the reporting contracts","No fit prediction emmeans calculation simulation response-family assessment or bootstrap was rerun; the accepted results and claim scope are unchanged while reporting and provenance are finalized","H01-011; H01-010; REPORT-007; REPORT-008; REPORT-009; REPORT-010; REPORT-011; REPORT-012"
"CHG-092","2026-08-01","approved_revalidation_required","report011_physical_size_clarification","audit/decisions/figure_readability_and_layout.md; audit/decisions/report011_physical_size_revalidation.md; audit/decisions/model_reporting.md; audit/decisions/hypothesis_preparation_provenance_companions.md; audit/hypotheses/implementation_result_comparison_contract.qmd; audit/hypotheses/H03-H11_gated_workflow.qmd; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Clarified REPORT-011 with a concrete 170-mm A4 reference frame and invalidated prior visual PASS labels that lack physical-size scaling evidence","The descriptive figures exposed that native 10-20-inch canvases and browser-pixel previews can appear readable while producing approximately 2.5-3.2-pt text after publication downscaling","Shared contracts now require native and intended widths scale factor minimum essential nominal text effective final text and an A4 or equivalent physical-size inspection; the descriptives task is applying the repair in its current execution","Reporting-QA correction only; no data metric sample model estimate interval diagnostic result or claim changes; closed hypothesis and preparation figures are revalidated from stored outputs at their next authorized reporting touchpoint","REPORT-011"
"CHG-093","2026-08-01","superseded_before_adoption","descriptives_visual_scale_pilot","audit/decisions/figure_readability_and_layout.md; audit/decisions/descriptives_visual_scale_pilot.md; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Recorded and then stopped an incorrect interpretation that multiplied fonts and graphical marks by 1.5 at a fixed 170-mm canvas","The author clarified that scale referred to the literal ggsave export-device multiplier rather than plot-theme or geom multiplication","The incorrect showcase artifacts and QA records are non-authoritative and must be replaced from the pre-pilot plot specification","No scientific result changed; the stopped display-only implementation must not enter an authoritative manifest","REPORT-011; REPORT-011-PILOT-001"
"CHG-094","2026-08-01","verified_awaiting_author_review","descriptives_export_scale_pilot","audit/decisions/figure_readability_and_layout.md; audit/decisions/descriptives_visual_scale_pilot.md; audit/decisions/report011_physical_size_revalidation.md; audit/decisions/model_reporting.md; audit/decisions/hypothesis_preparation_provenance_companions.md; audit/hypotheses/implementation_result_comparison_contract.qmd; audit/hypotheses/H03-H11_gated_workflow.qmd; audit/ledgers/decision_register.csv; notebooks/descriptives.qmd; _build/nathealth/notebooks/descriptives.html; tests/descriptives/run_figure1_export_scale_pilot_tests.R; audit/ledgers/change_log.csv","Corrected the descriptive showcase to use the literal ggsave scale argument and the submitted Figure 1 base geometry while leaving typography and graphical marks unchanged","Official ggplot2 behavior and the supplied accepted figures show that scale multiplies the exported device dimensions; the submitted Figure 1 contract is 10.5 by 10 inches at scale 1.5","R 4.6.1 verification passes exact 4725-by-4500 geometry literal scale 1.5 true symlog threshold 1 exact HTML asset with alt text and 100-percent width plus unchanged Figure 2-5 hashes; final HTML and PNG hashes are f7f45a8df1dd5c70b7d2b536fd9dfcc4f1ff90550a15b2eede61f5d7c78ec5dd and 3088cd0be1fc7c4e97ea75fabac15cd41c21a46d598afd84f0c9629f38c78b6c","Display-only pilot using already authorized figure source data; no preparation metric model prediction bootstrap simulation Shapley result or claim changed; wider propagation awaits author review","REPORT-011; REPORT-011-PILOT-001"
"CHG-095","2026-08-01","verified_awaiting_author_review","descriptives_reference_typography_correction","audit/decisions/figure_readability_and_layout.md; audit/decisions/report011_physical_size_revalidation.md; audit/decisions/model_reporting.md; audit/hypotheses/implementation_result_comparison_contract.qmd; audit/hypotheses/H03-H11_gated_workflow.qmd; audit/ledgers/decision_register.csv; Descriptives.qmd; figures/Fig1.png; scripts/descriptives/plot_descriptive_replications.R; audit/descriptives/figure_readability_qa.csv","Anchored final-size typography and the Figure 1 base theme to the supplied submitted reference rather than to the reduced-font reconstruction","At a 170-mm display the submitted 15.75-inch export reduces the ordinary 14-pt theme basis to about 6.0 pt and its usual 12-pt axis text to about 5.1 pt; the reconstructed 10.5- to 11-pt themes were visibly too small before export scaling","The corrected pilot restores the submitted 14-pt cowplot base 12-pt ticks 14-pt titles and tags 11-pt caption and 3-unit map labels without multiplying fonts or marks; it retains literal ggsave scale 1.5 true symlog threshold 1 and the submitted panel geometry","Display-only reference correction from stored figure source data; no preparation metric sample model estimate interval diagnostic result or scientific claim changed; author review remains the propagation gate","REPORT-011; REPORT-011-PILOT-001"
"CHG-096","2026-08-03","approved_implementation_in_progress","figure_typography_canvas_and_symlog_display_rule","audit/decisions/figure_readability_and_layout.md; audit/decisions/descriptives_visual_scale_pilot.md; audit/decisions/report011_physical_size_revalidation.md; audit/decisions/reader_facing_symlog_scale.md; audit/decisions/model_reporting.md; audit/decisions/hypothesis_preparation_provenance_companions.md; audit/hypotheses/implementation_result_comparison_contract.qmd; audit/hypotheses/H03-H11_gated_workflow.qmd; notebooks/descriptives.qmd; scripts/descriptives/plot_descriptive_figures.R; scripts/descriptives/plot_descriptive_replications.R; scripts/descriptives/build_descriptive_replications.R; scripts/descriptives/build_publication_tables.R; scripts/pipeline/prepared_day_showcase.R; notebooks/preparation/07_example_days.qmd; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Approved and recorded the Figure 1 reference text values separated typography approval from remaining detail QA prohibited A4 canvases as final figure assets and standardized zero-containing right-skewed displays on the exact LightLogR symlog transformation","The author accepted the text size but identified unresolved figure details clarified that A4 is only a size-check aid and required a single zero-preserving scale for melEDI and comparable variables","Central contracts and the current descriptive and Preparation 07 display sources use explicit base 10 threshold 1 scale 1 arguments; active workers were told to integrate at their next planned display execution while idle or closed tasks were not restarted","Display and reporting only; source values metrics samples models estimates intervals diagnostics and claims are unchanged; no scientific computation was authorized or rerun","REPORT-011; REPORT-011-PILOT-001; REPORT-013"
"CHG-100","2026-08-11","implemented_independently_verified_downstream_mder_updates_open","mder_mean_of_viable_momentary_ratios","audit/decisions/mder_mean_of_viable_ratios.md; audit/decisions/metric_validity.md; audit/decisions/metric_implementation_parameters.md; audit/decisions/preparation06_current_base_model_gate.md; scripts/pipeline/time_support.R; scripts/pipeline/metric_derivation.R; scripts/pipeline/build_metric_derivation.R; scripts/pipeline/verify_metric_derivation_mder.R; artifacts/05_metrics/; artifacts/06_model_data/; artifacts/08_diagnostics/mder_METRIC-010/; artifacts/12_manifests/metric_artifacts.csv; artifacts/12_manifests/base_model_data_artifacts.csv; audit/ledgers/decision_register.csv; audit/ledgers/deviation_register.csv; audit/ledgers/finding_register.csv; audit/ledgers/metric_validity.csv; audit/ledgers/result_differences.csv; audit/ledgers/sample_flow.csv","Replaced the ratio-of-integrals MDER with the arithmetic mean of viable positive one-minute MEDI/LIGHT ratios requiring at least 720 of 1440 local wall-clock minutes; independently reconstructed the metric and repinned Preparation 04-06 downstream data while preserving non-MDER values exactly","The author clarified the intended estimand after identifying implausibly high revised MDER descriptives; ratio of integrals weights moments by photopic illuminance whereas the intended daily measure gives each viable momentary ratio equal weight","Fresh R 4.6.1 metric and base-model verifiers PASS; 702 of 816 near-eye and 732 of 902 chest MDER days remain; all 43 shared non-MDER participant-day fields and all 618 by 47 site-context values are exactly unchanged; all six H06 hourly frames match their accepted frozen frames exactly","Changes only MDER values availability models multiplicity families displays and claims in Descriptives H01 H05 the daily H06 variant and H10; non-MDER results remain frozen; current-estimand upper-tail and influence checks are required","METRIC-010; DEV-058; FIND-048"
"CHG-101","2026-08-11","implemented_independently_verified_downstream_gap_mder_updates_open","gap_timing_unaware_mder_reconstruction_repair","audit/decisions/mder_mean_of_viable_ratios.md; audit/decisions/manuscript_prepared_data_sensitivity.md; audit/decisions/metric_validity.md; audit/decisions/preparation06_current_base_model_gate.md; scripts/pipeline/manuscript_prepared_data.R; scripts/pipeline/build_manuscript_prepared_data.R; scripts/pipeline/verify_manuscript_prepared_data_artifacts.R; scripts/pipeline/h01_manuscript_prepared_adapter.R; scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R; audit/scripts/repair_gap_mder_METRIC_010.R; audit/scripts/finalize_gap_mder_METRIC_010_evidence.R; audit/scripts/rebuild_mder_METRIC_010_downstream.R; audit/reconciliation/mder_METRIC-010_gap_repair/; artifacts/12_manifests/manuscript_prepared_data_artifacts.csv; artifacts/12_manifests/site_solar_context_artifacts.csv; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/12_manifests/H01_model_data_artifacts.csv; artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv; audit/ledgers/change_log.csv; audit/ledgers/finding_register.csv; audit/ledgers/result_differences.csv; audit/ledgers/sample_flow.csv","Rebuilt gap-timing-unaware MDER from pinned one-minute MEDI and LIGHT values under the approved METRIC-010 rule instead of copying frozen daily values; repaired the construct-impossible finite zero to metric-specific NA and repinned shared and H01 provenance","The sensitivity must differ in prepared input and remaining-gap timing rather than silently use another MDER formula; the copied values did not implement their declared construct","Fresh R 4.6.1 independent verification PASS; gap MDER is available for 687 of 811 near-eye and 723 of 897 chest days; two near-eye and three chest days have no viable ratio; all 25620 non-MDER cells and all 618 by 47 context values are exact; H01 adapter clean-build byte-stability tamper-rejection and all six H06 hourly-frame invariance checks PASS","Only gap-timing-unaware MDER values availability and their MDER-dependent models multiplicity-derived fields displays claims and manifests change; primary non-MDER and every hourly H06 scientific result remain frozen","METRIC-010; DEV-058; FIND-049"
"CHG-102","2026-08-11","structurally_verified","h06_stage3_approval_and_stage4_transition","audit/decisions/h06_stage3_gate_and_stage4_transition.md; notebooks/hypotheses/H06.qmd; notebooks/hypotheses/H06.css; _build/nathealth/notebooks/hypotheses/H06.html; tests/hypotheses/H06/test_h06_stage3.R; artifacts/12_manifests/H06/H06_stage3_artifacts.csv; audit/handoffs/H06_worker_handoff.md; artifacts/08_diagnostics/mder_METRIC-010/downstream_rebuild/h06_hourly_frame_invariance.csv; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Closed H06-G3 after explicit author approval and the final display-only site-table seal and opened the bounded Stage 4 analysis-preparation and provenance companion","The accepted reader report tests and 301-entry manifest are sealed; the later CHG-101 base-manifest repin leaves every accepted H06 hourly frame exactly unchanged","Coordinator structural checks match the reported source CSS HTML test manifest and handoff identities; the R 4.6.1 six-frame invariance evidence passes with tolerance zero and attributes included","Accepts H06 Stage 3 and authorizes documentation-only Stage 4; no model frame estimate interval diagnostic sensitivity figure source data or scientific claim changes","H06-004; H06-003; REPORT-007; CHG-101"
"CHG-103","2026-08-11","verified","h05_metric010_repaired_gap_reseal_closure","audit/decisions/h05_metric010_gap_reseal_closure.md; scripts/hypotheses/H05/reseal_h05_gap_mder_metric010.R; artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv; artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv; artifacts/12_manifests/H05/H05_stage2_artifacts.csv; artifacts/12_manifests/H05/H05_stage3_artifacts.csv; artifacts/12_manifests/H05/H05_preparation_report_manifest.csv; notebooks/hypotheses/H05.qmd; audit/hypotheses/H05/H05_analysis_preparation.qmd; audit/handoffs/H05_stage3_handoff.md; audit/handoffs/H05_stage4_handoff.md; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Closed the H05-specific portion of the repaired gap-timing-unaware MDER update after a bounded 16-cell reseal and 44 deletion refits","The corrected comparator must use the approved momentary-ratio MDER but the H05 primary analysis and all non-MDER fits were already accepted and required preservation","Fresh R 4.6.1 Stage 2 Stage 3 and Stage 4 tests pass; all 16 reseal invariants pass; 132 non-target frames 200 non-target inferential bundles and all primary outputs remain frozen; all three 68-test families retain zero associations","Retains the H05 four-stage closure and all accepted claims; records 27 non-MDER adjusted p-value and 26 rank changes as necessary H05-F3 family-wide consequences without a raw-test or fitted-result change","H05-004; H05-003; METRIC-010; FIND-049; CHG-101"
"CHG-104","2026-08-11","verified_awaiting_author_review","h06_stage4_verification_author_gate","audit/decisions/h06_stage4_verification_author_gate.md; audit/hypotheses/H06/H06_analysis_preparation.qmd; _build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html; artifacts/12_manifests/H06/H06_preparation_report_manifest.csv; tests/hypotheses/H06/test_h06_preparation_report.R; audit/handoffs/H06_worker_handoff.md; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Recorded H06 Stage 4 as complete and independently verified and opened the final H06-G4 author-review gate","The bounded companion and reciprocal website integration pass all structural provenance accessibility figure-QA and manifest checks but author acceptance is intentionally separate from coordinator verification","Fresh R 4.6.1 focused verification passes with 30 gt tables 315 manifest identities byte-identical website source exact six-frame invariance and no prohibited scientific calls","Changes documentation and gate status only; no accepted H06 model result interval diagnostic sensitivity figure table claim or analytical identity changes and H06 remains open pending explicit author approval","H06-005; H06-004; REPORT-007; CHG-101"
"CHG-105","2026-08-11","structurally_verified","h06_stage4_acceptance_version_selection_deferred","audit/decisions/h06_stage4_acceptance_version_selection_deferred.md; audit/decisions/h06_stage4_verification_author_gate.md; audit/handoffs/H06_worker_handoff.md; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Recorded explicit author acceptance of H06-G4 while deferring final H06 version selection and overall closure until H06-Alternative is complete","Stage 4 is accepted but the author requires a later choice between the accepted main and alternative implementations and has prohibited additional main-H06 work in the interim","Coordinator records preserve H06-005 verification and move only the open gate from Stage 4 author review to version selection; central ledger structure and uniqueness checks pass","Accepts and freezes the complete main-H06 four-stage workflow without selecting it as final changing any scientific result or authorizing new main-H06 work","H06-006; H06-005"
"CHG-106","2026-08-12","implemented_independently_verified_downstream_l10_updates_open","l10_source_verified_numerical_zero_normalization","scripts/pipeline/time_support.R; scripts/pipeline/metric_derivation.R; scripts/pipeline/build_metric_derivation.R; scripts/pipeline/verify_metric_derivation_core.R; audit/scripts/finalize_l10_METRIC_011.R; tests/test_time_support.R; tests/test_build_metric_derivation.R; tests/test_verify_metric_derivation_core.R; tests/test_verify_metric_derivation_mder.R; tests/test_preanalysis_comparison.R; audit/decisions/l10_numerical_zero_normalization.md; audit/findings/l10_positive_roundoff.md; audit/decisions/preparation06_current_base_model_gate.md; audit/reconciliation/l10_METRIC-011/; artifacts/05_metrics/*numerical_zero_audit.csv; artifacts/12_manifests/metric_artifacts.csv; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/12_manifests/H01_model_data_artifacts.csv; artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv; artifacts/12_manifests/preanalysis_comparison_artifacts.csv","Implemented and independently verified a source-proven pre-model numerical-zero rule for offset geometric means and repinned the inherited metric context base H01 and descriptive-comparison artifacts","Machine-precision residuals from all-zero windows are physical zero rather than positive exposure; the rule must depend on algorithmic precision and exact source provenance rather than fitted outcomes or an arbitrary post hoc cutoff","Fresh R 4.6.1 canonical build independent metric verifier base/H01/gap/preanalysis verifiers and twelve focused tests pass; evidence manifest a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb seals row-level evidence identities and invariance checks","Changes exactly eight primary L10 mean cells from 4.163336342344337e-17 lx to zero; every non-L10 scientific value all gap-timing-unaware scientific values all sample contracts and the accepted main-H06 analysis remain unchanged; no hypothesis model prediction diagnostic bootstrap figure table or claim was recomputed","METRIC-011; FIND-050; FIND-033"
"CHG-107","2026-08-12","verified_awaiting_author_approval","h01_metric011_l10_author_gate","audit/decisions/h01_metric011_l10_production_gate.md; audit/hypotheses/H01/l10_METRIC-011/H01_METRIC-011_author_gate.md; audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_author_gate_manifest.csv; audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv; audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/H01_METRIC-011_bootstrap_pilot_manifest.csv; tests/hypotheses/H01/test_h01_l10_METRIC011_gate.R; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Independently verified the isolated H01 METRIC-011 L10 point-refit and 50-successful-refit pilot and recorded the bounded production-bootstrap author gate","Affected point estimates multiplicity decisions samples and claims are stable but the four affected bootstrap targets require current-input production draws before report integration; the pilot establishes a bounded runtime without providing inference","Fresh R 4.6.1 focused gate verification passed; all four reported manifest hashes match; 200 retained pilot draws completed without failures or warnings in 73.95 seconds and project to 24.65 minutes for four 1000-successful-refit targets","Changes no accepted H01 scientific result report or claim and authorizes no production computation; records only a verified author decision gate while preserving non-L10 gap-L10 and METRIC-010 artifacts","H01-012; METRIC-011; H01-011"
"CHG-108","2026-08-12","verified_awaiting_author_approval","h06_daily_metric011_l10_estimability_gate","audit/decisions/h06_daily_metric011_l10_author_gate.md; audit/hypotheses/H06_daily/08_l10_metric011_amendment.qmd; audit/hypotheses/H06_daily/08_l10_metric011_amendment.html; audit/hypotheses/H06_daily/H06_daily_l10_metric011_transition.md; audit/hypotheses/H06_daily/H06_daily_l10_metric011_report_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_input_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_code_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_output_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_l10_metric011.R; audit/handoffs/H06_daily_worker_handoff.md; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Independently verified the bounded H06-daily METRIC-011 L10 amendment and recorded its estimability disposition for explicit author review","Fixed-site occurrence separation and an AR correlation-boundary failure invalidate the two-part joint test while conditional positive-magnitude and diagnostic MAP results cannot replace the failed component under the approved hierarchy","Fresh R 4.6.1 focused verification passed 13 pins 36 component frames eight numerical-zero repairs twelve non-estimable joint slots 440 positive-only influence refits 194 unchanged model objects 294 byte-identical protected files and all four unique manifests; all reported source HTML transition manifest test and handoff identities match","Accepts no H06-daily L10 association and releases no remaining computation; preserves the named 15-slot families with missing L10 p-values and freezes non-L10 results the approved pre-sleep branch main H06 and final H06 version selection","H06-D-001; METRIC-011; H06-006"
"CHG-109","2026-08-12","approved","h06_daily_metric011_l10_author_acceptance","audit/decisions/h06_daily_metric011_l10_acceptance.md; audit/decisions/h06_daily_metric011_l10_author_gate.md; audit/hypotheses/H06_daily/H06_daily_l10_metric011_transition.md; audit/hypotheses/H06_daily/08_l10_metric011_amendment.qmd; audit/handoffs/H06_daily_worker_handoff.md; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Recorded explicit author acceptance of the independently verified H06-daily METRIC-011 L10 estimability disposition","The author approved retaining all twelve joint L10 slots as non-estimable with missing p-values and retaining positive-only and MAP outputs only as descriptive diagnostics without changing the primary hierarchy","The approval exactly matches the four recommended dispositions in H06-D-001 whose R 4.6.1 focused verifier and manifest identities passed independently before author review","Closes only H06-D-G2P-L10-METRIC011 and permits a bounded no-refit closure update; releases no remaining daily-grid work and changes no non-L10 result pre-sleep sensitivity main-H06 result or final version selection","H06-D-002; H06-D-001; METRIC-011; H06-006"
"CHG-110","2026-08-12","approved_bounded_production_in_progress","h01_metric011_l10_production_authorization","audit/decisions/h01_metric011_l10_production_authorization.md; audit/decisions/h01_metric011_l10_production_gate.md; audit/hypotheses/H01/l10_METRIC-011/H01_METRIC-011_author_gate.md; audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/H01_METRIC-011_bootstrap_pilot_manifest.csv; tests/hypotheses/H01/test_h01_l10_METRIC011_gate.R; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Recorded explicit author acceptance of all three H01 METRIC-011 dispositions and authorized the four-target production bootstrap","The accepted point gate shows unchanged samples support sensitivity and claims while exact-input provenance requires replacing the four affected historical bootstrap targets; the successful pilot projects a bounded 24.65-minute run","The H01 task contains the explicit author reply accept immediately after the three dispositions were listed; H01-012 independently verified the point fits 200 retained pilot draws no failures or warnings and the complete preservation contract","Authorizes at least 1000 successful joint refits per four affected target and integration only after focused verification; freezes 830 non-L10 artifacts unchanged gap L10 outputs METRIC-010 shared files and accepted claims unless a new gate is triggered","H01-013; H01-012; METRIC-011; H01-011"
