run_id,site,clock_bin,time_hour,eta,standard_error,lower_eta,upper_eta,estimate_melEDI_lx,lower_melEDI_lx,upper_melEDI_lx,simultaneous_critical_value,equal_site_deviation_eta,deviation_standard_error,site_to_equal_site_ratio,ratio_lower,ratio_upper,deviation_simultaneous_critical_value,display_order,display_name,color_hex,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx
main__chest__all_available,TUM,450,7.75,0.7814311062985441,0.16620113878789836,0.20192515899954688,1.3609370535975414,5.945484420359766,1.49193436890914,22.858158697118142,3.486774829133679,0.07139027469346793,0.15148102056494972,1.1786646938003065,0.35191799543679303,3.947653937636984,3.4654427171698163,5,Munich (DE),#DDCC77,2.7555045734900747,12.699097650242189
main__chest__all_available,TUM,480,8.25,1.061945335436559,0.17515169109375245,0.4512308276506653,1.6726598432224526,11.433080820167786,2.7263817985654595,46.96085825773177,3.486774829133679,-0.03062076015079996,0.1593745822085322,0.9319213037861028,0.2612617037332428,3.3241661676413736,3.4654427171698163,5,Munich (DE),#DDCC77,5.131838495663935,25.323558719322136
main__chest__all_available,TUM,510,8.75,1.2910802731797824,0.1833460967081624,0.6517937181578525,1.9303668282017123,19.447007211115636,4.385322947892204,85.08572583295502,3.486774829133679,-0.12752081023097184,0.16669084552897062,0.745554146209565,0.1971612727891303,2.819270625853446,3.4654427171698163,5,Munich (DE),#DDCC77,8.445323863765463,44.61281568760136
main__chest__all_available,TUM,540,9.25,1.4604940188439253,0.19007896569960225,0.7977314656947883,2.1232565719930623,28.773140144776217,6.176701358653405,132.7178885985329,3.486774829133679,-0.2037336612139873,0.17296473752808705,0.62555620859348,0.15735007302137183,2.486942411883718,3.4654427171698163,5,Munich (DE),#DDCC77,12.14464199425271,67.9835113195783
main__chest__all_available,TUM,570,9.75,1.591263802621994,0.1959590088031686,0.9079988631851208,2.2745287420588673,38.91789203045098,7.990937812812149,188.06062287479065,3.486774829133679,-0.2500374626948726,0.1783864295230089,0.5622928191333744,0.13544861988514248,2.3342667848300396,3.4654427171698163,5,Munich (DE),#DDCC77,16.01354895749936,94.37924243848195
main__chest__all_available,TUM,600,10.25,1.7016374414508728,0.20139695788168424,0.9994115980449204,2.403863284856825,50.2080450850637,9.886460718184518,253.3330702039657,3.486774829133679,-0.26516937581610245,0.18314120540738976,0.5430385039613884,0.12594045781148605,2.3415098047843386,3.4654427171698163,5,Munich (DE),#DDCC77,20.172469579982952,124.74415824600936
main__chest__all_available,TUM,630,10.75,1.8027590428571303,0.2058096173181963,1.0851472495984085,2.520370836115852,63.39785325650743,12.06598424175868,331.313989042131,3.486774829133679,-0.25497027113047305,0.18690525376554368,0.5559423120269766,0.1251181396667295,2.470240167614052,3.4654427171698163,5,Munich (DE),#DDCC77,24.98300734011279,160.6453728938238
main__chest__all_available,TUM,660,11.25,1.9003172564055828,0.2083676014860849,1.1737863483369444,2.626848164474221,79.3908711336021,14.820602082860972,423.394880333095,3.486774829133679,-0.22963722370530107,0.18926911944196953,0.5893357356685143,0.1301551882768138,2.6684807108670667,3.4654427171698163,5,Munich (DE),#DDCC77,30.940182209130132,203.46834734431206
main__chest__all_available,TUM,690,11.75,1.9888651859185604,0.209325816207944,1.2589931988768384,2.7187371729602825,97.3687027532856,18.05487231721264,523.1836590870015,3.486774829133679,-0.20017373650937337,0.1903195861336213,0.6307049848310233,0.13812892751182293,2.879836867311181,3.4654427171698163,5,Munich (DE),#DDCC77,37.796065740517086,250.5895592132966
main__chest__all_available,TUM,720,12.25,2.0596770692171367,0.2094399317606224,1.329407186938723,2.7899469514955504,114.6300199802304,21.25045756720651,616.4196901860264,3.486774829133679,-0.17520274084303103,0.1904192723136521,0.6680319886998256,0.14618747965386922,3.052701496618438,3.4654427171698163,5,Munich (DE),#DDCC77,44.48434041608011,295.1376857394665
main__chest__all_available,TUM,750,12.75,2.1083365273559465,0.2087078312179264,1.3806193148222003,2.8360537398896923,128.23246237452545,23.922561551488435,685.4730544725588,3.486774829133679,-0.15897981632954963,0.1895683647867799,0.6934580334653745,0.1527854066776565,3.1474474862132857,3.4654427171698163,5,Munich (DE),#DDCC77,49.935321523658956,329.0518950532095
main__chest__all_available,TUM,780,13.25,2.1352801658651965,0.2063763991301386,1.4156921320509834,2.8548681996794096,136.44637210140476,25.943067228835268,715.8261069453204,3.486774829133679,-0.15090774523992526,0.1874084538916073,0.7064676093076877,0.1583576298766865,3.15170467876772,3.4654427171698163,5,Munich (DE),#DDCC77,53.70093909146864,346.4536484847689
main__chest__all_available,TUM,810,13.75,2.145001723808974,0.2021995411614169,1.4399774532249658,2.850025994392981,139.5373903555758,27.44085718875731,707.8881592529061,3.486774829133679,-0.14635044508921696,0.1838572757673101,0.7139200103678995,0.16462761920808397,3.0959676368731333,3.4654427171698163,5,Munich (DE),#DDCC77,55.96578476456438,347.68075197191087
main__chest__all_available,TUM,840,14.25,2.1444462127554167,0.1969986585206024,1.4575562488526792,2.831336176658154,139.35889275130728,28.578487889073944,678.0662562770718,3.486774829133679,-0.1382539034873434,0.17931376920429262,0.7273544437907462,0.17391798734889394,3.0419193262674935,3.4654427171698163,5,Munich (DE),#DDCC77,57.223927366903105,339.17861646565564
main__chest__all_available,TUM,870,14.75,2.141074248688044,0.19132588787347757,1.4739639586891498,2.8081845386869384,138.28029391276934,29.682692580127288,642.8608636581704,3.486774829133679,-0.1190520520409352,0.17407636525301554,0.7602351540626708,0.1895379921934536,3.0492962534012475,3.4654427171698163,5,Munich (DE),#DDCC77,58.255581242512,328.04523196684937
main__chest__all_available,TUM,900,15.25,2.141040975698312,0.18474619564894415,1.4968725909313672,2.7852093604652564,138.26969246624583,31.295874972754753,609.7308077038285,3.486774829133679,-0.08248429424869302,0.1679447342158776,0.8270194162157511,0.2165273943342599,3.1587740521275123,3.4654427171698163,5,Munich (DE),#DDCC77,60.00977273066645,318.4201161713194
main__chest__all_available,TUM,930,15.75,2.147418118727857,0.17666012790128646,1.531444031450115,2.763392206005599,140.3164919336261,33.897268990178084,579.8522077094581,3.486774829133679,-0.02512996833945494,0.1607401165767708,0.9437783959140116,0.26171846551288114,3.403342820494208,3.4654427171698163,5,Munich (DE),#DDCC77,63.166036932740454,311.54890615651226
main__chest__all_available,TUM,960,16.25,2.1575990195737904,0.1678003372521359,1.5725170273229006,2.74268101182468,143.6470760759217,37.26947764936433,552.8438242155438,3.486774829133679,0.05245124929234451,0.152944016834485,1.1283692679748196,0.33299101867746855,3.823578215312931,3.4654427171698163,5,Munich (DE),#DDCC77,67.3087698875983,306.43610672368
main__chest__all_available,TUM,990,16.75,2.1636804877925155,0.15947009617430302,1.6076441704524287,2.7197168051326024,145.67413994241517,40.41764270987168,524.3653552062021,3.486774829133679,0.14512625531829443,0.1453526019923771,1.3967743633607377,0.43794052969765235,4.454893963545053,3.4654427171698163,5,Munich (DE),#DDCC77,70.87817731428167,299.2892021467146
main__chest__all_available,TUM,1020,17.25,2.153383419354455,0.1519747938044424,1.6234815336543442,2.6832853050545658,142.25850526544758,41.92246592053078,482.1645120288191,3.486774829133679,0.24338870480665337,0.13823285808540026,1.7514135478055848,0.5812335215706843,5.277481944172262,3.4654427171698163,5,Munich (DE),#DDCC77,71.59985822814718,282.54970841262656
main__chest__all_available,TUM,1050,17.75,2.111416514639432,0.1447227828807741,1.6068007580885706,2.616032271190294,129.14582249058725,40.33903263961735,412.9781955180435,3.486774829133679,0.33460824933244254,0.13148440397143416,2.1607685463480655,0.7567572305295909,6.169641362553939,3.4654427171698163,5,Munich (DE),#DDCC77,67.16127142833845,248.25216873748346
main__chest__all_available,TUM,1080,18.25,2.0271881577120068,0.1382412503299907,1.5451720457134273,2.5092042697105863,106.36041571615884,34.98908517968349,322.90129958986836,3.486774829133679,0.4054053358998701,0.12574818613917318,2.543345354261498,0.9324642709999028,6.937108254139442,3.4654427171698163,5,Munich (DE),#DDCC77,56.947981931418916,198.57170986140196
main__chest__all_available,TUM,1110,18.75,1.90035436444807,0.1347194504599812,1.430617975589486,2.370090753306654,79.39766347559528,26.85367426327455,234.37187334641348,3.486774829133679,0.4448564301087832,0.12254853025221309,2.7852002796473996,1.0475421782937129,7.405277571146093,3.4654427171698163,5,Munich (DE),#DDCC77,43.18217668181919,145.9157270864263
main__chest__all_available,TUM,1140,19.25,1.7369273604274855,0.1354372044064696,1.2646883251747745,2.209166395680197,54.46665859215631,18.29451430987787,161.77001079523006,3.486774829133679,0.44779498678476454,0.12285576154428685,2.8041096164350363,1.0520718069314416,7.4738536753659455,3.4654427171698163,5,Munich (DE),#DDCC77,29.512516629935536,100.4493814363262
main__chest__all_available,TUM,1170,19.75,1.551039545528962,0.1396954846346313,1.063952845961299,2.038126245096625,35.46637027449518,11.486515473587342,109.07576534430189,3.486774829133679,0.41717463505223606,0.1264228817109005,2.6132119472172244,0.95293522394146,7.166149922377455,3.4654427171698163,5,Munich (DE),#DDCC77,18.833958759797888,66.7094142672569
main__chest__all_available,TUM,1200,20.25,1.3619941409468346,0.14698704262462234,0.8494834205145022,1.874504861379167,22.914107689389336,6.971042059848573,74.8039743019365,3.486774829133679,0.3644997921944088,0.13325060332066824,2.314727078441087,0.799332478065977,6.70304484641016,3.4654427171698163,5,Munich (DE),#DDCC77,11.755089341011486,44.57694316790525
main__chest__all_available,TUM,1230,20.75,1.1778239605674925,0.15884320575349295,0.6239734689673111,1.7316744521676737,14.959964931357463,4.107009269964454,53.81063560352767,3.486774829133679,0.3077864737484162,0.14438582361771504,2.0313580230865056,0.6418383649155606,6.429056976830579,3.4654427171698163,5,Munich (DE),#DDCC77,7.253549125919232,30.742595847262443
main__chest__all_available,TUM,1260,21.25,1.00298083175125,0.17605934949547294,0.3891015234967858,1.6168601400057143,9.968872273689598,2.3496358176851984,41.28663720212787,3.486774829133679,0.26729677156293613,0.16021396968962545,1.8505327333439152,0.5153288269478595,6.645216060315188,3.4654427171698163,5,Munich (DE),#DDCC77,4.448946693363889,22.18695909138128
main__chest__all_available,TUM,1290,21.75,0.8387583494568853,0.19689144987400695,0.1522421979645624,1.5252745009492084,6.798558467917211,1.3198491244173105,33.41772249379151,3.486774829133679,0.26013792505194333,0.1792552201659453,1.820278858571145,0.4354509354090618,7.609158354082885,3.4654427171698163,5,Munich (DE),#DDCC77,2.7369925729204883,16.674844386103384
main__chest__all_available,TUM,1320,22.25,0.679091353550953,0.21927225612802193,-0.08546162984358696,1.4436443369454928,4.676297321832104,0.7213691180423929,27.67437768893946,3.486774829133679,0.29540751156084066,0.19991433102851935,1.974274388224559,0.4005122916463774,9.731934428221964,3.4654427171698163,5,Munich (DE),#DDCC77,1.6755202454615463,12.748637555586015
main__chest__all_available,TUM,1350,22.75,0.5260812281475955,0.2435687168299076,-0.323188042859315,1.375350499154506,3.258004147069779,0.3751294576203532,23.632883050892517,3.486774829133679,0.3716443607867274,0.22264420900132573,2.353121548054512,0.3981838195156949,13.906092484253266,3.4654427171698163,5,Munich (DE),#DDCC77,1.0186528035669646,9.980153391456478
main__chest__all_available,TUM,1380,23.25,0.3933685277619993,0.2716471019048447,-0.5538037495669246,1.340540805090923,2.373822457552772,0.1793806030383924,21.804876304714178,3.486774829133679,0.4778422940495457,0.2494289707422613,3.0049849001935756,0.4106392744803735,21.989943026803623,3.4654427171698163,5,Munich (DE),#DDCC77,0.6260223520396022,8.32921369335282
main__chest__all_available,TUM,1410,23.75,0.29109498422309926,0.30391885171352256,-0.7686016180308224,1.3507915864770208,1.8547669346491755,0.07037206290284642,22.328053659106654,3.486774829133679,0.5983715427278384,0.28128969376538837,3.9661719863816502,0.4203182256091278,37.425263210420624,3.4654427171698163,5,Munich (DE),#DDCC77,0.39593525290677556,7.6048641862046
main__chest__all_available,FUSPCEU,0,0.25,-0.7369890104579275,0.21331038547297948,-1.4807542933179147,0.00677627240205969,0.083236078849384,0,0.9157253053184914,3.486774829133679,-0.24798953494197296,0.2060665693671761,0.5649505880855559,0.10911854665250378,2.9249763378413913,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.37983471231078436
main__chest__all_available,FUSPCEU,30,0.75,-0.8600404033835615,0.1901295734414049,-1.5229794143329751,-0.1971013924341476,0.03802558503517175,0,0.5351826218148833,3.486774829133679,-0.2369821862974376,0.18256690215870747,0.5794524636690962,0.13500276774240033,2.4870983259607016,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.2255417643825822
main__chest__all_available,FUSPCEU,60,1.25,-0.9366343007480448,0.1704980387063155,-1.5311225705258855,-0.34214603097020424,0.01570861607091762,0,0.3548350967086571,3.486774829133679,-0.21537808422818136,0.16329794666420935,0.6090064829435314,0.16547113117125622,2.241411499649411,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.14976737788923214
main__chest__all_available,FUSPCEU,90,1.75,-0.9707554290100632,0.1537323660205497,-1.5067855732736817,-0.4347252847464448,0.00696570822318774,0,0.2675147003397559,3.486774829133679,-0.17455905521263598,0.1470891585319336,0.6690228403671069,0.20687684845412624,2.163565252842308,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.11406934077008637
main__chest__all_available,FUSPCEU,120,2.25,-0.974300445866106,0.138037149909101,-1.4556049056545115,-0.49299598607770045,0.00609613279056633,0,0.22136902407061904,3.486774829133679,-0.11435959106123376,0.13202337730066044,0.7684938723012983,0.26799146176056987,2.2037374918022024,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.09780961445743538
main__chest__all_available,FUSPCEU,150,2.75,-0.9608964424877808,0.12317148823880245,-1.3903676873457722,-0.5314251976297895,0.00942172512527959,0,0.19415402975550192,3.486774829133679,-0.04648087792705227,0.11783117924677984,0.8985021529293529,0.3508988299551552,2.3006805663098273,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.09077226603633218
main__chest__all_available,FUSPCEU,180,3.25,-0.944747309239404,0.11105028037228816,-1.3319546316097362,-0.5575399868690718,0.01356714047715064,0,0.17698739963470358,3.486774829133679,0.00779687753523293,0.10613542129425796,1.0181150973677011,0.4365064393191268,2.374669095614929,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.08745940781884301
main__chest__all_available,FUSPCEU,210,3.75,-0.942444875978989,0.10300722424874756,-1.3016078727084504,-0.5832818792495276,0.01417082098755487,0,0.16104664786595788,3.486774829133679,0.02449260435422196,0.09814463498850262,1.0580168987633145,0.48347942151805184,2.3152996968392094,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.08173792856774206
main__chest__all_available,FUSPCEU,240,4.25,-0.96460615948255235,0.0979655610590021,-1.3061900119050396,-0.6230223070600653,0.00849103203914378,0,0.13821971072727524,3.486774829133679,-0.01440038465212376,0.09312781353569112,0.967385593160718,0.4601193654286873,2.0338958891308754,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.06881180436958284
main__chest__all_available,FUSPCEU,270,4.75,-1.008073944039752,0.0945030583332122,-1.337584829112148,-0.6785630589673558,0,0,0.1096220389847954,3.486774829133679,-0.11385464469837164,0.09002695793186796,0.7693879059067161,0.3751129776894155,1.5780785655612497,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.050365653714281894
main__chest__all_available,FUSPCEU,300,5.25,-1.051652221601981,0.09339014773963328,-1.37728263802961,-0.7260218051743521,0,0,0.08792224619269348,3.486774829133679,-0.2630624472627852,0.08919156487689718,0.5456793921356562,0.2678238777607093,1.111797803434024,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.03532844902611537
main__chest__all_available,FUSPCEU,330,5.75,-1.0604641754043218,0.09559992021176432,-1.3937995708658897,-0.7271287799427539,0,0,0.08744386044142902,3.486774829133679,-0.43796454775168214,0.09123877444803824,0.364783723668945,0.17613785605282625,0.7554716972021759,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.03393936176159454
main__chest__all_available,FUSPCEU,360,6.25,-0.9931194313166688,0.10009075110316608,-1.3421133428922725,-0.6441255197410654,0.00159692621218524,0,0.12692089106007542,3.486774829133679,-0.6079881442061914,0.09534569352878652,0.2466106658497206,0.11523829299881064,0.5277483632239349,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.05960806630451129
main__chest__all_available,FUSPCEU,390,6.75,-0.8122502481796412,0.10492497706555803,-1.1781000171592575,-0.4464004792000249,0.05408123537111539,0,0.2577663751768918,3.486774829133679,-0.7444344440291346,0.1000668617862517,0.18012150040872582,0.08105682316383306,0.40025939388119,3.4654427171698163,6,Madrid (ES),#CC6677,0,0.14739956287465922
main__chest__all_available,FUSPCEU,420,7.25,-0.5173806013077177,0.10977873401605089,-0.9001543278490451,-0.13460687476639027,0.20382212620881987,0.02584781283429277,0.6334881893862735,3.486774829133679,-0.8275579999710417,0.10495724294508424,0.14874487122339267,0.06437521416170743,0.3436887473443839,3.4654427171698163,6,Madrid (ES),#CC6677,0.08512157380019603,0.3986338570872192
main__chest__all_available,FUSPCEU,450,7.75,-0.1401133542477631,0.11537673518844573,-0.5424060503704577,0.26217934187493147,0.624246901311973,0.18680977555068387,1.7288552858872177,3.486774829133679,-0.8501541858528396,0.11034174059928446,0.14120361460130873,0.05854136340860449,0.3405875711726992,3.4654427171698163,6,Madrid (ES),#CC6677,0.3302812287139164,1.119048238817651
main__chest__all_available,FUSPCEU,480,8.25,0.2755617491925982,0.12153313238526124,-0.14819691771410187,0.6993204160992983,1.7860871195186294,0.6108911084671329,4.9040358924795155,3.486774829133679,-0.817004346394761,0.11604736137442052,0.15240375012393292,0.06037264041765141,0.38472564544397886,3.4654427171698163,6,Madrid (ES),#CC6677,0.9898360932374898,3.164091402815095
main__chest__all_available,FUSPCEU,510,8.75,0.6774774334014554,0.1270849599655459,0.23436079383212863,1.1205940729707822,4.658580640412225,1.61538178372536,13.100612205481736,3.486774829133679,-0.7411236500092996,0.12127890753455033,0.18149988324117505,0.0689590457506928,0.4777068368326314,3.4654427171698163,6,Madrid (ES),#CC6677,2.581609212179622,8.344216856228956
main__chest__all_available,FUSPCEU,540,9.25,1.0254741169385952,0.1314342428579563,0.5671925072552302,1.4837557266219603,10.504107381814638,3.5914118943476754,30.36181151911975,3.486774829133679,-0.6387535631193174,0.12561316928559374,0.2297451948774694,0.08432205734485015,0.6259673474690194,3.4654427171698163,6,Madrid (ES),#CC6677,5.759596819477535,19.09024411223602
main__chest__all_available,FUSPCEU,570,9.75,1.3162031530280858,0.13523886968637058,0.8446556662851591,1.7877506397710126,20.61109940103065,6.892873408121599,61.24097006549347,3.486774829133679,-0.5250981122887804,0.12935606932906776,0.2984708261652974,0.10632266146956557,0.8378724990560491,3.4654427171698163,6,Madrid (ES),#CC6677,11.149671455175232,38.0299702936694
main__chest__all_available,FUSPCEU,600,10.25,1.554782568067034,0.1389510278224434,1.0702916217734848,2.039273514360583,35.774228336990696,11.656867447231903,109.36455461463544,3.486774829133679,-0.4120242491999409,0.1327770467653816,0.3872360226669306,0.1342284270880908,1.1171384519949266,3.4654427171698163,6,Madrid (ES),#CC6677,19.062120104815918,67.06168418394898
main__chest__all_available,FUSPCEU,630,10.75,1.7499325186791628,0.1420331898839368,1.2546947672902875,2.245170270068038,56.125395454912095,17.876070691428094,175.76129629367324,3.486774829133679,-0.3077967953084405,0.13553360512369028,0.4922698129268092,0.1669241832307769,1.4517343384808958,3.4654427171698163,6,Madrid (ES),#CC6677,29.517785389292417,106.63637655582913
main__chest__all_available,FUSPCEU,660,11.25,1.9119728401909193,0.14370292721491734,1.4109130907051164,2.413032589676722,81.55313057136094,25.65805645380036,258.74071432415957,3.486774829133679,-0.21798163991996455,0.13717666079033777,0.605366466471754,0.2026004940067079,1.808823618743812,3.4654427171698163,6,Madrid (ES),#CC6677,42.58942236663743,156.07999407071583
main__chest__all_available,FUSPCEU,690,11.75,2.042691776983758,0.14421850648651632,1.53983431867132,2.545549235296195,110.22953225608519,34.56045971823813,351.09573677903035,3.486774829133679,-0.14634714544417776,0.1378270437429827,0.7139254345481912,0.2376955929072581,2.144295230133651,3.4654427171698163,6,Madrid (ES),#CC6677,57.44779639119404,211.42166461945058
main__chest__all_available,FUSPCEU,720,12.25,2.1398899352469396,0.14431457812611884,1.6366974967597423,2.6430823737341367,137.90344733693186,43.22090260962533,439.5249923159677,3.486774829133679,-0.09498987481322858,0.13791199138245372,0.8035448558956749,0.26735235811519303,2.4151061916506364,3.4654427171698163,6,Madrid (ES),#CC6677,71.85128585087155,264.5923019047981
main__chest__all_available,FUSPCEU,750,12.75,2.203605851092947,0.14397442023814563,1.701599466567466,2.7056122356184273,159.71069900472494,50.203646321773704,507.6059295664644,3.486774829133679,-0.06371049259254911,0.13741958573559432,0.8635540143780653,0.28844950952250664,2.5852896646727896,3.4654427171698163,6,Madrid (ES),#CC6677,83.34900691636342,305.9486932094429
main__chest__all_available,FUSPCEU,780,13.25,2.2368099983945178,0.14244747199573665,1.7401277385660583,2.733492258222977,172.40830119157405,54.87025334934742,541.2675973235458,3.486774829133679,-0.04937791271060323,0.13591259784673998,0.8925284886956604,0.3017343576620641,2.640094118898923,3.4654427171698163,6,Madrid (ES),#CC6677,90.60225482442624,327.99673847257714
main__chest__all_available,FUSPCEU,810,13.75,2.2451332547186675,0.1394899836993998,1.758763090639333,2.731503418798002,175.7463080997317,57.28033648080933,538.794087570356,3.486774829133679,-0.04621891417952464,0.13328190699467163,0.8990442873648552,0.31038467623595406,2.604125437007484,3.4654427171698163,6,Madrid (ES),#CC6677,93.5996374454846,329.9111389470045
main__chest__all_available,FUSPCEU,840,14.25,2.235180488646536,0.1359054370595621,1.7613088315648433,2.7090521457282284,171.76224818816175,57.61767542081189,511.6432768548221,3.486774829133679,-0.04751962759622392,0.12999032520163523,0.8963556749474901,0.31769204967416625,2.5290324288398613,3.4654427171698163,6,Madrid (ES),#CC6677,92.97021704357104,317.2585846314471
main__chest__all_available,FUSPCEU,870,14.75,2.2117743831340593,0.1322372126356013,1.7506929986414466,2.672855767626672,162.74498298607034,56.22393629904376,470.7209373531256,3.486774829133679,-0.04835191759491951,0.12638185537930957,0.8946395272638193,0.3263465321328602,2.4525460053517114,3.4654427171698163,6,Madrid (ES),#CC6677,89.55906570040008,295.6702969195139
main__chest__all_available,FUSPCEU,900,15.25,2.175402284129476,0.12803373580797708,1.72897747683427,2.6218270914246817,149.66222514648422,53.47688710124882,418.5268612142534,3.486774829133679,-0.04812298581752802,0.12218760572887968,0.8951112472988347,0.3376314281445847,2.3730733523354517,3.4654427171698163,6,Madrid (ES),#CC6677,83.93511004850937,266.7970632379636
main__chest__all_available,FUSPCEU,930,15.75,2.121067113148119,0.12264737585889428,1.693423330144029,2.548710896152209,132.04998347127042,49.26547613041459,353.66176835246864,3.486774829133679,-0.05148097391919276,0.11711169007138404,0.8882168875115698,0.348879276173689,2.2613244555918346,3.4654427171698163,6,Madrid (ES),#CC6677,75.87709315781902,229.75372834917175
main__chest__all_available,FUSPCEU,960,16.25,2.03851516902367,0.11667745677425856,1.6316871496158525,2.4453431884314876,109.1735793562956,42.72399203663499,278.73236890016256,3.486774829133679,-0.06663260125777475,0.11157542467332288,0.857763177611551,0.35213496962877316,2.089419490605871,3.4654427171698163,6,Madrid (ES),#CC6677,64.44038562185314,184.91152464904937
main__chest__all_available,FUSPCEU,990,16.75,1.917270802725104,0.11123877045789836,1.5294062578687249,2.305135347581483,82.55531831184331,33.73812246548386,201.79954842207724,3.486774829133679,-0.10128342974911698,0.10632952481556464,0.7919842961104787,0.3390296590267911,1.850101041561217,3.4654427171698163,6,Madrid (ES),#CC6677,49.931879618172665,136.4509690495547
main__chest__all_available,FUSPCEU,1020,17.25,1.7523067563317756,0.10643312255312432,1.3811984236274415,2.1234150890361096,56.43361491484307,23.954615737915105,132.7663758407965,3.486774829133679,-0.15768795821602544,0.10147593022450964,0.6955238739241821,0.3094945590095132,1.563043501464696,3.4654427171698163,6,Madrid (ES),#CC6677,34.87048611560562,91.29277060016406
main__chest__all_available,FUSPCEU,1050,17.75,1.5477490443498032,0.10148284251518871,1.193901223478906,1.9015968652207005,35.197914300275606,15.527921586660732,79.62542906876882,3.486774829133679,-0.2290592209571863,0.09664920619906786,0.5901206050762668,0.27290311401417766,1.2760657927761414,3.4654427171698163,6,Madrid (ES),#CC6677,22.227820289180222,55.70225645910315
main__chest__all_available,FUSPCEU,1080,18.25,1.3224053531488793,0.09673184083944668,0.9851232053341314,1.6596875009636272,20.908998649429034,9.563249775812071,45.575940754063645,3.486774829133679,-0.2993774686632586,0.092308937417324,0.5019061662803657,0.24028750967307863,1.048368265553994,3.4654427171698163,6,Madrid (ES),#CC6677,13.47733172546092,32.408451084244774
main__chest__all_available,FUSPCEU,1110,18.75,1.108081762110075,0.09418563744855696,0.779677652188536,1.4364858720316138,12.72572022344114,5.921125122422259,27.220325670928787,3.486774829133679,-0.34741617222921156,0.08994308028409129,0.44934904991231395,0.21922558377934667,0.9210356071412212,3.4654427171698163,6,Madrid (ES),#CC6677,8.284579845983515,19.519241783330077
main__chest__all_available,FUSPCEU,1140,19.25,0.935120758007606,0.0949289471000306,0.6041248947030569,1.2661166213121553,8.512331895956905,3.9190637474030017,18.355109286097917,3.486774829133679,-0.3540116156351139,0.09040062793529956,0.4425765350575167,0.21513456199051087,0.910471974243529,3.4654427171698163,6,Madrid (ES),#CC6677,5.511299384386604,13.118375211363762
main__chest__all_available,FUSPCEU,1170,19.75,0.8238680022750695,0.09796003432554304,0.4823034203276948,1.1654325842224442,6.566041334313065,2.936011556292493,14.536343191339704,3.486774829133679,-0.3099969082016554,0.09305195567338297,0.489782306179346,0.2330970996069539,1.0291278091870435,3.4654427171698163,6,Madrid (ES),#CC6677,4.184201244932167,10.272086774246262
main__chest__all_available,FUSPCEU,1200,20.25,0.7759409703970565,0.10246362029665568,0.4186733982447667,1.133208542549346,5.869541426541359,2.5222457985609483,13.48965847623806,3.486774829133679,-0.2215533783553697,0.0975405410448774,0.6004082092768617,0.27569282529285954,1.307578524700855,3.4654427171698163,6,Madrid (ES),#CC6677,3.6593777342611604,9.379075358251265
main__chest__all_available,FUSPCEU,1230,20.75,0.7596337392219334,0.10992485139847204,0.37635053426948106,1.1429169441743858,5.649548465966208,2.2787594919950873,13.796868377714349,3.486774829133679,-0.11040374759714196,0.10498704496177944,0.7755258035924547,0.33555959537476426,1.7923500931809564,3.4654427171698163,6,Madrid (ES),#CC6677,3.400942593256421,9.342402062281728
main__chest__all_available,FUSPCEU,1260,21.25,0.7275570251056753,0.12154189090034372,0.3037678192290451,1.1513462309823057,5.240193884711663,1.9126479684191735,14.06922938029293,3.486774829133679,-0.00812703508263862,0.11621305148838136,0.98146081482079806,0.3882784542345744,2.4808621764182615,3.4654427171698163,6,Madrid (ES),#CC6677,2.9855976587383557,9.142187051040281
main__chest__all_available,FUSPCEU,1290,21.75,0.632388073899104,0.1360137236350515,0.15813884591166188,1.106637301886546,4.18931631002665,1.3392586422122603,12.683132835096975,3.486774829133679,0.05376764949416354,0.13002242768969888,1.131794683364222,0.401035089959287,3.194132477089629,3.4654427171698163,6,Madrid (ES),#CC6677,2.221699854547674,7.824467226641182
main__chest__all_available,FUSPCEU,1320,22.25,0.4381395260200629,0.151377479159506,-0.08967965801101074,0.9659587100511364,2.642455100426381,0.7134302930670214,9.146102637137693,3.486774829133679,0.05445568402995213,0.14474860286205038,1.1335891593010758,0.3571393405892014,3.5981036980269727,3.4654427171698163,6,Madrid (ES),#CC6677,1.2849851561749728,5.330426415995823
main__chest__all_available,FUSPCEU,1350,22.75,0.14531694524717842,0.167864501828061,-0.4399887744319691,0.730622664926326,1.2973877934140858,0.26308743966963233,5.278023120159191,3.486774829133679,-0.00911992211368961,0.16065874925908122,0.979219555324362,0.2717229902871413,3.5288546490540287,3.4654427171698163,6,Madrid (ES),#CC6677,0.5551014600793658,2.880748424749532
