frame_id,run_id,placement,placement_label,metric_id,instrument_id,participants,participant_days,observations,sites,derivation_hours,domain,assessment,assessment_basis,evidence
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Join and sample identity,acceptable,Prespecified quantitative or identity rule,153 participants; 797 participant-days; 797 observations; 8 sites; frame hash 2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.060
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -0.740; maximum anchored departure 0.391 h
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as not acceptable,Q-Q r 0.965; skewness 0.680; excess kurtosis 3.038; maximum |standardized residual| 4.453; quantitative screen not acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.189; site residual-SD ratio 1.745; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000012
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation 0.006; corCAR1 phi 0.239; slope change -0.004 h
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Participant influence,acceptable,Prespecified quantitative or identity rule,13 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.547
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.119 h
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Join and sample identity,acceptable,Prespecified quantitative or identity rule,154 participants; 802 participant-days; 802 observations; 8 sites; frame hash 6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.300
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -1.556; maximum anchored departure 0.651 h
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as not acceptable,Q-Q r 0.962; skewness 0.474; excess kurtosis 3.596; maximum |standardized residual| 4.805; quantitative screen not acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.189; site residual-SD ratio 1.745; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000017
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation 0.015; corCAR1 phi 0.241; slope change -0.002 h
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Participant influence,acceptable,Prespecified quantitative or identity rule,11 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.345
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.084 h
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MEQ,154,802,802,8,18634.65,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Join and sample identity,acceptable,Prespecified quantitative or identity rule,153 participants; 896 participant-days; 896 observations; 8 sites; frame hash 7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.060
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Clock representation,acceptable,Prespecified quantitative or identity rule,strict >16:00 versus >12:00 cut slope difference -0.023 h
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement 2.116; maximum anchored departure 0.400 h
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as not acceptable,Q-Q r 0.959; skewness -0.239; excess kurtosis 7.632; maximum |standardized residual| 6.896; quantitative screen not acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.066; site residual-SD ratio 1.995; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000015
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.078; corCAR1 phi 0.074; slope change -0.001 h
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Participant influence,acceptable,Prespecified quantitative or identity rule,12 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.542
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.105 h
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,l10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Join and sample identity,acceptable,Prespecified quantitative or identity rule,154 participants; 902 participant-days; 902 observations; 8 sites; frame hash a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.300
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Clock representation,acceptable,Prespecified quantitative or identity rule,strict >16:00 versus >12:00 cut slope difference 0.037 h
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement 1.086; maximum anchored departure 0.627 h
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as not acceptable,Q-Q r 0.959; skewness -0.248; excess kurtosis 7.639; maximum |standardized residual| 6.896; quantitative screen not acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.064; site residual-SD ratio 1.993; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000016
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.076; corCAR1 phi 0.075; slope change 0.000 h
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Participant influence,acceptable,Prespecified quantitative or identity rule,10 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.332
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.041 h
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,chest,Chest,l10_midpoint,MEQ,154,902,902,8,20891.75,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Join and sample identity,acceptable,Prespecified quantitative or identity rule,153 participants; 783 participant-days; 783 observations; 8 sites; frame hash 6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.060
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.766; maximum anchored departure 0.080 h
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.981; skewness -0.703; excess kurtosis 2.366; maximum |standardized residual| 4.658; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.062; site residual-SD ratio 1.497; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000009
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.044; corCAR1 phi 0.150; slope change -0.002 h
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Participant influence,acceptable,Prespecified quantitative or identity rule,3 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.213
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.035 h
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MCTQ,153,783,783,8,18263.85,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Join and sample identity,acceptable,Prespecified quantitative or identity rule,154 participants; 787 participant-days; 787 observations; 8 sites; frame hash af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.300
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -2.942; maximum anchored departure 0.318 h
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.981; skewness -0.692; excess kurtosis 2.365; maximum |standardized residual| 4.681; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.062; site residual-SD ratio 1.498; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000016
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.051; corCAR1 phi 0.145; slope change 0.000 h
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Participant influence,acceptable,Prespecified quantitative or identity rule,9 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.361
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.036 h
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,last_timing_above_250,MEQ,154,787,787,8,18358.116666666665,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Join and sample identity,acceptable,Prespecified quantitative or identity rule,149 participants; 547 participant-days; 547 observations; 8 sites; frame hash a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 9; minimum within-site predictor range 2.060
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.809; maximum anchored departure 0.153 h
