"page","section","row","cell","old_text","new_text","baseline_page","baseline_sha256","candidate_sha256","label","found_in_complete_table"
"table_s2_part_02.html","tbody",5,7,"100.057 (33.255, 209.904) 179.372 ± 241.53 N=26; d=150","100.057 (33.255, 209.904) 179.372 ± 241.53 N=26; d=150","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,8,"130.78 (54.044, 259.726) 201.947 ± 194.042 N=10; d=60","130.78 (54.044, 259.726) 201.947 ± 194.042 N=10; d=60","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,9,"101.102 (24.355, 218.457) 136.312 ± 134.07 N=23; d=129","101.102 (24.355, 218.457) 136.312 ± 134.07 N=23; d=129","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,10,"83.24 (53.17, 151.786) 120.172 ± 101.545 N=17; d=101","83.24 (53.17, 151.786) 120.172 ± 101.545 N=17; d=101","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,11,"68.143 (45.331, 132.458) 96.735 ± 72.311 N=6; d=32","68.143 (45.331, 132.458) 96.735 ± 72.311 N=6; d=32","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,12,"46.66 (9.242, 103.175) 82.489 ± 115.07 N=15; d=81","46.66 (9.242, 103.175) 82.489 ± 115.07 N=15; d=81","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,14,"Brightest 10 h mean distribution by site. Exact numerical summaries are in the adjacent cells.","Brightest 10 h mean distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,1,"Darkest 10 h mean Mean of the darkest 10 hours; lower values during the biological night favour melatonin preservation and sleep.","Darkest 10 h mean Mean of the darkest 10 hours; lower values during the biological night favour melatonin preservation and sleep.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,2,"lx","lx","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,3,"0.103 (0.02, 0.253) 0.243 ± 0.513 N=141; d=816","0.103 (0.02, 0.253) 0.243 ± 0.513 N=141; d=816","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,4,"0.08 (0.016, 0.191) 0.183 ± 0.299 N=13; d=78","0.08 (0.016, 0.191) 0.183 ± 0.299 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,5,"0.1 (0.035, 0.23) 0.2 ± 0.332 N=13; d=78","0.1 (0.035, 0.23) 0.2 ± 0.332 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,6,"0.14 (0.036, 0.282) 0.223 ± 0.299 N=18; d=107","0.14 (0.036, 0.282) 0.223 ± 0.299 N=18; d=107","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,7,"0.149 (0.074, 0.309) 0.273 ± 0.465 N=26; d=150","0.149 (0.074, 0.309) 0.273 ± 0.465 N=26; d=150","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,8,"0.325 (0.119, 0.71) 0.515 ± 0.653 N=10; d=60","0.325 (0.119, 0.71) 0.515 ± 0.653 N=10; d=60","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,9,"0.022 (0, 0.08) 0.054 ± 0.075 N=23; d=129","0.022 (0, 0.08) 0.054 ± 0.075 N=23; d=129","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,10,"0.152 (0.052, 0.481) 0.475 ± 0.882 N=17; d=101","0.152 (0.052, 0.481) 0.475 ± 0.882 N=17; d=101","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,11,"0.133 (0.055, 0.309) 0.411 ± 1.044 N=6; d=32","0.133 (0.055, 0.309) 0.411 ± 1.044 N=6; d=32","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,12,"0.01 (0, 0.092) 0.059 ± 0.104 N=15; d=81","0.01 (0, 0.092) 0.059 ± 0.104 N=15; d=81","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",6,14,"Darkest 10 h mean distribution by site. Exact numerical summaries are in the adjacent cells.","Darkest 10 h mean distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",7,1,"Spectrum","Spectrum","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,1,"Melanopic daylight efficacy ratio Mean of viable one-minute melEDI/illuminance ratios; indicates melanopic efficacy relative to visual light.","Melanopic daylight efficacy ratio Mean of viable one-minute melEDI/illuminance ratios; indicates melanopic efficacy relative to visual light.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,2,"—","—","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,3,"0.724 (0.643, 0.795) 0.724 ± 0.116 N=137; d=687","0.724 (0.643, 0.795) 0.724 ± 0.116 N=137; d=687","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,4,"0.788 (0.725, 0.872) 0.796 ± 0.162 N=13; d=74","0.788 (0.725, 0.872) 0.796 ± 0.162 N=13; d=74","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,5,"0.743 (0.699, 0.796) 0.743 ± 0.077 N=13; d=65","0.743 (0.699, 0.796) 0.743 ± 0.077 N=13; d=65","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,6,"0.781 (0.675, 0.853) 0.768 ± 0.118 N=18; d=97","0.781 (0.675, 0.853) 0.768 ± 0.118 N=18; d=97","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,7,"0.65 (0.592, 0.728) 0.667 ± 0.098 N=26; d=144","0.65 (0.592, 0.728) 0.667 ± 0.098 N=26; d=144","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,8,"0.724 (0.652, 0.773) 0.72 ± 0.093 N=10; d=55","0.724 (0.652, 0.773) 0.72 ± 0.093 N=10; d=55","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,9,"0.668 (0.629, 0.721) 0.673 ± 0.07 N=22; d=83","0.668 (0.629, 0.721) 0.673 ± 0.07 N=22; d=83","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,10,"0.747 (0.634, 0.834) 0.735 ± 0.122 N=17; d=91","0.747 (0.634, 0.834) 0.735 ± 0.122 N=17; d=91","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,11,"0.719 (0.661, 0.761) 0.706 ± 0.067 N=6; d=30","0.719 (0.661, 0.761) 0.706 ± 0.067 N=6; d=30","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,12,"0.755 (0.729, 0.82) 0.758 ± 0.097 N=12; d=48","0.755 (0.729, 0.82) 0.758 ± 0.097 N=12; d=48","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,13,"Identity","Identity","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",8,14,"Melanopic daylight efficacy ratio distribution by site. Exact numerical summaries are in the adjacent cells.","Melanopic daylight efficacy ratio distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_03.html","thead",1,1,"Metric descriptive summary (near eye)","Metric descriptive summary (near eye)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,1,"Metric1","Metric1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,2,"Unit","Unit","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,3,"Overall","Overall","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,4,"Borås (SE)","Borås (SE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,5,"Delft (NL)","Delft (NL)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,6,"Dortmund (DE)","Dortmund (DE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,7,"Tübingen (DE)","Tübingen (DE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,8,"Munich (DE)","Munich (DE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,9,"Madrid (ES)","Madrid (ES)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","thead",2,10,"Izmir (TR)","Izmir (TR)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
