"label","part","cell","text"
"Table_S3","tbody",71,"32.8% 60,891 / 185,880"
"Table_S3","tbody",72,"7.2% 13,357 / 185,880"
"Table_S3","tbody",73,"Izmir (TR)"
"Table_S3","tbody",74,"17.8% 12,708 / 71,562"
"Table_S3","tbody",75,"55.1% 9,221 / 16,736"
"Table_S3","tbody",76,"79.0% 39,936 / 50,556"
"Table_S3","tbody",77,"44.6% 61,865 / 138,854"
"Table_S3","tbody",78,"51.5% 74,926 / 145,440"
"Table_S3","tbody",79,"12.3% 17,883 / 145,440"
"Table_S3","tbody",80,"34.8% 50,556 / 145,440"
"Table_S3","tbody",81,"1.4% 2,075 / 145,440"
"Table_S3","tbody",82,"San José (CR)"
"Table_S3","tbody",83,"13.8% 3,266 / 23,640"
"Table_S3","tbody",84,"64.6% 3,124 / 4,839"
"Table_S3","tbody",85,"87.1% 12,438 / 14,275"
"Table_S3","tbody",86,"44.0% 18,828 / 42,754"
"Table_S3","tbody",87,"54.9% 25,285 / 46,080"
"Table_S3","tbody",88,"11.5% 5,320 / 46,080"
"Table_S3","tbody",89,"31.0% 14,275 / 46,080"
"Table_S3","tbody",90,"2.6% 1,200 / 46,080"
"Table_S3","tbody",91,"Kumasi (GH)"
"Table_S3","tbody",92,"14.0% 8,372 / 59,695"
"Table_S3","tbody",93,"75.2% 9,353 / 12,439"
"Table_S3","tbody",94,"95.5% 36,893 / 38,626"
"Table_S3","tbody",95,"49.3% 54,618 / 110,760"
"Table_S3","tbody",96,"54.5% 63,584 / 116,640"
"Table_S3","tbody",97,"12.3% 14,370 / 116,640"
"Table_S3","tbody",98,"33.2% 38,686 / 116,640"
"Table_S3","tbody",99,"0.0% 0 / 116,640"
"Table_S3","tfoot",1,"1 Near eye participant and participant-day sample sizes are reported in the participant table; every percentage cell gives its exact minute denominator."
"Table_S3","tfoot",2,"2 Recommended ranges follow Brown et al. (2022): Daytime ≥250 lx melanopic EDI, Pre-sleep ≤10 lx melanopic EDI, and Sleep ≤1 lx melanopic EDI. Daytime, Pre-sleep, and Sleep identify the recommendation windows. Each grey numerator/denominator gives minutes within the applicable recommendation range over all valid one-minute observations in that window. Sleep describes the bedside sleep environment."
"Table_S3","tfoot",3,"3 Each grey relevant / all count gives minutes in the displayed diary state over all eligible real minutes before classification by diary state or measurement availability."
"Table_S3","tfoot",4,"4 During diary-defined sleep the bedside sensor describes the sleep environment rather than direct ocular exposure."
"Table_S3","tfoot",5,"5 Total pools all classified valid minutes."
"Table_S3","tfoot",6,"6 Unclassified time can result from missing diary state, missing or removed melEDI measurements, or both."
"Table_S4","thead",1,"Exploratory cross-window recommendation-adherence associations"
"Table_S4","thead",2,"Outcome window"
"Table_S4","thead",3,"Difference per +10 percentage points Daytime adherence, percentage points (95% CI)"
"Table_S4","thead",4,"FDR-adjusted p"
"Table_S4","thead",5,"FDR-correction set/family"
"Table_S4","thead",6,"Interpretation for recommendation adherence"
"Table_S4","tbody",1,"Within participant, linked cycle"
"Table_S4","tbody",2,"Sleep"
"Table_S4","tbody",3,"-0.26 (-0.95 to 0.43)"
"Table_S4","tbody",4,"0.453"
"Table_S4","tbody",5,"Four prespecified primary cross-window tests"
"Table_S4","tbody",6,"No retained evidence that a cycle with 10 percentage points higher Daytime adherence had different Sleep adherence; the day-level claim is withheld because serial dependence remains unresolved."
"Table_S4","tbody",7,"Pre-sleep"
"Table_S4","tbody",8,"-1.09 (-2.75 to 0.56)"
"Table_S4","tbody",9,"0.258"
"Table_S4","tbody",10,"Four prespecified primary cross-window tests"
"Table_S4","tbody",11,"No retained evidence that a cycle with 10 percentage points higher Daytime adherence had different Pre-sleep adherence; the day-level claim is withheld because serial dependence remains unresolved."
"Table_S4","tbody",12,"Between participants, observed monitoring-period average"
"Table_S4","tbody",13,"Sleep"
"Table_S4","tbody",14,"-2.52 (-3.55 to -1.48)"
"Table_S4","tbody",15,"<0.001"
"Table_S4","tbody",16,"Four prespecified primary cross-window tests"
"Table_S4","tbody",17,"Participants with 10 percentage points higher average Daytime adherence had 2.52 percentage points lower average Sleep adherence over the monitoring period."
"Table_S4","tbody",18,"Pre-sleep"
"Table_S4","tbody",19,"-3.59 (-5.94 to -1.25)"
"Table_S4","tbody",20,"0.005"
"Table_S4","tbody",21,"Four prespecified primary cross-window tests"
"Table_S4","tbody",22,"Participants with 10 percentage points higher average Daytime adherence had 3.59 percentage points lower average Pre-sleep adherence over the monitoring period."
"Table_S4","tfoot",1,"All four tests form one FDR-correction set. Site-standardized estimates give nine sites equal weight and use 50:50 Work/Free weighting. The primary sample contained 1,376 target-window rows from 140 participants and 761 linked cycles. Within-participant claims are withheld because temporal dependence remains unresolved. Between-participant estimates describe observed monitoring-period averages, not rankings, stable traits, or causal effects. Confidence intervals are not multiplicity adjusted."
"Table_S5","thead",1,"Near-eye fitted-curve dispersion and conditional Shapley allocation"
"Table_S5","thead",2,""
"Table_S5","thead",3,"Fitted-curve result (95% CI)"
"Table_S5","thead",4,"Conditional Shapley result (95% CI)"
"Table_S5","thead",5,"Share (95% CI)"
"Table_S5","tbody",1,"Component summaries"
"Table_S5","tbody",2,"Shared local-clock curve"
"Table_S5","tbody",3,"Not applicable"
"Table_S5","tbody",4,"0.611 (0.550 to 0.657)"
"Table_S5","tbody",5,"78.9% (73.6% to 82.6%)"
"Table_S5","tbody",6,"Site pattern"
"Table_S5","tbody",7,"0.100 (0.041 to 0.139)"
"Table_S5","tbody",8,"0.016 (0.007 to 0.026)"
"Table_S5","tbody",9,"2.0% (0.9% to 3.5%)"
"Table_S5","tbody",10,"Participant pattern"
"Table_S5","tbody",11,"0.180 (0.126 to 0.214)"
"Table_S5","tbody",12,"0.100 (0.079 to 0.125)"
"Table_S5","tbody",13,"12.9% (10.1% to 16.4%)"
"Table_S5","tbody",14,"Participant-day shift"
"Table_S5","tbody",15,"0.019 (0.010 to 0.024)"
"Table_S5","tbody",16,"0.048 (0.035 to 0.064)"
"Table_S5","tbody",17,"6.2% (4.4% to 8.6%)"
"Table_S5","tbody",18,"Participant pattern + day shift"
"Table_S5","tbody",19,"0.200 (0.140 to 0.230)"
"Table_S5","tbody",20,"Not separately allocated"
"Table_S5","tbody",21,"Not applicable"
"Table_S5","tbody",22,"Participant-to-site comparisons"
"Table_S5","tbody",23,"Participant / site"
"Table_S5","tbody",24,"1.797 (1.157 to 4.332)"
"Table_S5","tbody",25,"6.41 (3.85 to 15.14)"
"Table_S5","tbody",26,"Not applicable"
"Table_S5","tbody",27,"(Participant + day) / site"
"Table_S5","tbody",28,"1.991 (1.291 to 4.767)"
"Table_S5","tbody",29,"9.49 (5.77 to 21.81)"
"Table_S5","tbody",30,"90.5% (85.2% to 95.6%)"
"Table_S5","tfoot",1,"Full-model in-sample R² was 0.775 (0.739 to 0.804). Fitted-curve variation is in squared log10(melEDI + 0.1 lx) prediction units; curve and Shapley ratios are unitless. Conditional Shapley values allocate in-sample R² with the shared local-clock curve as the mandatory baseline. Intervals are 95% percentile hierarchical cluster-bootstrap intervals from 2,000 replicates. Dispersion and Shapley credit are different estimands and must not be added or interpreted causally."
"Table_S6","thead",1,"Complementary chest fitted-curve dispersion and conditional Shapley allocation"
"Table_S6","thead",2,""
"Table_S6","thead",3,"Fitted-curve result (95% CI)"
"Table_S6","thead",4,"Conditional Shapley result (95% CI)"
"Table_S6","thead",5,"Share (95% CI)"
"Table_S6","tbody",1,"Component summaries"
"Table_S6","tbody",2,"Shared local-clock curve"
"Table_S6","tbody",3,"Not applicable"
"Table_S6","tbody",4,"0.583 (0.523 to 0.629)"
"Table_S6","tbody",5,"79.1% (73.6% to 82.8%)"
"Table_S6","tbody",6,"Site pattern"
"Table_S6","tbody",7,"0.101 (0.049 to 0.116)"
"Table_S6","tbody",8,"0.015 (0.008 to 0.024)"
"Table_S6","tbody",9,"2.1% (1.1% to 3.3%)"
"Table_S6","tbody",10,"Participant pattern"
"Table_S6","tbody",11,"0.148 (0.100 to 0.199)"
"Table_S6","tbody",12,"0.087 (0.071 to 0.110)"
"Table_S6","tbody",13,"11.9% (9.5% to 15.3%)"
"Table_S6","tbody",14,"Participant-day shift"
"Table_S6","tbody",15,"0.035 (0.020 to 0.039)"
"Table_S6","tbody",16,"0.051 (0.040 to 0.067)"
"Table_S6","tbody",17,"7.0% (5.3% to 9.4%)"
"Table_S6","tbody",18,"Participant pattern + day shift"
"Table_S6","tbody",19,"0.183 (0.127 to 0.228)"
"Table_S6","tbody",20,"Not separately allocated"
"Table_S6","tbody",21,"Not applicable"
"Table_S6","tbody",22,"Participant-to-site comparisons"
"Table_S6","tbody",23,"Participant / site"
"Table_S6","tbody",24,"1.465 (0.973 to 3.179)"
"Table_S6","tbody",25,"5.69 (3.72 to 10.68)"
"Table_S6","tbody",26,"Not applicable"
"Table_S6","tbody",27,"(Participant + day) / site"
"Table_S6","tbody",28,"1.809 (1.219 to 3.736)"
"Table_S6","tbody",29,"9.02 (6.01 to 17.03)"
"Table_S6","tbody",30,"90.0% (85.7% to 94.5%)"
"Table_S6","tfoot",1,"Full-model in-sample R² was 0.737 (0.703 to 0.766). Fitted-curve variation is in squared log10(melEDI + 0.1 lx) prediction units; curve and Shapley ratios are unitless. Conditional Shapley values allocate in-sample R² with the shared local-clock curve as the mandatory baseline. Intervals are 95% percentile hierarchical cluster-bootstrap intervals from 2,000 replicates. Dispersion and Shapley credit are different estimands and must not be added or interpreted causally."
"Table_S7","thead",1,""
"Table_S7","thead",2,"Overall site FDR-adjusted p"
"Table_S7","thead",3,"Photoperiod"
"Table_S7","thead",4,"Latitude"
"Table_S7","thead",5,"Site-versus-latitude FDR-adjusted p"
"Table_S7","thead",6,"Exact fitted sample"
"Table_S7","thead",7,"Photoperiod association (95% CI)"
"Table_S7","thead",8,"Photoperiod FDR-adjusted p"
"Table_S7","thead",9,"Latitude association per 10° (95% CI)"
"Table_S7","thead",10,"Latitude FDR-adjusted p"
"Table_S7","tbody",1,"Dynamics"
"Table_S7","tbody",2,"Interdaily stability"
"Table_S7","tbody",3,"0.228"
"Table_S7","tbody",4,"×0.98 [0.94–1.02]"
"Table_S7","tbody",5,"0.401"
"Table_S7","tbody",6,"×1.01 [0.96–1.06]"
"Table_S7","tbody",7,"0.903"
"Table_S7","tbody",8,"0.175"
"Table_S7","tbody",9,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",10,"Intradaily variability"
"Table_S7","tbody",11,"0.483"
"Table_S7","tbody",12,"-0.02 [-0.06–0.02]"
"Table_S7","tbody",13,"0.327"
"Table_S7","tbody",14,"-0.04 [-0.08–0.01]"
"Table_S7","tbody",15,"0.139"
"Table_S7","tbody",16,"0.723"
"Table_S7","tbody",17,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",18,"Level"
"Table_S7","tbody",19,"Mean melEDI"
"Table_S7","tbody",20,"<0.001"
"Table_S7","tbody",21,"×1.18 [1.11–1.26]"
"Table_S7","tbody",22,"<0.001"
"Table_S7","tbody",23,"×1.15 [1.07–1.25]"
"Table_S7","tbody",24,"0.002"
"Table_S7","tbody",25,"0.032"
"Table_S7","tbody",26,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",27,"Brightest 10 h mean"
"Table_S7","tbody",28,"0.011"
"Table_S7","tbody",29,"×1.24 [1.13–1.36]"
"Table_S7","tbody",30,"<0.001"
"Table_S7","tbody",31,"×1.24 [1.11–1.39]"
"Table_S7","tbody",32,"0.001"
"Table_S7","tbody",33,"0.325"
"Table_S7","tbody",34,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",35,"Darkest 10 h mean"
"Table_S7","tbody",36,"<0.001"
"Table_S7","tbody",37,"×1.09 [1.03–1.14]"
"Table_S7","tbody",38,"0.002"
"Table_S7","tbody",39,"×1.04 [0.97–1.11]"
"Table_S7","tbody",40,"0.400"
"Table_S7","tbody",41,"<0.001"
"Table_S7","tbody",42,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",43,"Duration"
"Table_S7","tbody",44,"Time above 1,000 lx melEDI"
"Table_S7","tbody",45,"0.071"
"Table_S7","tbody",46,"×1.21 [1.13–1.29]"
"Table_S7","tbody",47,"<0.001"
"Table_S7","tbody",48,"×1.03 [0.94–1.12]"
"Table_S7","tbody",49,"0.769"
"Table_S7","tbody",50,"0.053"
"Table_S7","tbody",51,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",52,"Time above 250 lx melEDI during wake"
"Table_S7","tbody",53,"0.007"
"Table_S7","tbody",54,"×1.14 [1.07–1.20]"
"Table_S7","tbody",55,"<0.001"
"Table_S7","tbody",56,"×1.12 [1.04–1.20]"
"Table_S7","tbody",57,"0.013"
"Table_S7","tbody",58,"0.053"
"Table_S7","tbody",59,"nparticipants = 141; nparticipant-days = 737"
"Table_S7","tbody",60,"Time below 10 lx melEDI before sleep"
"Table_S7","tbody",61,"0.049"
"Table_S7","tbody",62,"-0.13 [-0.20–-0.07] h"
"Table_S7","tbody",63,"<0.001"
"Table_S7","tbody",64,"0.00 [-0.09–0.09] h"
"Table_S7","tbody",65,"0.962"
"Table_S7","tbody",66,"0.040"
"Table_S7","tbody",67,"nparticipants = 139; nparticipant-days = 655"
"Table_S7","tbody",68,"Time below 1 lx melEDI during sleep"
"Table_S7","tbody",69,"0.058"
"Table_S7","tbody",70,"×0.99 [0.97–1.01]"
"Table_S7","tbody",71,"0.227"
"Table_S7","tbody",72,"×1.00 [0.97–1.02]"
"Table_S7","tbody",73,"0.903"
"Table_S7","tbody",74,"0.043"
"Table_S7","tbody",75,"nparticipants = 141; nparticipant-days = 778"
"Table_S7","tbody",76,"Longest continuous period above 250 lx melEDI"
"Table_S7","tbody",77,"0.398"
"Table_S7","tbody",78,"×1.12 [1.07–1.19]"
"Table_S7","tbody",79,"<0.001"
"Table_S7","tbody",80,"×1.06 [0.99–1.13]"
"Table_S7","tbody",81,"0.139"
"Table_S7","tbody",82,"0.626"
"Table_S7","tbody",83,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",84,"Timing"
"Table_S7","tbody",85,"Midpoint of the brightest 10 hours"
"Table_S7","tbody",86,"<0.001"
"Table_S7","tbody",87,"0.05 [-0.05–0.15] h"
"Table_S7","tbody",88,"0.305"
"Table_S7","tbody",89,"0.19 [0.06–0.32] h"
"Table_S7","tbody",90,"0.013"
"Table_S7","tbody",91,"0.010"
"Table_S7","tbody",92,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",93,"Midpoint of the darkest 10 hours"
"Table_S7","tbody",94,"0.020"
"Table_S7","tbody",95,"-0.15 [-0.25–-0.05] h"
"Table_S7","tbody",96,"0.004"
"Table_S7","tbody",97,"0.12 [-0.00–0.24] h"
"Table_S7","tbody",98,"0.114"
"Table_S7","tbody",99,"0.043"
"Table_S7","tbody",100,"nparticipants = 141; nparticipant-days = 816"
"Table_S7","tbody",101,"Mean timing of exposure above 250 lx melEDI"
"Table_S7","tbody",102,"<0.001"
"Table_S7","tbody",103,"0.12 [0.03–0.21] h"
"Table_S7","tbody",104,"0.013"
"Table_S7","tbody",105,"0.33 [0.21–0.46] h"
"Table_S7","tbody",106,"<0.001"
"Table_S7","tbody",107,"<0.001"
"Table_S7","tbody",108,"nparticipants = 141; nparticipant-days = 742"
"Table_S7","tbody",109,"First light timing above 250 lx melEDI"
"Table_S7","tbody",110,"0.112"
"Table_S7","tbody",111,"-0.10 [-0.25–0.05] h"
"Table_S7","tbody",112,"0.227"
"Table_S7","tbody",113,"0.02 [-0.17–0.21] h"
"Table_S7","tbody",114,"0.903"
"Table_S7","tbody",115,"0.077"
"Table_S7","tbody",116,"nparticipants = 140; nparticipant-days = 727"
"Table_S7","tbody",117,"Last light timing above 250 lx melEDI"
"Table_S7","tbody",118,"<0.001"
"Table_S7","tbody",119,"0.32 [0.19–0.46] h"
"Table_S7","tbody",120,"<0.001"
"Table_S7","tbody",121,"0.46 [0.27–0.64] h"
"Table_S7","tbody",122,"<0.001"
"Table_S7","tbody",123,"<0.001"
"Table_S7","tbody",124,"nparticipants = 141; nparticipant-days = 687"
"Table_S7","tbody",125,"Exposure history"
"Table_S7","tbody",126,"melEDI dose"
"Table_S7","tbody",127,"0.209"
"Table_S7","tbody",128,"×1.28 [1.17–1.39]"
"Table_S7","tbody",129,"<0.001"
"Table_S7","tbody",130,"×1.02 [0.91–1.13]"
"Table_S7","tbody",131,"0.903"
"Table_S7","tbody",132,"0.156"
"Table_S7","tbody",133,"nparticipants = 141; nparticipant-days = 761"
"Table_S7","tbody",134,"Spectrum"
"Table_S7","tbody",135,"Melanopic daylight efficacy ratio"
"Table_S7","tbody",136,"<0.001"
"Table_S7","tbody",137,"0.02 [0.02–0.03]"
"Table_S7","tbody",138,"<0.001"
"Table_S7","tbody",139,"-0.01 [-0.02–-0.00]"
"Table_S7","tbody",140,"0.013"
"Table_S7","tbody",141,"0.010"
"Table_S7","tbody",142,"nparticipants = 137; nparticipant-days = 702"
"Table_S7","tfoot",1,"This summary combines the model-level decisions, photoperiod and latitude associations, 95% CIs, and exact fitted samples. Each displayed p-value is FDR-adjusted within its explicitly labelled complete 17-test family; bold values meet the FDR-adjusted p < 0.050 rule. Full raw p-values and test statistics remain in the detailed tables below. Exact fitted samples use italic n with participant and participant-day subscripts. For the 15 participant-day models, the participant-day count equals the number of fitted observations. The two participant-level dynamics models use one fitted observation per participant and retain the participant-day count as contributing repeated-day support. All models include nine sites."
"Table_S8","thead",1,""
"Table_S8","thead",2,"Qualifying transition"
"Table_S8","thead",3,"Qualifying transition bracket (h)"
"Table_S8","thead",4,"Endpoint derivative"
"Table_S8","thead",5,"Interpretation"
"Table_S8","tbody",1,"Light level"
"Table_S8","tbody",2,"Mean melEDI"
"Table_S8","tbody",3,"Yes"
"Table_S8","tbody",4,"16.10–16.20"
"Table_S8","tbody",5,"0.008 (95% CI -0.111 to 0.127)"
"Table_S8","tbody",6,"Detected increase followed by a sustained zero-compatible tail"
"Table_S8","tbody",7,"Brightest 10 h mean"
"Table_S8","tbody",8,"Yes"
"Table_S8","tbody",9,"15.17–15.27"
"Table_S8","tbody",10,"0.059 (95% CI -0.083 to 0.201)"
"Table_S8","tbody",11,"Detected increase followed by a sustained zero-compatible tail"
"Table_S8","tbody",12,"Darkest 10 h mean"
"Table_S8","tbody",13,"Yes"
"Table_S8","tbody",14,"14.86–14.96"
"Table_S8","tbody",15,"-0.086 (95% CI -0.216 to 0.044)"
"Table_S8","tbody",16,"Detected increase followed by a sustained zero-compatible tail"
"Table_S8","tbody",17,"Duration and continuous period"
"Table_S8","tbody",18,"Time above 1,000 lx melEDI"
"Table_S8","tbody",19,"Yes"
"Table_S8","tbody",20,"14.86–14.96"
"Table_S8","tbody",21,"0.098 (95% CI -0.176 to 0.371)"
"Table_S8","tbody",22,"Detected increase followed by a sustained zero-compatible tail"
"Table_S8","tbody",23,"Time above 250 lx melEDI during wake"
"Table_S8","tbody",24,"Yes"
"Table_S8","tbody",25,"14.35–14.45"
"Table_S8","tbody",26,"0.060 (95% CI -0.159 to 0.279)"
"Table_S8","tbody",27,"Detected increase followed by a sustained zero-compatible tail"
"Table_S8","tbody",28,"Time below 10 lx melEDI before sleep"
"Table_S8","tbody",29,"No"
"Table_S8","tbody",30,"—"
"Table_S8","tbody",31,"-0.085 (95% CI -0.154 to -0.016)"
"Table_S8","tbody",32,"No preceding detected increase"
"Table_S8","tbody",33,"Time below 1 lx melEDI during sleep"
"Table_S8","tbody",34,"No"
"Table_S8","tbody",35,"—"
"Table_S8","tbody",36,"0.062 (95% CI -0.042 to 0.165)"
"Table_S8","tbody",37,"No preceding detected increase"
"Table_S8","tbody",38,"Longest continuous period above 250 lx melEDI"
"Table_S8","tbody",39,"No"
"Table_S8","tbody",40,"—"
"Table_S8","tbody",41,"0.041 (95% CI 0.025 to 0.058)"
"Table_S8","tbody",42,"Increase remained detected at the recorded maximum"
"Table_S8","tbody",43,"Exposure history"
"Table_S8","tbody",44,"melEDI dose"
"Table_S8","tbody",45,"Yes"
"Table_S8","tbody",46,"14.24–14.35"
"Table_S8","tbody",47,"0.070 (95% CI -0.069 to 0.209)"
"Table_S8","tbody",48,"Detected increase followed by a sustained zero-compatible tail"
"Table_S8","tfoot",1,"A ‘Yes’ is the formal derivative-defined classification: the immediately preceding point has an interval wholly above zero, the next contains zero, and every later interval through the recorded maximum remains zero-compatible. Endpoint derivatives and 95% confidence intervals are on each model’s linear-predictor scale, in model-scale units per hour of civil photoperiod."
"Table_S9","thead",1,"Predictor"
"Table_S9","thead",2,"Ratio (95% CI)"
"Table_S9","thead",3,"FDR-adjusted p"
"Table_S9","tbody",1,"Free day versus work day"
"Table_S9","tbody",2,"1.45 × (1.14–1.85)"
"Table_S9","tbody",3,"0.004"
"Table_S9","tbody",4,"Active versus sedentary"
"Table_S9","tbody",5,"2.06 × (1.54–2.76)"
"Table_S9","tbody",6,"<0.001"
"Table_S9","tbody",7,"Previous sleep duration (per hour)"
"Table_S9","tbody",8,"0.98 × (0.85–1.12)"
"Table_S9","tbody",9,"0.745"
"Table_S9","tfoot",1,"Directions are free versus work day, active versus sedentary day status, and the ratio per one additional hour of previous sleep. Participant-cluster-robust 95% CIs use HC3 with 137 participants. The three p-values form one FDR-adjusted family; the null ratio is 1."
"Table_S10","thead",1,"Person-level evidence synthesis"
"Table_S10","thead",2,""
"Table_S10","thead",3,"Outcome or analysis scale"
"Table_S10","thead",4,"Result"
"Table_S10","thead",5,"FDR-correction set"
"Table_S10","thead",6,"FDR decision"
"Table_S10","thead",7,"Exact sample"
"Table_S10","thead",8,"Interpretation and qualification"
"Table_S10","tbody",1,"Light-exposure behaviour and awareness factors"
"Table_S10","tbody",2,"68 factor-by-metric cells across four participant-level factors"
"Table_S10","tbody",3,"No cell retained FDR support; four sleep-environment cells were non-estimable"
"Table_S10","tbody",4,"68 near-eye factor-by-metric tests"
"Table_S10","tbody",5,"None retained"
"Table_S10","tbody",6,"Metric-specific near-eye samples in Supplementary Table S11"
"Table_S10","tbody",7,"Broad inconclusive result; non-retention is not evidence of no association"
"Table_S10","tbody",8,"Visual light sensitivity"
"Table_S10","tbody",9,"Nine near-eye metrics per one VLSQ-8 SD"
"Table_S10","tbody",10,"Largest displayed ratio shift was melanopic EDI dose, ×0.846 (0.716 to 0.999)"
"Table_S10","tbody",11,"Nine near-eye metric tests"
"Table_S10","tbody",12,"None retained; adjusted p = 0.160 for this row"
"Table_S10","tbody",13,"141 participants, 761 participant-days, nine sites for the displayed row"
"Table_S10","tbody",14,"Broad inconclusive result"
"Table_S10","tbody",15,"Corrected midsleep on Free days"
"Table_S10","tbody",16,"Timing outcomes per one-hour later MSFsc"
"Table_S10","tbody",17,"M10 midpoint +0.205 h (0.045 to 0.366); L10 midpoint +0.276 h (0.118 to 0.435); first light above 250 lx +0.381 h (0.146 to 0.616)"
"Table_S10","tbody",18,"Five MCTQ timing outcomes, separate from MEQ"
"Table_S10","tbody",19,"These three rows retained"
"Table_S10","tbody",20,"139 to 140 participants; 722 to 810 participant-days; nine sites"
"Table_S10","tbody",21,"Selective timing associations"
"Table_S10","tbody",22,"Morningness-Eveningness Questionnaire"
"Table_S10","tbody",23,"Timing outcomes per 10 points greater morning preference"
"Table_S10","tbody",24,"M10 midpoint -0.278 h (-0.451 to -0.105); L10 midpoint -0.314 h (-0.487 to -0.142); first light above 250 lx -0.444 h (-0.699 to -0.189)"
"Table_S10","tbody",25,"Five MEQ timing outcomes, separate from MCTQ"
"Table_S10","tbody",26,"These three rows retained"
"Table_S10","tbody",27,"140 to 141 participants; 727 to 816 participant-days; nine sites"
"Table_S10","tbody",28,"Selective timing associations"
"Table_S10","tbody",29,"Age"
"Table_S10","tbody",30,"Near-eye daily metrics per 10 years"
"Table_S10","tbody",31,"Brightest 10 h geometric mean ×1.31 (1.09 to 1.58); time above 1,000 lx ×1.27 (1.11 to 1.45); melanopic EDI dose ×1.31 (1.09 to 1.56)"
"Table_S10","tbody",32,"Near-eye age-metric tests"
"Table_S10","tbody",33,"Three rows retained"
"Table_S10","tbody",34,"141 participants; 761 to 816 participant-days; nine sites"
"Table_S10","tbody",35,"Selective age associations; complementary chest results remain separate"
"Table_S10","tbody",36,"Metric-level biological sex"
"Table_S10","tbody",37,"Near-eye daily metrics, Female minus Male"
"Table_S10","tbody",38,"No near-eye metric-level result retained FDR support"
"Table_S10","tbody",39,"Near-eye biological-sex metric tests"
"Table_S10","tbody",40,"None retained"
"Table_S10","tbody",41,"Metric-specific samples in Supplementary Table S14"
"Table_S10","tbody",42,"Biological sex and gender were recorded separately; gender was not analysed"
"Table_S10","tbody",43,"Biological-sex-specific daily curve"
"Table_S10","tbody",44,"Complete 24-hour curve and activity-complete sensitivity"
"Table_S10","tbody",45,"The all-available near-eye complete-curve test was supported, but separation attenuated and was not retained in the activity-complete near-eye analysis"
"Table_S10","tbody",46,"Global complete-curve tests and separately prespecified sensitivity decisions"
"Table_S10","tbody",47,"Analysis-specific global decisions"
"Table_S10","tbody",48,"All-available near eye: 141 participants, 816 participant-days, 37,756 observations, nine sites"
"Table_S10","tbody",49,"Attenuation-first interpretation; confidence intervals apply at the displayed clock times"
"Table_S10","tfoot",1,"Results that did not meet the applicable FDR criterion are inconclusive rather than evidence of no association. The two chronotype instruments were analysed separately. Biological sex and gender were recorded separately; gender was not analysed."
"Table_S11a","thead",1,""
"Table_S11a","thead",2,"F2"
"Table_S11a","thead",3,"F3"
"Table_S11a","thead",4,"F4"
"Table_S11a","thead",5,"F5"
"Table_S11a","tbody",1,"Interdaily stability"
"Table_S11a","tbody",2,"OR 1.028 (0.956–1.106) FDR-adjusted p = 0.658"
"Table_S11a","tbody",3,"OR 0.931 (0.868–0.999) FDR-adjusted p = 0.260"
"Table_S11a","tbody",4,"OR 0.975 (0.906–1.050) FDR-adjusted p = 0.679"
"Table_S11a","tbody",5,"OR 1.089 (1.011–1.174) FDR-adjusted p = 0.202"
"Table_S11a","tbody",6,"Intradaily variability"
"Table_S11a","tbody",7,"-0.057 (-0.124–+0.009) FDR-adjusted p = 0.351"
"Table_S11a","tbody",8,"-0.001 (-0.068–+0.065) FDR-adjusted p = 0.978"
"Table_S11a","tbody",9,"+0.001 (-0.068–+0.069) FDR-adjusted p = 0.978"
"Table_S11a","tbody",10,"+0.057 (-0.013–+0.127) FDR-adjusted p = 0.362"
"Table_S11a","tbody",11,"Mean melEDI"
"Table_S11a","tbody",12,"×1.092 (0.965–1.235) FDR-adjusted p = 0.379"
"Table_S11a","tbody",13,"×0.917 (0.813–1.034) FDR-adjusted p = 0.379"
"Table_S11a","tbody",14,"×0.891 (0.787–1.009) FDR-adjusted p = 0.313"
"Table_S11a","tbody",15,"×0.941 (0.827–1.070) FDR-adjusted p = 0.585"
"Table_S11a","tbody",16,"Brightest 10 h mean"
"Table_S11a","tbody",17,"×1.204 (1.008–1.439) FDR-adjusted p = 0.260"
"Table_S11a","tbody",18,"×0.888 (0.745–1.058) FDR-adjusted p = 0.384"
"Table_S11a","tbody",19,"×0.906 (0.756–1.087) FDR-adjusted p = 0.545"
"Table_S11a","tbody",20,"×0.931 (0.772–1.123) FDR-adjusted p = 0.658"
"Table_S11a","tbody",21,"Darkest 10 h mean"
"Table_S11a","tbody",22,"×0.995 (0.905–1.094) FDR-adjusted p = 0.958"
"Table_S11a","tbody",23,"×0.956 (0.871–1.049) FDR-adjusted p = 0.577"
"Table_S11a","tbody",24,"×0.921 (0.838–1.013) FDR-adjusted p = 0.351"
"Table_S11a","tbody",25,"×0.970 (0.879–1.070) FDR-adjusted p = 0.716"
"Table_S11a","tbody",26,"Time above 1,000 lx melEDI"
"Table_S11a","tbody",27,"×1.234 (1.084–1.405) FDR-adjusted p = 0.124"
