run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,converged,positive_definite_hessian,singular,max_gradient,diagnostic_status,fit_error,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,fit_warnings
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.830358087318018e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,5.90257674425697e-13,2.124268368399187,0.013996889580093312,0.004665629860031105,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.001332515850663e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.1009391463857254e-16,2.9323213032510322,0.01088646967340591,0.00933125972006221,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.977327408705605e-5,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.552369776604756e-12,10.933489200963741,0.013996889580093312,0.004665629860031105,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.28299068268078553,0.136,0.92,0.012161579621872582,0.1104199066874028,0.10922550544323484,1.0109351862398905,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.0866321496918432,0.248,0.8,0.47587241829700966,0.031141868512110725,0.028602076124567475,1.0887974836680376,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,3.4424374462105334e-6,PASS,,,,,,,,,,NOT_APPLICABLE,0.0029070222862901457,1.5128231036699327,0.005940594059405941,0.0019801980198019802,,,,,,,,PASS,0,0,0,0,PASS,6,0,0,PASS,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,5.92486225446264e-9,0.296,0,4.840408779613881e-4,0.004934210526315789,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,148,WARN_PREDICTED_BOUND,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3098429008095991e-5,PASS,,,,,,,,,,NOT_APPLICABLE,0.006581653216399745,1.4131105308348288,0.0015552099533437014,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.177795638795942e-6,WARN_REVIEW,,5,19,14,0,0,,,,PASS,5.149659951140836e-13,1.4735055179804122,0.012441679626749611,0.006220839813374806,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,5.274614522932097e-5,WARN_REVIEW,,-4.800000000000001,13.366666666666667,18.166666666666668,0.5225505443234837,0.02021772939346812,16,0,0,PASS,2.979399846121777e-24,2.859831765847314,0.017107309486780714,0.013996889580093312,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,4.75210981676355e-7,WARN_REVIEW,,5.061091741938034,22.470391857140804,17.409300115202768,0,0.0017452006980802793,,,,PASS,1.916129847707066e-6,1.925185301096339,0.010471204188481676,0.0034904013961605585,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.7766767491120845e-6,WARN_REVIEW,,0,18.533333333333335,18.533333333333335,0.014209591474245116,0,,,,PASS,1.0698861050083212e-17,1.6764171750819048,0.023090586145648313,0.008880994671403197,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.1391421139705926e-6,WARN_REVIEW,,8.883333333333333,23.983333333333334,15.100000000000001,0,0.09923664122137404,,,,PASS,1.326080908124165e-8,2.7209303482345812,0.007633587786259542,0.0019083969465648854,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,4.226876626489684e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.7310715170759657e-19,3.141744411223906,0.016722408026755852,0.0033444816053511705,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,8.853362487570848e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.101857800775837e-27,5.338274642995294,0.010224948875255624,0.006134969325153374,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
