"package","static_detected","static_source_count","static_sources","declared_require","declared_version","base_package","dependency_policy","runtime_required","explicit_lock_expected","policy_rationale","installed_version","installed_built","installed_library","installed_repository","installed_remote_type","installed_remote_host","installed_remote_repo","installed_remote_ref","installed_remote_sha","lock_version","lock_source","lock_repository","lock_remote_type","lock_remote_host","lock_remote_repo","lock_remote_ref","lock_remote_sha","installed","locked","lock_expected","version_equal","scanner_false_positive_confirmed","reconciliation_status","source_metadata_status"
"grid",TRUE,6,"scripts/descriptives/plot_descriptive_figures.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/pipeline/prepared_day_showcase.R","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:49 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"gridtext",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.6","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 02:24:42 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gridtext","0.1.6","0.1.6","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gt",TRUE,20,"Descriptives.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/descriptives/build_publication_tables.R;tests/descriptives/run_tests.R","","",FALSE,"",FALSE,FALSE,"","1.3.0","R 4.6.0; ; 2026-04-26 15:56:16 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gt","1.3.0","1.3.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gtable",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.3.6","R 4.6.0; ; 2026-07-28 21:04:06 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","gtable","0.3.6","0.3.6","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gtExtras",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.6.2","R 4.6.0; ; 2026-04-26 18:51:06 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gtExtras","0.6.2","0.6.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gtsummary",TRUE,7,"Descriptives.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd","","",FALSE,"",FALSE,FALSE,"","2.5.1","R 4.6.0; ; 2026-05-30 07:05:28 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gtsummary","2.5.1","2.5.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"haven",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.5.5","R 4.6.0; aarch64-apple-darwin20; 2026-05-08 05:29:31 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","haven","2.5.5","2.5.5","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"highr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.12","R 4.6.0; ; 2026-04-25 23:14:12 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","highr","0.12","0.12","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"hms",TRUE,8,"_explorative.qmd;Descriptives.qmd;metric_preparation.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/Fig3.R;scripts/pipeline/prepared_day_showcase.R","","",FALSE,"",FALSE,FALSE,"","1.1.4","R 4.6.0; ; 2026-04-25 23:15:47 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","hms","1.1.4","1.1.4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"htmltools",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.5.9","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:29 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","htmltools","0.5.9","0.5.9","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"htmlwidgets",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.6.4","R 4.6.0; ; 2026-06-17 19:36:05 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","htmlwidgets","1.6.4","1.6.4","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"httpuv",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.6.17","R 4.6.0; aarch64-apple-darwin20; 2026-07-07 05:51:23 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","httpuv","1.6.17","1.6.17","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"httr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.4.8","R 4.6.0; ; 2026-04-26 05:16:18 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","httr","1.4.8","1.4.8","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ids",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.1","R 4.6.0; ; 2026-06-17 19:02:06 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","ids","1.0.1","1.0.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"insight",TRUE,1,"scripts/hypotheses/H01/h01_modeling.R","","",FALSE,"",FALSE,FALSE,"","1.5.2","R 4.6.1; ; 2026-06-28 22:24:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","insight","1.5.2","1.5.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"isoband",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.3.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:46 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","isoband","0.3.0","0.3.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"iterators",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.14","R 4.6.0; ; 2026-04-25 15:43:40 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","iterators","1.0.14","1.0.14","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"itsadug",TRUE,6,"RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd","","",FALSE,"",FALSE,FALSE,"","2.5","R 4.6.0; ; 2026-04-26 03:59:43 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","itsadug","2.5","2.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"jpeg",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1-11","R 4.6.0; aarch64-apple-darwin20; 2026-06-17 18:35:54 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","jpeg","0.1-11","0.1-11","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"jquerylib",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.4","R 4.6.0; ; 2026-07-28 21:04:01 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","jquerylib","0.1.4","0.1.4","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"jsonlite",TRUE,1,"scripts/environment/environment_audit.R","","",FALSE,"",FALSE,FALSE,"","2.0.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:52 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","jsonlite","2.0.0","2.0.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"juicyjuice",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.0","R 4.6.0; ; 2026-07-15 06:40:54 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","juicyjuice","0.1.0","0.1.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"KernSmooth",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.23-26","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:07 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","2.23-26","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"knitr",TRUE,70,"notebooks/descriptives.qmd;notebooks/hypotheses/H01.qmd;notebooks/hypotheses/H02.qmd;notebooks/preparation/01_import_state_alignment.qmd;notebooks/preparation/02_coverage_sample_flow.qmd;notebooks/preparation/03_reference_profiles.qmd;notebooks/preparation/04_metric_derivation.qmd;notebooks/preparation/06_model_ready_datasets.qmd;notebooks/preparation/07_example_days.qmd","","",FALSE,"",FALSE,FALSE,"","1.51","R 4.6.0; ; 2026-04-26 02:18:51 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","knitr","1.51","1.51","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"labeling",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.3","R 4.6.0; ; 2026-07-28 21:02:58 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","labeling","0.4.3","0.4.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"labelled",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.16.0","R 4.6.0; ; 2026-04-25 13:32:23 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","labelled","2.16.0","2.16.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"later",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.4.8","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:14:28 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","later","1.4.8","1.4.8","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"lattice",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.22-7","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","lattice","0.22-7","0.22-7","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"lazyeval",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.2.3","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:14:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","lazyeval","0.2.3","0.2.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"legendry",TRUE,3,"Descriptives.qmd;scripts/Brown_bracket.R;scripts/hypotheses/H02/build_h02_figure4_replication.R","","",FALSE,"",FALSE,FALSE,"","0.3.0","R 4.6.0; ; 2026-05-13 05:23:38 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","legendry","0.3.0","0.3.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"lifecycle",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.5","R 4.6.0; ; 2026-07-28 21:03:36 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","lifecycle","1.0.5","1.0.5","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"LightLogR",TRUE,23,"data_preparation.qmd;Descriptives.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/helpers.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/pipeline/manuscript_prepared_data.R;scripts/pipeline/prepared_day_showcase.R;scripts/pipeline/site_solar_context.R;scripts/pipeline/state_alignment.R;scripts/pipeline/verify_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_site_solar_context_artifacts.R;tests/test_site_solar_context.R","","",FALSE,"",FALSE,FALSE,"","0.10.3","R 4.6.0; ; 2026-04-28 15:49:15 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","LightLogR","0.10.3","0.10.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"listenv",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.0","R 4.6.1; ; 2026-06-22 07:13:11 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","listenv","1.0.0","1.0.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"litedown",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.9","R 4.6.1; ; 2026-07-29 20:28:18 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","litedown","0.9","0.9","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"lme4",TRUE,10,"_explorative.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/hypotheses/H01/h01_modeling.R","","",FALSE,"",FALSE,FALSE,"","2.0-1","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:23 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","lme4","2.0-1","2.0-1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"lmtest",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.9-40","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:15:03 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","lmtest","0.9-40","0.9-40","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"lubridate",TRUE,24,"RQ1_chest.qmd;RQ1.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/descriptives/build_descriptive_replications.R;scripts/hypotheses/H01/audit_h01_major_gates.R;scripts/pipeline/aggregation_coverage.R;scripts/pipeline/build_coverage_sample_flow.R;scripts/pipeline/build_import_alignment.R;scripts/pipeline/build_reference_profiles.R;scripts/pipeline/mder_support_gate.R;scripts/pipeline/metric_derivation.R;scripts/pipeline/site_solar_context.R;scripts/pipeline/state_alignment.R;scripts/pipeline/state_interval_projection.R;scripts/pipeline/temporal_sequence_provenance.R;scripts/pipeline/time_axes.R;scripts/pipeline/verify_mder_support_gate_artifacts.R;scripts/pipeline/verify_site_solar_context_artifacts.R;tests/run_pipeline_tests.R;tests/test_aggregation_coverage.R;tests/test_build_site_solar_context.R;tests/test_site_solar_context.R;tests/test_true_day_grid.R","","",FALSE,"",FALSE,FALSE,"","1.9.5","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:16:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","lubridate","1.9.5","1.9.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"magick",TRUE,1,"Descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","2.9.1","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 16:03:37 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","magick","2.9.1","2.9.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"magrittr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0.5","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:33 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","magrittr","2.0.5","2.0.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"markdown",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0","R 4.6.0; ; 2026-06-17 19:03:01 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","markdown","2.0","2.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"MASS",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","7.3-65","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:07 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","7.3-65","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"Matrix",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.7-6","R 4.6.1; aarch64-apple-darwin23; 2026-07-25 05:57:30 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","Matrix","1.7-6","1.7-6","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"melidosData",TRUE,13,"data_preparation.qmd;Descriptives.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/Fig2.R;scripts/helpers.R;scripts/pipeline/verify_site_solar_context_artifacts.R;tests/test_site_solar_context.R","","",FALSE,"",FALSE,FALSE,"","1.0.6","R 4.6.0; ; 2026-04-29 21:38:19 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","melidosData","1.0.6","1.0.6","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"memoise",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0.1","R 4.6.0; ; 2026-07-28 21:03:58 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","memoise","2.0.1","2.0.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"methods",FALSE,0,"","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:44 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"mgcv",TRUE,16,"_explorative.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/h02_modeling.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/hypotheses/H02/run_h02_dominance_analysis.R;scripts/hypotheses/H02/run_h02_formula_sensitivity.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;tests/hypotheses/H02/test_h02_dominance_fit.R","","",FALSE,"",FALSE,FALSE,"","1.9-4","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:32 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","1.9-4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"mime",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.13","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:51 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","mime","0.13","0.13","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
