site,work_free_day,activity_status,clock_hour_bin,observations,positive_observations,zero_observations,zero_fraction,participants,participant_days
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",8,18,16,2,0.1111111111111111,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",9,18,18,0,0,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",10,17,17,0,0,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",11,18,18,0,0,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",12,17,17,0,0,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",13,17,17,0,0,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",14,13,13,0,0,9,13
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",15,16,16,0,0,8,16
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",16,15,15,0,0,9,15
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",17,18,18,0,0,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",18,17,17,0,0,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",19,17,17,0,0,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",20,17,17,0,0,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",21,18,18,0,0,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",22,17,16,1,0.058823529411764705,10,17
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",23,15,13,2,0.13333333333333333,10,15
UCR,Work day,Sedentary (no reported exercise),0,13,5,8,0.6153846153846154,6,13
UCR,Work day,Sedentary (no reported exercise),1,13,4,9,0.6923076923076923,6,13
UCR,Work day,Sedentary (no reported exercise),2,13,2,11,0.8461538461538461,6,13
UCR,Work day,Sedentary (no reported exercise),3,13,2,11,0.8461538461538461,6,13
UCR,Work day,Sedentary (no reported exercise),4,13,1,12,0.9230769230769231,6,13
UCR,Work day,Sedentary (no reported exercise),5,13,11,2,0.15384615384615385,6,13
UCR,Work day,Sedentary (no reported exercise),6,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),7,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),8,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),9,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),10,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),11,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),12,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),13,12,12,0,0,6,12
UCR,Work day,Sedentary (no reported exercise),14,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),15,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),16,12,12,0,0,6,12
UCR,Work day,Sedentary (no reported exercise),17,12,12,0,0,5,12
UCR,Work day,Sedentary (no reported exercise),18,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),19,13,13,0,0,6,13
UCR,Work day,Sedentary (no reported exercise),20,12,12,0,0,6,12
UCR,Work day,Sedentary (no reported exercise),21,12,12,0,0,6,12
UCR,Work day,Sedentary (no reported exercise),22,12,10,2,0.16666666666666666,6,12
UCR,Work day,Sedentary (no reported exercise),23,12,7,5,0.4166666666666667,6,12
UCR,Work day,"Active (light, moderate, or vigorous exercise)",0,6,1,5,0.8333333333333334,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",1,6,0,6,1,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",2,6,0,6,1,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",3,6,0,6,1,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",4,6,0,6,1,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",5,6,5,1,0.16666666666666666,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",6,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",7,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",8,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",9,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",10,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",11,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",12,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",13,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",14,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",15,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",16,5,5,0,0,3,5
UCR,Work day,"Active (light, moderate, or vigorous exercise)",17,5,5,0,0,4,5
UCR,Work day,"Active (light, moderate, or vigorous exercise)",18,4,4,0,0,4,4
UCR,Work day,"Active (light, moderate, or vigorous exercise)",19,6,6,0,0,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",20,5,5,0,0,4,5
UCR,Work day,"Active (light, moderate, or vigorous exercise)",21,5,4,1,0.2,4,5
UCR,Work day,"Active (light, moderate, or vigorous exercise)",22,6,4,2,0.3333333333333333,4,6
UCR,Work day,"Active (light, moderate, or vigorous exercise)",23,6,3,3,0.5,4,6
UCR,Free day,Sedentary (no reported exercise),0,5,3,2,0.4,4,5
UCR,Free day,Sedentary (no reported exercise),1,5,1,4,0.8,4,5
UCR,Free day,Sedentary (no reported exercise),2,5,0,5,1,4,5
UCR,Free day,Sedentary (no reported exercise),3,5,0,5,1,4,5
UCR,Free day,Sedentary (no reported exercise),4,5,0,5,1,4,5
UCR,Free day,Sedentary (no reported exercise),5,5,3,2,0.4,4,5
UCR,Free day,Sedentary (no reported exercise),6,5,4,1,0.2,4,5
UCR,Free day,Sedentary (no reported exercise),7,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),8,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),9,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),10,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),11,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),12,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),13,3,3,0,0,3,3
UCR,Free day,Sedentary (no reported exercise),14,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),15,5,4,1,0.2,4,5
UCR,Free day,Sedentary (no reported exercise),16,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),17,4,4,0,0,3,4
UCR,Free day,Sedentary (no reported exercise),18,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),19,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),20,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),21,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),22,5,5,0,0,4,5
UCR,Free day,Sedentary (no reported exercise),23,5,2,3,0.6,4,5
UCR,Free day,"Active (light, moderate, or vigorous exercise)",0,3,2,1,0.3333333333333333,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",1,3,0,3,1,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",2,3,0,3,1,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",3,3,0,3,1,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",4,3,0,3,1,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",5,3,2,1,0.3333333333333333,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",6,2,2,0,0,2,2
UCR,Free day,"Active (light, moderate, or vigorous exercise)",7,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",8,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",9,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",10,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",11,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",12,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",13,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",14,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",15,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",16,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",17,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",18,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",19,2,2,0,0,2,2
UCR,Free day,"Active (light, moderate, or vigorous exercise)",20,3,3,0,0,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",21,3,2,1,0.3333333333333333,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",22,3,2,1,0.3333333333333333,3,3
UCR,Free day,"Active (light, moderate, or vigorous exercise)",23,3,3,0,0,3,3
KNUST,Work day,Sedentary (no reported exercise),0,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),1,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),2,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),3,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),4,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),5,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),6,3,0,3,1,2,3
KNUST,Work day,Sedentary (no reported exercise),7,3,2,1,0.3333333333333333,2,3
KNUST,Work day,Sedentary (no reported exercise),8,3,2,1,0.3333333333333333,2,3
KNUST,Work day,Sedentary (no reported exercise),9,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),10,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),11,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),12,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),13,2,2,0,0,1,2
KNUST,Work day,Sedentary (no reported exercise),14,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),15,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),16,2,2,0,0,1,2
KNUST,Work day,Sedentary (no reported exercise),17,2,2,0,0,1,2
KNUST,Work day,Sedentary (no reported exercise),18,3,2,1,0.3333333333333333,2,3
KNUST,Work day,Sedentary (no reported exercise),19,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),20,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),21,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),22,3,3,0,0,2,3
KNUST,Work day,Sedentary (no reported exercise),23,3,3,0,0,2,3
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",0,37,7,30,0.8108108108108109,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",1,37,4,33,0.8918918918918919,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",2,37,2,35,0.9459459459459459,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",3,37,1,36,0.972972972972973,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",4,37,1,36,0.972972972972973,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",5,37,3,34,0.918918918918919,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",6,30,7,23,0.7666666666666667,13,30
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",7,34,29,5,0.14705882352941177,14,34
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",8,36,35,1,0.027777777777777776,13,36
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",9,37,36,1,0.02702702702702703,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",10,35,34,1,0.02857142857142857,14,35
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",11,36,36,0,0,14,36
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",12,36,36,0,0,14,36
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",13,37,37,0,0,14,37
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",14,36,35,1,0.027777777777777776,14,36
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",15,34,34,0,0,14,34
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",16,34,33,1,0.029411764705882353,13,34
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",17,36,33,3,0.08333333333333333,14,36
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",18,34,31,3,0.08823529411764706,14,34
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",19,31,30,1,0.03225806451612903,13,31
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",20,32,30,2,0.0625,13,32
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",21,35,28,7,0.2,14,35
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",22,35,21,14,0.4,14,35
KNUST,Work day,"Active (light, moderate, or vigorous exercise)",23,37,12,25,0.6756756756756757,14,37
KNUST,Free day,Sedentary (no reported exercise),0,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),1,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),2,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),3,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),4,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),5,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),6,9,0,9,1,6,9
KNUST,Free day,Sedentary (no reported exercise),7,6,2,4,0.6666666666666666,4,6
KNUST,Free day,Sedentary (no reported exercise),8,9,6,3,0.3333333333333333,6,9
KNUST,Free day,Sedentary (no reported exercise),9,9,8,1,0.1111111111111111,6,9
KNUST,Free day,Sedentary (no reported exercise),10,9,8,1,0.1111111111111111,6,9
KNUST,Free day,Sedentary (no reported exercise),11,9,9,0,0,6,9
KNUST,Free day,Sedentary (no reported exercise),12,9,9,0,0,6,9
KNUST,Free day,Sedentary (no reported exercise),13,8,8,0,0,6,8
KNUST,Free day,Sedentary (no reported exercise),14,8,8,0,0,6,8
KNUST,Free day,Sedentary (no reported exercise),15,8,8,0,0,6,8
KNUST,Free day,Sedentary (no reported exercise),16,9,8,1,0.1111111111111111,6,9
KNUST,Free day,Sedentary (no reported exercise),17,9,8,1,0.1111111111111111,6,9
KNUST,Free day,Sedentary (no reported exercise),18,9,8,1,0.1111111111111111,6,9
KNUST,Free day,Sedentary (no reported exercise),19,9,8,1,0.1111111111111111,6,9
KNUST,Free day,Sedentary (no reported exercise),20,7,7,0,0,4,7
KNUST,Free day,Sedentary (no reported exercise),21,8,3,5,0.625,5,8
KNUST,Free day,Sedentary (no reported exercise),22,8,2,6,0.75,5,8
KNUST,Free day,Sedentary (no reported exercise),23,8,2,6,0.75,5,8
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",0,31,5,26,0.8387096774193549,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",1,31,3,28,0.9032258064516129,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",2,31,3,28,0.9032258064516129,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",3,31,2,29,0.9354838709677419,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",4,31,2,29,0.9354838709677419,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",5,31,3,28,0.9032258064516129,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",6,30,6,24,0.8,11,30
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",7,28,20,8,0.2857142857142857,11,28
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",8,29,24,5,0.1724137931034483,10,29
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",9,31,28,3,0.0967741935483871,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",10,29,25,4,0.13793103448275862,11,29
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",11,28,26,2,0.07142857142857142,11,28
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",12,30,29,1,0.03333333333333333,11,30
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",13,31,29,2,0.06451612903225806,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",14,30,30,0,0,11,30
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",15,29,27,2,0.06896551724137931,11,29
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",16,31,30,1,0.03225806451612903,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",17,30,26,4,0.13333333333333333,11,30
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",18,30,26,4,0.13333333333333333,11,30
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",19,28,26,2,0.07142857142857142,11,28
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",20,26,22,4,0.15384615384615385,8,26
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",21,30,22,8,0.26666666666666666,11,30
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",22,31,16,15,0.4838709677419355,11,31
KNUST,Free day,"Active (light, moderate, or vigorous exercise)",23,31,10,21,0.6774193548387096,11,31
