"index","kind","style","text","text_chars","drawings","drawing_alt","drawing_width_in","drawing_height_in","direct_spacing","direct_line_rule","keep_next","keep_lines","page_before","has_keep_next","has_keep_lines","has_page_before","section","section_type","section_width","section_height","orientation","margin_top","margin_bottom"
329,"p","Literaturverzeichnis","48. 	Walde, P. & Völlm, B. A. The TRAPD approach as a method for questionnaire translation. Frontiers in Psychiatry 14, (2023).",127,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
330,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
331,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
332,"p","Literaturverzeichnis","49. 	Zauner, J., Udovicic, L. & Spitschan, M. Power analysis for personal light exposure measurements and interventions. PLOS ONE 19, e0308768 (2024).",150,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
333,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
334,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
335,"p","Literaturverzeichnis","50. 	Guidolin, C., Zauner, J., Hartmeyer, S. L. & Spitschan, M. Collecting, detecting, and handling non-wear intervals in longitudinal light exposure data. Behavior Research Methods 58, (202",193,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
336,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
337,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
338,"p","Literaturverzeichnis","51. 	Carney, C. E. et al. The consensus sleep diary: Standardizing prospective sleep self-monitoring. Sleep 35, 287–302 (2012).",127,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
339,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
340,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
341,"p","Literaturverzeichnis","52. 	Kaida, K. et al. Validation of the karolinska sleepiness scale against performance and EEG variables. Clinical Neurophysiology 117, 1574–1581 (2006).",154,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
342,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
343,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
344,"p","Literaturverzeichnis","53. 	Tsanas, A. et al. Daily longitudinal self-monitoring of mood variability in bipolar disorder and borderline personality disorder. Journal of Affective Disorders 205, 225–233 (2016).",186,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
345,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
346,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
347,"p","Literaturverzeichnis","54. 	Sischka, P. E., Costa, A. P., Steffgen, G. & Schmidt, A. F. The WHO-5 well-being index  validation based on item response theory and the analysis of measurement invariance across 35 cou",254,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
348,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
349,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
350,"p","Literaturverzeichnis","55. 	Harris, P. A. et al. MyCap: A flexible and configurable platform for mobilizing the participant voice. JAMIA Open 5, (2022).",129,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
351,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
352,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
353,"p","Literaturverzeichnis","56. 	Patridge, E. F. & Bardyn, T. P. Research electronic data capture (REDCap). Journal of the Medical Library Association 106, (2018).",135,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
354,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
355,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
356,"p","Literaturverzeichnis","57. 	Bajaj, A., Rosner, B., Lockley, S. W. & Schernhammer, E. S. Validation of a light questionnaire with real-life photopic illuminance measurements: The harvard light exposure assessment q",270,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
357,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
358,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
359,"p","Literaturverzeichnis","58. 	Kantermann, T., Sung, H. & Burgess, H. J. Comparing the morningness-eveningness questionnaire and munich ChronoType questionnaire to the dim light melatonin onset. Journal of Biological",218,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
360,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
361,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
362,"p","Literaturverzeichnis","59. 	Horne, J. A. & Östberg, O. A self-assessment questionnaire to determine morningness-eveningness in human circadian rhythms. International Journal of Chronobiology 4, 97–110 (1976).",185,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
363,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
364,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
365,"p","Literaturverzeichnis","60. 	Verriotto, J. D. et al. New methods for quantification of visual photosensitivity threshold and symptoms. Translational Vision Science & Technology 6, 18 (2017).",166,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
366,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
367,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
368,"p","Literaturverzeichnis","61. 	Grandner, M. A. et al. Development and initial validation of the assessment of sleep environment (ASE): Describing and quantifying the impact of subjective environmental factors on slee",276,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
369,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
370,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
371,"p","Literaturverzeichnis","62. 	Siraji, M. A. et al. An inventory of human light exposure behaviour. Scientific Reports 13, (2023).",104,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
372,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
373,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
374,"p","Literaturverzeichnis","63. 	R Core Team. R: A language and environment for statistical computing. https://www.R-project.org/ (2025).",109,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
375,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
376,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
377,"p","Literaturverzeichnis","64. 	Zauner, J., Hartmeyer, S. & Spitschan, M. LightLogR: Reproducible analysis of personal light exposure data. 10, 7601 (2025).",129,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
378,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
379,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
380,"p","Literaturverzeichnis","65. 	Hartmeyer, S. & Andersen, M. Towards a framework for light-dosimetry studies: Quantification metrics. Lighting Research & Technology 56, 337–365 (2023).",157,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
381,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
382,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
383,"p","Literaturverzeichnis","66. 	Zauner, J., Guidolin, C. & Spitschan, M. How to deal with darkness: Modeling and visualization of zero-inflated personal light exposure data on a logarithmic scale. Journal of Biologica",219,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
384,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
385,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
386,"p","Literaturverzeichnis","67. 	Hastie, T. & Tibshirani, R. Generalized additive models. Statistical Science 1, (1986).",92,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
387,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
388,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
389,"p","Literaturverzeichnis","68. 	Hastie, T. & Tibshirani, R. Generalized additive models for medical research. Statistical Methods in Medical Research 4, 187–196 (1995).",141,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
390,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
391,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
392,"p","Literaturverzeichnis","69. 	Wood, S. N. Fast stable restricted maximum likelihood and marginal likelihood estimation of semiparametric generalized linear models. 73, (2011).",150,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
393,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
394,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
395,"p","Literaturverzeichnis","70. 	Pedersen, E. J., Miller, D. L., Simpson, G. L. & Ross, N. Hierarchical generalized additive models in ecology: An introduction with mgcv. PeerJ 7, e6876 (2019).",165,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
396,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
397,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
398,"p","Literaturverzeichnis","71. 	Azen, R. & Budescu, D. V. The dominance analysis approach for comparing predictors in multiple regression. Psychological Methods 8, 129–148 (2003).",152,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
399,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
400,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
401,"p","Literaturverzeichnis","72. 	Grömping, U. Estimators of relative importance in linear regression based on variance decomposition. The American Statistician 61, 139–147 (2007).",151,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
402,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
403,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
404,"p","Literaturverzeichnis","73. 	Jørgensen, B. Exponential dispersion models. Journal of the Royal Statistical Society: Series B (Methodological) 49, 127–145 (1987).",137,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
405,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
406,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
407,"p","Literaturverzeichnis","74. 	Dunn, P. K. & Smyth, G. K. Series evaluation of tweedie exponential dispersion model densities. Statistics and Computing 15, 267–280 (2005).",145,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
408,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
409,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
410,"p","Literaturverzeichnis","75. 	Bates, D., Mächler, M., Bolker, B. & Walker, S. Fitting linear mixed-effects models using lme4. 67, (2015).",112,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
411,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
412,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
413,"p","Literaturverzeichnis","76. 	Brooks, M. E. et al. glmmTMB balances speed and flexibility among packages for zero-inflated generalized linear mixed modeling. 9, (2017).",143,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
414,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
415,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
416,"p","Literaturverzeichnis","77. 	Lüdecke, D., Ben-Shachar, M. S., Patil, I., Waggoner, P. & Makowski, D. Performance: An r package for assessment, comparison and testing of statistical models. 6, 3139 (2021).",180,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
417,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
418,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
419,"p","Literaturverzeichnis","78. 	Lenth, R. V. & Piaskowski, J. Emmeans: Estimated marginal means, aka least-squares means. https://doi.org/10.32614/CRAN.package.emmeans (2026) doi:10.32614/CRAN.package.emmeans.",182,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
420,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
421,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
422,"p","Literaturverzeichnis","79. 	Simpson, G. L. Gratia: An r package for exploring generalized additive models. 9, 6962 (2024).",99,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
423,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
424,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
425,"p","Literaturverzeichnis","80. 	Benjamini, Y. & Hochberg, Y. Controlling the false discovery rate: A practical and powerful approach to multiple testing. Journal of the Royal Statistical Society Series B: Statistical ",221,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
426,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
427,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
428,"p","Literaturverzeichnis","81. 	Wickham, H. et al. Welcome to the tidyverse. 4, 1686 (2019).",65,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
429,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
430,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
431,"p","Literaturverzeichnis","82. 	Zauner, J., Didikoglu, A. & Spitschan, M. MeLiDos Project – Multi-country determinants of personal light exposure. (2026).",127,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
432,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
433,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
434,"p","Literaturverzeichnis","83. 	Akuffo, K. O., Agbeshie, G. K., Zauner, J. & Spitschan, M. Personal light exposure dataset for kumasi, ghana. https://doi.org/10.5281/ZENODO.15576731 (2025) doi:10.5281/ZENODO.15576731.",190,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
435,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
436,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
437,"p","Literaturverzeichnis","84. 	Baeza Moyano, D. et al. Personal light exposure dataset for madrid, spain. https://doi.org/10.5281/ZENODO.16834951 (2025) doi:10.5281/ZENODO.16834951.",155,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
438,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
439,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
440,"p","Literaturverzeichnis","85. 	Broszio, K., Zauner, J. & Spitschan, M. Personal light exposure dataset for dortmund, germany. https://doi.org/10.5281/ZENODO.18111232 (2025) doi:10.5281/ZENODO.18111232.",175,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
441,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
442,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
443,"p","Literaturverzeichnis","86. 	Didikoglu, A. et al. Personal light exposure dataset for izmir, türkiye. https://doi.org/10.5281/ZENODO.16568109 (2025) doi:10.5281/ZENODO.16568109.",153,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
444,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
445,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
446,"p","Literaturverzeichnis","87. 	Guidolin, C., Zauner, J. & Spitschan, M. Personal light exposure dataset for tuebingen, germany. https://doi.org/10.5281/ZENODO.16895188 (2025) doi:10.5281/ZENODO.16895188.",177,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
447,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
448,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
449,"p","Literaturverzeichnis","88. 	Sancho-Salas, A., von-Breymann, H., Zauner, J. & Spitschan, M. Personal light exposure dataset for san pedro, san josé, costa rica. https://doi.org/10.5281/ZENODO.17289456 (2026) doi:10",212,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
450,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
451,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
452,"p","Literaturverzeichnis","89. 	Hilden, S., Lee, S., Zauner, J. & Spitschan, M. Personal light exposure dataset for munich, germany. https://doi.org/10.5281/ZENODO.16893901 (2025) doi:10.5281/ZENODO.16893901.",181,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
453,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
454,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
455,"p","Literaturverzeichnis","90. 	Nilsson Tengelin, M., Svensson, I., Källberg, S., Zauner, J. & Spitschan, M. Personal light exposure dataset for borås, sweden. https://doi.org/10.5281/ZENODO.18925834 (2026) doi:10.528",208,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
456,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
457,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
458,"p","Literaturverzeichnis","91. 	Aerts, S. et al. Personal light exposure dataset for delft, the netherlands. https://doi.org/10.5281/ZENODO.17979893 (2025) doi:10.5281/ZENODO.17979893.",157,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
459,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
460,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
461,"p","Literaturverzeichnis","92. 	Zauner, J. et al. MeLiDos project data hub. https://doi.org/10.5281/ZENODO.19678543 (2026) doi:10.5281/ZENODO.19678543.",124,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
462,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
463,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
464,"p","Literaturverzeichnis","93. 	Zauner, J. & Spitschan, M. melidosData: Load data from the MeLiDos field study. https://melidosproject.github.io/melidosData/ (2026).",138,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
465,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
466,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
467,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
468,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
469,"p","berschrift1","Acknowledgements",16,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
470,"p","FirstParagraph","We thank everyone who volunteered for the study, including those who did not complete the protocol, and the MeLiDos partners Iberoptics and LNE for lending wearable devices used in this rese",195,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
471,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
472,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
473,"p","berschrift1","Funding",7,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
474,"p","FirstParagraph","The MeLiDos project (22NRM05 MeLiDos) received funding from the European Partnership on Metrology, co-financed by the European Union’s Horizon Europe Research and Innovation Programme and th",680,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
475,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
476,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
477,"p","berschrift1","Author contributions",20,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
478,"p","Compact","Conceptualization: J.Z., A.D., S.A., J.B., O.S. and M.S.",56,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
479,"p","Compact","Data curation: J.Z., A.D., G.K.A., S.A., S.G.A., S.N.A., Z.K., D.B.M., M.N.T., S.M.T., N.H., S.H., A.J., D.B., A.S.S. and M.S.",126,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
480,"p","Compact","Formal analysis: J.Z.",21,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
481,"p","Compact","Funding acquisition: A.D., K.O.A., K.B., D.B.M., M.N.T., J.B., S.K., A.S.S. and M.S.",84,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
482,"p","Compact","Investigation: A.D., G.K.A., S.A., S.G.A., S.N.A., Z.K., M.C.P.G., R.A.G.L., S.L., D.B.M., M.N.T., S.M.T., N.H., S.H., A.J., C.G., D.B., I.S., A.S.S., H.v.B., K.B., S.K. and M.S.",178,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
483,"p","Compact","Methodology: J.Z., A.D., K.O.A., K.B., C.G., D.B.M., M.C.P.G., R.A.G.L., M.N.T., S.M.T., O.S., G.C.G. and M.S.",110,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
484,"p","Compact","Project administration: J.Z., A.D., G.K.A., S.A., S.G.A., S.N.A., K.O.A., D.B.M., J.B., A.S.S., K.B., A.J. and M.S.",115,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
485,"p","Compact","Resources: J.Z., A.D., G.K.A., K.O.A., J.B., K.B., A.S.S. and M.S.",66,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
486,"p","Compact","Software: J.Z.",14,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
487,"p","Compact","Supervision: J.Z., A.D., S.A., J.B. and M.S.",44,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
488,"p","Compact","Validation: J.Z., A.D. and M.S.",31,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
489,"p","Compact","Visualization: J.Z.",19,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
490,"p","Compact","Writing – original draft: J.Z.",30,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
491,"p","Compact","Writing – review & editing: all authors.",40,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
492,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
493,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
494,"p","berschrift1","Competing interests",19,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
495,"p","FirstParagraph","M.S. declares the following potential competing interests between 2021 and 2025: academic roles as a member of the Board of Directors of the Society of Light, Rhythms, and Circadian Health, ",1713,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
496,"p","Textkrper","J.Z. declares the following potential competing interests between 2021 and 2025: academic roles as a member of Joint Technical Committee 20 of the International Commission on Illumination, m",1424,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
497,"p","Textkrper","A.D. declares academic roles as a member of Joint Technical Committee 20 of the International Commission on Illumination and Division Reporter DR6-50 for the “4th Manchester Workshop on Ligh",434,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
498,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
499,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
500,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
501,"p","berschrift1","Supplementary Information",25,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
