run_id,model_role,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants,residual_mean,residual_sd,fitted_mean,observed_mean,zero_fraction
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",9,16,16,10,42.77693232830521,205.0281163234495,491.4690290368657,1448.60123524695,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",10,16,16,10,72.05983995194465,225.90287748807194,491.4690290368657,2094.562404996885,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",11,16,16,10,48.46397987026038,182.40376824627714,491.4690290368657,1575.4067302781186,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",13,15,15,9,40.579027280265244,105.69276127766517,490.15404338294087,1392.5137512589822,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",16,15,15,10,8.918546800934164,56.323822785833464,491.93485769525626,691.2661889305673,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",17,15,15,10,33.565444348977955,181.99422533275603,491.0563967156011,1229.1341340313536,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",18,16,16,10,-19.679294542726854,3.1772248103201433,491.4690290368657,55.33490794525802,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",19,16,16,10,-20.684675610942744,2.4065206154735597,491.4690290368657,32.88332216233833,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",20,16,16,10,-21.53731583619559,0.9536778301077221,491.4690290368657,13.921015572448752,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",21,16,16,10,-21.927275491805204,0.5277345841070874,491.4690290368657,5.265024577739344,0.125
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",22,15,15,10,-22.085791300843635,0.40988020491552435,493.16426919076014,2.6462566764102164,0.13333333333333333
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",23,16,16,10,-22.087018329124255,0.37266842358685154,491.4690290368657,1.7643169716201967,0.375
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",12,15,15,10,28.447893109589316,97.988321823491,492.1739848327713,1124.5348133331454,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",14,13,13,9,24.83750063660237,75.39494286053379,491.27185895425436,1041.8205939424872,0
employment_eligible__glasses__all_available,full,RISE,Free day,"Active (light, moderate, or vigorous exercise)",15,14,14,10,64.78147177345276,237.10364629092686,492.72344095218295,1935.6744749648722,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),0,15,15,8,-10.74158402487155,0.1646611250579663,115.41889239810486,0.005982015759254578,0.9333333333333333
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),1,15,15,8,-10.74179063926328,0.16453155473983153,115.41889239810486,0.003781113309328671,0.9333333333333333
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),2,15,15,8,-10.742145599305466,0.16431781518186797,115.41889239810486,0,1
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),3,15,15,8,-10.741904942455532,0.1645465930888855,115.41889239810486,0.0025502484471122675,0.8
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),4,15,15,8,-10.639757118948204,0.3318439775980456,115.41889239810486,1.0854234836277963,0.8
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),5,15,15,8,-10.260858542467057,1.0987236224008647,115.41889239810486,5.103081423010148,0.6
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),6,15,15,8,-5.639258354218917,11.626471242471865,115.41889239810486,54.167492969423506,0.13333333333333333
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),7,14,14,7,4.0521398998809675,15.789379709756108,115.24087447040343,159.26389754432327,0.07142857142857142
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),8,15,15,8,14.12427297510496,33.53432711318659,115.41889239810486,269.3644157484744,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),9,14,14,8,11.168701438466401,27.569702462477416,115.66448045498446,237.72310899527469,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),10,14,14,8,15.497430607959787,26.86865125976584,115.66448045498446,284.2054266188122,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),11,15,15,8,17.2938760407389,27.1341305010448,115.41889239810486,301.91102985459025,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),12,15,15,8,15.765132355612463,27.43074383751736,115.41889239810486,285.27087743527744,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),13,15,15,8,26.222173241729934,33.64754843675067,115.41889239810486,396.7821659911349,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),14,14,14,8,47.28722178272359,146.1614798797488,115.5279396209286,624.1625696094397,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),15,14,14,8,37.11191022093288,64.8430336051924,115.59816387121988,513.4287085855834,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),16,12,12,7,17.658628897401545,30.786367724463712,114.93291362311373,305.865101601293,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),17,14,14,8,8.989736152272148,31.42855991293351,115.00108561698458,210.53197912290508,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),18,14,14,8,-1.8664804781627504,9.986593063711663,115.59816387121988,95.37155829150106,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),19,15,15,8,-6.705743466372847,6.710506135093349,115.41889239810486,43.33386850842086,0
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),20,15,15,8,-9.372608429529357,1.849275182868038,115.41889239810486,14.706344427815607,0.06666666666666667
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),21,15,15,8,-10.519110929363181,0.4605360355025392,115.41889239810486,2.369838487698324,0.13333333333333333
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),22,15,15,8,-10.670089917066532,0.26298815658640684,115.41889239810486,0.768422423818796,0.4
employment_eligible__glasses__all_available,full,RISE,Work day,Sedentary (no reported exercise),23,14,14,7,-10.747575091049484,0.16663969807321233,115.61811637218018,0.041015692138372584,0.7857142857142857
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),0,8,8,5,-15.604068464748092,0.25688811106757997,244.0889126224218,0.2729174558126309,0.625
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),1,8,8,5,-15.614792746131933,0.25442912771141063,244.0889126224218,0.1054107453827477,0.625
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),2,8,8,5,-15.621554544857988,0.25286071704965285,244.0889126224218,0,1
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),3,8,8,5,-15.621554544857988,0.25286071704965285,244.0889126224218,0,1
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),4,8,8,5,-15.621554544857988,0.25286071704965285,244.0889126224218,0,1
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),5,8,8,5,-15.62143600510908,0.2528858213470484,244.0889126224218,0.0018462696541308547,0.875
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),6,8,8,5,-15.59821492936501,0.2633531850329126,244.0889126224218,0.3634897087475213,0.625
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),7,8,8,5,-14.330854413713183,3.274835808549064,244.0889126224218,19.871552201564963,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),8,8,8,5,-11.3092788593252,5.837864501928713,244.0889126224218,66.58632019243002,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),9,7,7,5,2.4770943201694395,26.44565561096338,244.41815866103536,280.09050760531466,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),10,7,7,5,43.0327478440315,117.53304608527087,243.9877051102998,904.699163038316,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),11,7,7,5,60.53429279871162,165.82238611497672,243.9877051102998,1172.807461295653,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),12,7,7,5,30.94076991595688,79.36582956178516,243.9877051102998,718.974746016069,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),13,8,8,5,-1.720264277146764,25.067959342103848,244.0889126224218,214.7415081823009,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),14,8,8,5,10.628757583369739,41.41580382086848,244.0889126224218,404.9030617866248,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),15,8,8,5,-3.8947193221312344,16.306734331842154,244.0889126224218,181.3463216642865,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),16,7,7,5,-7.885820831598751,9.378808123389424,244.13178239625077,119.5049165342619,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),17,8,8,5,-9.071991627621557,6.681835969760425,244.0889126224218,101.24366117657355,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),18,8,8,5,-7.5916582068345555,15.08394523468331,244.0889126224218,123.77101259594636,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),19,8,8,5,-13.455493313541929,3.006012051019466,244.0889126224218,33.426798482611545,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),20,8,8,5,-15.220316463363574,0.4527583396630648,244.0889126224218,6.2566284800343865,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),21,8,8,5,-15.451781076697856,0.13772758516409686,244.0889126224218,2.6910348604745393,0
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),22,7,7,5,-15.48450764516071,0.10565242190165651,241.67674307527645,0.9550843862993207,0.2857142857142857
employment_eligible__glasses__all_available,full,RISE,Free day,Sedentary (no reported exercise),23,8,8,5,-15.59136756572536,0.2528924692981096,244.0889126224218,0.472792127233008,0.625
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",0,14,14,10,-23.846820083327167,1.7178312214532523,573.1887834573052,0.8916192225088161,0.42857142857142855
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",1,14,14,10,-23.86728850132401,1.7220184582662985,573.1887834573052,0.3946638811956252,0.6428571428571429
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",2,14,14,10,-23.879336942816895,1.726080196959742,573.1887834573052,0.09986309036089096,0.9285714285714286
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",3,14,14,10,-23.881699856306334,1.7281816848390519,573.1887834573052,0.039973606862689956,0.8571428571428571
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",4,14,14,10,-23.88283066864659,1.7291844483919774,573.1887834573052,0.011341859990780976,0.9285714285714286
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",5,14,14,10,-23.87377279683233,1.7332553404674875,573.1887834573052,0.22164080432888217,0.5714285714285714
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",6,14,14,10,-23.701991586184185,1.80559217360485,573.1887834573052,4.3256304426699375,0.42857142857142855
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",7,14,14,10,-23.366346614035464,2.0935125033763087,573.1887834573052,12.446799608156965,0.2857142857142857
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",8,14,14,10,-22.930329752899116,2.767095311004337,573.1887834573052,22.5884933949353,0.14285714285714285
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",9,14,14,10,-20.323431162439,3.885057069276684,573.1887834573052,86.68050326281671,0.07142857142857142
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",10,12,12,9,-12.109741737932506,15.09662054893297,587.5042753267425,300.1768567053087,0
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",11,13,13,9,66.23687211748492,207.7173007241032,576.7445470817034,2151.837920067969,0
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",12,14,14,10,7.662996143337689,52.14297364584611,573.1887834573052,790.3056259094867,0
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",13,14,14,10,35.37185282151056,83.72672637772921,573.1887834573052,1426.6511054444763,0
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",14,14,14,10,104.26410180945633,260.12480406745544,573.1887834573052,3079.653394436934,0
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",15,14,14,10,64.97254079097988,146.54983157634499,573.1887834573052,2147.960512514403,0.07142857142857142
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",16,13,13,9,55.00881160227149,139.0010021493355,576.4988349454329,1845.7895124983427,0.07692307692307693
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",17,13,13,9,15.615455830903768,76.41848876614347,576.4988349454329,949.6115471213495,0.07692307692307693
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",18,13,13,9,-15.803605348784878,10.718871024144885,576.4988349454329,191.66223504964898,0.07692307692307693
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",23,13,13,10,-23.717173113661428,1.7425776552024095,567.8976354254272,1.2994464817042828,0.46153846153846156
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),0,5,5,4,-10.4315270771733,0.5700969894301026,110.09158308586723,0.5107485775824339,0.2
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),1,5,5,4,-10.479197810797322,0.5894874129782456,110.09158308586723,0,1
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),2,4,4,4,-10.497311738025934,0.6790727386287544,110.53940856355862,0,1
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),3,4,4,4,-10.497311738025934,0.6790727386287544,110.53940856355862,0,1
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),4,5,5,4,-10.479135073756987,0.5895947907769667,110.09158308586723,6.067966041884643e-4,0.6
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),5,5,5,4,-10.479190224207409,0.5894885788350293,110.09158308586723,7.895168466547087e-5,0.8
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),6,5,5,4,-10.479197810797322,0.5894874129782456,110.09158308586723,0,1
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),7,5,5,4,-10.462076599567434,0.5708886564150865,110.09158308586723,0.1884191574292269,0.4
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),8,5,5,4,-6.429510891385802,5.696837181668057,110.09158308586723,44.38584513458203,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),9,5,5,4,-5.50415831208596,5.550330633259881,110.09158308586723,53.63141365007559,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),10,5,5,4,1.7958063173491774,16.64552991729259,110.09158308586723,133.00797711300336,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),11,5,5,4,4.748196956659011,17.611195631884442,110.09158308586723,164.94724764059947,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),12,5,5,4,17.293748416533113,17.59050421573337,110.09158308586723,291.397898567083,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),13,5,5,4,29.589385255952436,46.39925638762435,110.09158308586723,425.1549896083527,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),14,5,5,4,19.025812876476365,44.004423731454445,110.09158308586723,320.561423521536,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),15,5,5,4,-3.2330766237483015,4.984919798736938,110.09158308586723,74.36901845940889,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),16,5,5,4,-3.030273035147407,9.971519966345488,110.09158308586723,80.14532431265165,0
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),17,5,5,4,1.981646598644224,15.595057768965209,110.09158308586723,133.63856937065702,0.2
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),18,5,5,4,-6.280468775890609,4.706211030624921,110.09158308586723,43.96626553998488,0.2
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),19,4,4,4,-9.958255351343638,1.4576506905919997,110.53940856355862,5.284818216743895,0.25
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),20,4,4,3,-10.445633078343795,0.545618019986841,114.75421500721716,2.76490356418047,0.25
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),21,4,4,3,-9.867470922840734,0.840901213160101,114.75421500721716,9.016040515657457,0.25
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),22,4,4,3,-10.612537258116323,0.44484399045276263,114.75421500721716,1.0045632260006816,0.25
employment_eligible__glasses__all_available,full,THUAS,Work day,Sedentary (no reported exercise),23,5,5,4,-10.43436477364561,0.6009436165274744,110.09158308586723,0.46748308063227284,0.4
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",0,32,32,12,-14.719180037858537,1.1419083161726282,223.41967259666666,3.3383055121498826,0.6875
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",1,32,32,12,-14.923550033302567,0.8532902244747727,223.41967259666666,9.880622670903985e-4,0.9375
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",2,32,32,12,-14.923609193760713,0.8533547274051747,223.41967259666666,5.1817285318012715e-5,0.9375
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",3,32,32,12,-14.923570678131947,0.8533926115367817,223.41967259666666,5.953178994722169e-4,0.96875
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",4,32,32,12,-14.92357046198705,0.8533773397588018,223.41967259666666,6.111692785384555e-4,0.96875
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",5,32,32,12,-14.91798770045881,0.850887554523242,223.41967259666666,0.08603324425602779,0.625
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",6,32,32,12,-14.613025488057987,0.9737229721944739,223.41967259666666,4.726593944857758,0.3125
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",7,32,32,12,-13.452049593220908,3.1103671302465705,223.41967259666666,22.39197005336248,0.15625
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",8,31,31,12,-1.4085451490491123,17.4607109023309,223.25742234957926,205.7933646250146,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",9,31,31,12,8.90166623217755,46.947546704059924,223.25742234957926,359.3486752714527,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",10,30,30,12,1.5876392799041819,14.72185556417924,223.31101290629016,245.4475047506123,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",11,31,31,12,31.991748506018464,142.21297557182882,221.539896093126,702.5046857923928,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",12,28,28,12,20.498077863530924,37.593541966430244,223.64099680248546,523.2962912542046,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",13,31,31,12,11.93356077440691,33.808313007223674,223.71747834754817,399.7211604626018,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",14,31,31,12,14.980758247098914,43.10512134619137,224.4669713901323,443.9746660528166,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",15,32,32,12,42.063806825289795,109.57996925428303,223.41967259666666,849.4999419101673,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",16,31,31,12,32.9620537248191,104.71854358921283,224.4545503446399,717.5135729988658,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",17,29,29,12,34.8337032250055,117.38572362849426,223.37298253525125,740.9205491224825,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",18,29,29,12,-3.0287300827734076,20.423983052007106,222.8185996244208,175.00201187960982,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",19,29,29,12,-9.629165951375002,9.210446006447356,223.31825650374546,79.30948354256425,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",20,30,30,12,-11.323325580952265,6.4239945835788586,224.27244868513486,54.233654787295976,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",21,30,30,12,-13.915586504910115,1.2046951652886706,224.27244868513486,15.627560014468676,0
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",22,31,31,12,-14.536680054145107,1.1190380503130044,224.18784407104187,6.186428815087876,0.06451612903225806
employment_eligible__glasses__all_available,full,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",23,31,31,12,-14.322896693284136,1.5822499521655717,222.47649899528287,8.804704517267103,0.3225806451612903
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),0,3,3,3,-14.38778123357322,0.9265777728305106,207.58061307123072,0,1
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),1,3,3,3,-14.38778123357322,0.9265777728305106,207.58061307123072,0,1
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),2,3,3,3,-14.38778123357322,0.9265777728305106,207.58061307123072,0,1
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),3,3,3,3,-14.38778123357322,0.9265777728305106,207.58061307123072,0,1
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),4,3,3,3,-14.38778123357322,0.9265777728305106,207.58061307123072,0,1
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),5,3,3,3,-14.376936100466121,0.9088800212769098,207.58061307123072,0.166982844848431,0.6666666666666666
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),6,3,3,3,-13.858958286517474,0.3104271867239618,207.58061307123072,8.142303026479663,0.6666666666666666
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),7,3,3,3,-11.71766121262422,3.7412961690138737,207.58061307123072,41.101920595290835,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),8,3,3,3,-12.171553957404328,2.8961115173050103,207.58061307123072,34.077888026069964,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),9,3,3,3,-9.277039630082674,7.78373280642751,207.58061307123072,78.58515160412492,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),10,3,3,3,-4.114588404279595,16.428445493708477,207.58061307123072,157.92872663249824,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),11,3,3,3,-3.7601954725169646,11.88081271131164,207.58061307123072,160.7928825917046,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),12,3,3,3,280.16458875165506,497.05051486662757,207.58061307123072,4529.4910693292795,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),13,3,3,3,15.49316342043537,34.01210273312079,207.58061307123072,451.3931127644064,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),14,3,3,3,0.8648304891777048,17.213867849870944,207.58061307123072,230.3217396453319,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),15,3,3,3,-4.002557219462598,8.003285916566163,207.58061307123072,150.6711776437725,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),16,3,3,3,-5.991358468176998,7.572735394548468,207.58061307123072,122.67918408338512,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),17,3,3,3,-10.30708870405363,4.676340989735825,207.58061307123072,59.023634882612676,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),18,3,3,3,-10.708179453418728,4.771514270251411,207.58061307123072,56.31142802848137,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),19,3,3,3,-10.89487403423663,4.79010562702129,207.58061307123072,53.57595097722052,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),20,3,3,3,-13.642097554796017,0.29236791171034837,207.58061307123072,11.19492784068953,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),21,2,2,2,-14.185685857439964,1.074665252779572,210.68234973562252,4.492165950580331,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),22,3,3,3,-14.31540221522437,0.8114241650316054,207.58061307123072,1.1130924439646108,0
employment_eligible__glasses__all_available,full,THUAS,Free day,Sedentary (no reported exercise),23,3,3,3,-14.314528480218028,0.8267482365158336,207.58061307123072,1.1157538935432338,0
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",19,12,12,8,-16.65688237926807,9.06292941197989,569.1094106225179,172.8828557032359,0.08333333333333333
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",20,12,12,9,-21.938001700451302,3.052685113293633,568.034937652338,43.47091503156411,0.08333333333333333
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",21,11,11,8,-23.353741244149997,2.0667230881588368,572.4394563104735,11.83508633014465,0.09090909090909091
employment_eligible__glasses__all_available,full,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",22,11,11,8,-23.57423188167752,1.753726227655212,563.1561675932522,2.323937156070673,0.36363636363636365
employment_eligible__glasses__all_available,full,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",0,36,36,14,-16.422396127588677,0.6190908982115039,270.488369799731,0.21249174789728745,0.7777777777777778
employment_eligible__glasses__all_available,full,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",1,36,36,14,-16.426935892238482,0.6225059092207844,270.488369799731,0.13481261588520282,0.9444444444444444
