"comparison_order","mapping_id","focus_group","position","baseline_metric","current_metric","series","scope","comparison_unit","n_total","n_finite","n_na","n_nan","n_positive_infinity","n_negative_infinity","mean","sd","minimum","q025","q25","median","q75","q975","maximum"
19,"D19","mapped_daily_metric","chest","duration_above_250_wake","duration_above_250_wake","current","paired_finite","h",783,783,0,0,0,0,2.91108982545764,2.26650292241601,0,0,0.975,2.5,4.36666666666667,8.0575,11.35
19,"D19","mapped_daily_metric","glasses","duration_above_250_wake","duration_above_250_wake","baseline","all_available_keys","h",811,755,56,0,0,0,2.94090507726269,2.45193127577109,0,0,0.833333333333333,2.33333333333333,4.53333333333333,8.27166666666667,11.0666666666667
19,"D19","mapped_daily_metric","glasses","duration_above_250_wake","duration_above_250_wake","current","all_available_keys","h",811,714,97,0,0,0,3.02140522875817,2.48173044620127,0,0,0.858333333333333,2.44166666666667,4.57916666666667,8.37541666666666,11.0666666666667
19,"D19","mapped_daily_metric","glasses","duration_above_250_wake","duration_above_250_wake","baseline","matched_keys","h",811,755,56,0,0,0,2.94090507726269,2.45193127577109,0,0,0.833333333333333,2.33333333333333,4.53333333333333,8.27166666666667,11.0666666666667
19,"D19","mapped_daily_metric","glasses","duration_above_250_wake","duration_above_250_wake","current","matched_keys","h",811,714,97,0,0,0,3.02140522875817,2.48173044620127,0,0,0.858333333333333,2.44166666666667,4.57916666666667,8.37541666666666,11.0666666666667
19,"D19","mapped_daily_metric","glasses","duration_above_250_wake","duration_above_250_wake","baseline","paired_finite","h",699,699,0,0,0,0,3.02768240343348,2.48560201651473,0,0,0.85,2.45,4.60833333333333,8.36416666666666,11.0666666666667
19,"D19","mapped_daily_metric","glasses","duration_above_250_wake","duration_above_250_wake","current","paired_finite","h",699,699,0,0,0,0,3.02701478302337,2.48446066274398,0,0,0.85,2.45,4.60833333333333,8.36416666666666,11.0666666666667
20,"D20","mapped_daily_metric","chest","duration_below_10_pre-sleep","duration_below_10_pre_sleep","baseline","all_available_keys","h",897,867,30,0,0,0,1.82552864282968,1.00308445875816,0,0.1,1.05,1.8,2.55833333333333,3.75083333333333,5.96666666666667
20,"D20","mapped_daily_metric","chest","duration_below_10_pre-sleep","duration_below_10_pre_sleep","current","all_available_keys","h",897,736,161,0,0,0,1.93229166666667,0.993949025620973,0,0.166666666666667,1.23333333333333,1.95,2.65,3.82708333333333,5.96666666666667
20,"D20","mapped_daily_metric","chest","duration_below_10_pre-sleep","duration_below_10_pre_sleep","baseline","matched_keys","h",897,867,30,0,0,0,1.82552864282968,1.00308445875816,0,0.1,1.05,1.8,2.55833333333333,3.75083333333333,5.96666666666667
20,"D20","mapped_daily_metric","chest","duration_below_10_pre-sleep","duration_below_10_pre_sleep","current","matched_keys","h",897,736,161,0,0,0,1.93229166666667,0.993949025620973,0,0.166666666666667,1.23333333333333,1.95,2.65,3.82708333333333,5.96666666666667
20,"D20","mapped_daily_metric","chest","duration_below_10_pre-sleep","duration_below_10_pre_sleep","baseline","paired_finite","h",736,736,0,0,0,0,1.93238224637681,0.994004628527816,0,0.166666666666667,1.23333333333333,1.95,2.65,3.82708333333333,5.96666666666667
20,"D20","mapped_daily_metric","chest","duration_below_10_pre-sleep","duration_below_10_pre_sleep","current","paired_finite","h",736,736,0,0,0,0,1.93229166666667,0.993949025620973,0,0.166666666666667,1.23333333333333,1.95,2.65,3.82708333333333,5.96666666666667
20,"D20","mapped_daily_metric","glasses","duration_below_10_pre-sleep","duration_below_10_pre_sleep","baseline","all_available_keys","h",811,780,31,0,0,0,1.73286324786325,1.03439380265443,0,0.0333333333333333,0.883333333333333,1.71666666666667,2.5,3.66666666666667,5.9
20,"D20","mapped_daily_metric","glasses","duration_below_10_pre-sleep","duration_below_10_pre_sleep","current","all_available_keys","h",811,645,166,0,0,0,1.85762273901809,1.03543916477038,0,0.0683333333333334,1.01666666666667,1.88333333333333,2.58333333333333,3.78,5.9
20,"D20","mapped_daily_metric","glasses","duration_below_10_pre-sleep","duration_below_10_pre_sleep","baseline","matched_keys","h",811,780,31,0,0,0,1.73286324786325,1.03439380265443,0,0.0333333333333333,0.883333333333333,1.71666666666667,2.5,3.66666666666667,5.9
20,"D20","mapped_daily_metric","glasses","duration_below_10_pre-sleep","duration_below_10_pre_sleep","current","matched_keys","h",811,645,166,0,0,0,1.85762273901809,1.03543916477038,0,0.0683333333333334,1.01666666666667,1.88333333333333,2.58333333333333,3.78,5.9
20,"D20","mapped_daily_metric","glasses","duration_below_10_pre-sleep","duration_below_10_pre_sleep","baseline","paired_finite","h",645,645,0,0,0,0,1.85764857881137,1.03540585614502,0,0.0683333333333334,1.01666666666667,1.88333333333333,2.58333333333333,3.78,5.9
20,"D20","mapped_daily_metric","glasses","duration_below_10_pre-sleep","duration_below_10_pre_sleep","current","paired_finite","h",645,645,0,0,0,0,1.85762273901809,1.03543916477038,0,0.0683333333333334,1.01666666666667,1.88333333333333,2.58333333333333,3.78,5.9
21,"D21","mapped_daily_metric","chest","duration_below_1_sleep","duration_below_1_sleep_environment","baseline","all_available_keys","h",897,878,19,0,0,0,7.11683750949127,1.97870591930295,0,2.41583333333333,6,7.16666666666667,8.3125,10.7575,13.6833333333333
21,"D21","mapped_daily_metric","chest","duration_below_1_sleep","duration_below_1_sleep_environment","current","all_available_keys","h",897,854,43,0,0,0,7.1896174863388,1.90375637243087,0,2.98791666666667,6.05,7.19166666666667,8.33333333333333,10.8175,13.6833333333333
21,"D21","mapped_daily_metric","chest","duration_below_1_sleep","duration_below_1_sleep_environment","baseline","matched_keys","h",897,878,19,0,0,0,7.11683750949127,1.97870591930295,0,2.41583333333333,6,7.16666666666667,8.3125,10.7575,13.6833333333333
21,"D21","mapped_daily_metric","chest","duration_below_1_sleep","duration_below_1_sleep_environment","current","matched_keys","h",897,854,43,0,0,0,7.1896174863388,1.90375637243087,0,2.98791666666667,6.05,7.19166666666667,8.33333333333333,10.8175,13.6833333333333
21,"D21","mapped_daily_metric","chest","duration_below_1_sleep","duration_below_1_sleep_environment","baseline","paired_finite","h",854,854,0,0,0,0,7.18772443403591,1.90208383770741,0,2.98791666666667,6.05,7.19166666666667,8.33333333333333,10.8175,13.6833333333333
21,"D21","mapped_daily_metric","chest","duration_below_1_sleep","duration_below_1_sleep_environment","current","paired_finite","h",854,854,0,0,0,0,7.1896174863388,1.90375637243087,0,2.98791666666667,6.05,7.19166666666667,8.33333333333333,10.8175,13.6833333333333
21,"D21","mapped_daily_metric","glasses","duration_below_1_sleep","duration_below_1_sleep_environment","baseline","all_available_keys","h",811,790,21,0,0,0,7.02301687763713,2.00051168598693,0,2.39,5.93333333333333,7.1,8.25,10.6804166666667,12.7333333333333
21,"D21","mapped_daily_metric","glasses","duration_below_1_sleep","duration_below_1_sleep_environment","current","all_available_keys","h",811,771,40,0,0,0,7.06785559878945,1.95366373146916,0,2.9,5.975,7.13333333333333,8.25,10.7041666666667,12.7333333333333
21,"D21","mapped_daily_metric","glasses","duration_below_1_sleep","duration_below_1_sleep_environment","baseline","matched_keys","h",811,790,21,0,0,0,7.02301687763713,2.00051168598693,0,2.39,5.93333333333333,7.1,8.25,10.6804166666667,12.7333333333333
21,"D21","mapped_daily_metric","glasses","duration_below_1_sleep","duration_below_1_sleep_environment","current","matched_keys","h",811,771,40,0,0,0,7.06785559878945,1.95366373146916,0,2.9,5.975,7.13333333333333,8.25,10.7041666666667,12.7333333333333
21,"D21","mapped_daily_metric","glasses","duration_below_1_sleep","duration_below_1_sleep_environment","baseline","paired_finite","h",771,771,0,0,0,0,7.06807176826632,1.95401292051612,0,2.9,5.975,7.13333333333333,8.25,10.7041666666667,12.7333333333333
21,"D21","mapped_daily_metric","glasses","duration_below_1_sleep","duration_below_1_sleep_environment","current","paired_finite","h",771,771,0,0,0,0,7.06785559878945,1.95366373146916,0,2.9,5.975,7.13333333333333,8.25,10.7041666666667,12.7333333333333
