"relative_path","role_pre","sha256_pre","bytes_pre","modified_utc_pre","is_symlink_pre","symlink_target_pre","role_post","sha256_post","bytes_post","modified_utc_post","is_symlink_post","symlink_target_post","delta","classification","status"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_178.png","h06_daily_protected","89334ed29bf2327af9b5a89c603ea39bde72f0b56a0e36275ba59e41820e042d",255254,"2026-08-12T15:46:40.535021Z UTC",FALSE,,"h06_daily_protected","89334ed29bf2327af9b5a89c603ea39bde72f0b56a0e36275ba59e41820e042d",255254,"2026-08-12T15:46:40.535021Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_179.png","h06_daily_protected","a5b73e25750229751ec8d7050aeacc51e9a8aa53417423c2eb14cd65fe4b4b59",270686,"2026-08-12T15:46:40.821453Z UTC",FALSE,,"h06_daily_protected","a5b73e25750229751ec8d7050aeacc51e9a8aa53417423c2eb14cd65fe4b4b59",270686,"2026-08-12T15:46:40.821453Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_180.png","h06_daily_protected","acd0ae4691dd352bac62f8774d79314eb56c196dd58a91ea37d701fa0082f54b",271132,"2026-08-12T15:46:41.104591Z UTC",FALSE,,"h06_daily_protected","acd0ae4691dd352bac62f8774d79314eb56c196dd58a91ea37d701fa0082f54b",271132,"2026-08-12T15:46:41.104591Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_181.png","h06_daily_protected","45dfb8bfb7ed04f6774956910dde8ce446f1bfd43752fc3375404b4ab49d42dd",203514,"2026-08-12T15:46:41.418018Z UTC",FALSE,,"h06_daily_protected","45dfb8bfb7ed04f6774956910dde8ce446f1bfd43752fc3375404b4ab49d42dd",203514,"2026-08-12T15:46:41.418018Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_182.png","h06_daily_protected","e2d14ab9cc023ecd9314dbac4ea8fb22457c46b65d8eed111f1adbd072a62be6",203350,"2026-08-12T15:46:41.779951Z UTC",FALSE,,"h06_daily_protected","e2d14ab9cc023ecd9314dbac4ea8fb22457c46b65d8eed111f1adbd072a62be6",203350,"2026-08-12T15:46:41.779951Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_183.png","h06_daily_protected","c84eb086e72a03e16025508aa7d1bafb1f5765480220482114fa373ddabe1db7",191459,"2026-08-12T15:46:42.128534Z UTC",FALSE,,"h06_daily_protected","c84eb086e72a03e16025508aa7d1bafb1f5765480220482114fa373ddabe1db7",191459,"2026-08-12T15:46:42.128534Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_184.png","h06_daily_protected","7395d94ab1a1ab4f9327c2c0db9eaa4b926444a5febca3a1ce1b6d4a6b13198e",183814,"2026-08-12T15:46:42.467252Z UTC",FALSE,,"h06_daily_protected","7395d94ab1a1ab4f9327c2c0db9eaa4b926444a5febca3a1ce1b6d4a6b13198e",183814,"2026-08-12T15:46:42.467252Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_185.png","h06_daily_protected","7fdf41d5ae03422e25ca99cc83d3b0791f5d7e230c6f8b229a407e8580fd9fd9",206411,"2026-08-12T15:46:42.814658Z UTC",FALSE,,"h06_daily_protected","7fdf41d5ae03422e25ca99cc83d3b0791f5d7e230c6f8b229a407e8580fd9fd9",206411,"2026-08-12T15:46:42.814658Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_186.png","h06_daily_protected","6e3e4a66bf7ae45b61f84cde53232cfa916bb7d40f3cae0b7df461e3b6e5d9f4",204906,"2026-08-12T15:46:43.224300Z UTC",FALSE,,"h06_daily_protected","6e3e4a66bf7ae45b61f84cde53232cfa916bb7d40f3cae0b7df461e3b6e5d9f4",204906,"2026-08-12T15:46:43.224300Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_187.png","h06_daily_protected","56017b24c36d7d91b305274e6305522b40d11f29d467a9702e65e884abeb8ba7",192919,"2026-08-12T15:46:43.578351Z UTC",FALSE,,"h06_daily_protected","56017b24c36d7d91b305274e6305522b40d11f29d467a9702e65e884abeb8ba7",192919,"2026-08-12T15:46:43.578351Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_188.png","h06_daily_protected","3aa6b53f17e3a287467845e4aec7026f96e6fc4adba7e222536a260d1cd267f8",185536,"2026-08-12T15:46:43.917819Z UTC",FALSE,,"h06_daily_protected","3aa6b53f17e3a287467845e4aec7026f96e6fc4adba7e222536a260d1cd267f8",185536,"2026-08-12T15:46:43.917819Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_189.png","h06_daily_protected","a1cf5b9735d907def7d7e19c41c1d5405fcd6dbfe1ae53d7e4ae59634f374cf3",203624,"2026-08-12T15:46:44.263198Z UTC",FALSE,,"h06_daily_protected","a1cf5b9735d907def7d7e19c41c1d5405fcd6dbfe1ae53d7e4ae59634f374cf3",203624,"2026-08-12T15:46:44.263198Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_190.png","h06_daily_protected","c5e23893089c645cca81fa88ea55c7e9988c3f48328fcd19b29f37b4d5ffe262",205547,"2026-08-12T15:46:44.622209Z UTC",FALSE,,"h06_daily_protected","c5e23893089c645cca81fa88ea55c7e9988c3f48328fcd19b29f37b4d5ffe262",205547,"2026-08-12T15:46:44.622209Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_191.png","h06_daily_protected","63e05511f35f6384a35a03b6ec3f0392436d276e78f0382b6432bf6bfb0a321c",203839,"2026-08-12T15:46:44.985580Z UTC",FALSE,,"h06_daily_protected","63e05511f35f6384a35a03b6ec3f0392436d276e78f0382b6432bf6bfb0a321c",203839,"2026-08-12T15:46:44.985580Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_192.png","h06_daily_protected","6b661d01e4dca8119e3c43db4fa2f33037f0ccdd13821a02a15b1665765854ee",203693,"2026-08-12T15:46:45.348240Z UTC",FALSE,,"h06_daily_protected","6b661d01e4dca8119e3c43db4fa2f33037f0ccdd13821a02a15b1665765854ee",203693,"2026-08-12T15:46:45.348240Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_193.png","h06_daily_protected","dc8f0af085f00f90693b4828fa6b3826fd606aa29599a313822699dcafddd3d0",201418,"2026-08-12T15:46:45.733902Z UTC",FALSE,,"h06_daily_protected","dc8f0af085f00f90693b4828fa6b3826fd606aa29599a313822699dcafddd3d0",201418,"2026-08-12T15:46:45.733902Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_194.png","h06_daily_protected","113c07c8fa23fc5d3e90c0b98ca3ae00d8e9021542dbd86d706f7e05bdfa1e00",205640,"2026-08-12T15:46:46.094759Z UTC",FALSE,,"h06_daily_protected","113c07c8fa23fc5d3e90c0b98ca3ae00d8e9021542dbd86d706f7e05bdfa1e00",205640,"2026-08-12T15:46:46.094759Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_195.png","h06_daily_protected","faf6297143398c9e6e3105739204a151e3a18788440341dc3239a7b8ba8f07ab",183889,"2026-08-12T15:46:46.450587Z UTC",FALSE,,"h06_daily_protected","faf6297143398c9e6e3105739204a151e3a18788440341dc3239a7b8ba8f07ab",183889,"2026-08-12T15:46:46.450587Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_196.png","h06_daily_protected","e790807047b003e8f14f3468f0facf3b1a8f5149fff9e799f7e96facde291b96",183443,"2026-08-12T15:46:46.790705Z UTC",FALSE,,"h06_daily_protected","e790807047b003e8f14f3468f0facf3b1a8f5149fff9e799f7e96facde291b96",183443,"2026-08-12T15:46:46.790705Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_197.png","h06_daily_protected","8258d2cba3430c139fe583cf0c53952cfbbdf2d88f7878b5a5f974b92bce55fc",202381,"2026-08-12T15:46:47.141329Z UTC",FALSE,,"h06_daily_protected","8258d2cba3430c139fe583cf0c53952cfbbdf2d88f7878b5a5f974b92bce55fc",202381,"2026-08-12T15:46:47.141329Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_198.png","h06_daily_protected","bc2d61f0deac72a599de925fea3f6c8cd110f0f507011efac72593164510e680",211572,"2026-08-12T15:46:47.502647Z UTC",FALSE,,"h06_daily_protected","bc2d61f0deac72a599de925fea3f6c8cd110f0f507011efac72593164510e680",211572,"2026-08-12T15:46:47.502647Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_199.png","h06_daily_protected","50086a3f25d0df4aef8c57a8d0531061992f0db1235947b92d6f2bcb87af2f0d",185320,"2026-08-12T15:46:47.892757Z UTC",FALSE,,"h06_daily_protected","50086a3f25d0df4aef8c57a8d0531061992f0db1235947b92d6f2bcb87af2f0d",185320,"2026-08-12T15:46:47.892757Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_200.png","h06_daily_protected","e3f2149ddc5ef61ad31ecaa572c9fe86fb801db76a8118a0f50d190b96a333d5",185597,"2026-08-12T15:46:48.230310Z UTC",FALSE,,"h06_daily_protected","e3f2149ddc5ef61ad31ecaa572c9fe86fb801db76a8118a0f50d190b96a333d5",185597,"2026-08-12T15:46:48.230310Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_201.png","h06_daily_protected","b25731ddcc568e918d271960f40f20d80a8efb98ee284500cc3fe1aca188f83a",201712,"2026-08-12T15:46:48.579291Z UTC",FALSE,,"h06_daily_protected","b25731ddcc568e918d271960f40f20d80a8efb98ee284500cc3fe1aca188f83a",201712,"2026-08-12T15:46:48.579291Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_202.png","h06_daily_protected","20af01d8cd7e61b709b81c8a854ad1e8c337fee65c795620846a55032aca480e",203275,"2026-08-12T15:46:48.933920Z UTC",FALSE,,"h06_daily_protected","20af01d8cd7e61b709b81c8a854ad1e8c337fee65c795620846a55032aca480e",203275,"2026-08-12T15:46:48.933920Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_203.png","h06_daily_protected","70660c30fdd691100a3794be7e059861f591107ec56fbed47e2492684084669c",207012,"2026-08-12T15:46:49.291797Z UTC",FALSE,,"h06_daily_protected","70660c30fdd691100a3794be7e059861f591107ec56fbed47e2492684084669c",207012,"2026-08-12T15:46:49.291797Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_204.png","h06_daily_protected","de263abe30cc23c30208c39283303a9e622d0fa99b1b6d950bccd0360e9fe36f",206491,"2026-08-12T15:46:49.673886Z UTC",FALSE,,"h06_daily_protected","de263abe30cc23c30208c39283303a9e622d0fa99b1b6d950bccd0360e9fe36f",206491,"2026-08-12T15:46:49.673886Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_205.png","h06_daily_protected","ebd4081f83af47d985aacaa7d6efa6e36fdee64701f05112dde8fcfe77d499df",200877,"2026-08-12T15:46:50.038619Z UTC",FALSE,,"h06_daily_protected","ebd4081f83af47d985aacaa7d6efa6e36fdee64701f05112dde8fcfe77d499df",200877,"2026-08-12T15:46:50.038619Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_206.png","h06_daily_protected","2d8bc90c233260d85ffce1367ab3fac3b3e4ed093ef93a53a1928c951ede6bee",186932,"2026-08-12T15:46:50.405117Z UTC",FALSE,,"h06_daily_protected","2d8bc90c233260d85ffce1367ab3fac3b3e4ed093ef93a53a1928c951ede6bee",186932,"2026-08-12T15:46:50.405117Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_207.png","h06_daily_protected","6bab9d034932a4e0f499886bed342145b335cf30bf2a0af8df539787d454df98",189390,"2026-08-12T15:46:50.763400Z UTC",FALSE,,"h06_daily_protected","6bab9d034932a4e0f499886bed342145b335cf30bf2a0af8df539787d454df98",189390,"2026-08-12T15:46:50.763400Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_208.png","h06_daily_protected","c266dab3a99d57b84bbffbcd3925d1caef45b02b7d1ff1975eaf3828e8ec8062",180684,"2026-08-12T15:46:51.108918Z UTC",FALSE,,"h06_daily_protected","c266dab3a99d57b84bbffbcd3925d1caef45b02b7d1ff1975eaf3828e8ec8062",180684,"2026-08-12T15:46:51.108918Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_209.png","h06_daily_protected","48d6518ee9ba1b6daf266d884a20ba648ae0d77159324f5a1aef620505250c6b",202585,"2026-08-12T15:46:51.505796Z UTC",FALSE,,"h06_daily_protected","48d6518ee9ba1b6daf266d884a20ba648ae0d77159324f5a1aef620505250c6b",202585,"2026-08-12T15:46:51.505796Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_210.png","h06_daily_protected","0560e56ebb7c057531e52e6f30f33cc19aa5657c095fcd6086d65fa55eecf765",188770,"2026-08-12T15:46:51.874462Z UTC",FALSE,,"h06_daily_protected","0560e56ebb7c057531e52e6f30f33cc19aa5657c095fcd6086d65fa55eecf765",188770,"2026-08-12T15:46:51.874462Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_211.png","h06_daily_protected","4dc3c6ccbeed064913cc249d2ee5868cc29da84a10bdeb06165266d0fcc03013",192100,"2026-08-12T15:46:52.238633Z UTC",FALSE,,"h06_daily_protected","4dc3c6ccbeed064913cc249d2ee5868cc29da84a10bdeb06165266d0fcc03013",192100,"2026-08-12T15:46:52.238633Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_212.png","h06_daily_protected","5737c13c47fe8cd4c678f9089eb7ad3235c218fd8c759492725236edeca88d78",181573,"2026-08-12T15:46:52.587314Z UTC",FALSE,,"h06_daily_protected","5737c13c47fe8cd4c678f9089eb7ad3235c218fd8c759492725236edeca88d78",181573,"2026-08-12T15:46:52.587314Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_213.png","h06_daily_protected","eea0aa5fbcaf117210f5f09783f796298d1d840b4845dcc2ecdd01596d87bb0e",200028,"2026-08-12T15:46:53.376151Z UTC",FALSE,,"h06_daily_protected","eea0aa5fbcaf117210f5f09783f796298d1d840b4845dcc2ecdd01596d87bb0e",200028,"2026-08-12T15:46:53.376151Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_214.png","h06_daily_protected","cfff687319469df74f9839f05dd5c87503baf26301e2f02158d24f4c33b33960",201194,"2026-08-12T15:46:53.733177Z UTC",FALSE,,"h06_daily_protected","cfff687319469df74f9839f05dd5c87503baf26301e2f02158d24f4c33b33960",201194,"2026-08-12T15:46:53.733177Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_215.png","h06_daily_protected","b6b84da35c744ca45da5541ca794ce2abb0986cd102c4e80e469f1336393d2c8",185166,"2026-08-12T15:46:54.091287Z UTC",FALSE,,"h06_daily_protected","b6b84da35c744ca45da5541ca794ce2abb0986cd102c4e80e469f1336393d2c8",185166,"2026-08-12T15:46:54.091287Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_216.png","h06_daily_protected","848f33f4746cfdd16835637128995a6cddb3e77cd0308036ecc1ff96776da41a",186844,"2026-08-12T15:46:54.453063Z UTC",FALSE,,"h06_daily_protected","848f33f4746cfdd16835637128995a6cddb3e77cd0308036ecc1ff96776da41a",186844,"2026-08-12T15:46:54.453063Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_217.png","h06_daily_protected","683417b6c952f7e027782f6ed24e22bded8bda563f9aef473133f9fde0a97431",283192,"2026-08-12T15:46:54.774718Z UTC",FALSE,,"h06_daily_protected","683417b6c952f7e027782f6ed24e22bded8bda563f9aef473133f9fde0a97431",283192,"2026-08-12T15:46:54.774718Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_218.png","h06_daily_protected","548b20583136f23545b1f8f4e0fb2673438e2c5c1010f0a00ca3d2774ab5ee0a",303871,"2026-08-12T15:46:55.068283Z UTC",FALSE,,"h06_daily_protected","548b20583136f23545b1f8f4e0fb2673438e2c5c1010f0a00ca3d2774ab5ee0a",303871,"2026-08-12T15:46:55.068283Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_219.png","h06_daily_protected","cc7d39115267de203d20ef960ccc3f892d085325a3d39e3b1b34cdfa7ef410e3",252774,"2026-08-12T15:46:55.348814Z UTC",FALSE,,"h06_daily_protected","cc7d39115267de203d20ef960ccc3f892d085325a3d39e3b1b34cdfa7ef410e3",252774,"2026-08-12T15:46:55.348814Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_220.png","h06_daily_protected","362cb2dd529087e5f64224271cc6cf3fd87cdb3cb058a533473f159814dbc118",255019,"2026-08-12T15:46:55.630519Z UTC",FALSE,,"h06_daily_protected","362cb2dd529087e5f64224271cc6cf3fd87cdb3cb058a533473f159814dbc118",255019,"2026-08-12T15:46:55.630519Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_221.png","h06_daily_protected","1d9485d03e17d0149a0c3d8023d11449c0b8342694983d23e7d56c32316c1377",279522,"2026-08-12T15:46:55.916133Z UTC",FALSE,,"h06_daily_protected","1d9485d03e17d0149a0c3d8023d11449c0b8342694983d23e7d56c32316c1377",279522,"2026-08-12T15:46:55.916133Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_222.png","h06_daily_protected","f143d0c10c3df6cdde733c745abcf56e27c44e8abd796bf406c7dbdf06ff4ac4",301055,"2026-08-12T15:46:56.206423Z UTC",FALSE,,"h06_daily_protected","f143d0c10c3df6cdde733c745abcf56e27c44e8abd796bf406c7dbdf06ff4ac4",301055,"2026-08-12T15:46:56.206423Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_223.png","h06_daily_protected","2b5fece4341b4ef36d94e46cbd3f24328824cabef92c34f340402403d68c9785",250874,"2026-08-12T15:46:56.544330Z UTC",FALSE,,"h06_daily_protected","2b5fece4341b4ef36d94e46cbd3f24328824cabef92c34f340402403d68c9785",250874,"2026-08-12T15:46:56.544330Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_224.png","h06_daily_protected","fbad52c28c08c4eac4a7e3f8c152321721412cf25e15739dadf2bea7751d96e4",253853,"2026-08-12T15:46:56.830452Z UTC",FALSE,,"h06_daily_protected","fbad52c28c08c4eac4a7e3f8c152321721412cf25e15739dadf2bea7751d96e4",253853,"2026-08-12T15:46:56.830452Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_225.png","h06_daily_protected","8f61be2fd9ca0f12e1a4713462d2be6c8ec240cb03f321871f5de44281945e93",280778,"2026-08-12T15:46:57.122398Z UTC",FALSE,,"h06_daily_protected","8f61be2fd9ca0f12e1a4713462d2be6c8ec240cb03f321871f5de44281945e93",280778,"2026-08-12T15:46:57.122398Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_226.png","h06_daily_protected","59b01020b73e4b62aa431df1e6aec9480609db2d8895e500c11dcd7a688a3529",279468,"2026-08-12T15:46:57.417680Z UTC",FALSE,,"h06_daily_protected","59b01020b73e4b62aa431df1e6aec9480609db2d8895e500c11dcd7a688a3529",279468,"2026-08-12T15:46:57.417680Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_227.png","h06_daily_protected","e94e43584076b891e87f2c47e8018f601e426ea9f21817e5627f9cca334c775d",303164,"2026-08-12T15:46:57.731504Z UTC",FALSE,,"h06_daily_protected","e94e43584076b891e87f2c47e8018f601e426ea9f21817e5627f9cca334c775d",303164,"2026-08-12T15:46:57.731504Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_228.png","h06_daily_protected","f376a6f7846aa5c8e561b4e30c28b700f8fc113c72ec0fd7313dc3362b08f36f",303443,"2026-08-12T15:46:58.034353Z UTC",FALSE,,"h06_daily_protected","f376a6f7846aa5c8e561b4e30c28b700f8fc113c72ec0fd7313dc3362b08f36f",303443,"2026-08-12T15:46:58.034353Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_229.png","h06_daily_protected","751b8ec7348fcad92b5025ac6c1d89f3f21d47a1b8961961bee16199d2dec153",272935,"2026-08-12T15:46:58.331049Z UTC",FALSE,,"h06_daily_protected","751b8ec7348fcad92b5025ac6c1d89f3f21d47a1b8961961bee16199d2dec153",272935,"2026-08-12T15:46:58.331049Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_230.png","h06_daily_protected","ef608fb839850c68e724e0a3a1883d0c0adac3cb94c9f5f1c98a2a80d4217b1f",290559,"2026-08-12T15:46:58.625363Z UTC",FALSE,,"h06_daily_protected","ef608fb839850c68e724e0a3a1883d0c0adac3cb94c9f5f1c98a2a80d4217b1f",290559,"2026-08-12T15:46:58.625363Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_231.png","h06_daily_protected","890f3ab1c67aaa57dbff0bf879d0353880af6108500e945991fc69a20acc923a",239386,"2026-08-12T15:46:58.911893Z UTC",FALSE,,"h06_daily_protected","890f3ab1c67aaa57dbff0bf879d0353880af6108500e945991fc69a20acc923a",239386,"2026-08-12T15:46:58.911893Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_232.png","h06_daily_protected","12ef7c57fe27e2f9785973e5fdad1d2e439dd06d891656135a1fee0353751342",240620,"2026-08-12T15:46:59.229852Z UTC",FALSE,,"h06_daily_protected","12ef7c57fe27e2f9785973e5fdad1d2e439dd06d891656135a1fee0353751342",240620,"2026-08-12T15:46:59.229852Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_233.png","h06_daily_protected","848cd48d32acdcd6e3cbb5155183a2069cf95519cd77d09ee205bc4742e05027",271518,"2026-08-12T15:46:59.523005Z UTC",FALSE,,"h06_daily_protected","848cd48d32acdcd6e3cbb5155183a2069cf95519cd77d09ee205bc4742e05027",271518,"2026-08-12T15:46:59.523005Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_234.png","h06_daily_protected","174e82ac169719d08429d1f3a0077cef9a17b662d2d9e67b71f73201545b2186",294228,"2026-08-12T15:46:59.819156Z UTC",FALSE,,"h06_daily_protected","174e82ac169719d08429d1f3a0077cef9a17b662d2d9e67b71f73201545b2186",294228,"2026-08-12T15:46:59.819156Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/10_figures/H06_daily/h01_diagnostic_alignment/cells/nonl10_cell_235.png","h06_daily_protected","9525c40d0fd992e9498f85623c199ea2ee6b3faff23699c791831e39e38f6b18",240171,"2026-08-12T15:47:00.108606Z UTC",FALSE,,"h06_daily_protected","9525c40d0fd992e9498f85623c199ea2ee6b3faff23699c791831e39e38f6b18",240171,"2026-08-12T15:47:00.108606Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
