run_id,placement,site,display_name,display_order,color_hex,clock_bin,time_hour,eta,standard_error,pointwise_lower_eta,pointwise_upper_eta,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx,paired_participants,paired_participant_days,paired_observations_30_minute,paired_sites
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,780,13.25,2.282790677659264,0.1539014089379135,1.981149458970983,2.584431896347545,191.67441987357012,95.65235386641156,383.98902374508936,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,810,13.75,2.414663755507887,0.16971433148872958,2.082029778129685,2.747297732886089,259.7147216694659,120.68966537277706,558.7531882082328,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,810,13.75,2.274694986631784,0.15078411419740356,1.9791635533640985,2.5702264198994698,188.1326630950998,95.21550503809841,371.62897989378615,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,840,14.25,2.4080753423402155,0.1659361040855979,2.082846554597554,2.733304130082877,255.80297943887612,120.91704792448985,541.0331379241286,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,840,14.25,2.2779166106529254,0.14712643701125974,1.9895540929371556,2.566279128368695,189.53417676443792,97.52343683540471,368.26565237666557,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,870,14.75,2.4062794609577978,0.1618354091264689,2.089087887646614,2.7234710342689814,254.7469621024137,122.6687651679651,528.9187125688884,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,870,14.75,2.2933790870500497,0.14348576756742662,2.012152150323808,2.5746060237762913,196.4074803307534,102.73765154931522,375.3966128084297,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,900,15.25,2.4065914067117737,0.15705632567582953,2.0987666648429544,2.714416148580593,254.93007975419872,125.43553126364611,518.0030495887025,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,900,15.25,2.3166420388385336,0.13931278463132665,2.0435939983751483,2.589690079301919,207.2204003584092,110.45897365100491,388.66761411017677,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,930,15.75,2.405063950290294,0.15108390104800062,2.1089449455923996,2.7011829549881887,254.03468938324937,128.4123737747454,502.45425567909257,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,930,15.75,2.3408023786826484,0.1338379298535062,2.078484856404378,2.6031199009609187,219.0807348601382,119.70773462024466,400.87740505739043,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,960,16.25,2.395203620562123,0.1445082370893557,2.111972680397611,2.678434560726635,248.3297604335992,129.31144317033218,476.80794845601645,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,960,16.25,2.3558509162325416,0.1277126567110165,2.105538708709022,2.6061631237560614,226.80857908046792,127.40837432160242,403.69703320861777,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,990,16.75,2.3714497836102453,0.1384002354555669,2.100190306665471,2.6427092605550198,235.1067513953994,125.84771903843122,439.1474617590843,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,990,16.75,2.3522279644866932,0.1221753123377044,2.1127687525048606,2.591687176468526,224.9235461648953,129.5488749639783,390.45947336753505,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1020,17.25,2.329530249350535,0.1330624991735639,2.0687325432774593,2.5903279554236107,213.46508325859713,117.04737008096677,389.23904154850345,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1020,17.25,2.321476113030511,0.11739304241803164,2.0913899778555862,2.5515622482054354,209.54094708686577,123.32126058801798,355.9920256857654,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1050,17.75,2.2635982401116252,0.1281009783735148,2.012524936115192,2.5146715441080585,183.38401724309705,102.8259623040161,326.9932214772356,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1050,17.75,2.253990169081447,0.11255960782888426,2.0333773916228814,2.4746029465400126,179.36930007570217,107.88847088725244,298.1654482004022,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1080,18.25,2.1694805621280446,0.12400214822712732,1.9264408175972778,2.4125203066588115,147.63403582641777,84.3191194010343,258.4355722307366,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1080,18.25,2.1438555482245274,0.10797960929531282,1.9322194029410078,2.3554916935080468,139.16934986260895,85.44987965412932,226.6209713160311,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1110,18.75,2.046919460553378,0.1225213104550962,1.8067821047227388,2.2870568163840175,111.30879080235108,63.9887948057298,193.5675312067556,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1110,18.75,1.9919996493960672,0.10563735945311944,1.7849542294460414,2.1990450693460932,98.07471504597166,60.84726611687447,158.04121433888548,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1140,19.25,1.8943938472349784,0.1246247815964112,1.6501337637248423,2.1386539307451145,78.3140431324125,44.58211929405813,137.51124712787563,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1140,19.25,1.7998962720539835,0.10655291860276687,1.5910563891449325,2.0087361549630343,62.98066630949871,38.899262034489986,101.93194251550821,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1170,19.75,1.712820186799034,0.12971570674913804,1.4585820733415642,1.9670583002565039,51.520259897663365,28.64630792465011,92.59542505725965,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1170,19.75,1.5730931510566528,0.1097398687674586,1.3580069606042822,1.7881793415090235,37.31908391977512,22.703786202105636,61.30155099620621,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1200,20.25,1.5067211305581656,0.13727884085477635,1.2376595466433984,1.7757827144729328,32.01597643328559,17.184608480676616,59.57366535472601,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1200,20.25,1.3219457114491406,0.11445278031156196,1.0976223841080044,1.5462690387902769,20.886775241240052,12.42052051369054,35.077829431669635,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1230,20.75,1.2730970944427389,0.14835740162560046,0.982321930416618,1.5638722584688598,18.65413744107646,9.501120721649086,36.532980810845906,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1230,20.75,1.0496609704125552,0.12226603471826238,0.8100239458322372,1.2892979949928733,11.111428985890646,6.356898296575862,19.36695365673121,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1260,21.25,1.0111845650325055,0.16359757368308409,0.6905392126555231,1.3318299174094879,10.1608789704687,4.803872980956472,21.369894847494898,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1260,21.25,0.7612052585690465,0.13432091256705522,0.49794110756706483,1.0244694095710283,5.670391222549901,3.0473214931407404,10.479603937458943,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1290,21.75,0.7234168174280388,0.18187621269578236,0.36694599089975893,1.0798876439563185,5.189526745822979,2.2278017529597025,11.919534377960831,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1290,21.75,0.4633892245345121,0.14920965628269087,0.17094367207483752,0.7558347769941867,2.8066264718559486,1.382325815255286,5.599474002238007,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1320,22.25,0.4102054154276495,0.2017227248766436,0.01483613980614612,0.8055746910491528,2.4716118328427874,0.9347516790989857,6.29108643396984,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1320,22.25,0.1589211238632169,0.16495786016001962,-0.16439034101721609,0.48223258874364994,1.3418534597356695,0.5848723909497604,2.935516436089221,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1350,22.75,0.08229947972778857,0.22328065882142348,-0.3553225700065768,0.519921529462154,1.1086470036544849,0.3412425949310157,3.210712964307881,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1350,22.75,-0.14356976611500372,0.1819942351228752,-0.5002719123497534,0.21313238011974606,0.618505726612964,0.21602983736228212,1.5335498049312903,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1380,23.25,-0.23848412554892545,0.24767602728875285,-0.7239202188688405,0.2469519677709896,0.4774519795114426,0.08883382103339896,1.6658425107158432,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1380,23.25,-0.4286249200325781,0.20239417343564095,-0.8253102106471876,-0.031939629417968685,0.27271346259356355,0.049516729689893346,0.8290955298888786,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,1410,23.75,-0.5354014230913656,0.27505077972183306,-1.074491045265818,0.0036881990830868183,0.19147316504963205,0,0.9085285548882686,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,1410,23.75,-0.68660265489883,0.22685542147600035,-1.1312311106894448,-0.24197419910821516,0.1057772434007558,0,0.4728300610921863,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,0,0.25,0.16328076181399126,0.32268201878972547,-0.4691643734725474,0.7957258971005299,1.35640030701857,0.2394967542127315,6.147782424908501,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,0,0.25,-0.03065746688941634,0.2958695521472085,-0.6105511332199403,0.5492361994411075,0.8318425407634367,0.1451595789384906,3.441899217384106,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,30,0.75,-0.08154349644707437,0.28735156880748436,-0.6447422222108268,0.48165522931667804,0.7288129029643203,0.12659888982173084,2.931483643457229,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,30,0.75,-0.23968129708807973,0.2669288610695089,-0.7628522512186128,0.2834896570424533,0.47586237349255966,0.07264251290732485,1.8208332155272653,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,60,1.25,-0.292701970404833,0.25522332761357314,-0.7929305005419032,0.20752655973223727,0.4096805134670545,0.06109034048729911,1.512599644536239,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,60,1.25,-0.41621937374591594,0.24199533807473148,-0.890521520798984,0.05808277330715206,0.2835134736548065,0.028670349082583785,1.043096179682972,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,90,1.75,-0.4808968203272904,0.2262991103299976,-0.9244349263075418,-0.037358714347039135,0.23044803954900647,0.01900496301179648,0.8175743941952869,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,90,1.75,-0.5679134930326354,0.22063936679119425,-1.0003587055150989,-0.13546828055017196,0.17044970182838406,0,0.6320347866761575,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,120,2.25,-0.6515126733656483,0.199357470976509,-1.0422461365285949,-0.26077921020270173,0.1230937104434654,0,0.44855577282967274,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,120,2.25,-0.6993579686415201,0.20108140012014752,-1.0934702708378972,-0.305245666445143,0.09982141561316,0,0.39517000979073336,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,150,2.75,-0.7960106068626988,0.1742628742581353,-1.1375595642510758,-0.4544616494743216,0.0599518962759791,0,0.25118693483183396,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,150,2.75,-0.8049661793022858,0.1828702949875192,-1.1633853713200388,-0.4465469872845327,0.05668730856525372,0,0.2576457040001586,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,180,3.25,-0.8953452808128701,0.15295576713890635,-1.1951330756328216,-0.5955574859929187,0.02724909994729163,0,0.15377130558143962,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,180,3.25,-0.871797892971719,0.1676511065077088,-1.2003880236951168,-0.5432077622483211,0.03433899872514176,0,0.18628081027663676,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,210,3.75,-0.931905604447558,0.13727057918217295,-1.2009509957815707,-0.6628602131135454,0.01697536137742707,0,0.1173400621360643,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,210,3.75,-0.8892924119406004,0.15670877041470885,-1.1964359580149857,-0.5821488658662152,0.02903501839315178,0,0.16172857108657443,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,240,4.25,-0.8947157496205251,0.1268475626148789,-1.1433324038723771,-0.6460990953686732,0.02743368752262676,0,0.12589202811053918,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,240,4.25,-0.852210890700351,0.14925621301456635,-1.1447476926777393,-0.5596740887229626,0.04053649219408661,0,0.17562963581789456,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,270,4.75,-0.7816983252835477,0.12059580592955528,-1.0180617615920577,-0.5453348889750375,0.06531097019085622,0,0.18488206651822112,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,270,4.75,-0.7604732157650941,0.14403730447660665,-1.042781144969473,-0.4781652865607152,0.07359083182092335,0,0.232532971691057,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,300,5.25,-0.5977185231307259,0.11932204148095749,-0.8315854269951969,-0.363851619266255,0.15251168321790673,0.04737186276956548,0.33266162863965854,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,300,5.25,-0.615271755817934,0.14163979176611902,-0.89288064645728,-0.33766286517858796,0.1425092140881492,0.027973295420578193,0.359554618206659,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,330,5.75,-0.35363031304666886,0.12366249403868448,-0.5960043476008895,-0.11125627849244824,0.3429652797670958,0.15351032521595206,0.6740049203597268,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,330,5.75,-0.4198083099411478,0.1428354535789826,-0.6997606546713964,-0.1398559652108992,0.28035724237161497,0.09963622330022939,0.6246762608155054,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,360,6.25,-0.06095064549486206,0.13187636573908246,-0.3194235727554955,0.19752228176577136,0.7690591861224125,0.37926578679271516,1.4758768720755886,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,360,6.25,-0.17588804508859118,0.14667809087975697,-0.4633718205340077,0.11159573035682535,0.5669786846278382,0.244055242281115,1.1929916800523614,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,390,6.75,0.2723503936204363,0.14132340385834133,-0.004638388114521552,0.5493391753553941,1.7721920365505253,0.8893765483917289,3.4427391395327582,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,390,6.75,0.11797864446672976,0.15130853501623065,-0.17858063471859983,0.4145379236520593,1.212135375888471,0.5628562648482137,2.4973945423179003,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,420,7.25,0.620003350375328,0.1512243379829059,0.32360909434292007,0.916397606407736,4.068725994317233,2.0067310412755925,8.14892977566511,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,420,7.25,0.4416935291057116,0.15632257212292286,0.1353069177741178,0.7480801404373054,2.6649897717763884,1.2655478341854196,5.498609031948385,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,450,7.75,0.9476357796807144,0.16194774384068825,0.6302240343754473,1.2650475249859816,8.764123120713046,4.167996301181933,18.309734487679968,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,450,7.75,0.7628152865673763,0.16233315447591692,0.44464815029780214,1.0809824228369505,5.6918230714353,2.6838648680057644,11.949871700432253,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,480,8.25,1.230390427184274,0.17301883866374848,0.891279734756381,1.569501119612167,16.89771046058482,7.685378559902802,37.0108686210734,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,480,8.25,1.054774559018842,0.16907737055601216,0.7233890021283254,1.3861601159093586,11.244217878091586,5.189187977852417,24.231008805980384,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,510,8.75,1.44846293564828,0.18312850578026485,1.089537659776326,1.8073882115202342,27.984256807536266,12.189597510057316,64.0783003703894,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,510,8.75,1.2933808563583429,0.1753064519110378,0.9497865243552059,1.6369751883614798,19.55082809004988,8.808129550981969,43.24861122244533,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,540,9.25,1.5974899200121395,0.1916140594651069,1.2219332645290137,1.9730465754952653,39.4812877900423,16.569910361906157,93.88240956941813,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,540,9.25,1.4680163622742035,0.18031483476073296,1.114605780264876,1.8214269442835311,29.277603315501555,12.919843987775366,66.18678326509126,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,570,9.75,1.7056279571951514,0.1990674586647826,1.3154629077182616,2.095793006672041,50.6724308989951,20.575827859884807,124.57891282818963,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,570,9.75,1.599304947045071,0.1847294693545204,1.2372418402270156,1.9613680538631266,39.64705420157075,17.167992057447353,91.38882582565546,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,600,10.25,1.7977593054285292,0.20586260582268803,1.394276012252495,2.2012425986045634,62.6710372917102,24.6899706309246,158.84343649451566,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,600,10.25,1.7061552162543792,0.18896993793132147,1.3357809437482198,2.0765294887605386,50.73410905093747,21.566109999791713,119.1695247567489,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,630,10.75,1.890127589383191,0.2114487614027684,1.475695632458162,2.3045595463082202,77.5475200209652,29.801682959830504,201.53204102945142,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,630,10.75,1.8011439878671296,0.19244406751302065,1.4239605465032146,2.178327429231045,63.162155869289634,26.4436441519782,150.67433762733882,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,660,11.25,1.9914305008097783,0.2150644193748568,1.569911984479041,2.412949017140516,97.9461400686706,37.0459940198284,258.6909096532446,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,660,11.25,1.891749053704305,0.1942822969908389,1.5109627487685462,2.2725353586400634,77.83796351945162,32.33117985938502,187.19895686485685,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,690,11.75,2.0941797203255788,0.2169709347464236,1.6689245025305985,2.519434938120559,124.1166236147332,46.557826360290456,330.6005659264113,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,690,11.75,1.9743358187332156,0.1947446881550612,1.5926432437688116,2.3560283936976196,94.16181954508424,39.04202083439071,226.9013258013312,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,720,12.25,2.184653828811072,0.21788060089280392,1.757615698131231,2.6116919594909134,152.88675355504563,57.128939498339044,408.8704783712014,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,720,12.25,2.041466606102335,0.1946088765618295,1.6600402169693484,2.4228929952353218,109.91872461254256,45.61305193097024,264.68476614618726,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,750,12.75,2.2529509596149695,0.21779883863892063,1.8260730800080345,2.6798288392219045,178.94036708473547,66.89973423519535,478.3414955036928,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,750,12.75,2.089111626547873,0.1938681080067965,1.709137117103631,2.4690861359921152,122.675475995223,51.084341117850414,294.400567490877,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,780,13.25,2.2940176037416067,0.21604574904952725,1.8705757165915549,2.7174594908916587,196.69660578487463,74.12936008158441,521.6464357214045,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,780,13.25,2.1171708829255684,0.1917316615476724,1.7413837315961076,2.4929580342550293,130.86971514110255,55.02945911968454,311.04156674207,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,810,13.75,2.3091973160053536,0.21241538090794929,1.892870819663416,2.725523812347291,203.69677913502753,78.03953449745494,531.4251422078021,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,810,13.75,2.1291872023096805,0.1879267684524572,1.7608575044118666,2.4975169002074944,134.54406111997167,57.55772526187931,314.3248773696377,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,840,14.25,2.3065514432735,0.20769230433162147,1.8994820069173897,2.71362087962961,202.45895287884375,79.2381385826343,517.0551806529832,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,840,14.25,2.1313557781581616,0.18330331503227484,1.7720878824481034,2.4906236738682197,135.21806476749725,59.068135281613856,309.37364768669005,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,870,14.75,2.2958145780491246,0.20241810171149133,1.8990823888756363,2.692546767222613,197.51257534413205,79.16516881064182,492.5593927709833,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,870,14.75,2.1305096890299144,0.17841786239111546,1.7808171045447048,2.480202273515124,134.9546957972864,60.26943406198208,302.0358596499439,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,900,15.25,2.286337925111856,0.1962517011985861,1.9016916588579114,2.670984191365801,193.24721691232455,79.64283267061028,468.69631730864364,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,900,15.25,2.132679637772992,0.17280746783506695,1.7939832245566971,2.4713760509892873,135.63118408085975,62.127624811142844,295.9574887424164,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,930,15.75,2.284929042600357,0.18870818991620283,1.9150677867768549,2.654790298423859,192.62100093903928,82.13709995610897,451.5378158126697,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,930,15.75,2.1413219787548377,0.16581601110553684,1.8163285689278919,2.4663153885817835,138.3592512562471,65.4131631644006,292.5276695010496,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,960,16.25,2.290466938750966,0.18051099536939433,1.936671889013477,2.6442619884884553,195.0942134178229,86.3314679308133,440.7207087527594,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,960,16.25,2.152736104096774,0.15816574492814642,1.8427369404496583,2.4627352677438896,142.0464781844545,69.52046833570142,290.12529930155824,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,990,16.75,2.295802437178903,0.1728950263134987,1.9569344124983408,2.634670461859465,197.50705108537085,90.45958267610892,431.09176883042323,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,990,16.75,2.1580162668957157,0.15113321104145674,1.8618006163865695,2.454231917404862,143.78524707774707,72.6445759161807,284.49804825144804,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,1020,17.25,2.2895329865148115,0.16622690783626237,1.9637342338942785,2.6153317391353443,194.6748984151682,91.88864758013521,412.3124231698299,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,1020,17.25,2.144900983827702,0.14495916335851314,1.8607862444159577,2.429015723239446,139.50500349070376,72.47486629736815,268.44416678885665,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,1050,17.75,2.2567945215181804,0.16011276760921164,1.9429792635390943,2.5706097794972664,180.53192969033813,87.59589475766396,371.9572566574313,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,1050,17.75,2.0987135115259714,0.1389558117522178,1.826365125049097,2.371061898002846,125.42016790571996,66.94480393192104,234.89677271155082,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,1080,18.25,2.186780982781708,0.15515684253795964,1.882679159452355,2.490882806111061,153.63791355865922,76.22716986088162,309.5583576785165,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,1080,18.25,2.0107402668012675,0.13352831192214665,1.7490295845174297,2.2724509490851053,102.40387105129902,56.008619640983376,187.16255694279604,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,1110,18.75,2.0781115707301723,0.15336180200429603,1.7775279621975895,2.3786951792627553,119.60480147610092,59.81395131703881,239.06365356390165,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,1110,18.75,1.8835744232667604,0.13070968342362702,1.6273881513258195,2.1397606952077015,76.38467458636231,42.302176681920535,137.86238552715682,112,643,29786,8
main__glasses__paired_common_sample,Near eye,TUM,Munich (DE),5,#DDCC77,1140,19.25,1.9344548971371351,0.15586344482076858,1.6289681587820828,2.2399416354921877,85.89137574734352,42.456721063034145,173.6567302698959,112,643,29786,8
main__chest__paired_common_sample,Chest,TUM,Munich (DE),5,#DDCC77,1140,19.25,1.7246845890974918,0.13161302457975207,1.4667278010247928,1.9826413771701907,52.94990238344546,29.190568503327793,95.98185455920232,112,643,29786,8
