placement,site,participant,participant_day,hours,exact_zero_hours,categories,ar_sequences,boundary_hours
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-18,23,6,4,2,3
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-19,23,5,5,2,3
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-20,23,5,6,2,3
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-21,20,6,5,3,3
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-22,23,0,4,2,2
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-17,23,6,4,2,4
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-18,24,6,4,1,4
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-19,22,8,4,3,3
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-20,23,7,4,2,4
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-21,24,6,4,1,5
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-22,21,7,4,3,3
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-24,24,8,3,1,2
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-25,21,7,4,2,2
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-26,24,6,4,1,4
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-27,24,11,3,1,1
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-28,22,9,3,2,1
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-29,21,10,5,4,4
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-24,22,7,6,3,6
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-25,23,5,5,2,4
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-26,22,7,3,2,6
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-27,21,7,3,3,5
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-28,24,6,3,1,2
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-29,21,4,4,5,6
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-10-31,23,7,4,1,4
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-01,21,2,3,1,3
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-02,22,5,3,1,3
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-03,24,4,5,1,2
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-04,23,5,5,2,2
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-05,24,5,4,1,0
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-10-31,23,7,5,1,3
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-01,22,7,4,2,4
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-02,24,7,4,1,3
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-03,24,9,3,1,3
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-04,24,15,5,1,5
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-05,23,9,4,2,4
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-10-31,23,6,3,2,3
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-01,24,7,3,1,4
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-02,24,6,4,1,4
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-03,24,6,3,1,3
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-04,24,6,4,1,3
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-05,23,7,3,2,4
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-10-31,24,5,5,1,4
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-01,24,5,4,1,2
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-02,23,2,6,2,7
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-03,24,7,5,1,1
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-04,24,2,5,1,5
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-05,24,2,5,1,4
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-10-31,24,5,5,1,4
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-01,24,3,4,1,4
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-02,22,5,4,1,3
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-03,22,5,4,3,5
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-04,24,4,4,1,3
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-05,23,5,4,2,4
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-07,22,6,6,2,3
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-08,24,6,5,1,3
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-09,20,7,5,2,2
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-10,24,6,5,1,3
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-11,24,3,4,1,3
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-12,24,6,5,1,2
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-07,23,7,5,2,4
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-08,24,7,3,1,5
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-09,24,7,3,1,5
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-10,21,6,3,2,4
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-11,23,7,4,2,4
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-12,24,7,4,1,2
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-07,23,7,5,2,5
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-09,22,7,5,2,6
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-10,21,6,4,3,6
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-11,22,6,4,2,5
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-12,24,1,4,1,2
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-07,21,6,5,2,4
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-08,22,6,5,2,4
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-09,22,5,4,2,3
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-10,24,6,4,1,3
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-11,21,7,4,2,2
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-12,23,6,5,2,4
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,24,7,5,1,4
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,24,7,6,1,4
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-06,24,6,5,1,6
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-07,22,7,5,3,5
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-08,21,6,4,3,3
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-09,24,6,5,1,2
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-18,24,6,6,1,4
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-19,23,6,5,1,3
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-20,23,5,4,1,5
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-21,24,5,4,1,3
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-22,24,4,4,1,2
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-23,23,2,4,2,4
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-18,24,8,3,1,2
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-19,24,6,4,1,3
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-20,23,8,4,2,4
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-21,24,7,4,1,1
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-22,22,6,5,2,4
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-23,24,5,5,1,4
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-25,24,4,4,1,2
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-26,24,5,3,1,5
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-27,24,6,5,1,3
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-28,24,5,4,1,3
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-29,24,5,5,1,3
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-30,22,4,4,2,2
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-01,24,7,6,1,5
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-02,24,6,4,1,4
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-03,24,7,5,1,4
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-04,24,6,6,1,2
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-05,24,9,4,1,3
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-06,23,8,4,2,6
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-15,24,6,4,1,6
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-16,24,6,4,1,3
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-17,23,6,4,1,2
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-18,24,9,4,1,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-19,22,6,4,2,5
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-20,24,5,4,1,3
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-15,24,6,4,1,2
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-16,23,7,4,2,3
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-17,24,4,4,1,3
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-18,24,4,4,1,2
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-19,23,4,4,2,2
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-20,23,3,4,1,4
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-04-29,24,7,5,1,2
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-04-30,22,4,5,2,2
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-01,24,7,5,1,1
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-02,24,9,5,1,1
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-03,24,8,5,1,2
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-04,24,8,5,1,3
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-27,24,4,5,1,3
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-28,21,4,5,3,4
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-29,23,4,6,2,3
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-30,22,4,5,2,5
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-31,23,4,5,2,4
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-06-01,22,4,5,2,2
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-10,24,7,5,1,6
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-11,23,6,4,2,5
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-12,20,7,4,3,1
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-13,22,10,3,3,4
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-14,24,6,4,1,2
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-10,24,10,6,1,3
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-11,24,9,4,1,3
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-12,24,10,4,1,3
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-13,24,9,4,1,3
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-14,24,9,4,1,1
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-15,24,10,6,1,2
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-16,24,10,4,1,2
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-24,24,8,3,1,2
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-25,21,8,3,2,3
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-26,24,9,3,1,0
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-27,22,9,3,2,3
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-28,21,7,4,2,1
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-29,24,11,2,1,1
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-07,24,6,4,1,3
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-08,21,7,4,2,4
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-09,21,7,3,3,5
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-10,24,8,5,1,3
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-11,21,8,5,2,2
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-12,23,8,4,2,3
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-23,20,8,5,2,4
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-24,24,8,4,1,3
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-25,24,7,3,1,3
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-26,24,6,3,1,4
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-27,23,8,5,2,3
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-28,22,7,5,2,4
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-03-02,24,7,4,1,3
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-04,24,7,3,1,3
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-05,24,7,3,1,2
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-06,24,14,3,1,0
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-07,24,13,3,1,2
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-08,24,15,5,1,0
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-09,24,8,4,1,3
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-18,22,7,4,2,2
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-19,20,6,4,2,3
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-20,24,6,5,1,2
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-21,23,6,3,2,4
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-22,23,7,3,2,3
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-23,24,7,5,1,3
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-25,24,7,5,1,3
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-26,22,7,5,2,3
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-27,24,7,5,1,1
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-28,22,5,4,2,5
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-29,24,6,4,1,3
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-30,21,3,3,3,3
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-01,23,6,3,2,3
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-02,24,7,4,1,1
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-03,24,7,5,1,2
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-05,24,6,4,1,2
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-06,22,2,3,1,3
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-08,23,7,4,2,3
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-09,22,7,4,3,4
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-10,23,10,4,2,6
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-12,22,8,4,3,7
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-13,22,7,4,3,3
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-03,23,4,3,1,3
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-05,21,4,4,3,4
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-06,20,17,3,1,1
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-07,23,6,5,2,3
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-08,24,4,4,1,3
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-09,22,4,4,2,3
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-13,24,6,3,1,4
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-14,24,6,3,1,3
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-15,24,5,3,1,2
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-16,23,6,4,2,2
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-17,24,5,4,1,2
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-18,24,5,5,1,5
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-08,13,0,3,2,2
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-09,12,0,3,1,3
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-10,15,1,2,2,5
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-11,10,0,2,3,3
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-12,15,0,2,1,2
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-13,12,0,2,2,1
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-08,24,6,4,1,2
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-09,21,6,2,2,4
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-10,24,6,4,1,3
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-11,24,11,2,1,2
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-12,24,3,4,1,2
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-13,24,17,2,1,3
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-08,16,0,5,2,1
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-09,16,0,5,1,2
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-10,17,0,4,1,3
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-11,16,0,3,1,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-12,14,0,3,1,1
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-13,15,0,4,1,3
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-09,24,6,4,1,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-10,24,6,4,1,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-11,24,7,4,1,1
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-12,24,10,5,1,1
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-13,24,5,4,1,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-14,24,4,4,1,0
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-23,23,6,4,2,3
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-24,20,7,5,3,1
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-25,22,6,4,3,4
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-26,22,6,5,2,4
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-27,21,8,5,2,3
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-14,24,4,4,1,4
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-15,22,4,4,2,3
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-16,24,5,4,1,4
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-17,22,4,4,2,8
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-18,24,4,4,1,4
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-19,24,0,4,1,6
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-28,22,4,4,2,5
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-29,22,3,3,3,6
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-30,22,5,4,2,5
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-31,24,6,5,1,2
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-06-01,24,9,5,1,1
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-06-02,23,3,5,2,2
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-04,24,4,4,1,5
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-05,22,7,4,2,4
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-06,23,5,5,2,4
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-07,22,5,4,3,5
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-08,24,4,4,1,4
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-09,24,5,3,1,2
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-11,24,7,4,1,4
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-12,24,6,6,1,3
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-13,24,5,5,1,2
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-14,24,8,4,1,2
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-15,24,6,4,1,2
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-16,24,8,4,1,2
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-18,24,7,3,1,4
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-19,24,11,4,1,6
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-20,23,11,3,2,4
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-21,21,10,3,2,1
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-22,22,8,3,2,3
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-23,23,8,3,2,4
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-25,24,5,3,1,5
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-26,24,6,4,1,3
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-27,23,6,4,2,4
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-28,24,4,4,1,3
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-29,24,3,4,1,5
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-30,24,3,3,1,3
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-02,24,6,4,1,0
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-03,23,7,5,2,4
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-04,22,6,4,2,2
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-05,24,4,4,1,1
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-06,24,5,5,1,0
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-07,23,6,4,2,1
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-09,21,0,4,2,4
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-10,23,4,2,2,4
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-11,23,6,4,2,8
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-12,23,2,4,2,3
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-13,22,2,5,3,4
