objectID,href,page_exists,fragment_exists,affected_entrypoint
audit/hypotheses/H03/H03_analysis_preparation.html#population-mean-and-category-by-site-interaction-models,audit/hypotheses/H03/H03_analysis_preparation.html#population-mean-and-category-by-site-interaction-models,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#model-checks-and-influence,audit/hypotheses/H03/H03_analysis_preparation.html#model-checks-and-influence,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#predefined-sensitivities,audit/hypotheses/H03/H03_analysis_preparation.html#predefined-sensitivities,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#exploratory-nonlinear-time-of-day-and-linear-latitude-context,audit/hypotheses/H03/H03_analysis_preparation.html#exploratory-nonlinear-time-of-day-and-linear-latitude-context,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#technical-provenance-and-reproduction,audit/hypotheses/H03/H03_analysis_preparation.html#technical-provenance-and-reproduction,True,True,False
notebooks/hypotheses/H04.html#terms-used-below,notebooks/hypotheses/H04.html#terms-used-below,True,True,False
notebooks/hypotheses/H04.html#sample-and-activity-support,notebooks/hypotheses/H04.html#sample-and-activity-support,True,True,False
notebooks/hypotheses/H04.html#exploratory-participant-random-intercept-decomposition,notebooks/hypotheses/H04.html#exploratory-participant-random-intercept-decomposition,True,True,False
notebooks/hypotheses/H04.html#same-participant-same-hour-sensor-position-comparison,notebooks/hypotheses/H04.html#same-participant-same-hour-sensor-position-comparison,True,True,False
notebooks/hypotheses/H04.html#detailed-analysis-record,notebooks/hypotheses/H04.html#detailed-analysis-record,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#about-this-analysis-record,audit/hypotheses/H04/H04_analysis_preparation.html#about-this-analysis-record,True,True,False
notebooks/hypotheses/H05.html#orientation,notebooks/hypotheses/H05.html#orientation,True,True,False
notebooks/hypotheses/H05.html#complementary-chest-evidence,notebooks/hypotheses/H05.html#complementary-chest-evidence,True,True,False
notebooks/hypotheses/H05.html#model-checks-and-the-unfit-sleep-environment-boundary,notebooks/hypotheses/H05.html#model-checks-and-the-unfit-sleep-environment-boundary,True,True,False
notebooks/hypotheses/H05.html#mder-results-and-upper-tail-checks,notebooks/hypotheses/H05.html#mder-results-and-upper-tail-checks,True,True,False
notebooks/hypotheses/H05.html#interpretation-and-limitations,notebooks/hypotheses/H05.html#interpretation-and-limitations,True,True,False
notebooks/hypotheses/H05.html#detailed-analysis-record,notebooks/hypotheses/H05.html#detailed-analysis-record,True,True,False
notebooks/hypotheses/H05.html#preregistration-and-operational-context,notebooks/hypotheses/H05.html#preregistration-and-operational-context,True,True,False
notebooks/hypotheses/H05.html#source-data-and-technical-provenance,notebooks/hypotheses/H05.html#source-data-and-technical-provenance,True,True,False
audit/hypotheses/H05/H05_analysis_preparation.html#about-this-analysis-record,audit/hypotheses/H05/H05_analysis_preparation.html#about-this-analysis-record,True,True,False
audit/hypotheses/H05/H05_analysis_preparation.html#verified-inputs-and-questionnaire-factors,audit/hypotheses/H05/H05_analysis_preparation.html#verified-inputs-and-questionnaire-factors,True,True,False
audit/hypotheses/H05/H05_analysis_preparation.html#models-estimands-and-inference,audit/hypotheses/H05/H05_analysis_preparation.html#models-estimands-and-inference,True,True,False
audit/hypotheses/H05/H05_analysis_preparation.html#model-checks-and-influence,audit/hypotheses/H05/H05_analysis_preparation.html#model-checks-and-influence,True,True,False
audit/hypotheses/H05/H05_analysis_preparation.html#current-numerical-zero-and-mder-qualifications,audit/hypotheses/H05/H05_analysis_preparation.html#current-numerical-zero-and-mder-qualifications,True,True,False
audit/hypotheses/H05/H05_analysis_preparation.html#technical-provenance,audit/hypotheses/H05/H05_analysis_preparation.html#technical-provenance,True,True,False
notebooks/hypotheses/H06.html#scientific-question,notebooks/hypotheses/H06.html#scientific-question,True,True,False
notebooks/hypotheses/H06.html#reader-orientation,notebooks/hypotheses/H06.html#reader-orientation,True,True,False
notebooks/hypotheses/H06.html#principal-hourly-result,notebooks/hypotheses/H06.html#principal-hourly-result,True,True,False
notebooks/hypotheses/H06.html#site-dependence,notebooks/hypotheses/H06.html#site-dependence,True,True,False
notebooks/hypotheses/H06.html#sensitivity-and-complementary-sensor-evidence,notebooks/hypotheses/H06.html#sensitivity-and-complementary-sensor-evidence,True,True,False
notebooks/hypotheses/H06.html#model-check-qualification,notebooks/hypotheses/H06.html#model-check-qualification,True,True,False
notebooks/hypotheses/H06.html#exploratory-diary-and-clock-time-analyses,notebooks/hypotheses/H06.html#exploratory-diary-and-clock-time-analyses,True,True,False
notebooks/hypotheses/H06.html#interpretation-and-limitations,notebooks/hypotheses/H06.html#interpretation-and-limitations,True,True,False
notebooks/hypotheses/H06.html#h06-preregistration-deviations,notebooks/hypotheses/H06.html#h06-preregistration-deviations,True,True,False
notebooks/hypotheses/H06.html#detailed-analysis-record,notebooks/hypotheses/H06.html#detailed-analysis-record,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#inputs-outcome-predictors-and-exact-samples,audit/hypotheses/H06/H06_analysis_preparation.html#inputs-outcome-predictors-and-exact-samples,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#model-checks-influence-and-sensitivity-analyses,audit/hypotheses/H06/H06_analysis_preparation.html#model-checks-influence-and-sensitivity-analyses,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#exploratory-analyses,audit/hypotheses/H06/H06_analysis_preparation.html#exploratory-analyses,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#technical-provenance-and-reproduction,audit/hypotheses/H06/H06_analysis_preparation.html#technical-provenance-and-reproduction,True,True,False
notebooks/hypotheses/H06_daily.html,notebooks/hypotheses/H06_daily.html,True,True,False
notebooks/hypotheses/H06_daily.html#scientific-question,notebooks/hypotheses/H06_daily.html#scientific-question,True,True,False
notebooks/hypotheses/H06_daily.html#data-and-analysis,notebooks/hypotheses/H06_daily.html#data-and-analysis,True,True,False
notebooks/hypotheses/H06_daily.html#primary-near-eye-results,notebooks/hypotheses/H06_daily.html#primary-near-eye-results,True,True,False
notebooks/hypotheses/H06_daily.html#complementary-placement-evidence,notebooks/hypotheses/H06_daily.html#complementary-placement-evidence,True,True,False
notebooks/hypotheses/H06_daily.html#gap-timing-unaware-sensitivity,notebooks/hypotheses/H06_daily.html#gap-timing-unaware-sensitivity,True,True,False
notebooks/hypotheses/H06_daily.html#exploratory-mutually-adjusted-daily-analysis,notebooks/hypotheses/H06_daily.html#exploratory-mutually-adjusted-daily-analysis,True,True,False
notebooks/hypotheses/H06_daily.html#exploratory-30-minute-time-of-day-gamm,notebooks/hypotheses/H06_daily.html#exploratory-30-minute-time-of-day-gamm,True,True,False
notebooks/hypotheses/H06_daily.html#comparison-with-the-selected-main-h06-analysis,notebooks/hypotheses/H06_daily.html#comparison-with-the-selected-main-h06-analysis,True,True,False
notebooks/hypotheses/H06_daily.html#model-checks-and-limitations,notebooks/hypotheses/H06_daily.html#model-checks-and-limitations,True,True,False
notebooks/hypotheses/H06_daily.html#preregistration-context-and-source-data,notebooks/hypotheses/H06_daily.html#preregistration-context-and-source-data,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#analysis-path,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#analysis-path,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exact-inputs-and-analytical-unit,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exact-inputs-and-analytical-unit,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#fitted-samples-and-support,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#fitted-samples-and-support,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#model-construction-and-estimands,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#model-construction-and-estimands,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#model-checks-influence-and-sensitivities,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#model-checks-influence-and-sensitivities,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exploratory-jointly-adjusted-daily-models,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exploratory-jointly-adjusted-daily-models,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exploratory-30-minute-clock-time-gamm,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exploratory-30-minute-clock-time-gamm,True,True,False
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#code-stored-outputs-and-reproducibility,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#code-stored-outputs-and-reproducibility,True,True,False
notebooks/hypotheses/H07.html#scientific-question,notebooks/hypotheses/H07.html#scientific-question,True,True,False
notebooks/hypotheses/H07.html#data-sensor-positions-metrics-and-support,notebooks/hypotheses/H07.html#data-sensor-positions-metrics-and-support,True,True,False
notebooks/hypotheses/H07.html#reading-guide,notebooks/hypotheses/H07.html#reading-guide,True,True,False
notebooks/hypotheses/H07.html#nonlinear-photoperiod-model-and-qualifying-transition-rule,notebooks/hypotheses/H07.html#nonlinear-photoperiod-model-and-qualifying-transition-rule,True,True,False
notebooks/hypotheses/H07.html#complementary-chest-evidence,notebooks/hypotheses/H07.html#complementary-chest-evidence,True,True,False
notebooks/hypotheses/H07.html#interpretation-and-limitations,notebooks/hypotheses/H07.html#interpretation-and-limitations,True,True,False
notebooks/hypotheses/H07.html#h07-preregistration-deviations,notebooks/hypotheses/H07.html#h07-preregistration-deviations,True,True,False
notebooks/hypotheses/H07.html#source-data-and-technical-provenance,notebooks/hypotheses/H07.html#source-data-and-technical-provenance,True,True,False
notebooks/hypotheses/H07.html#footnotes,notebooks/hypotheses/H07.html#footnotes,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html,audit/hypotheses/H07/H07_analysis_preparation.html,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#scientific-target,audit/hypotheses/H07/H07_analysis_preparation.html#scientific-target,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#verified-inputs-and-exact-frames,audit/hypotheses/H07/H07_analysis_preparation.html#verified-inputs-and-exact-frames,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#candidate-samples-exclusions-and-support,audit/hypotheses/H07/H07_analysis_preparation.html#candidate-samples-exclusions-and-support,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#metrics-units-and-response-construction,audit/hypotheses/H07/H07_analysis_preparation.html#metrics-units-and-response-construction,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#temporal-order-and-repeated-participant-days,audit/hypotheses/H07/H07_analysis_preparation.html#temporal-order-and-repeated-participant-days,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#nonlinear-model-curves-and-derivative-estimand,audit/hypotheses/H07/H07_analysis_preparation.html#nonlinear-model-curves-and-derivative-estimand,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#model-checks-and-support-limits,audit/hypotheses/H07/H07_analysis_preparation.html#model-checks-and-support-limits,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#sensitivity-analyses-and-site-influence,audit/hypotheses/H07/H07_analysis_preparation.html#sensitivity-analyses-and-site-influence,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#technical-provenance-and-bounded-reproduction,audit/hypotheses/H07/H07_analysis_preparation.html#technical-provenance-and-bounded-reproduction,True,True,False
audit/hypotheses/H07/H07_analysis_preparation.html#footnotes,audit/hypotheses/H07/H07_analysis_preparation.html#footnotes,True,True,False
notebooks/hypotheses/H08.html#scientific-question,notebooks/hypotheses/H08.html#scientific-question,True,True,False
notebooks/hypotheses/H08.html#score-sensor-positions-and-light-exposure-metrics,notebooks/hypotheses/H08.html#score-sensor-positions-and-light-exposure-metrics,True,True,False
notebooks/hypotheses/H08.html#vlsq-8-by-site-interactions,notebooks/hypotheses/H08.html#vlsq-8-by-site-interactions,True,True,False
notebooks/hypotheses/H08.html#same-participant-same-day-sensor-comparison,notebooks/hypotheses/H08.html#same-participant-same-day-sensor-comparison,True,True,False
notebooks/hypotheses/H08.html#model-checks-and-influence,notebooks/hypotheses/H08.html#model-checks-and-influence,True,True,False
notebooks/hypotheses/H08.html#h08-preregistration-deviations,notebooks/hypotheses/H08.html#h08-preregistration-deviations,True,True,False
notebooks/hypotheses/H08.html#source-data-and-technical-provenance,notebooks/hypotheses/H08.html#source-data-and-technical-provenance,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#model-checks-and-influence,audit/hypotheses/H08/H08_analysis_preparation.html#model-checks-and-influence,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#technical-provenance,audit/hypotheses/H08/H08_analysis_preparation.html#technical-provenance,True,True,False
notebooks/hypotheses/H09.html#same-participant-and-same-day-placement-evidence,notebooks/hypotheses/H09.html#same-participant-and-same-day-placement-evidence,True,True,False
notebooks/hypotheses/H09.html#chronotype-by-site-interactions,notebooks/hypotheses/H09.html#chronotype-by-site-interactions,True,True,False
notebooks/hypotheses/H09.html#model-checks-dependence-influence-and-limitations,notebooks/hypotheses/H09.html#model-checks-dependence-influence-and-limitations,True,True,False
notebooks/hypotheses/H09.html#other-named-sensitivity-analyses,notebooks/hypotheses/H09.html#other-named-sensitivity-analyses,True,True,False
notebooks/hypotheses/H09.html#h09-preregistration-deviations,notebooks/hypotheses/H09.html#h09-preregistration-deviations,True,True,False
notebooks/hypotheses/H09.html#source-data-and-technical-provenance,notebooks/hypotheses/H09.html#source-data-and-technical-provenance,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html,audit/hypotheses/H09/H09_analysis_preparation.html,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#purpose,audit/hypotheses/H09/H09_analysis_preparation.html#purpose,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#analysis-map,audit/hypotheses/H09/H09_analysis_preparation.html#analysis-map,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#verified-inputs-and-chronotype-predictors,audit/hypotheses/H09/H09_analysis_preparation.html#verified-inputs-and-chronotype-predictors,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#timing-metrics-and-analytical-samples,audit/hypotheses/H09/H09_analysis_preparation.html#timing-metrics-and-analytical-samples,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#models-estimands-uncertainty-and-multiplicity,audit/hypotheses/H09/H09_analysis_preparation.html#models-estimands-uncertainty-and-multiplicity,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#model-checks-influence-and-limitations,audit/hypotheses/H09/H09_analysis_preparation.html#model-checks-influence-and-limitations,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#named-sensitivity-analyses,audit/hypotheses/H09/H09_analysis_preparation.html#named-sensitivity-analyses,True,True,False
audit/hypotheses/H09/H09_analysis_preparation.html#technical-provenance,audit/hypotheses/H09/H09_analysis_preparation.html#technical-provenance,True,True,False
notebooks/hypotheses/H10.html#primary-near-eye-evidence,notebooks/hypotheses/H10.html#primary-near-eye-evidence,True,True,False
notebooks/hypotheses/H10.html#complementary-chest-evidence,notebooks/hypotheses/H10.html#complementary-chest-evidence,True,True,False
notebooks/hypotheses/H10.html#predictor-by-site-interactions,notebooks/hypotheses/H10.html#predictor-by-site-interactions,True,True,False
notebooks/hypotheses/H10.html#core-residual-checks,notebooks/hypotheses/H10.html#core-residual-checks,True,True,False
notebooks/hypotheses/H10.html#sensor-position-matched-analysis,notebooks/hypotheses/H10.html#sensor-position-matched-analysis,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#verified-inputs-demographic-construct-and-response-contracts,audit/hypotheses/H10/H10_analysis_preparation.html#verified-inputs-demographic-construct-and-response-contracts,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#model-checks-influence-and-limitations,audit/hypotheses/H10/H10_analysis_preparation.html#model-checks-influence-and-limitations,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#sensitivity-analyses,audit/hypotheses/H10/H10_analysis_preparation.html#sensitivity-analyses,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#technical-provenance,audit/hypotheses/H10/H10_analysis_preparation.html#technical-provenance,True,True,False
notebooks/hypotheses/H11.html#can-the-global-results-be-separated-into-level-and-shape,notebooks/hypotheses/H11.html#can-the-global-results-be-separated-into-level-and-shape,True,True,False
notebooks/hypotheses/H11.html#model-checks,notebooks/hypotheses/H11.html#model-checks,True,True,False
notebooks/hypotheses/H11.html#h11-preregistration-deviations,notebooks/hypotheses/H11.html#h11-preregistration-deviations,True,True,False
notebooks/hypotheses/H11.html#source-data-and-technical-provenance,notebooks/hypotheses/H11.html#source-data-and-technical-provenance,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html,audit/hypotheses/H11/H11_analysis_preparation.html,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#purpose,audit/hypotheses/H11/H11_analysis_preparation.html#purpose,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#analysis-map,audit/hypotheses/H11/H11_analysis_preparation.html#analysis-map,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#verified-inherited-h02-frames,audit/hypotheses/H11/H11_analysis_preparation.html#verified-inherited-h02-frames,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#nonlinear-gam-construction,audit/hypotheses/H11/H11_analysis_preparation.html#nonlinear-gam-construction,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#estimand-uncertainty-and-multiplicity,audit/hypotheses/H11/H11_analysis_preparation.html#estimand-uncertainty-and-multiplicity,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#model-checks-residual-dependence-and-influence,audit/hypotheses/H11/H11_analysis_preparation.html#model-checks-residual-dependence-and-influence,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#sensitivity-analyses-and-deferred-comparisons,audit/hypotheses/H11/H11_analysis_preparation.html#sensitivity-analyses-and-deferred-comparisons,True,True,False
audit/hypotheses/H11/H11_analysis_preparation.html#technical-provenance,audit/hypotheses/H11/H11_analysis_preparation.html#technical-provenance,True,True,False
notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,True,True,False
notebooks/sensitivity_battery.html#purpose,notebooks/sensitivity_battery.html#purpose,True,True,False
notebooks/sensitivity_battery.html#manuscript-prepared-data-sensitivity,notebooks/sensitivity_battery.html#manuscript-prepared-data-sensitivity,True,True,False
notebooks/sensitivity_battery.html#what-this-notebook-uses-and-produces,notebooks/sensitivity_battery.html#what-this-notebook-uses-and-produces,True,True,False
