site,Id,position,source_modality,source_commit,source_doi,source_sha256,stream_epoch_seconds,expected_subepochs_per_minute,required_finite_subepochs_per_signal,minute_rows,source_observations,implicit_source_observations,complete_native_minute_schedules,incomplete_native_minute_schedules,finite_medi_minutes,finite_light_minutes
THUAS,THUAS_S003,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,11358,11520,0,9626,9626
THUAS,THUAS_S005,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11460,68760,9012,11460,0,9956,9956
THUAS,THUAS_S006,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,9174,11520,0,9991,9991
THUAS,THUAS_S007,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,8454,11520,0,10111,10111
THUAS,THUAS_S010,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,12960,77760,7516,12960,0,11707,11707
THUAS,THUAS_S011,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,8652,11520,0,10077,10077
THUAS,THUAS_S014,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,9582,11520,0,9922,9922
THUAS,THUAS_S015,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,8705,11520,0,10069,10069
THUAS,THUAS_S016,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,11577,11520,0,9590,9590
THUAS,THUAS_S017,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,8589,11520,0,10087,10087
THUAS,THUAS_S018,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,10080,60480,9200,10080,0,8545,8545
THUAS,THUAS_S001,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,15840,95040,10022,15840,0,14169,14169
THUAS,THUAS_S002,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,8775,11520,0,10056,10056
THUAS,THUAS_S003,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,11358,11520,0,9627,9627
THUAS,THUAS_S005,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11460,68760,9060,11460,0,9949,9949
THUAS,THUAS_S006,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,9205,11520,0,9985,9985
THUAS,THUAS_S007,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,8485,11520,0,10105,10105
THUAS,THUAS_S010,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,12960,77760,7567,12960,0,11698,11698
THUAS,THUAS_S011,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,8665,11520,0,10075,10075
THUAS,THUAS_S014,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,9540,11520,0,9930,9930
THUAS,THUAS_S015,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,8670,11520,0,10075,10075
THUAS,THUAS_S016,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,11614,11520,0,9584,9584
THUAS,THUAS_S017,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,8550,11520,0,10095,10095
THUAS,THUAS_S018,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,3606,11520,0,10919,10919
THUAS,THUAS_S019,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,11520,69120,5040,11520,0,10680,10680
THUAS,THUAS_S020,chest,light_chest,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,10,6,6,12960,77760,11232,12960,0,11088,11088
TUM,TUM_S001,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,9918,11520,0,9867,9867
TUM,TUM_S002,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,10524,11520,0,9766,9766
TUM,TUM_S003,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,11213,11520,0,9651,9651
TUM,TUM_S004,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,7980,11520,0,10190,10190
TUM,TUM_S005,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,11400,11520,0,9620,9620
TUM,TUM_S006,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,11544,11520,0,9596,9596
TUM,TUM_S007,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,10386,11520,0,9789,9789
TUM,TUM_S008,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,9960,11520,0,9860,9860
TUM,TUM_S009,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,10380,11520,0,9790,9790
TUM,TUM_S010,glasses,light_glasses,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,10,6,6,11520,69120,11940,11520,0,9530,9530
TUM,TUM_S001,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,9918,11520,0,9867,9867
TUM,TUM_S002,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,10524,11520,0,9766,9766
TUM,TUM_S003,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,11214,11520,0,9651,9651
TUM,TUM_S004,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,7980,11520,0,10190,10190
TUM,TUM_S005,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,11400,11520,0,9620,9620
TUM,TUM_S006,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,11544,11520,0,9596,9596
TUM,TUM_S007,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,10386,11520,0,9789,9789
TUM,TUM_S008,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,9960,11520,0,9860,9860
TUM,TUM_S009,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,10380,11520,0,9790,9790
TUM,TUM_S010,chest,light_chest,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,10,6,6,11520,69120,11939,11520,0,9530,9530
UCR,UCR_S001,glasses,light_glasses,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,10,6,6,11520,69120,9360,11520,0,9960,9960
UCR,UCR_S002,glasses,light_glasses,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,10,6,6,11520,69120,9360,11520,0,9960,9960
UCR,UCR_S003,glasses,light_glasses,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,10,6,6,11520,69120,9359,11520,0,9960,9960
UCR,UCR_S004,glasses,light_glasses,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,10,6,6,11520,69120,12960,11520,0,9360,9360
UCR,UCR_S005,glasses,light_glasses,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,10,6,6,11520,69120,10620,11520,0,9750,9750
UCR,UCR_S006,glasses,light_glasses,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,10,6,6,11520,69120,9960,11520,0,9859,9859
UCR,UCR_S001,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9360,11520,0,9960,9960
UCR,UCR_S002,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9360,11520,0,9960,9960
UCR,UCR_S003,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9360,11520,0,9960,9960
UCR,UCR_S004,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,12960,11520,0,9360,9360
UCR,UCR_S005,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10620,11520,0,9750,9750
UCR,UCR_S006,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9996,11520,0,9854,9854
UCR,UCR_S007,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10740,11520,0,9730,9730
UCR,UCR_S008,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10740,11520,0,9730,9730
UCR,UCR_S009,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10739,11520,0,9730,9730
UCR,UCR_S010,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10530,11520,0,9765,9765
UCR,UCR_S011,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9270,11520,0,9975,9975
UCR,UCR_S012,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10350,11520,0,9795,9795
UCR,UCR_S013,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,8100,11520,0,10170,10170
UCR,UCR_S014,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10500,11520,0,9770,9770
UCR,UCR_S015,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10350,11520,0,9795,9795
UCR,UCR_S016,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10350,11520,0,9795,9795
UCR,UCR_S017,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9720,11520,0,9900,9900
UCR,UCR_S018,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,5399,11520,0,10620,10620
UCR,UCR_S019,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10230,11520,0,9815,9815
UCR,UCR_S020,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10319,11520,0,9800,9800
UCR,UCR_S021,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10230,11520,0,9815,9815
UCR,UCR_S022,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10170,11520,0,9825,9825
UCR,UCR_S023,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10237,11520,0,9813,9813
UCR,UCR_S025,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9270,11520,0,9975,9975
UCR,UCR_S026,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,8939,11520,0,10030,10030
UCR,UCR_S027,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,8580,11520,0,10090,10090
UCR,UCR_S028,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9180,11520,0,9990,9990
UCR,UCR_S029,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,11340,11520,0,9630,9630
UCR,UCR_S030,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10949,11520,0,9695,9695
UCR,UCR_S031,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9210,11520,0,9985,9985
UCR,UCR_S032,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9210,11520,0,9985,9985
UCR,UCR_S033,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9540,11520,0,9930,9930
UCR,UCR_S034,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,10020,11520,0,9850,9850
UCR,UCR_S035,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9150,11520,0,9995,9995
UCR,UCR_S036,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9030,11520,0,10015,10015
UCR,UCR_S037,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9030,11520,0,10015,10015
UCR,UCR_S038,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9030,11520,0,10015,10015
UCR,UCR_S039,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,9030,11520,0,10015,10015
UCR,UCR_S040,chest,light_chest,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,10,6,6,11520,69120,8490,11520,0,10105,10105
