"document","hypothesis","type","label","source_line","caption","alt_text","source_qmd","render_path","artifact_path","source_data_hint","current_dimensions","current_style","proposed_role","polish_status","identifier_conforms"
"H04","H04","table","tbl-h04-mundlak",1592,"Population-average and Mundlak within-participant activity ratios to At home, plus between-participant composition ratios per 10 percentage points; all intervals are 95% CIs.",,"notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#tbl-h04-mundlak",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H04","H04","figure","fig-h04-paired-placement",1699,"Common-sample near-eye-versus-chest concordance of category ratios to At home; the identity line does not define equivalence.","Log-log concordance plot of four common-sample activity ratios. The horizontal coordinate is the near-eye ratio to At home and the vertical coordinate is the chest ratio, with horizontal and vertical 95 percent confidence intervals. Sleeping lies near 0.1 at both placements; working lies near 2.5; travel and Outdoors are higher at chest than near eye. A dashed identity line is a visual concordance reference, not an equivalence test.","notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#fig-h04-paired-placement","artifacts/10_figures/H04/H04_paired_placement_comparison.png",,"H04_paired_placement_comparison.png: 2850 x 2160 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H04","H04","table","tbl-h04-temporal-fit",1738,"Exploratory temporal-model samples, fit, and added-context summaries.",,"notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#tbl-h04-temporal-fit",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H04","H04","figure","fig-h04-temporal-near-eye",1804,"Exploratory near-eye time-of-day means, ratios to the global smooth, and effective weighted support.","Taller three-row, six-category near-eye figure using an activity palette distinct from the light-source colours used elsewhere in this report series. Six single-line facet strips are ordered At home, Office/home working, Outdoors, Vehicle/public transport, Sleeping, and Other/unspecified. The first row shows site-average activity-associated melEDI curves with pointwise confidence ribbons and a dashed global cyclic curve; the second row shows each activity curve divided by that global curve on a common 0.01-to-50 ratio scale with 1-2-5 logarithmic breaks; and the third row shows effective weighted hours by clock hour. Sleeping is lowest, Outdoors highest during daytime, open circles mark sparse support, and grey gaps mark no observations. Other is display-only.","notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#fig-h04-temporal-near-eye","artifacts/10_figures/H04/H04_temporal_near_eye.png",,"H04_temporal_near_eye.png: 4725 x 3750 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: methods or sample context","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H04","H04","figure","fig-h04-temporal-chest",1815,"Exploratory chest time-of-day means, ratios to the global smooth, and effective weighted support.","Taller three-row, six-category chest figure using an activity palette distinct from the light-source colours used elsewhere in this report series. Six single-line facet strips are ordered At home, Office/home working, Outdoors, Vehicle/public transport, Sleeping, and Other/unspecified. It shows site-average activity-associated melEDI curves and the dashed global cyclic curve, activity-to-global ratios on a common 0.01-to-50 scale with 1-2-5 logarithmic breaks, and effective weighted hours by clock time. Outdoors and travel have the highest daytime profiles; Sleeping is lowest overnight. Filled and open circles distinguish adequate from sparse support, grey gaps have no observations, and Other is display-only.","notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#fig-h04-temporal-chest","artifacts/10_figures/H04/H04_temporal_chest.png",,"H04_temporal_chest.png: 4725 x 3750 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: complementary chest result","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H04","H04","table","tbl-h04-temporal-allocation",1844,"Point allocation of fitted temporal linear-predictor variance.",,"notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#tbl-h04-temporal-allocation",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H04","H04","table","tbl-h04-temporal-diagnostics",1886,"Convergence, basis capacity, residual dependence, support, and midnight checks for the temporal models.",,"notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#tbl-h04-temporal-diagnostics",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H04","H04","figure","fig-h04-temporal-diagnostics",1952,"Exploratory temporal-model residual, autocorrelation, and zero-mass checks.","Three-panel model-check figure for the exploratory temporal models. Weighted one-hour residuals show changing spread with fitted melEDI, activity-run residual autocorrelation remains positive at lag one for both sensor positions, and the working Tweedie zero fraction exceeds the observed fraction across fitted-value deciles. The residual and zero panels combine concurrent activity memberships with their 1 over k weights.","notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#fig-h04-temporal-diagnostics","artifacts/10_figures/H04/H04_temporal_diagnostics.png",,"H04_temporal_diagnostics.png: 4020 x 3660 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H04","H04","table","tbl-h04-formulas",2009,"Exact Wilkinson formulas recorded for the population-mean, activity-by-site interaction, and exploratory temporal models.",,"notebooks/hypotheses/H04.qmd","_build/nathealth/notebooks/hypotheses/H04.html#tbl-h04-formulas",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-factors",847,"The four analysed LEBA factors and their score interpretation.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-factors",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-formulas",925,"Exact evaluated formulas supplied to the H05 full, reduced, and random-site sensitivity models.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-formulas",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-response-specifications",985,"Metric-specific analysis level, response model, transform, and reported effect scale.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-response-specifications",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-near-samples",1040,"Exact fitted near-eye sample for each light-exposure metric.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-near-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","figure","fig-h05-near-effects",1052,"Near-eye effects per one participant-level SD of each LEBA factor. None of the 68 tests retained FDR-adjusted support. The four grey sleep-environment cells are labelled Unfit, and their estimates are suppressed.","Heatmap with 17 light-exposure metrics as rows and LEBA factors F2 to F5 as columns. Cells show practical-scale effects per one participant-level standard deviation, except four grey sleep-environment cells labelled Unfit. None of the 68 tests retained false-discovery-rate-adjusted support.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-near-effects","artifacts/10_figures/H05/H05_reader_near_eye_effects.png",,"H05_reader_near_eye_effects.png: 2700 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","proposed main H05 figure","highly polished; visually reviewed; small harmonization only",TRUE
"H05","H05","table","tbl-h05-near-results-a",1071,"Primary near-eye associations across all 68 factor–metric cells.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-near-results-a",,,"semantic HTML table; responsive width","semantic table generated in report chunk","proposed main H05 table, continued display part 1","publication-formatted; retain semantic table styling",TRUE
"H05","H05","table","tbl-h05-near-results-b",1078,"Primary near-eye associations (continued).",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-near-results-b",,,"semantic HTML table; responsive width","semantic table generated in report chunk","proposed main H05 table, continued display part 2","publication-formatted; retain semantic table styling",TRUE
"H05","H05","figure","fig-h05-near-adequacy",1112,"Near-eye model-check classifications for all 68 associations.","Heatmap of model-check classifications for 17 near-eye metrics and four LEBA factors. Nineteen cells are green for acceptable, 45 are orange for acceptable with specified limitations, and the four sleep-environment cells are red for unfit for inference.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-near-adequacy","artifacts/10_figures/H05/H05_reader_near_eye_adequacy.png",,"H05_reader_near_eye_adequacy.png: 2700 x 2550 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-near-adequacy-counts",1124,"Near-eye model-adequacy counts.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-near-adequacy-counts",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-near-limitations",1131,"Specified limitations identified by the near-eye model checks.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-near-limitations",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","figure","fig-h05-near-residual-fitted",1155,"Selected near-eye standardized residuals against fitted values.","Four vertically stacked residual-versus-fitted plots for F2 models of time above 1,000 lx melEDI, melEDI dose, MDER, and time below 1 lx melEDI during sleep. Points show standardized Pearson residuals and blue smooths show their average pattern.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-near-residual-fitted","artifacts/10_figures/H05/H05_reader_near_eye_residual_fitted.png",,"H05_reader_near_eye_residual_fitted.png: 2700 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","figure","fig-h05-near-residual-qq",1168,"Selected near-eye residual quantile checks.","Four vertically stacked normal-reference quantile plots for the same F2 models, including MDER. The Gaussian melEDI-dose model has tail departures, while simulation-based model checks and response-support failures make the Tweedie sleep model unfit for inference.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-near-residual-qq","artifacts/10_figures/H05/H05_reader_near_eye_residual_qq.png",,"H05_reader_near_eye_residual_qq.png: 2700 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-near-sleep-diagnostics",1198,"Model-check evidence for classifying the near-eye sleep-environment models as unfit for inference.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-near-sleep-diagnostics",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-chest-samples",1224,"Exact fitted chest sample for each light-exposure metric.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-chest-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","figure","fig-h05-chest-effects",1234,"Chest effects per one participant-level SD of each LEBA factor. None of the 68 tests retained FDR-adjusted support. The four grey sleep-environment cells are labelled Unfit, and their estimates are suppressed.","Heatmap with 17 chest light-exposure metrics as rows and LEBA factors F2 to F5 as columns. Cells show practical-scale effects per one participant-level standard deviation, except four grey sleep-environment cells labelled Unfit. None of the 68 tests retained false-discovery-rate-adjusted support.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-chest-effects","artifacts/10_figures/H05/H05_reader_chest_effects.png",,"H05_reader_chest_effects.png: 2700 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: complementary chest result","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H05","H05","table","tbl-h05-chest-results-a",1246,"Chest associations for stability, light level, duration, and continuous-period metrics.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-chest-results-a",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-chest-results-b",1253,"Chest associations for timing, exposure-history, and spectrum metrics.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-chest-results-b",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","figure","fig-h05-chest-adequacy",1274,"Chest model-check classifications for all 68 associations.","Heatmap of model-check classifications for 17 chest metrics and four LEBA factors. Fourteen cells are green for acceptable, 50 are orange for acceptable with specified limitations, and the four sleep-environment cells are red for unfit for inference.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-chest-adequacy","artifacts/10_figures/H05/H05_reader_chest_adequacy.png",,"H05_reader_chest_adequacy.png: 2700 x 2550 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-chest-adequacy-counts",1286,"Chest model-adequacy counts.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-chest-adequacy-counts",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-chest-limitations",1293,"Specified limitations identified by the chest model checks.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-chest-limitations",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-chest-sleep-diagnostics",1307,"Model-check evidence for classifying the chest sleep-environment models as unfit for inference.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-chest-sleep-diagnostics",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H05","H05","table","tbl-h05-mder-primary-scenarios",1335,"MDER estimates, 95% confidence intervals, and exact fitted samples in the primary dataset.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-mder-primary-scenarios",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-mder-gap-scenarios",1342,"MDER estimates, 95% confidence intervals, and exact fitted samples in the gap-timing-unaware dataset.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-mder-gap-scenarios",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-mder-upper-tail",1369,"Accepted MDER upper-tail screen in the all-available analyses.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-mder-upper-tail",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-mder-influence",1408,"Accepted MDER upper-tail day and participant influence refits.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-mder-influence",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","figure","fig-h05-paired-placement",1474,"Exact common-sample model-scale effects, with near eye on x and chest on y. The dashed identity line describes concordance, grey lines mark the null, and equal x/y geometry preserves the 45-degree comparison. Samples contain 107–112 participants, 489–643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Component 95% confidence intervals are in the adjacent tables. This is not an equivalence analysis.","Four equal-axis scatterplot panels, one per LEBA factor, compare 17 exactly matched estimands with near-eye effects on the horizontal axis and chest effects on the vertical axis. A dashed 45-degree identity line and grey horizontal and vertical null lines are visible. Samples contain 107 to 112 participants, 489 to 643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Most points have the same sign, while nine cross an axis; proximity to identity does not establish equivalence.","notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#fig-h05-paired-placement","artifacts/10_figures/H05/H05_reader_paired_placement_effects.png",,"H05_reader_paired_placement_effects.png: 2700 x 2400 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H05","H05","table","tbl-h05-paired-f2",1494,"Exact paired/common near-eye and chest component estimates for F2.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-paired-f2",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-paired-f3",1503,"Exact paired/common near-eye and chest component estimates for F3.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-paired-f3",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-paired-f4",1512,"Exact paired/common near-eye and chest component estimates for F4.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-paired-f4",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-paired-f5",1521,"Exact paired/common near-eye and chest component estimates for F5.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-paired-f5",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-leading-sensitivities",1535,"The two leading F2 estimates across placement, sample, and preparation sensitivities.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-leading-sensitivities",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-descriptive-spearman",1555,"Descriptive participant-level F2 rank correlations for the two leading metrics.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-descriptive-spearman",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-random-site-summary",1581,"Random-site sensitivity fit status across near-eye and chest associations.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-random-site-summary",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-leave-site-summary",1599,"Primary leave-one-site-out stability classifications.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-leave-site-summary",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-exact-period",1634,"Exactly identified longest-period sensitivity.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-exact-period",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-model-deviations",1706,"H05 model and inferential changes or operational clarifications.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-model-deviations",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H05","H05","table","tbl-h05-data-deviations",1747,"H05 metric, clock, placement, and descriptive-output clarifications.",,"notebooks/hypotheses/H05.qmd","_build/nathealth/notebooks/hypotheses/H05.html#tbl-h05-data-deviations",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","table","tbl-h06-exact-samples",483,"Exact fitted samples for the six core H06 analyses.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-exact-samples",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","table","tbl-h06-fdr-adjustment",599,"Declared sets of tests and FDR adjustment.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-fdr-adjustment",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","figure","fig-h06-core-effects",619,"Estimated mean hourly melEDI among observed hours that met the support criteria. Points and bars are ratios and participant-cluster-robust 95% CIs; the dashed line is the null ratio of 1. Near-eye is the primary sensor position, and chest estimates are complementary non-ocular comparisons.","Three aligned forest-plot panels show ratios and participant-cluster-robust 95% confidence intervals for free versus work day, active versus sedentary day status, and each additional hour of previous sleep. Rows compare the primary near-eye estimate with complementary chest, paired-day near-eye and chest, and gap-timing-unaware near-eye and chest estimates. Activity ratios remain above the null ratio of one across the displayed analyses, whereas previous-sleep intervals include one.","notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#fig-h06-core-effects","artifacts/10_figures/H06/H06_reader_primary_effects.png",,"H06_reader_primary_effects.png: 2141 x 1486 px; 320.000 dpi","external raster/vector figure embedded with knitr","supplement: complementary chest result","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H06","H06","table","tbl-h06-primary-effects",634,"Primary near-eye associations.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-primary-effects",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","table","tbl-h06-primary-site-interactions",665,"Predictor-by-site interaction tests for the primary near-eye analysis.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-primary-site-interactions",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","figure","fig-h06-primary-site-associations",698,"Site-specific estimates from the predictor-by-site interaction model. Filled and hollow points distinguish associations that did and did not meet alpha 0.050 after a separate nine-site FDR adjustment within each predictor. Pointwise 95% CIs are unadjusted; the dashed line is the site-average estimate, calculated with equal weight for each of the nine sites.","Three aligned site-specific forest-plot panels show free versus work day, active versus sedentary day status, and previous-sleep ratios with pointwise 95% confidence intervals. Sites are Borås (SE), Delft (NL), Dortmund (DE), Tübingen (DE), Munich (DE), Madrid (ES), Izmir (TR), San José (CR), and Kumasi (GH). Filled points mark associations retained after a separate nine-site FDR adjustment within that predictor: free versus work day at Borås (SE) and Dortmund (DE), and active versus sedentary at Tübingen (DE). Hollow points were not retained. A solid grey line marks ratio 1 and a dashed line marks the site-average estimate.","notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#fig-h06-primary-site-associations","artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png",,"H06_stage3_site_specific_significance_screen.png: 2141 x 1700 px; 320.000 dpi","external raster/vector figure embedded with knitr","supplement: detailed result or context","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H06","H06","table","tbl-h06-site-specific-associations",712,"Site-specific near-eye associations with separate nine-site FDR adjustments.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-site-specific-associations",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","table","tbl-h06-gap-sensitivity-comparisons",1039,"Primary and gap-sensitivity estimates on all available and exact common hours.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-gap-sensitivity-comparisons",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","figure","fig-h06-paired-placement",1090,"Near-eye and complementary chest estimates for the same participants and participant-days. Three hourly keys differ at each sensor position, so an observation-level identity scatter is not valid.","Side-by-side forest plot comparing near-eye and chest ratios with 95% confidence intervals on the paired-day sample. Both placements show ratios above one for free versus work and active versus sedentary days, while the sleep intervals include one.","notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#fig-h06-paired-placement","artifacts/10_figures/H06/H06_paired_placement_effects.png",,"H06_paired_placement_effects.png: 2141 x 1511 px; 320.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H06","H06","table","tbl-h06-key-sensitivities",1115,"Selected declared sensitivities for the three primary predictors.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-key-sensitivities",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","table","tbl-h06-influence-checks",1164,"Targeted participant and site deletion checks.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-influence-checks",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","table","tbl-h06-model-checks",1198,"Model checks for the six common-effect mean models.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-model-checks",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","figure","fig-h06-residual-clock",1258,"Primary residual structure by local clock and fitted value. Participant-cluster HC3 does not remove these patterns.","Residual model-check plot across local clock hour for the primary near-eye model. Mean residuals vary over the day, and a residual-versus-fitted panel shows imperfect mean calibration and increasing spread.","notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#fig-h06-residual-clock","artifacts/10_figures/H06/H06_primary_residual_clock.png",,"H06_primary_residual_clock.png: 2141 x 2292 px; 320.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
