"document","manuscript_role","label","caption","source_qmd","source_line","render_html","render_anchor","html_exists","anchor_count","rendered_table_count","rendered_gt_table_count","rendered_non_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","reference_resolved","aria_describedby_count","caption_relation_valid","render_locator","identifier_conforms","thead_count","tbody_count","column_header_count","body_row_count","body_cell_count","stub_cell_count","row_group_count","spanner_count","footnote_block_count","source_note_block_count","semantic_core_present","quarto_caption_owned","current_implementation","native_gt_current","publication_structure_current","manual_visual_accessibility_review_required","manual_review_scope","target_implementation","conversion_required","required_action","evidence"
"H03","supplemental-table candidate","tbl-h03-primary-diagnostics","Numerical, residual, temporal, and zero-mass diagnostics.","notebooks/hypotheses/H03.qmd",937,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-primary-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 8: Numerical, residual, temporal, and zero-mass diagnostics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,2,16,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-sensitivities","Samples, omnibus tests, and category stability across predefined sensitivities.","notebooks/hypotheses/H03.qmd",1008,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-sensitivities",TRUE,1,1,1,0,1,1,0,"Table 9: Samples, omnibus tests, and category stability across predefined sensitivities.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,10,16,142,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-temporal-fit","Exploratory temporal-model fit summaries.","notebooks/hypotheses/H03.qmd",1184,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-temporal-fit",TRUE,1,1,1,0,1,1,0,"Table 10: Exploratory temporal-model fit summaries.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,2,16,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-temporal-allocation","Point allocation of fitted temporal linear-predictor variance.","notebooks/hypotheses/H03.qmd",1229,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-temporal-allocation",TRUE,1,1,1,0,1,1,0,"Table 11: Point allocation of fitted temporal linear-predictor variance.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,12,32,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-temporal-diagnostics","Convergence, basis-capacity, residual, and zero-mass diagnostics for the temporal models.","notebooks/hypotheses/H03.qmd",1270,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-temporal-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 12: Convergence, basis-capacity, residual, and zero-mass diagnostics for the temporal models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,9,2,18,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-latitude-slopes","Exploratory category-specific linear absolute-latitude associations.","notebooks/hypotheses/H03.qmd",1378,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-latitude-slopes",TRUE,1,1,1,0,1,1,0,"Table 13: Exploratory category-specific linear absolute-latitude associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,16,100,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-overall-samples","Exact fitted samples for the primary and complementary models.","notebooks/hypotheses/H04.qmd",429,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-overall-samples",TRUE,1,1,1,0,1,1,0,"Table 1: Exact fitted samples for the primary and complementary models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,2,16,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-sample-flow","Outcome availability and explicit accounting of hours outside the category models.","notebooks/hypotheses/H04.qmd",466,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-sample-flow",TRUE,1,1,1,0,1,1,0,"Table 2: Outcome availability and explicit accounting of hours outside the category models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,2,12,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-category-support","Observed support and weighted totals for every displayed activity category.","notebooks/hypotheses/H04.qmd",490,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-category-support",TRUE,1,1,1,0,1,1,0,"Table 3: Observed support and weighted totals for every displayed activity category.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,14,86,0,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-formulas","Exact Wilkinson formulas supplied to the mean, heterogeneity, and exploratory temporal models.","notebooks/hypotheses/H04.qmd",549,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-formulas",TRUE,1,1,1,0,1,1,0,"Table 4: Exact Wilkinson formulas supplied to the mean, heterogeneity, and exploratory temporal models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,5,10,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","main-table component","tbl-h04-primary-results","Heterogeneity-model equal-site standardized activity-category means, ratios, and differences with participant-cluster-robust 95% confidence intervals.","notebooks/hypotheses/H04.qmd",603,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-primary-results",TRUE,1,1,1,0,1,1,0,"Table 5: Heterogeneity-model equal-site standardized activity-category means, ratios, and differences with participant-cluster-robust 95% confidence intervals.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,14,50,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-named-contrasts","Additive-model named-category comparisons with At home; BH adjustment forms one four-member family within each placement.","notebooks/hypotheses/H04.qmd",679,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-named-contrasts",TRUE,1,1,1,0,1,1,0,"Table 6: Additive-model named-category comparisons with At home; BH adjustment forms one four-member family within each placement.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,10,42,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-omnibus","Primary five-named-category and secondary six-category robust omnibus tests.","notebooks/hypotheses/H04.qmd",748,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-omnibus",TRUE,1,1,1,0,1,1,0,"Table 7: Primary five-named-category and secondary six-category robust omnibus tests.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,6,22,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-heterogeneity","Support-gated site heterogeneity and complete site-deviation family accounting.","notebooks/hypotheses/H04.qmd",803,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-heterogeneity",TRUE,1,1,1,0,1,1,0,"Table 8: Support-gated site heterogeneity and complete site-deviation family accounting.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,9,2,18,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-near-site-factorization","Near-eye standardized category means and site-specific deviation ratios from the site-heterogeneity model.","notebooks/hypotheses/H04.qmd",865,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-near-site-factorization",TRUE,1,1,1,0,1,1,0,"Table 9: Near-eye standardized category means and site-specific deviation ratios from the site-heterogeneity model.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,11,66,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-fixed-r2","Descriptive R² and hierarchy-respecting allocation for the heterogeneity model.","notebooks/hypotheses/H04.qmd",1049,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-fixed-r2",TRUE,1,1,1,0,1,1,0,"Table 10: Descriptive R² and hierarchy-respecting allocation for the heterogeneity model.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,8,38,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-primary-diagnostics","Numerical, influence, zero-mass, variance-pattern, and serial-dependence diagnostics.","notebooks/hypotheses/H04.qmd",1125,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-primary-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 11: Numerical, influence, zero-mass, variance-pattern, and serial-dependence diagnostics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,9,2,18,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-sensitivities","Exact fitted samples, five-category omnibus tests, and named-contrast stability across predefined sensitivities.","notebooks/hypotheses/H04.qmd",1224,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-sensitivities",TRUE,1,1,1,0,1,1,0,"Table 12: Exact fitted samples, five-category omnibus tests, and named-contrast stability across predefined sensitivities.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,24,104,0,8,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-temporal-fit","Exploratory temporal-model samples, fit, and added-context summaries.","notebooks/hypotheses/H04.qmd",1351,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-temporal-fit",TRUE,1,1,1,0,1,1,0,"Table 13: Exploratory temporal-model samples, fit, and added-context summaries.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,10,2,20,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-temporal-allocation","Point allocation of fitted temporal linear-predictor variance.","notebooks/hypotheses/H04.qmd",1452,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-temporal-allocation",TRUE,1,1,1,0,1,1,0,"Table 14: Point allocation of fitted temporal linear-predictor variance.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,12,32,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H04","supplemental-table candidate","tbl-h04-temporal-diagnostics","Convergence, basis capacity, residual dependence, support, and midnight diagnostics for the temporal models.","notebooks/hypotheses/H04.qmd",1494,"_build/nathealth/notebooks/hypotheses/H04.html","tbl-h04-temporal-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 15: Convergence, basis capacity, residual dependence, support, and midnight diagnostics for the temporal models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,2,16,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-factors","The four analysed LEBA factors and their score interpretation.","notebooks/hypotheses/H05.qmd",860,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-factors",TRUE,1,1,1,0,1,1,0,"Table 1: The four analysed LEBA factors and their score interpretation.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,4,16,4,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-model-deviations","H05 model and inferential deviations or operational clarifications.","notebooks/hypotheses/H05.qmd",893,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-model-deviations",TRUE,1,1,1,0,1,1,0,"Table 2: H05 model and inferential deviations or operational clarifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,5,20,5,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-data-deviations","H05 metric, clock, placement, and descriptive-output clarifications.","notebooks/hypotheses/H05.qmd",934,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-data-deviations",TRUE,1,1,1,0,1,1,0,"Table 3: H05 metric, clock, placement, and descriptive-output clarifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,6,24,6,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-formulas","Exact evaluated formulas supplied to the H05 full, reduced, and random-site sensitivity models.","notebooks/hypotheses/H05.qmd",1015,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-formulas",TRUE,1,1,1,0,1,1,0,"Table 4: Exact evaluated formulas supplied to the H05 full, reduced, and random-site sensitivity models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,6,12,6,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-response-specifications","Metric-specific analysis level, response model, transform, and reported effect scale.","notebooks/hypotheses/H05.qmd",1073,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-response-specifications",TRUE,1,1,1,0,1,1,0,"Table 5: Metric-specific analysis level, response model, transform, and reported effect scale.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,21,89,17,4,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-near-samples","Exact fitted near-eye sample for each light-exposure metric.","notebooks/hypotheses/H05.qmd",1122,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-near-samples",TRUE,1,1,1,0,1,1,0,"Table 6: Exact fitted near-eye sample for each light-exposure metric.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,21,123,17,4,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","main-table component","tbl-h05-near-results-a","Near-eye associations for stability, light level, duration, and continuous-period metrics.","notebooks/hypotheses/H05.qmd",1152,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-near-results-a",TRUE,1,1,1,0,1,1,0,"Table 7: Near-eye associations for stability, light level, duration, and continuous-period metrics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,10,50,10,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","main-table component","tbl-h05-near-results-b","Near-eye associations for timing, exposure-history, and spectrum metrics.","notebooks/hypotheses/H05.qmd",1159,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-near-results-b",TRUE,1,1,1,0,1,1,0,"Table 8: Near-eye associations for timing, exposure-history, and spectrum metrics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,7,35,7,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-near-adequacy-counts","Near-eye model-adequacy counts.","notebooks/hypotheses/H05.qmd",1205,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-near-adequacy-counts",TRUE,1,1,1,0,1,1,0,"Table 9: Near-eye model-adequacy counts.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,3,6,3,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-near-limitations","Specified near-eye diagnostic limitations.","notebooks/hypotheses/H05.qmd",1212,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-near-limitations",TRUE,1,1,1,0,1,1,0,"Table 10: Specified near-eye diagnostic limitations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,4,8,4,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-near-sleep-diagnostics","Diagnostic evidence for classifying the near-eye sleep-environment models as unfit for inference.","notebooks/hypotheses/H05.qmd",1277,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-near-sleep-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 11: Diagnostic evidence for classifying the near-eye sleep-environment models as unfit for inference.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,4,28,4,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-chest-samples","Exact fitted chest sample for each light-exposure metric.","notebooks/hypotheses/H05.qmd",1302,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-chest-samples",TRUE,1,1,1,0,1,1,0,"Table 12: Exact fitted chest sample for each light-exposure metric.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,21,123,17,4,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-chest-results-a","Chest associations for stability, light level, duration, and continuous-period metrics.","notebooks/hypotheses/H05.qmd",1324,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-chest-results-a",TRUE,1,1,1,0,1,1,0,"Table 13: Chest associations for stability, light level, duration, and continuous-period metrics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,10,50,10,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
