"source","line","category","term","in_code","content"
"notebooks/hypotheses/H05.qmd",1278,"specialist","\bdiagnostic(s)?\b",TRUE,"#| tbl-cap: ""Diagnostic evidence for classifying the near-eye sleep-environment models as unfit for inference."""
"notebooks/hypotheses/H05.qmd",1278,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Diagnostic evidence for classifying the near-eye sleep-environment models as unfit for inference."""
"notebooks/hypotheses/H05.qmd",1283,"placement_sample","\bnear[- ]eye\b",FALSE,"The near-eye family supports the overall null conclusion through the 64"
"notebooks/hypotheses/H05.qmd",1288,"specialist","\bdiagnostic(s)?\b",FALSE,"Exact source data for the selected diagnostic figures are available"
"notebooks/hypotheses/H05.qmd",1289,"internal_workflow","\bartifact(s)?\b",FALSE,"[here](../../artifacts/11_source_data/H05/H05_reader_near_eye_selected_diagnostics.csv)."
"notebooks/hypotheses/H05.qmd",1291,"internal_workflow","\bartifact(s)?\b",FALSE,"[paired source data](../../artifacts/11_source_data/H05/H05_reader_near_eye_adequacy_figure_data.csv)."
"notebooks/hypotheses/H05.qmd",1293,"placement_sample","\bchest\b",FALSE,"## Complementary chest result"
"notebooks/hypotheses/H05.qmd",1295,"placement_sample","\bchest\b",FALSE,"The chest analysis repeats the same factor scores, metric definitions,"
"notebooks/hypotheses/H05.qmd",1302,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h05-chest-samples"
"notebooks/hypotheses/H05.qmd",1303,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Exact fitted chest sample for each light-exposure metric."""
"notebooks/hypotheses/H05.qmd",1308,"placement_sample","\bchest\b",FALSE,"The exact chest sample table is available as"
"notebooks/hypotheses/H05.qmd",1309,"internal_workflow","\bartifact(s)?\b",FALSE,"[source data](../../artifacts/11_source_data/H05/H05_reader_chest_samples.csv)."
"notebooks/hypotheses/H05.qmd",1312,"placement_sample","\bchest\b",TRUE,"#| label: fig-h05-chest-effects"
"notebooks/hypotheses/H05.qmd",1313,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Chest effects per participant SD of each LEBA factor. Grey sleep-environment cells are unfit for inference and their estimates are suppressed."""
"notebooks/hypotheses/H05.qmd",1314,"deviation","\bdeviation(s)?\b",TRUE,"#| fig-alt: ""Heatmap with 17 chest light-exposure metrics as rows and LEBA factors F2 to F5 as columns. Cells show practical-scale effects per participant standard deviation, except four grey sleep-environment cells labelled unfit. No cell is retained after the chest-specific 68-test adjustment."""
"notebooks/hypotheses/H05.qmd",1314,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Heatmap with 17 chest light-exposure metrics as rows and LEBA factors F2 to F5 as columns. Cells show practical-scale effects per participant standard deviation, except four grey sleep-environment cells labelled unfit. No cell is retained after the chest-specific 68-test adjustment."""
"notebooks/hypotheses/H05.qmd",1319,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H05"", ""H05_reader_chest_effects.png"""
"notebooks/hypotheses/H05.qmd",1324,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h05-chest-results-a"
"notebooks/hypotheses/H05.qmd",1325,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Chest associations for stability, light level, duration, and continuous-period metrics."""
"notebooks/hypotheses/H05.qmd",1331,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h05-chest-results-b"
"notebooks/hypotheses/H05.qmd",1332,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Chest associations for timing, exposure-history, and spectrum metrics."""
"notebooks/hypotheses/H05.qmd",1337,"placement_sample","\bchest\b",FALSE,"Zero of 68 planned chest associations remained after its separate correction;"
"notebooks/hypotheses/H05.qmd",1338,"specialist","\bBH[- ]adjust(ed|ment)?\b",FALSE,"the smallest value was BH-adjusted *p* ="
"notebooks/hypotheses/H05.qmd",1345,"placement_sample","\bchest\b",FALSE,"Complete chest numerical results and figure data are available as"
"notebooks/hypotheses/H05.qmd",1346,"internal_workflow","\bartifact(s)?\b",FALSE,"[result source data](../../artifacts/11_source_data/H05/H05_reader_chest_results.csv)"
"notebooks/hypotheses/H05.qmd",1347,"internal_workflow","\bartifact(s)?\b",FALSE,"and [figure source data](../../artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv)."
"notebooks/hypotheses/H05.qmd",1349,"placement_sample","\bchest\b",FALSE,"### Chest model assessment"
"notebooks/hypotheses/H05.qmd",1352,"placement_sample","\bchest\b",TRUE,"#| label: fig-h05-chest-adequacy"
"notebooks/hypotheses/H05.qmd",1353,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Chest model-adequacy classifications for all 68 associations."""
"notebooks/hypotheses/H05.qmd",1354,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Heatmap of model assessments for 17 chest metrics and four LEBA factors. Fourteen cells are green for acceptable, 50 are orange for acceptable with specified limitations, and the four sleep-environment cells are red for unfit for inference."""
"notebooks/hypotheses/H05.qmd",1359,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H05"", ""H05_reader_chest_adequacy.png"""
"notebooks/hypotheses/H05.qmd",1364,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h05-chest-adequacy-counts"
"notebooks/hypotheses/H05.qmd",1365,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Chest model-adequacy counts."""
"notebooks/hypotheses/H05.qmd",1371,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h05-chest-limitations"
"notebooks/hypotheses/H05.qmd",1372,"specialist","\bdiagnostic(s)?\b",TRUE,"#| tbl-cap: ""Specified chest diagnostic limitations."""
"notebooks/hypotheses/H05.qmd",1372,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Specified chest diagnostic limitations."""
"notebooks/hypotheses/H05.qmd",1377,"placement_sample","\bchest\b",FALSE,"Fourteen chest models were acceptable and 50 were acceptable with specified"
"notebooks/hypotheses/H05.qmd",1378,"placement_sample","\bchest\b",FALSE,"limitations. The four chest sleep-environment models were **unfit for"
"notebooks/hypotheses/H05.qmd",1379,"placement_sample","\bnear[- ]eye\b",FALSE,"inference**. They show the same material problem as near eye, with 241--244"
"notebooks/hypotheses/H05.qmd",1385,"specialist","\bdiagnostic(s)?\b",TRUE,"#| label: tbl-h05-chest-sleep-diagnostics"
"notebooks/hypotheses/H05.qmd",1385,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h05-chest-sleep-diagnostics"
"notebooks/hypotheses/H05.qmd",1386,"specialist","\bdiagnostic(s)?\b",TRUE,"#| tbl-cap: ""Diagnostic evidence for classifying the chest sleep-environment models as unfit for inference."""
"notebooks/hypotheses/H05.qmd",1386,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Diagnostic evidence for classifying the chest sleep-environment models as unfit for inference."""
"notebooks/hypotheses/H05.qmd",1391,"placement_sample","\bchest\b",FALSE,"The 64 reader-interpretable chest cells provide complementary evidence for the"
"notebooks/hypotheses/H05.qmd",1396,"placement_sample","\bchest\b",FALSE,"The chest model-assessment heatmap has"
"notebooks/hypotheses/H05.qmd",1397,"internal_workflow","\bartifact(s)?\b",FALSE,"[paired source data](../../artifacts/11_source_data/H05/H05_reader_chest_adequacy_figure_data.csv)."
"notebooks/hypotheses/H05.qmd",1402,"placement_sample","\bnear[- ]eye\b",FALSE,"near-eye sites and 732 participant-days from 152 participants at eight chest"
"notebooks/hypotheses/H05.qmd",1402,"placement_sample","\bchest\b",FALSE,"near-eye sites and 732 participant-days from 152 participants at eight chest"
"notebooks/hypotheses/H05.qmd",1404,"placement_sample","\bnear[- ]eye\b",FALSE,"available for 687 near-eye days from 137 participants and 723 chest days from"
"notebooks/hypotheses/H05.qmd",1404,"placement_sample","\bchest\b",FALSE,"available for 687 near-eye days from 137 participants and 723 chest days from"
"notebooks/hypotheses/H05.qmd",1407,"specialist","\bcommon[- ]sample\b",FALSE,"associations in every accepted all-available and common-sample analysis. The"
"notebooks/hypotheses/H05.qmd",1407,"placement_sample","\ball[- ]available\b",FALSE,"associations in every accepted all-available and common-sample analysis. The"
"notebooks/hypotheses/H05.qmd",1408,"placement_sample","\bnear[- ]eye\b",FALSE,"all-available primary near-eye, primary chest, and gap-timing-unaware near-eye"
"notebooks/hypotheses/H05.qmd",1408,"placement_sample","\bchest\b",FALSE,"all-available primary near-eye, primary chest, and gap-timing-unaware near-eye"
"notebooks/hypotheses/H05.qmd",1408,"placement_sample","\ball[- ]available\b",FALSE,"all-available primary near-eye, primary chest, and gap-timing-unaware near-eye"
"notebooks/hypotheses/H05.qmd",1409,"specialist","\bcommon[- ]sample\b",FALSE,"analyses retain their own complete 68-test families; common-sample rows are"
"notebooks/hypotheses/H05.qmd",1414,"specialist","\bconfidence interval(s)?\b",TRUE,"#| tbl-cap: ""MDER estimates, 95% confidence intervals, and exact fitted samples in the primary dataset."""
"notebooks/hypotheses/H05.qmd",1421,"specialist","\bconfidence interval(s)?\b",TRUE,"#| tbl-cap: ""MDER estimates, 95% confidence intervals, and exact fitted samples in the gap-timing-unaware dataset."""
"notebooks/hypotheses/H05.qmd",1427,"placement_sample","\bnear[- ]eye\b",FALSE,"correction. In the primary near-eye analysis, the four differences per LEBA SD"
"notebooks/hypotheses/H05.qmd",1430,"specialist","\bBH[- ]adjust(ed|ment)?\b",FALSE,"BH-adjusted *p* = `r format_p(mder_primary_f5$p_adjusted)`) and is not a"
"notebooks/hypotheses/H05.qmd",1431,"specialist","\bcommon[- ]sample\b",FALSE,"multiplicity-retained association. All four paired/common-sample MDER"
"notebooks/hypotheses/H05.qmd",1432,"placement_sample","\bnear[- ]eye\b",FALSE,"directions agreed between near eye and chest and their component 95% confidence"
"notebooks/hypotheses/H05.qmd",1432,"placement_sample","\bchest\b",FALSE,"directions agreed between near eye and chest and their component 95% confidence"
"notebooks/hypotheses/H05.qmd",1433,"placement_sample","\bnear[- ]eye\b",FALSE,"intervals overlapped. All four gap-timing-unaware near-eye directions also"
"notebooks/hypotheses/H05.qmd",1434,"placement_sample","\bnear[- ]eye\b",FALSE,"agreed with the primary near-eye analysis, again with overlapping component"
"notebooks/hypotheses/H05.qmd",1435,"specialist","\bcommon[- ]sample\b",FALSE,"intervals. In the repaired gap paired/common sample, all four near-eye and"
"notebooks/hypotheses/H05.qmd",1435,"placement_sample","\bnear[- ]eye\b",FALSE,"intervals. In the repaired gap paired/common sample, all four near-eye and"
"notebooks/hypotheses/H05.qmd",1435,"placement_sample","\bcommon sample\b",FALSE,"intervals. In the repaired gap paired/common sample, all four near-eye and"
"notebooks/hypotheses/H05.qmd",1436,"placement_sample","\bchest\b",FALSE,"chest directions likewise agreed and all component intervals overlapped; this"
"notebooks/hypotheses/H05.qmd",1441,"placement_sample","\bnear[- ]eye\b",FALSE,"automatically excluding observations. One near-eye day and three chest days"
"notebooks/hypotheses/H05.qmd",1441,"placement_sample","\bchest\b",FALSE,"automatically excluding observations. One near-eye day and three chest days"
"notebooks/hypotheses/H05.qmd",1442,"placement_sample","\ball[- ]available\b",FALSE,"were above the Tukey outer fence in each all-available dataset. The maximum was"
"notebooks/hypotheses/H05.qmd",1443,"placement_sample","\bnear[- ]eye\b",FALSE,"1.857 near eye in both datasets, 3.574 at the primary chest, and 3.645 at the"
"notebooks/hypotheses/H05.qmd",1443,"placement_sample","\bchest\b",FALSE,"1.857 near eye in both datasets, 3.574 at the primary chest, and 3.645 at the"
"notebooks/hypotheses/H05.qmd",1444,"placement_sample","\bchest\b",FALSE,"gap-timing-unaware chest."
"notebooks/hypotheses/H05.qmd",1448,"placement_sample","\ball[- ]available\b",TRUE,"#| tbl-cap: ""Current-estimand MDER upper-tail screen in the all-available analyses."""
"notebooks/hypotheses/H05.qmd",1460,"placement_sample","\bnear[- ]eye\b",TRUE,"      glasses = ""Near eye"","
"notebooks/hypotheses/H05.qmd",1461,"placement_sample","\bchest\b",TRUE,"      chest = ""Chest"""
"notebooks/hypotheses/H05.qmd",1510,"placement_sample","\bnear[- ]eye\b",FALSE,"of their 44 sensitivity intervals included zero. The four near-eye coefficients changed"
"notebooks/hypotheses/H05.qmd",1512,"placement_sample","\bnear[- ]eye\b",FALSE,"standard error and never reversed direction. The four near-eye F5 deletion"
"notebooks/hypotheses/H05.qmd",1513,"placement_sample","\bnear[- ]eye\b",FALSE,"intervals remained below zero; the other near-eye sensitivity intervals"
"notebooks/hypotheses/H05.qmd",1514,"placement_sample","\bchest\b",FALSE,"included zero. At the chest, the tiny F2"
"notebooks/hypotheses/H05.qmd",1517,"placement_sample","\bchest\b",FALSE,"chest coefficients are therefore upper-tail-sensitive, but all chest"
"notebooks/hypotheses/H05.qmd",1523,"placement_sample","\bnear[- ]eye\b",FALSE,"40 intervals included zero. Its four near-eye coefficients changed by at most"
"notebooks/hypotheses/H05.qmd",1524,"placement_sample","\bchest\b",FALSE,"0.233 full-model standard errors without reversing direction. Its small chest"
"notebooks/hypotheses/H05.qmd",1526,"placement_sample","\bchest\b",FALSE,"respectively; F2 reversed direction in two deletions, and every chest interval"
"notebooks/hypotheses/H05.qmd",1527,"placement_sample","\bnear[- ]eye\b",FALSE,"included zero. The gap F5 near-eye deletion intervals remained below zero,"
"notebooks/hypotheses/H05.qmd",1531,"internal_workflow","\bartifact(s)?\b",FALSE,"[upper-tail summary](../../artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv)"
"notebooks/hypotheses/H05.qmd",1532,"internal_workflow","\bartifact(s)?\b",FALSE,"and [influence source data](../../artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv)."
"notebooks/hypotheses/H05.qmd",1533,"internal_workflow","\bartifact(s)?\b",FALSE,"The repaired sensitivity has separate [gap influence data](../../artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv), an [exact paired/common MDER comparison](../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv), and a [gap-reseal reconciliation](../../artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv)."
"notebooks/hypotheses/H05.qmd",1537,"placement_sample","\bnear[- ]eye\b",FALSE,"### Common near-eye and chest sample"
"notebooks/hypotheses/H05.qmd",1537,"placement_sample","\bchest\b",FALSE,"### Common near-eye and chest sample"
"notebooks/hypotheses/H05.qmd",1547,"placement_sample","\bnear[- ]eye\b",FALSE,"chest-minus-near-eye difference, these are component comparisons rather than formal"
"notebooks/hypotheses/H05.qmd",1547,"placement_sample","\bchest\b",FALSE,"chest-minus-near-eye difference, these are component comparisons rather than formal"
"notebooks/hypotheses/H05.qmd",1551,"specialist","\bpaired[- ]placement\b",TRUE,"#| label: fig-h05-paired-placement"
"notebooks/hypotheses/H05.qmd",1552,"specialist","\bcommon[- ]sample\b",TRUE,"#| fig-cap: ""Exact common-sample model-scale effects, with near eye on x and chest on y. The dashed identity line describes concordance, grey lines mark the null, and equal x/y geometry preserves the 45-degree comparison. Samples contain 107–112 participants, 489–643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Component 95% confidence intervals are in the adjacent tables. This is not an equivalence analysis."""
"notebooks/hypotheses/H05.qmd",1552,"specialist","\bconfidence interval(s)?\b",TRUE,"#| fig-cap: ""Exact common-sample model-scale effects, with near eye on x and chest on y. The dashed identity line describes concordance, grey lines mark the null, and equal x/y geometry preserves the 45-degree comparison. Samples contain 107–112 participants, 489–643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Component 95% confidence intervals are in the adjacent tables. This is not an equivalence analysis."""
"notebooks/hypotheses/H05.qmd",1552,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-cap: ""Exact common-sample model-scale effects, with near eye on x and chest on y. The dashed identity line describes concordance, grey lines mark the null, and equal x/y geometry preserves the 45-degree comparison. Samples contain 107–112 participants, 489–643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Component 95% confidence intervals are in the adjacent tables. This is not an equivalence analysis."""
"notebooks/hypotheses/H05.qmd",1552,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Exact common-sample model-scale effects, with near eye on x and chest on y. The dashed identity line describes concordance, grey lines mark the null, and equal x/y geometry preserves the 45-degree comparison. Samples contain 107–112 participants, 489–643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Component 95% confidence intervals are in the adjacent tables. This is not an equivalence analysis."""
"notebooks/hypotheses/H05.qmd",1553,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Four equal-axis scatterplot panels, one per LEBA factor, compare 17 exactly matched estimands with near-eye effects on the horizontal axis and chest effects on the vertical axis. A dashed 45-degree identity line and grey horizontal and vertical null lines are visible. Samples contain 107 to 112 participants, 489 to 643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Most points have the same sign, while nine cross an axis; proximity to identity does not establish equivalence."""
"notebooks/hypotheses/H05.qmd",1553,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Four equal-axis scatterplot panels, one per LEBA factor, compare 17 exactly matched estimands with near-eye effects on the horizontal axis and chest effects on the vertical axis. A dashed 45-degree identity line and grey horizontal and vertical null lines are visible. Samples contain 107 to 112 participants, 489 to 643 matched participant-days, and eight sites; IS and IV use 112 participant rows. Most points have the same sign, while nine cross an axis; proximity to identity does not establish equivalence."""
"notebooks/hypotheses/H05.qmd",1558,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H05"","
"notebooks/hypotheses/H05.qmd",1563,"specialist","\bconfidence interval(s)?\b",FALSE,"The component estimates and 95% confidence intervals corresponding to every"
"notebooks/hypotheses/H05.qmd",1572,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F2."""
"notebooks/hypotheses/H05.qmd",1572,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F2."""
"notebooks/hypotheses/H05.qmd",1581,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F3."""
"notebooks/hypotheses/H05.qmd",1581,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F3."""
"notebooks/hypotheses/H05.qmd",1590,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F4."""
"notebooks/hypotheses/H05.qmd",1590,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F4."""
"notebooks/hypotheses/H05.qmd",1599,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F5."""
"notebooks/hypotheses/H05.qmd",1599,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Exact paired/common near-eye and chest component estimates for F5."""
"notebooks/hypotheses/H05.qmd",1607,"internal_workflow","\bartifact(s)?\b",FALSE,"[here](../../artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv)."
"notebooks/hypotheses/H05.qmd",1624,"placement_sample","\bnear[- ]eye\b",FALSE,"Both leading F2 directions remain positive on the common near-eye and chest"
"notebooks/hypotheses/H05.qmd",1624,"placement_sample","\bchest\b",FALSE,"Both leading F2 directions remain positive on the common near-eye and chest"
"notebooks/hypotheses/H05.qmd",1653,"placement_sample","\bnear[- ]eye\b",FALSE,"main all-available random-site fits were unstable—seven near eye and eight"
"notebooks/hypotheses/H05.qmd",1653,"placement_sample","\ball[- ]available\b",FALSE,"main all-available random-site fits were unstable—seven near eye and eight"
"notebooks/hypotheses/H05.qmd",1654,"placement_sample","\bchest\b",FALSE,"chest—while 121 passed. This instability is why random site is a sensitivity"
"notebooks/hypotheses/H05.qmd",1659,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Random-site sensitivity fit status across near-eye and chest associations."""
"notebooks/hypotheses/H05.qmd",1659,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Random-site sensitivity fit status across near-eye and chest associations."""
"notebooks/hypotheses/H05.qmd",1690,"specialist","\bBH[- ]adjust(ed|ment)?\b",FALSE,"multiplicity-retained association; its smallest value was BH-adjusted *p* ="
"notebooks/hypotheses/H05.qmd",1694,"placement_sample","\bnear[- ]eye\b",FALSE,"conclusion is unchanged. For MDER specifically, 687 near-eye days from 137"
"notebooks/hypotheses/H05.qmd",1695,"specialist","\bBH[- ]adjust(ed|ment)?\b",FALSE,"participants entered H05-F3, and its smallest MDER value was BH-adjusted *p* ="
"notebooks/hypotheses/H05.qmd",1702,"placement_sample","\ball[- ]available\b",FALSE,"The all-available longest continuous period above 250 lx melEDI is an"
"notebooks/hypotheses/H05.qmd",1706,"placement_sample","\ball[- ]available\b",FALSE,"sites. All four factor directions agreed with the all-available analysis."
"notebooks/hypotheses/H05.qmd",1715,"placement_sample","\ball[- ]available\b",TRUE,"    `All-available ratio` = format_number("
"notebooks/hypotheses/H05.qmd",1738,"internal_workflow","\bartifact(s)?\b",FALSE,"[common-sample placement comparison](../../artifacts/09_tables/H05/H05_paired_placement_comparison.csv),"
"notebooks/hypotheses/H05.qmd",1738,"specialist","\bcommon[- ]sample\b",FALSE,"[common-sample placement comparison](../../artifacts/09_tables/H05/H05_paired_placement_comparison.csv),"
"notebooks/hypotheses/H05.qmd",1739,"internal_workflow","\bartifact(s)?\b",FALSE,"[random-site models](../../artifacts/09_tables/H05/H05_random_site_sensitivity.csv),"
"notebooks/hypotheses/H05.qmd",1740,"internal_workflow","\bartifact(s)?\b",FALSE,"[leave-one-site-out analysis](../../artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv),"
"notebooks/hypotheses/H05.qmd",1741,"internal_workflow","\bartifact(s)?\b",FALSE,"[gap-timing-unaware dataset](../../artifacts/11_source_data/H05/H05_gap_timing_unaware_dataset.csv),"
"notebooks/hypotheses/H05.qmd",1742,"internal_workflow","\bartifact(s)?\b",FALSE,"[gap-timing-unaware matched MDER placement comparison](../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv),"
"notebooks/hypotheses/H05.qmd",1743,"internal_workflow","\bartifact(s)?\b",FALSE,"and [exactly identified longest-period analysis](../../artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv)."
"notebooks/hypotheses/H05.qmd",1753,"specialist","\bconfidence interval(s)?\b",FALSE,"consistent across the principal stability checks. Their confidence intervals"
"notebooks/hypotheses/H05.qmd",1762,"placement_sample","\bnear[- ]eye\b",FALSE,"to site omission. Near-eye and chest measurements also represent related but"
"notebooks/hypotheses/H05.qmd",1762,"placement_sample","\bchest\b",FALSE,"to site omission. Near-eye and chest measurements also represent related but"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",88,"placement_sample","\bnear[- ]eye\b",TRUE,"  glasses = ""Near eye"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",89,"placement_sample","\bchest\b",TRUE,"  chest = ""Chest"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",92,"placement_sample","\bnear[- ]eye\b",TRUE,"  ""Near eye"" = ""#0072B2"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",93,"placement_sample","\bchest\b",TRUE,"  ""Chest"" = ""#D55E00"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",97,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_input_audit.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",100,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_factor_registry.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",103,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/H05/H05_leba_score_audit.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",106,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_metric_registry.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",109,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_formula_registry.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",112,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_run_registry.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",115,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_model_frame_index.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",118,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_site_structure_evidence.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",120,"specialist","\bdiagnostic(s)?\b",TRUE,"diagnostics <- read_h05_csv("
"audit/hypotheses/H05/H05_analysis_preparation.qmd",121,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/H05/H05_model_diagnostics.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",124,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H05/H05_family_audit.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",127,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H05/H05_model_results_master.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",130,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H05/H05_random_site_sensitivity.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",133,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",136,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H05/H05_paired_placement_comparison.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",139,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",143,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/09_tables/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",149,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/08_diagnostics/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",155,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/08_diagnostics/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",161,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/08_diagnostics/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",167,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/09_tables/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",172,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/H05/H05_metric010_reconciliation.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",176,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/12_manifests/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",182,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/12_manifests/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",187,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/H05/H05_metric011_bh_change_audit.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",191,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/12_manifests/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",196,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/H05/H05_metric011_input_cell_audit.csv"""
