"table","token","local_resolution_count","document_resolution_count","status"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0001",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0002",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0003",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0004",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0005",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0001",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0002",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0003",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0004",1,1,"PASS"
"table-14","tbl-h08-photoperiod-participant-summary--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0001",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0002",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0003",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0004",1,1,"PASS"
"table-15","tbl-h08-metric-definition-sensitivities--gt-0005",1,1,"PASS"
