"site","Id","raw_state","period_source_start","period_source_end","behavior_source_row","expected_minutes","projected_minutes","valid_minutes","brown_yes","timestamp_and_count_exact"
"UCR","UCR_S016","wake",103,104,103,660,660,601,165,TRUE
"UCR","UCR_S016","wake",104,105,104,730,730,685,13,TRUE
"UCR","UCR_S016","wake",105,106,105,887,887,834,295,TRUE
"UCR","UCR_S017","wake",107,108,107,770,770,693,35,TRUE
"UCR","UCR_S017","wake",108,109,108,830,830,813,37,TRUE
"UCR","UCR_S017","wake",109,110,109,830,830,797,15,TRUE
"UCR","UCR_S017","wake",110,111,110,860,860,664,18,TRUE
"UCR","UCR_S017","wake",111,112,111,724,724,699,11,TRUE
"UCR","UCR_S017","wake",112,113,112,850,850,790,45,TRUE
"UCR","UCR_S018","wake",114,115,114,852,852,829,216,TRUE
"UCR","UCR_S018","wake",115,116,115,760,760,745,4,TRUE
"UCR","UCR_S018","wake",116,117,116,865,865,834,220,TRUE
"UCR","UCR_S018","wake",117,118,117,1140,1140,1068,52,TRUE
"UCR","UCR_S018","wake",118,119,118,1100,1100,1077,9,TRUE
"UCR","UCR_S018","wake",119,120,119,725,725,620,49,TRUE
"UCR","UCR_S018","wake",120,121,120,665,665,665,8,TRUE
"UCR","UCR_S019","wake",122,123,122,880,880,869,58,TRUE
"UCR","UCR_S019","wake",123,124,123,870,870,853,171,TRUE
"UCR","UCR_S019","wake",124,125,124,931,931,779,109,TRUE
"UCR","UCR_S019","wake",125,126,125,842,842,810,227,TRUE
"UCR","UCR_S019","wake",126,127,126,712,712,712,83,TRUE
"UCR","UCR_S019","wake",127,128,127,772,772,772,109,TRUE
"UCR","UCR_S020","wake",129,130,129,765,765,742,3,TRUE
"UCR","UCR_S020","wake",130,131,130,848,848,815,169,TRUE
"UCR","UCR_S020","wake",131,132,131,950,950,928,265,TRUE
"UCR","UCR_S020","wake",132,133,132,870,870,858,136,TRUE
"UCR","UCR_S020","wake",133,134,133,864,864,841,273,TRUE
"UCR","UCR_S020","wake",134,135,134,820,820,785,147,TRUE
"UCR","UCR_S021","wake",136,137,136,834,834,811,142,TRUE
"UCR","UCR_S021","wake",137,138,137,906,906,906,348,TRUE
"UCR","UCR_S021","wake",138,139,138,723,723,723,438,TRUE
"UCR","UCR_S021","wake",139,140,139,866,866,836,316,TRUE
"UCR","UCR_S021","wake",140,141,140,738,738,708,189,TRUE
"UCR","UCR_S021","wake",141,142,141,750,750,737,202,TRUE
"UCR","UCR_S022","wake",143,144,143,810,810,736,64,TRUE
"UCR","UCR_S022","wake",144,145,144,900,900,753,150,TRUE
"UCR","UCR_S022","wake",145,146,145,885,885,677,38,TRUE
"UCR","UCR_S022","wake",146,147,146,840,840,618,133,TRUE
"UCR","UCR_S022","wake",147,148,147,780,780,502,29,TRUE
"UCR","UCR_S022","wake",148,149,148,870,870,870,16,TRUE
"UCR","UCR_S023","wake",150,151,150,885,885,862,221,TRUE
"UCR","UCR_S023","wake",151,152,151,955,955,931,340,TRUE
"UCR","UCR_S023","wake",152,153,152,809,809,795,215,TRUE
"UCR","UCR_S023","wake",153,154,153,858,858,832,215,TRUE
"UCR","UCR_S023","wake",154,155,154,810,810,775,45,TRUE
"UCR","UCR_S023","wake",155,156,155,634,634,611,2,TRUE
"UCR","UCR_S025","wake",157,158,157,800,800,695,25,TRUE
"UCR","UCR_S025","wake",158,159,158,800,800,690,34,TRUE
"UCR","UCR_S025","wake",159,160,159,867,867,739,87,TRUE
"UCR","UCR_S025","wake",160,161,160,910,910,886,81,TRUE
"UCR","UCR_S025","wake",161,162,161,779,779,745,452,TRUE
"UCR","UCR_S025","wake",162,163,162,730,730,698,71,TRUE
"UCR","UCR_S026","wake",164,165,164,830,830,830,280,TRUE
"UCR","UCR_S026","wake",165,166,165,1020,1020,967,365,TRUE
"UCR","UCR_S026","wake",166,167,166,814,814,786,361,TRUE
"UCR","UCR_S026","wake",167,168,167,900,900,900,301,TRUE
"UCR","UCR_S026","wake",168,169,168,930,930,874,375,TRUE
"UCR","UCR_S026","wake",169,170,169,760,760,760,141,TRUE
"UCR","UCR_S027","wake",171,172,171,885,885,872,78,TRUE
"UCR","UCR_S027","wake",172,173,172,880,880,880,353,TRUE
"UCR","UCR_S027","wake",173,174,173,727,727,716,334,TRUE
"UCR","UCR_S027","wake",174,175,174,883,883,729,287,TRUE
"UCR","UCR_S027","wake",175,176,175,940,940,927,233,TRUE
"UCR","UCR_S027","wake",176,177,176,845,845,833,227,TRUE
"UCR","UCR_S028","wake",178,179,178,805,805,740,264,TRUE
"UCR","UCR_S028","wake",179,180,179,841,841,825,233,TRUE
"UCR","UCR_S028","wake",180,181,180,795,795,795,66,TRUE
"UCR","UCR_S028","wake",181,182,181,775,775,775,146,TRUE
"UCR","UCR_S028","wake",182,183,182,810,810,810,463,TRUE
"UCR","UCR_S028","wake",183,184,183,782,782,782,333,TRUE
"UCR","UCR_S029","wake",185,186,185,680,680,680,31,TRUE
"UCR","UCR_S029","wake",186,187,186,940,940,754,260,TRUE
"UCR","UCR_S029","wake",187,188,187,1088,1088,932,182,TRUE
"UCR","UCR_S029","wake",188,189,188,790,790,764,385,TRUE
"UCR","UCR_S029","wake",189,190,189,813,813,652,282,TRUE
"UCR","UCR_S029","wake",190,191,190,785,785,785,394,TRUE
"UCR","UCR_S030","wake",192,193,192,840,840,811,523,TRUE
"UCR","UCR_S030","wake",193,194,193,810,810,777,548,TRUE
"UCR","UCR_S030","wake",194,195,194,660,660,622,405,TRUE
"UCR","UCR_S030","wake",195,196,195,840,840,776,311,TRUE
"UCR","UCR_S030","wake",196,197,196,870,870,870,314,TRUE
"UCR","UCR_S030","wake",197,198,197,935,935,778,201,TRUE
"UCR","UCR_S031","wake",199,200,199,896,896,859,47,TRUE
"UCR","UCR_S031","wake",200,201,200,860,860,841,450,TRUE
"UCR","UCR_S031","wake",201,202,201,903,903,885,134,TRUE
"UCR","UCR_S031","wake",202,203,202,786,786,750,374,TRUE
"UCR","UCR_S031","wake",203,204,203,768,768,730,279,TRUE
"UCR","UCR_S031","wake",204,205,204,800,800,777,171,TRUE
"UCR","UCR_S032","wake",206,207,206,840,840,814,236,TRUE
"UCR","UCR_S032","wake",207,208,207,935,935,794,258,TRUE
"UCR","UCR_S032","wake",208,209,208,895,895,863,292,TRUE
"UCR","UCR_S032","wake",209,210,209,905,905,824,203,TRUE
"UCR","UCR_S032","wake",210,211,210,684,684,684,53,TRUE
"UCR","UCR_S032","wake",211,212,211,800,800,698,57,TRUE
"UCR","UCR_S033","wake",213,214,213,1035,1035,1003,334,TRUE
"UCR","UCR_S033","wake",214,215,214,669,669,652,260,TRUE
"UCR","UCR_S033","wake",215,216,215,1035,1035,1011,181,TRUE
"UCR","UCR_S033","wake",216,217,216,738,738,738,183,TRUE
"UCR","UCR_S033","wake",217,218,217,827,827,804,115,TRUE
"UCR","UCR_S033","wake",218,219,218,780,780,780,178,TRUE
"UCR","UCR_S034","wake",220,221,220,827,827,804,335,TRUE
"UCR","UCR_S034","wake",221,222,221,746,746,723,306,TRUE
"UCR","UCR_S034","wake",222,223,222,835,835,789,143,TRUE
"UCR","UCR_S034","wake",223,224,223,761,761,735,338,TRUE
"UCR","UCR_S034","wake",224,225,224,733,733,479,332,TRUE
"UCR","UCR_S034","wake",225,226,225,646,646,646,388,TRUE
"UCR","UCR_S035","wake",227,228,227,915,915,903,299,TRUE
"UCR","UCR_S035","wake",228,229,228,920,920,903,156,TRUE
"UCR","UCR_S035","wake",229,230,229,810,810,783,255,TRUE
"UCR","UCR_S035","wake",230,231,230,780,780,753,182,TRUE
"UCR","UCR_S035","wake",231,232,231,840,840,823,128,TRUE
"UCR","UCR_S035","wake",232,233,232,915,915,896,154,TRUE
"UCR","UCR_S036","wake",234,235,234,930,930,905,90,TRUE
"UCR","UCR_S036","wake",235,236,235,915,915,915,255,TRUE
"UCR","UCR_S036","wake",236,237,236,810,810,810,194,TRUE
"UCR","UCR_S036","wake",237,238,237,840,840,0,0,TRUE
"UCR","UCR_S036","wake",238,239,238,720,720,446,68,TRUE
"UCR","UCR_S036","wake",239,240,239,800,800,800,212,TRUE
"UCR","UCR_S037","wake",241,242,241,866,866,835,27,TRUE
"UCR","UCR_S037","wake",242,243,242,975,975,944,95,TRUE
"UCR","UCR_S037","wake",243,244,243,813,813,792,364,TRUE
"UCR","UCR_S037","wake",244,245,244,631,631,524,216,TRUE
"UCR","UCR_S037","wake",245,246,245,771,771,614,74,TRUE
"UCR","UCR_S037","wake",246,247,246,784,784,770,415,TRUE
"UCR","UCR_S038","wake",248,249,248,900,900,876,213,TRUE
"UCR","UCR_S038","wake",249,250,249,773,773,730,107,TRUE
"UCR","UCR_S038","wake",250,251,250,1018,1018,1002,338,TRUE
"UCR","UCR_S038","wake",251,252,251,864,864,864,364,TRUE
"UCR","UCR_S039","wake",254,255,254,765,765,752,211,TRUE
"UCR","UCR_S039","wake",255,256,255,855,855,827,166,TRUE
"UCR","UCR_S039","wake",256,257,256,850,850,819,249,TRUE
"UCR","UCR_S039","wake",257,258,257,885,885,820,214,TRUE
"UCR","UCR_S039","wake",258,259,258,820,820,559,23,TRUE
"UCR","UCR_S039","wake",259,260,259,780,780,713,132,TRUE
"UCR","UCR_S040","wake",261,262,261,905,905,883,49,TRUE
"UCR","UCR_S040","wake",262,263,262,910,910,888,6,TRUE
"UCR","UCR_S040","wake",263,264,263,955,955,936,200,TRUE
"UCR","UCR_S040","wake",264,265,264,905,905,868,93,TRUE
"UCR","UCR_S040","wake",265,266,265,955,955,861,63,TRUE
"UCR","UCR_S040","wake",266,267,266,693,693,433,141,TRUE
"BAUA","BAUA_S001","pre-sleep",2,2,1,180,180,0,0,TRUE
"BAUA","BAUA_S001","pre-sleep",3,3,2,180,180,155,20,TRUE
"BAUA","BAUA_S001","pre-sleep",4,4,3,180,180,180,21,TRUE
"BAUA","BAUA_S001","pre-sleep",5,5,4,180,180,180,43,TRUE
"BAUA","BAUA_S002","pre-sleep",8,8,7,180,180,0,0,TRUE
"BAUA","BAUA_S002","pre-sleep",9,9,8,180,180,180,76,TRUE
"BAUA","BAUA_S002","pre-sleep",10,10,9,180,180,180,62,TRUE
"BAUA","BAUA_S002","pre-sleep",11,11,10,180,180,180,28,TRUE
"BAUA","BAUA_S002","pre-sleep",12,12,11,180,180,180,55,TRUE
"BAUA","BAUA_S002","pre-sleep",13,13,12,180,180,180,63,TRUE
"BAUA","BAUA_S002","pre-sleep",14,14,13,180,180,141,58,TRUE
"BAUA","BAUA_S003","pre-sleep",16,16,15,180,180,0,0,TRUE
"BAUA","BAUA_S003","pre-sleep",17,17,16,180,180,180,61,TRUE
"BAUA","BAUA_S003","pre-sleep",18,18,17,180,180,180,52,TRUE
"BAUA","BAUA_S003","pre-sleep",19,19,18,180,180,180,89,TRUE
"BAUA","BAUA_S003","pre-sleep",20,20,19,180,180,179,15,TRUE
"BAUA","BAUA_S003","pre-sleep",21,21,20,180,180,165,71,TRUE
"BAUA","BAUA_S003","pre-sleep",22,22,21,180,180,176,115,TRUE
"BAUA","BAUA_S004","pre-sleep",24,24,23,180,180,146,59,TRUE
"BAUA","BAUA_S004","pre-sleep",25,25,24,180,180,146,98,TRUE
"BAUA","BAUA_S004","pre-sleep",26,26,25,180,180,180,156,TRUE
"BAUA","BAUA_S004","pre-sleep",27,27,26,180,180,127,122,TRUE
"BAUA","BAUA_S004","pre-sleep",28,28,27,180,180,180,105,TRUE
"BAUA","BAUA_S004","pre-sleep",29,29,28,180,180,180,116,TRUE
"BAUA","BAUA_S005","pre-sleep",31,31,30,180,180,180,180,TRUE
"BAUA","BAUA_S005","pre-sleep",32,32,31,180,180,180,174,TRUE
"BAUA","BAUA_S005","pre-sleep",33,33,32,180,180,180,119,TRUE
"BAUA","BAUA_S005","pre-sleep",34,34,33,180,180,180,148,TRUE
"BAUA","BAUA_S005","pre-sleep",35,35,34,180,180,89,89,TRUE
"BAUA","BAUA_S005","pre-sleep",36,36,35,180,180,0,0,TRUE
"BAUA","BAUA_S006","pre-sleep",38,38,37,180,180,180,180,TRUE
"BAUA","BAUA_S006","pre-sleep",39,39,38,180,180,180,180,TRUE
"BAUA","BAUA_S006","pre-sleep",40,40,39,180,180,67,67,TRUE
"BAUA","BAUA_S006","pre-sleep",41,41,40,180,180,105,105,TRUE
"BAUA","BAUA_S008","pre-sleep",51,51,50,180,180,180,14,TRUE
"BAUA","BAUA_S008","pre-sleep",52,52,51,180,180,180,34,TRUE
"BAUA","BAUA_S008","pre-sleep",53,53,52,180,180,180,2,TRUE
"BAUA","BAUA_S008","pre-sleep",54,54,53,180,180,180,180,TRUE
"BAUA","BAUA_S008","pre-sleep",55,55,54,180,180,180,119,TRUE
"BAUA","BAUA_S008","pre-sleep",56,56,55,180,180,180,53,TRUE
"BAUA","BAUA_S009","pre-sleep",58,58,57,180,180,180,172,TRUE
"BAUA","BAUA_S009","pre-sleep",59,59,58,180,180,85,1,TRUE
"BAUA","BAUA_S009","pre-sleep",60,60,59,180,180,180,71,TRUE
"BAUA","BAUA_S009","pre-sleep",61,61,60,180,180,180,92,TRUE
"BAUA","BAUA_S009","pre-sleep",62,62,61,180,180,180,0,TRUE
"BAUA","BAUA_S009","pre-sleep",63,63,62,180,180,180,41,TRUE
"BAUA","BAUA_S010","pre-sleep",66,66,65,180,180,180,180,TRUE
"BAUA","BAUA_S010","pre-sleep",67,67,66,180,180,180,180,TRUE
"BAUA","BAUA_S010","pre-sleep",68,68,67,180,180,0,0,TRUE
"BAUA","BAUA_S012","pre-sleep",76,76,75,180,180,0,0,TRUE
"BAUA","BAUA_S012","pre-sleep",77,77,76,180,180,0,0,TRUE
"BAUA","BAUA_S012","pre-sleep",78,78,77,180,180,180,128,TRUE
"BAUA","BAUA_S012","pre-sleep",79,79,78,180,180,180,161,TRUE
"BAUA","BAUA_S012","pre-sleep",80,80,79,180,180,0,0,TRUE
"BAUA","BAUA_S012","pre-sleep",81,81,80,180,180,60,58,TRUE
"BAUA","BAUA_S013","pre-sleep",83,83,82,180,180,10,10,TRUE
"BAUA","BAUA_S013","pre-sleep",85,85,84,180,180,180,83,TRUE
"BAUA","BAUA_S013","pre-sleep",86,86,85,180,180,180,111,TRUE
"BAUA","BAUA_S013","pre-sleep",87,87,86,180,180,162,162,TRUE
"BAUA","BAUA_S013","pre-sleep",88,88,87,180,180,137,105,TRUE
"BAUA","BAUA_S014","pre-sleep",90,90,89,180,180,180,61,TRUE
"BAUA","BAUA_S014","pre-sleep",91,91,90,180,180,180,50,TRUE
"BAUA","BAUA_S014","pre-sleep",92,92,91,180,180,180,100,TRUE
"BAUA","BAUA_S014","pre-sleep",93,93,92,180,180,180,174,TRUE
"BAUA","BAUA_S014","pre-sleep",94,94,93,180,180,180,52,TRUE
"BAUA","BAUA_S014","pre-sleep",95,95,94,180,180,180,83,TRUE
"BAUA","BAUA_S015","pre-sleep",97,97,96,180,180,0,0,TRUE
"BAUA","BAUA_S015","pre-sleep",98,98,97,180,180,180,109,TRUE
"BAUA","BAUA_S015","pre-sleep",99,99,98,180,180,180,176,TRUE
"BAUA","BAUA_S015","pre-sleep",100,100,99,180,180,92,91,TRUE
"BAUA","BAUA_S015","pre-sleep",101,101,100,180,180,180,157,TRUE
"BAUA","BAUA_S015","pre-sleep",102,102,101,180,180,180,170,TRUE
"BAUA","BAUA_S015","pre-sleep",103,103,102,180,180,130,122,TRUE
"BAUA","BAUA_S016","pre-sleep",105,105,104,180,180,180,142,TRUE
"BAUA","BAUA_S016","pre-sleep",106,106,105,180,180,180,119,TRUE
"BAUA","BAUA_S016","pre-sleep",107,107,106,180,180,180,27,TRUE
"BAUA","BAUA_S016","pre-sleep",108,108,107,180,180,180,163,TRUE
"BAUA","BAUA_S016","pre-sleep",109,109,108,180,180,180,119,TRUE
"BAUA","BAUA_S016","pre-sleep",110,110,109,180,180,180,132,TRUE
"BAUA","BAUA_S017","pre-sleep",112,112,111,180,180,180,118,TRUE
"BAUA","BAUA_S017","pre-sleep",113,113,112,180,180,180,126,TRUE
"BAUA","BAUA_S017","pre-sleep",114,114,113,180,180,180,163,TRUE
"BAUA","BAUA_S017","pre-sleep",115,115,114,180,180,180,180,TRUE
"BAUA","BAUA_S017","pre-sleep",116,116,115,180,180,180,180,TRUE
"BAUA","BAUA_S017","pre-sleep",117,117,116,180,180,180,178,TRUE
"BAUA","BAUA_S018","pre-sleep",119,119,118,180,180,25,25,TRUE
"BAUA","BAUA_S018","pre-sleep",120,120,119,180,180,180,166,TRUE
"BAUA","BAUA_S018","pre-sleep",121,121,120,180,180,180,150,TRUE
"BAUA","BAUA_S018","pre-sleep",122,122,121,180,180,180,174,TRUE
"BAUA","BAUA_S018","pre-sleep",123,123,122,180,180,180,157,TRUE
"BAUA","BAUA_S022","pre-sleep",126,126,125,180,180,170,147,TRUE
"BAUA","BAUA_S022","pre-sleep",128,128,127,180,180,180,165,TRUE
"BAUA","BAUA_S022","pre-sleep",129,129,128,180,180,180,169,TRUE
"BAUA","BAUA_S022","pre-sleep",130,130,129,180,180,180,180,TRUE
"BAUA","BAUA_S023","pre-sleep",132,132,131,180,180,180,145,TRUE
"BAUA","BAUA_S023","pre-sleep",133,133,132,180,180,180,179,TRUE
"BAUA","BAUA_S023","pre-sleep",134,134,133,180,180,180,162,TRUE
"BAUA","BAUA_S023","pre-sleep",135,135,134,180,180,180,173,TRUE
"BAUA","BAUA_S023","pre-sleep",136,136,135,180,180,180,95,TRUE
"BAUA","BAUA_S023","pre-sleep",137,137,136,180,180,180,158,TRUE
"BAUA","BAUA_S024","pre-sleep",139,139,138,180,180,180,153,TRUE
"BAUA","BAUA_S024","pre-sleep",140,140,139,180,180,180,91,TRUE
"BAUA","BAUA_S024","pre-sleep",141,141,140,180,180,180,180,TRUE
"BAUA","BAUA_S024","pre-sleep",142,142,141,180,180,180,50,TRUE
"BAUA","BAUA_S024","pre-sleep",143,143,142,180,180,180,124,TRUE
"BAUA","BAUA_S024","pre-sleep",144,144,143,180,180,180,128,TRUE
"BAUA","BAUA_S025","pre-sleep",146,146,145,180,180,180,179,TRUE
"BAUA","BAUA_S025","pre-sleep",147,147,146,180,180,180,167,TRUE
"BAUA","BAUA_S025","pre-sleep",149,149,148,180,180,120,120,TRUE
"FUSPCEU","FUSPCEU_S003","pre-sleep",2,2,1,180,180,32,32,TRUE
"FUSPCEU","FUSPCEU_S003","pre-sleep",3,3,2,180,180,180,60,TRUE
"FUSPCEU","FUSPCEU_S003","pre-sleep",4,4,3,180,180,180,92,TRUE
"FUSPCEU","FUSPCEU_S003","pre-sleep",5,5,4,180,180,180,61,TRUE
"FUSPCEU","FUSPCEU_S003","pre-sleep",6,6,5,180,180,180,62,TRUE
"FUSPCEU","FUSPCEU_S003","pre-sleep",7,7,6,180,180,180,80,TRUE
"FUSPCEU","FUSPCEU_S004","pre-sleep",9,9,8,180,180,180,157,TRUE
"FUSPCEU","FUSPCEU_S004","pre-sleep",10,10,9,180,180,180,140,TRUE
"FUSPCEU","FUSPCEU_S004","pre-sleep",11,11,10,180,180,0,0,TRUE
"FUSPCEU","FUSPCEU_S004","pre-sleep",12,12,11,180,180,180,135,TRUE
"FUSPCEU","FUSPCEU_S004","pre-sleep",13,13,12,180,180,180,108,TRUE
"FUSPCEU","FUSPCEU_S004","pre-sleep",14,14,13,180,180,144,126,TRUE
"FUSPCEU","FUSPCEU_S005","pre-sleep",16,16,15,180,180,180,41,TRUE
"FUSPCEU","FUSPCEU_S005","pre-sleep",17,17,16,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S005","pre-sleep",18,18,17,180,180,180,96,TRUE
"FUSPCEU","FUSPCEU_S005","pre-sleep",19,19,18,180,180,180,118,TRUE
"FUSPCEU","FUSPCEU_S006","pre-sleep",22,22,21,180,180,180,90,TRUE
"FUSPCEU","FUSPCEU_S006","pre-sleep",23,23,22,180,180,180,94,TRUE
"FUSPCEU","FUSPCEU_S006","pre-sleep",24,24,23,180,180,159,76,TRUE
"FUSPCEU","FUSPCEU_S006","pre-sleep",25,25,24,180,180,180,81,TRUE
"FUSPCEU","FUSPCEU_S006","pre-sleep",26,26,25,180,180,0,0,TRUE
"FUSPCEU","FUSPCEU_S006","pre-sleep",27,27,26,180,180,0,0,TRUE
"FUSPCEU","FUSPCEU_S007","pre-sleep",29,29,28,180,180,155,107,TRUE
"FUSPCEU","FUSPCEU_S007","pre-sleep",30,30,29,180,180,180,138,TRUE
"FUSPCEU","FUSPCEU_S007","pre-sleep",31,31,30,180,180,130,112,TRUE
"FUSPCEU","FUSPCEU_S007","pre-sleep",32,32,31,180,180,180,125,TRUE
"FUSPCEU","FUSPCEU_S007","pre-sleep",33,33,32,180,180,180,58,TRUE
"FUSPCEU","FUSPCEU_S007","pre-sleep",34,34,33,180,180,30,25,TRUE
"FUSPCEU","FUSPCEU_S008","pre-sleep",36,36,35,180,180,180,103,TRUE
"FUSPCEU","FUSPCEU_S008","pre-sleep",37,37,36,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S008","pre-sleep",38,38,37,180,180,180,42,TRUE
"FUSPCEU","FUSPCEU_S008","pre-sleep",39,39,38,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S008","pre-sleep",40,40,39,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S008","pre-sleep",41,41,40,180,180,120,120,TRUE
"FUSPCEU","FUSPCEU_S009","pre-sleep",43,43,42,180,180,180,170,TRUE
"FUSPCEU","FUSPCEU_S009","pre-sleep",44,44,43,180,180,180,176,TRUE
"FUSPCEU","FUSPCEU_S009","pre-sleep",45,45,44,180,180,180,146,TRUE
"FUSPCEU","FUSPCEU_S009","pre-sleep",46,46,45,180,180,180,172,TRUE
"FUSPCEU","FUSPCEU_S009","pre-sleep",47,47,46,180,180,180,172,TRUE
"FUSPCEU","FUSPCEU_S009","pre-sleep",48,48,47,180,180,180,139,TRUE
"FUSPCEU","FUSPCEU_S010","pre-sleep",50,50,49,180,180,180,35,TRUE
"FUSPCEU","FUSPCEU_S010","pre-sleep",51,51,50,180,180,180,9,TRUE
"FUSPCEU","FUSPCEU_S010","pre-sleep",52,52,51,180,180,180,5,TRUE
"FUSPCEU","FUSPCEU_S010","pre-sleep",53,53,52,180,170,0,0,TRUE
"FUSPCEU","FUSPCEU_S011","pre-sleep",57,57,56,180,180,180,74,TRUE
"FUSPCEU","FUSPCEU_S011","pre-sleep",58,58,57,180,180,180,107,TRUE
"FUSPCEU","FUSPCEU_S011","pre-sleep",59,59,58,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S011","pre-sleep",60,60,59,180,180,0,0,TRUE
"FUSPCEU","FUSPCEU_S012","pre-sleep",63,63,62,180,180,180,60,TRUE
"FUSPCEU","FUSPCEU_S012","pre-sleep",64,64,63,180,180,180,64,TRUE
"FUSPCEU","FUSPCEU_S012","pre-sleep",65,65,64,180,180,180,56,TRUE
"FUSPCEU","FUSPCEU_S012","pre-sleep",66,66,65,180,180,180,113,TRUE
"FUSPCEU","FUSPCEU_S012","pre-sleep",67,67,66,180,180,180,107,TRUE
"FUSPCEU","FUSPCEU_S012","pre-sleep",68,68,67,180,180,180,141,TRUE
"FUSPCEU","FUSPCEU_S013","pre-sleep",70,70,69,180,180,180,17,TRUE
"FUSPCEU","FUSPCEU_S013","pre-sleep",71,71,70,180,180,180,25,TRUE
"FUSPCEU","FUSPCEU_S013","pre-sleep",72,72,71,180,180,180,55,TRUE
"FUSPCEU","FUSPCEU_S013","pre-sleep",73,73,72,180,180,180,50,TRUE
"FUSPCEU","FUSPCEU_S013","pre-sleep",74,74,73,180,180,180,54,TRUE
"FUSPCEU","FUSPCEU_S013","pre-sleep",75,75,74,180,180,180,89,TRUE
"FUSPCEU","FUSPCEU_S014","pre-sleep",77,77,76,180,180,30,30,TRUE
"FUSPCEU","FUSPCEU_S014","pre-sleep",78,78,77,180,180,180,179,TRUE
"FUSPCEU","FUSPCEU_S014","pre-sleep",79,79,78,180,180,180,129,TRUE
"FUSPCEU","FUSPCEU_S014","pre-sleep",80,80,79,180,180,180,102,TRUE
"FUSPCEU","FUSPCEU_S014","pre-sleep",81,81,80,180,180,119,51,TRUE
"FUSPCEU","FUSPCEU_S014","pre-sleep",82,82,81,180,180,128,70,TRUE
"FUSPCEU","FUSPCEU_S015","pre-sleep",84,84,83,180,180,180,54,TRUE
"FUSPCEU","FUSPCEU_S015","pre-sleep",85,85,84,180,180,180,93,TRUE
"FUSPCEU","FUSPCEU_S015","pre-sleep",86,86,85,180,180,180,72,TRUE
"FUSPCEU","FUSPCEU_S015","pre-sleep",87,87,86,180,180,180,80,TRUE
"FUSPCEU","FUSPCEU_S015","pre-sleep",88,88,87,180,180,89,44,TRUE
"FUSPCEU","FUSPCEU_S015","pre-sleep",89,89,88,180,180,180,41,TRUE
"FUSPCEU","FUSPCEU_S016","pre-sleep",91,91,90,180,180,146,120,TRUE
"FUSPCEU","FUSPCEU_S016","pre-sleep",92,92,91,180,180,0,0,TRUE
"FUSPCEU","FUSPCEU_S016","pre-sleep",93,93,92,180,180,180,159,TRUE
"FUSPCEU","FUSPCEU_S016","pre-sleep",94,94,93,180,180,180,136,TRUE
"FUSPCEU","FUSPCEU_S016","pre-sleep",95,95,94,180,180,89,79,TRUE
"FUSPCEU","FUSPCEU_S017","pre-sleep",97,97,96,180,180,180,174,TRUE
"FUSPCEU","FUSPCEU_S017","pre-sleep",98,98,97,180,180,180,162,TRUE
"FUSPCEU","FUSPCEU_S017","pre-sleep",99,99,98,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S017","pre-sleep",100,100,99,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S018","pre-sleep",102,102,101,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S018","pre-sleep",103,103,102,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S018","pre-sleep",104,104,103,180,180,121,87,TRUE
"FUSPCEU","FUSPCEU_S019","pre-sleep",106,106,105,180,180,180,66,TRUE
"FUSPCEU","FUSPCEU_S019","pre-sleep",107,107,106,180,180,180,109,TRUE
"FUSPCEU","FUSPCEU_S019","pre-sleep",108,108,107,180,180,180,69,TRUE
"FUSPCEU","FUSPCEU_S019","pre-sleep",109,109,108,180,180,180,114,TRUE
"FUSPCEU","FUSPCEU_S019","pre-sleep",110,110,109,180,180,180,81,TRUE
"FUSPCEU","FUSPCEU_S019","pre-sleep",111,111,110,180,180,180,80,TRUE
"FUSPCEU","FUSPCEU_S020","pre-sleep",113,113,112,180,180,180,164,TRUE
"FUSPCEU","FUSPCEU_S020","pre-sleep",114,114,113,180,180,180,167,TRUE
"FUSPCEU","FUSPCEU_S020","pre-sleep",115,115,114,180,180,180,167,TRUE
"FUSPCEU","FUSPCEU_S020","pre-sleep",116,116,115,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S020","pre-sleep",117,117,116,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S020","pre-sleep",118,118,117,180,180,180,157,TRUE
"FUSPCEU","FUSPCEU_S022","pre-sleep",125,125,124,180,180,180,41,TRUE
"FUSPCEU","FUSPCEU_S022","pre-sleep",126,126,125,180,180,180,25,TRUE
"FUSPCEU","FUSPCEU_S022","pre-sleep",127,127,126,180,180,180,147,TRUE
"FUSPCEU","FUSPCEU_S022","pre-sleep",128,128,127,180,180,180,1,TRUE
"FUSPCEU","FUSPCEU_S022","pre-sleep",129,129,128,180,180,180,70,TRUE
"FUSPCEU","FUSPCEU_S022","pre-sleep",130,130,129,180,180,180,43,TRUE
"FUSPCEU","FUSPCEU_S023","pre-sleep",132,132,131,180,180,180,180,TRUE
"FUSPCEU","FUSPCEU_S023","pre-sleep",133,133,132,180,180,180,180,TRUE
