"link_text","href","kind","resolved_path","target_exists","fragment","fragment_resolves","forbidden_reader_target","known_doc001_hold","pass"
"","#cb3-4","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-4",TRUE,FALSE,FALSE,TRUE
"","#cb3-5","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-5",TRUE,FALSE,FALSE,TRUE
"","#cb3-6","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-6",TRUE,FALSE,FALSE,TRUE
"","#cb3-7","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-7",TRUE,FALSE,FALSE,TRUE
"","#cb3-8","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-8",TRUE,FALSE,FALSE,TRUE
"","#cb3-9","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-9",TRUE,FALSE,FALSE,TRUE
"","#cb3-10","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-10",TRUE,FALSE,FALSE,TRUE
"","#cb3-11","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-11",TRUE,FALSE,FALSE,TRUE
"","#cb3-12","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-12",TRUE,FALSE,FALSE,TRUE
"","#cb3-13","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-13",TRUE,FALSE,FALSE,TRUE
"","#cb3-14","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-14",TRUE,FALSE,FALSE,TRUE
"","#cb3-15","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-15",TRUE,FALSE,FALSE,TRUE
"","#cb3-16","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-16",TRUE,FALSE,FALSE,TRUE
"","#cb3-17","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-17",TRUE,FALSE,FALSE,TRUE
"","#cb3-18","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-18",TRUE,FALSE,FALSE,TRUE
"","#cb3-19","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"cb3-19",TRUE,FALSE,FALSE,TRUE
"Model-support figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Site-contrast figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"R² figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Diagnostic figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Matched placement figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Mean melEDI diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Pre-sleep diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Wake-time diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Sleep-environment diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Primary and complementary model results","../../artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Primary near-eye summary","../../artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Hierarchical site contrasts","../../artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"R² table source","../../artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Detailed diagnostic source","../../artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Exact fitted samples","../../artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Figure display registry","../../artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Reporting artifact manifest","../../artifacts/12_manifests/H01_stage3_reporting_artifacts.csv","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",TRUE,"",TRUE,FALSE,FALSE,TRUE
"How the H01 analysis was prepared","../../audit/hypotheses/H01/H01_analysis_preparation.html","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Preregistration deviations","../../notebooks/preregistration_deviations.html","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html",TRUE,"",TRUE,FALSE,FALSE,TRUE
"H01 preparation and provenance","../../audit/hypotheses/H01/H01_analysis_preparation.html","local","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Edit this page","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/hypotheses/H01.qmd","external","",TRUE,"",TRUE,FALSE,FALSE,TRUE
"Report an issue","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues","external","",TRUE,"",TRUE,FALSE,FALSE,TRUE
