"parent_index","site","Id","raw_state","period_source_start","period_source_end","expected_minutes","projected_minutes","valid_minutes","brown_yes","expected_recount","projected_recount","valid_recount","yes_recount","pass"
607,"RISE","RISE_S013","sleep",86,86,620,620,620,590,620,620,620,590,TRUE
608,"RISE","RISE_S013","sleep",87,87,578,578,578,578,578,578,578,578,TRUE
609,"RISE","RISE_S013","sleep",88,88,582,582,582,531,582,582,582,531,TRUE
610,"RISE","RISE_S013","sleep",89,89,540,540,540,540,540,540,540,540,TRUE
611,"RISE","RISE_S016","sleep",105,105,435,435,345,345,435,435,345,345,TRUE
612,"RISE","RISE_S016","sleep",106,106,458,458,458,458,458,458,458,458,TRUE
613,"RISE","RISE_S016","sleep",107,107,451,451,451,447,451,451,451,447,TRUE
614,"RISE","RISE_S016","sleep",108,108,500,500,500,486,500,500,500,486,TRUE
615,"RISE","RISE_S016","sleep",109,109,530,530,530,497,530,530,530,497,TRUE
616,"RISE","RISE_S016","sleep",110,110,685,685,685,542,685,685,685,542,TRUE
617,"THUAS","THUAS_S001","sleep",1,1,405,405,405,405,405,405,405,405,TRUE
618,"THUAS","THUAS_S001","sleep",2,2,466,466,466,466,466,466,466,466,TRUE
619,"THUAS","THUAS_S001","sleep",3,3,568,568,568,561,568,568,568,561,TRUE
620,"THUAS","THUAS_S001","sleep",4,4,534,534,534,443,534,534,534,443,TRUE
621,"THUAS","THUAS_S001","sleep",5,5,549,549,549,549,549,549,549,549,TRUE
622,"THUAS","THUAS_S001","sleep",6,6,545,545,545,513,545,545,545,513,TRUE
623,"THUAS","THUAS_S001","sleep",7,7,616,616,50,50,616,616,50,50,TRUE
624,"THUAS","THUAS_S001","sleep",8,8,675,675,645,591,675,675,645,591,TRUE
625,"THUAS","THUAS_S002","sleep",10,10,533,533,450,443,533,533,450,443,TRUE
626,"THUAS","THUAS_S002","sleep",13,13,539,539,539,347,539,539,539,347,TRUE
627,"THUAS","THUAS_S003","sleep",15,15,475,475,475,475,475,475,475,475,TRUE
628,"THUAS","THUAS_S003","sleep",16,16,363,363,363,363,363,363,363,363,TRUE
629,"THUAS","THUAS_S003","sleep",17,17,352,352,352,352,352,352,352,352,TRUE
630,"THUAS","THUAS_S003","sleep",18,18,627,627,627,529,627,627,627,529,TRUE
631,"THUAS","THUAS_S003","sleep",19,19,376,376,376,339,376,376,376,339,TRUE
632,"THUAS","THUAS_S005","sleep",21,21,495,495,495,491,495,495,495,491,TRUE
633,"THUAS","THUAS_S005","sleep",22,22,504,504,504,503,504,504,504,503,TRUE
634,"THUAS","THUAS_S005","sleep",23,23,520,520,520,392,520,520,520,392,TRUE
635,"THUAS","THUAS_S005","sleep",24,24,432,432,432,424,432,432,432,424,TRUE
636,"THUAS","THUAS_S005","sleep",25,25,481,481,420,419,481,481,420,419,TRUE
637,"THUAS","THUAS_S006","sleep",27,27,465,465,465,430,465,465,465,430,TRUE
638,"THUAS","THUAS_S006","sleep",28,28,478,478,478,425,478,478,478,425,TRUE
639,"THUAS","THUAS_S006","sleep",29,29,525,525,525,490,525,525,525,490,TRUE
640,"THUAS","THUAS_S006","sleep",31,31,535,535,535,413,535,535,535,413,TRUE
641,"THUAS","THUAS_S006","sleep",32,32,415,415,415,276,415,415,415,276,TRUE
642,"THUAS","THUAS_S007","sleep",34,34,510,510,330,324,510,510,330,324,TRUE
643,"THUAS","THUAS_S007","sleep",35,35,630,630,630,629,630,630,630,629,TRUE
644,"THUAS","THUAS_S007","sleep",36,36,555,555,555,551,555,555,555,551,TRUE
645,"THUAS","THUAS_S007","sleep",37,37,450,450,450,448,450,450,450,448,TRUE
646,"THUAS","THUAS_S007","sleep",38,38,480,480,480,480,480,480,480,480,TRUE
647,"THUAS","THUAS_S007","sleep",39,39,555,555,555,503,555,555,555,503,TRUE
648,"THUAS","THUAS_S010","sleep",41,41,420,420,420,311,420,420,420,311,TRUE
649,"THUAS","THUAS_S010","sleep",43,43,517,517,517,315,517,517,517,315,TRUE
650,"THUAS","THUAS_S010","sleep",44,44,397,397,397,397,397,397,397,397,TRUE
651,"THUAS","THUAS_S010","sleep",45,45,590,590,590,458,590,590,590,458,TRUE
652,"THUAS","THUAS_S010","sleep",46,46,601,601,601,339,601,601,601,339,TRUE
653,"THUAS","THUAS_S010","sleep",47,47,506,506,506,272,506,506,506,272,TRUE
654,"THUAS","THUAS_S011","sleep",49,49,530,530,440,356,530,530,440,356,TRUE
655,"THUAS","THUAS_S011","sleep",50,50,537,537,537,422,537,537,537,422,TRUE
656,"THUAS","THUAS_S011","sleep",51,51,504,504,504,470,504,504,504,470,TRUE
657,"THUAS","THUAS_S011","sleep",52,52,390,390,390,302,390,390,390,302,TRUE
658,"THUAS","THUAS_S011","sleep",53,53,555,555,555,454,555,555,555,454,TRUE
659,"THUAS","THUAS_S011","sleep",54,54,360,360,360,266,360,360,360,266,TRUE
660,"THUAS","THUAS_S014","sleep",56,56,481,481,450,450,481,481,450,450,TRUE
661,"THUAS","THUAS_S014","sleep",57,57,523,523,523,523,523,523,523,523,TRUE
662,"THUAS","THUAS_S014","sleep",58,58,537,537,537,425,537,537,537,425,TRUE
663,"THUAS","THUAS_S014","sleep",59,59,509,509,509,404,509,509,509,404,TRUE
664,"THUAS","THUAS_S014","sleep",60,60,649,649,649,641,649,649,649,641,TRUE
665,"THUAS","THUAS_S015","sleep",62,62,529,529,499,498,529,529,499,498,TRUE
666,"THUAS","THUAS_S015","sleep",63,63,565,565,565,557,565,565,565,557,TRUE
667,"THUAS","THUAS_S015","sleep",64,64,516,516,516,516,516,516,516,516,TRUE
668,"THUAS","THUAS_S015","sleep",65,65,574,574,574,573,574,574,574,573,TRUE
669,"THUAS","THUAS_S015","sleep",66,66,451,451,451,309,451,451,451,309,TRUE
670,"THUAS","THUAS_S015","sleep",67,67,481,481,481,478,481,481,481,478,TRUE
671,"THUAS","THUAS_S016","sleep",69,69,700,700,600,345,700,700,600,345,TRUE
672,"THUAS","THUAS_S016","sleep",70,70,525,525,525,274,525,525,525,274,TRUE
673,"THUAS","THUAS_S016","sleep",71,71,597,597,597,332,597,597,597,332,TRUE
674,"THUAS","THUAS_S016","sleep",72,72,480,480,480,366,480,480,480,366,TRUE
675,"THUAS","THUAS_S016","sleep",73,73,480,480,480,243,480,480,480,243,TRUE
676,"THUAS","THUAS_S016","sleep",74,74,480,480,480,257,480,480,480,257,TRUE
677,"THUAS","THUAS_S018","sleep",79,79,480,480,420,418,480,480,420,418,TRUE
678,"THUAS","THUAS_S018","sleep",80,80,475,475,475,470,475,475,475,470,TRUE
679,"THUAS","THUAS_S018","sleep",81,81,465,465,465,465,465,465,465,465,TRUE
680,"THUAS","THUAS_S018","sleep",82,82,465,465,465,463,465,465,465,463,TRUE
681,"THUAS","THUAS_S018","sleep",83,83,510,510,510,507,510,510,510,507,TRUE
682,"TUM","TUM_S001","sleep",1,1,563,563,563,330,563,563,563,330,TRUE
683,"TUM","TUM_S001","sleep",2,2,465,465,465,336,465,465,465,336,TRUE
684,"TUM","TUM_S001","sleep",3,3,570,570,570,370,570,570,570,370,TRUE
685,"TUM","TUM_S001","sleep",4,4,495,495,495,294,495,495,495,294,TRUE
686,"TUM","TUM_S001","sleep",5,5,540,540,540,318,540,540,540,318,TRUE
687,"TUM","TUM_S001","sleep",6,6,360,360,360,0,360,360,360,0,TRUE
688,"TUM","TUM_S002","sleep",8,8,460,460,460,347,460,460,460,347,TRUE
689,"TUM","TUM_S002","sleep",9,9,440,440,440,247,440,440,440,247,TRUE
690,"TUM","TUM_S002","sleep",10,10,340,340,340,340,340,340,340,340,TRUE
691,"TUM","TUM_S002","sleep",11,11,570,570,570,460,570,570,570,460,TRUE
692,"TUM","TUM_S002","sleep",12,12,540,540,540,540,540,540,540,540,TRUE
693,"TUM","TUM_S002","sleep",13,13,580,580,580,219,580,580,580,219,TRUE
694,"TUM","TUM_S003","sleep",15,15,594,594,594,352,594,594,594,352,TRUE
695,"TUM","TUM_S003","sleep",16,16,632,632,632,406,632,632,632,406,TRUE
696,"TUM","TUM_S003","sleep",17,17,668,668,668,512,668,668,668,512,TRUE
697,"TUM","TUM_S003","sleep",18,18,647,647,647,438,647,647,647,438,TRUE
698,"TUM","TUM_S003","sleep",19,19,665,665,665,342,665,665,665,342,TRUE
699,"TUM","TUM_S003","sleep",20,20,645,645,645,423,645,645,645,423,TRUE
700,"TUM","TUM_S004","sleep",22,22,405,405,405,405,405,405,405,405,TRUE
701,"TUM","TUM_S004","sleep",23,23,330,330,330,330,330,330,330,330,TRUE
702,"TUM","TUM_S004","sleep",24,24,410,410,410,315,410,410,410,315,TRUE
703,"TUM","TUM_S004","sleep",25,25,300,300,300,300,300,300,300,300,TRUE
704,"TUM","TUM_S004","sleep",26,26,480,480,480,480,480,480,480,480,TRUE
705,"TUM","TUM_S004","sleep",27,27,450,450,450,450,450,450,450,450,TRUE
706,"TUM","TUM_S005","sleep",29,29,472,472,357,356,472,472,357,356,TRUE
707,"TUM","TUM_S005","sleep",30,30,675,675,675,675,675,675,675,675,TRUE
708,"TUM","TUM_S005","sleep",31,31,651,651,651,651,651,651,651,651,TRUE
709,"TUM","TUM_S005","sleep",32,32,645,645,645,645,645,645,645,645,TRUE
710,"TUM","TUM_S005","sleep",33,33,548,548,548,548,548,548,548,548,TRUE
711,"TUM","TUM_S005","sleep",34,34,500,500,500,500,500,500,500,500,TRUE
712,"TUM","TUM_S006","sleep",36,36,435,435,435,409,435,435,435,409,TRUE
713,"TUM","TUM_S006","sleep",37,37,430,430,430,418,430,430,430,418,TRUE
714,"TUM","TUM_S006","sleep",38,38,430,430,430,426,430,430,430,426,TRUE
715,"TUM","TUM_S006","sleep",39,39,385,385,385,382,385,385,385,382,TRUE
716,"TUM","TUM_S006","sleep",40,40,460,460,460,271,460,460,460,271,TRUE
717,"TUM","TUM_S006","sleep",41,41,445,445,445,278,445,445,445,278,TRUE
718,"TUM","TUM_S007","sleep",43,43,480,480,480,456,480,480,480,456,TRUE
719,"TUM","TUM_S007","sleep",44,44,495,495,495,470,495,495,495,470,TRUE
720,"TUM","TUM_S007","sleep",45,45,450,450,450,450,450,450,450,450,TRUE
721,"TUM","TUM_S007","sleep",46,46,465,465,465,394,465,465,465,394,TRUE
722,"TUM","TUM_S007","sleep",47,47,300,300,300,282,300,300,300,282,TRUE
723,"TUM","TUM_S007","sleep",48,48,360,360,360,340,360,360,360,340,TRUE
724,"TUM","TUM_S008","sleep",50,50,540,540,424,288,540,540,424,288,TRUE
725,"TUM","TUM_S008","sleep",51,51,482,482,482,352,482,482,482,352,TRUE
726,"TUM","TUM_S008","sleep",52,52,520,520,520,404,520,520,520,404,TRUE
727,"TUM","TUM_S008","sleep",53,53,600,600,600,185,600,600,600,185,TRUE
728,"TUM","TUM_S008","sleep",54,54,464,464,464,126,464,464,464,126,TRUE
729,"TUM","TUM_S008","sleep",55,55,506,506,506,226,506,506,506,226,TRUE
730,"TUM","TUM_S009","sleep",57,57,475,475,475,256,475,475,475,256,TRUE
731,"TUM","TUM_S009","sleep",58,58,470,470,470,257,470,470,470,257,TRUE
732,"TUM","TUM_S009","sleep",59,59,530,530,530,287,530,530,530,287,TRUE
733,"TUM","TUM_S009","sleep",60,60,535,535,535,292,535,535,535,292,TRUE
734,"TUM","TUM_S009","sleep",61,61,433,433,433,228,433,433,433,228,TRUE
735,"TUM","TUM_S009","sleep",62,62,556,556,556,260,556,556,556,260,TRUE
736,"TUM","TUM_S010","sleep",64,64,480,480,480,365,480,480,480,365,TRUE
737,"TUM","TUM_S010","sleep",65,65,529,529,529,226,529,529,529,226,TRUE
738,"TUM","TUM_S010","sleep",66,66,480,480,480,273,480,480,480,273,TRUE
739,"TUM","TUM_S010","sleep",67,67,489,489,489,312,489,489,489,312,TRUE
740,"TUM","TUM_S010","sleep",68,68,613,613,613,212,613,613,613,212,TRUE
741,"TUM","TUM_S010","sleep",69,69,690,690,690,416,690,690,690,416,TRUE
742,"UCR","UCR_S001","sleep",1,1,546,546,396,368,546,546,396,368,TRUE
743,"UCR","UCR_S001","sleep",2,2,540,540,540,537,540,540,540,537,TRUE
744,"UCR","UCR_S001","sleep",3,3,500,500,500,451,500,500,500,451,TRUE
745,"UCR","UCR_S001","sleep",4,4,471,471,80,80,471,471,80,80,TRUE
746,"UCR","UCR_S001","sleep",6,6,430,430,430,394,430,430,430,394,TRUE
747,"UCR","UCR_S002","sleep",8,8,517,517,377,377,517,517,377,377,TRUE
748,"UCR","UCR_S002","sleep",9,9,521,521,521,521,521,521,521,521,TRUE
749,"UCR","UCR_S002","sleep",10,10,390,390,390,390,390,390,390,390,TRUE
750,"UCR","UCR_S002","sleep",11,11,530,530,530,530,530,530,530,530,TRUE
751,"UCR","UCR_S002","sleep",12,12,494,494,494,494,494,494,494,494,TRUE
752,"UCR","UCR_S003","sleep",14,14,435,435,435,375,435,435,435,375,TRUE
753,"UCR","UCR_S003","sleep",15,15,440,440,440,314,440,440,440,314,TRUE
754,"UCR","UCR_S003","sleep",16,16,210,210,210,0,210,210,210,0,TRUE
755,"UCR","UCR_S003","sleep",17,17,630,630,630,327,630,630,630,327,TRUE
756,"UCR","UCR_S004","sleep",20,20,360,360,330,320,360,360,330,320,TRUE
757,"UCR","UCR_S004","sleep",21,21,400,400,400,385,400,400,400,385,TRUE
758,"UCR","UCR_S004","sleep",22,22,450,450,450,407,450,450,450,407,TRUE
759,"UCR","UCR_S004","sleep",23,23,425,425,425,361,425,425,425,361,TRUE
760,"UCR","UCR_S004","sleep",24,24,585,585,585,373,585,585,585,373,TRUE
761,"UCR","UCR_S004","sleep",25,25,450,450,450,285,450,450,450,285,TRUE
762,"UCR","UCR_S005","sleep",27,27,466,466,465,462,466,466,465,462,TRUE
763,"UCR","UCR_S005","sleep",28,28,410,410,410,353,410,410,410,353,TRUE
764,"UCR","UCR_S005","sleep",29,29,270,270,270,227,270,270,270,227,TRUE
765,"UCR","UCR_S005","sleep",30,30,515,515,515,453,515,515,515,453,TRUE
766,"UCR","UCR_S006","sleep",33,33,470,470,440,440,470,470,440,440,TRUE
767,"UCR","UCR_S006","sleep",34,34,450,450,450,436,450,450,450,436,TRUE
768,"UCR","UCR_S006","sleep",35,35,430,430,430,429,430,430,430,429,TRUE
769,"UCR","UCR_S006","sleep",36,36,455,455,455,396,455,455,455,396,TRUE
770,"UCR","UCR_S006","sleep",37,37,456,456,456,426,456,456,456,426,TRUE
771,"UCR","UCR_S006","sleep",38,38,460,460,460,449,460,460,460,449,TRUE
772,"BAUA","BAUA_S001","wake",2,3,719,719,717,493,719,719,717,493,TRUE
773,"BAUA","BAUA_S001","wake",3,4,765,765,647,322,765,765,647,322,TRUE
774,"BAUA","BAUA_S001","wake",4,5,730,730,613,345,730,730,613,345,TRUE
775,"BAUA","BAUA_S002","wake",8,9,845,845,845,299,845,845,845,299,TRUE
776,"BAUA","BAUA_S002","wake",9,10,776,776,728,202,776,776,728,202,TRUE
777,"BAUA","BAUA_S002","wake",10,11,706,706,589,363,706,706,589,363,TRUE
778,"BAUA","BAUA_S002","wake",11,12,585,585,491,264,585,585,491,264,TRUE
779,"BAUA","BAUA_S002","wake",12,13,575,575,575,316,575,575,575,316,TRUE
780,"BAUA","BAUA_S002","wake",13,14,750,750,750,195,750,750,750,195,TRUE
781,"BAUA","BAUA_S003","wake",16,17,705,705,705,82,705,705,705,82,TRUE
782,"BAUA","BAUA_S003","wake",17,18,727,727,727,17,727,727,727,17,TRUE
783,"BAUA","BAUA_S003","wake",18,19,675,675,675,304,675,675,675,304,TRUE
784,"BAUA","BAUA_S003","wake",19,20,595,595,595,133,595,595,595,133,TRUE
785,"BAUA","BAUA_S003","wake",20,21,645,645,645,1,645,645,645,1,TRUE
786,"BAUA","BAUA_S003","wake",21,22,711,711,691,11,711,711,691,11,TRUE
787,"BAUA","BAUA_S004","wake",23,24,765,765,710,194,765,765,710,194,TRUE
788,"BAUA","BAUA_S004","wake",24,25,868,868,744,293,868,868,744,293,TRUE
789,"BAUA","BAUA_S004","wake",25,26,905,905,843,200,905,905,843,200,TRUE
790,"BAUA","BAUA_S004","wake",26,27,1020,1020,1012,206,1020,1020,1012,206,TRUE
791,"BAUA","BAUA_S004","wake",27,28,680,680,544,141,680,680,544,141,TRUE
792,"BAUA","BAUA_S004","wake",28,29,841,841,701,309,841,841,701,309,TRUE
793,"BAUA","BAUA_S005","wake",30,31,763,763,629,335,763,763,629,335,TRUE
794,"BAUA","BAUA_S005","wake",31,32,884,884,738,310,884,884,738,310,TRUE
795,"BAUA","BAUA_S005","wake",32,33,759,759,616,128,759,759,616,128,TRUE
796,"BAUA","BAUA_S005","wake",33,34,834,834,834,127,834,834,834,127,TRUE
797,"BAUA","BAUA_S005","wake",34,35,714,714,714,47,714,714,714,47,TRUE
798,"BAUA","BAUA_S006","wake",37,38,805,805,776,328,805,805,776,328,TRUE
799,"BAUA","BAUA_S006","wake",38,39,915,915,915,458,915,915,915,458,TRUE
800,"BAUA","BAUA_S006","wake",39,40,970,970,920,475,970,970,920,475,TRUE
801,"BAUA","BAUA_S007","wake",43,44,856,856,856,416,856,856,856,416,TRUE
802,"BAUA","BAUA_S007","wake",44,45,856,856,844,221,856,856,844,221,TRUE
803,"BAUA","BAUA_S007","wake",45,46,959,959,857,439,959,959,857,439,TRUE
804,"BAUA","BAUA_S007","wake",46,47,728,728,672,222,728,728,672,222,TRUE
805,"BAUA","BAUA_S007","wake",47,48,640,640,602,276,640,640,602,276,TRUE
806,"BAUA","BAUA_S007","wake",48,49,827,827,756,475,827,827,756,475,TRUE
807,"BAUA","BAUA_S009","wake",57,58,1051,1051,935,620,1051,1051,935,620,TRUE
808,"BAUA","BAUA_S009","wake",58,59,659,659,659,329,659,659,659,329,TRUE
809,"BAUA","BAUA_S009","wake",59,60,913,913,877,206,913,913,877,206,TRUE
810,"BAUA","BAUA_S009","wake",60,61,815,815,815,431,815,815,815,431,TRUE
811,"BAUA","BAUA_S009","wake",61,62,821,821,821,664,821,821,821,664,TRUE
812,"BAUA","BAUA_S009","wake",62,63,797,797,797,521,797,797,797,521,TRUE
813,"BAUA","BAUA_S011","wake",69,70,860,860,860,1,860,860,860,1,TRUE
814,"BAUA","BAUA_S011","wake",70,71,740,740,740,0,740,740,740,0,TRUE
815,"BAUA","BAUA_S011","wake",71,72,810,810,810,1,810,810,810,1,TRUE
816,"BAUA","BAUA_S011","wake",72,73,710,710,710,0,710,710,710,0,TRUE
817,"BAUA","BAUA_S011","wake",73,74,840,840,840,0,840,840,840,0,TRUE
818,"BAUA","BAUA_S012","wake",76,77,754,754,713,367,754,754,713,367,TRUE
819,"BAUA","BAUA_S012","wake",77,78,626,626,578,578,626,626,578,578,TRUE
820,"BAUA","BAUA_S012","wake",78,79,782,782,782,505,782,782,782,505,TRUE
821,"BAUA","BAUA_S012","wake",79,80,667,667,610,483,667,667,610,483,TRUE
822,"BAUA","BAUA_S012","wake",80,81,598,598,546,426,598,598,546,426,TRUE
823,"BAUA","BAUA_S013","wake",84,85,710,710,710,313,710,710,710,313,TRUE
824,"BAUA","BAUA_S013","wake",85,86,702,702,702,319,702,702,702,319,TRUE
825,"BAUA","BAUA_S013","wake",86,87,840,840,840,370,840,840,840,370,TRUE
826,"BAUA","BAUA_S013","wake",87,88,749,749,698,198,749,749,698,198,TRUE
827,"BAUA","BAUA_S014","wake",89,90,871,871,871,216,871,871,871,216,TRUE
828,"BAUA","BAUA_S014","wake",90,91,831,831,831,402,831,831,831,402,TRUE
829,"BAUA","BAUA_S014","wake",91,92,873,873,873,463,873,873,873,463,TRUE
830,"BAUA","BAUA_S014","wake",92,93,904,904,904,177,904,904,904,177,TRUE
831,"BAUA","BAUA_S014","wake",93,94,632,632,632,488,632,632,632,488,TRUE
832,"BAUA","BAUA_S014","wake",94,95,808,808,808,400,808,808,808,400,TRUE
833,"BAUA","BAUA_S015","wake",97,98,785,785,757,558,785,785,757,558,TRUE
834,"BAUA","BAUA_S015","wake",98,99,770,770,707,131,770,770,707,131,TRUE
835,"BAUA","BAUA_S015","wake",99,100,754,754,566,229,754,754,566,229,TRUE
836,"BAUA","BAUA_S015","wake",100,101,610,610,610,251,610,610,610,251,TRUE
837,"BAUA","BAUA_S015","wake",101,102,605,605,548,143,605,605,548,143,TRUE
838,"BAUA","BAUA_S015","wake",102,103,890,890,654,87,890,890,654,87,TRUE
839,"BAUA","BAUA_S016","wake",104,105,770,770,601,49,770,770,601,49,TRUE
840,"BAUA","BAUA_S016","wake",105,106,758,758,655,69,758,758,655,69,TRUE
841,"BAUA","BAUA_S016","wake",106,107,807,807,788,76,807,807,788,76,TRUE
842,"BAUA","BAUA_S016","wake",107,108,730,730,612,70,730,730,612,70,TRUE
843,"BAUA","BAUA_S016","wake",108,109,649,649,552,92,649,649,552,92,TRUE
844,"BAUA","BAUA_S016","wake",109,110,760,760,627,41,760,760,627,41,TRUE
845,"BAUA","BAUA_S018","wake",119,120,750,750,750,169,750,750,750,169,TRUE
846,"BAUA","BAUA_S018","wake",120,121,805,805,805,323,805,805,805,323,TRUE
847,"BAUA","BAUA_S018","wake",121,122,910,910,876,124,910,910,876,124,TRUE
848,"BAUA","BAUA_S018","wake",122,123,800,800,711,235,800,800,711,235,TRUE
849,"BAUA","BAUA_S022","wake",125,126,815,815,815,230,815,815,815,230,TRUE
850,"BAUA","BAUA_S022","wake",127,128,700,700,700,299,700,700,700,299,TRUE
851,"BAUA","BAUA_S022","wake",128,129,615,615,615,331,615,615,615,331,TRUE
852,"BAUA","BAUA_S022","wake",129,130,735,735,735,162,735,735,735,162,TRUE
853,"BAUA","BAUA_S024","wake",138,139,740,740,740,3,740,740,740,3,TRUE
854,"BAUA","BAUA_S024","wake",139,140,710,710,710,0,710,710,710,0,TRUE
855,"BAUA","BAUA_S024","wake",140,141,705,705,542,10,705,705,542,10,TRUE
856,"BAUA","BAUA_S024","wake",141,142,600,600,586,0,600,600,586,0,TRUE
857,"BAUA","BAUA_S024","wake",142,143,623,623,609,132,623,623,609,132,TRUE
858,"BAUA","BAUA_S024","wake",143,144,662,662,635,136,662,662,635,136,TRUE
859,"BAUA","BAUA_S025","wake",145,146,831,831,802,50,831,831,802,50,TRUE
860,"BAUA","BAUA_S025","wake",146,147,735,735,701,2,735,735,701,2,TRUE
861,"BAUA","BAUA_S025","wake",148,149,690,690,690,133,690,690,690,133,TRUE
862,"FUSPCEU","FUSPCEU_S003","wake",1,2,750,750,679,24,750,750,679,24,TRUE
863,"FUSPCEU","FUSPCEU_S003","wake",2,3,800,800,755,29,800,800,755,29,TRUE
864,"FUSPCEU","FUSPCEU_S003","wake",3,4,795,795,795,107,795,795,795,107,TRUE
865,"FUSPCEU","FUSPCEU_S003","wake",4,5,790,790,790,55,790,790,790,55,TRUE
866,"FUSPCEU","FUSPCEU_S003","wake",5,6,925,925,925,28,925,925,925,28,TRUE
867,"FUSPCEU","FUSPCEU_S003","wake",6,7,830,830,830,151,830,830,830,151,TRUE
868,"FUSPCEU","FUSPCEU_S004","wake",8,9,754,754,754,27,754,754,754,27,TRUE
869,"FUSPCEU","FUSPCEU_S004","wake",9,10,779,779,779,66,779,779,779,66,TRUE
870,"FUSPCEU","FUSPCEU_S004","wake",11,12,904,904,904,238,904,904,904,238,TRUE
871,"FUSPCEU","FUSPCEU_S004","wake",12,13,764,764,602,26,764,764,602,26,TRUE
872,"FUSPCEU","FUSPCEU_S004","wake",13,14,744,744,744,368,744,744,744,368,TRUE
873,"FUSPCEU","FUSPCEU_S005","wake",15,16,685,685,685,353,685,685,685,353,TRUE
874,"FUSPCEU","FUSPCEU_S005","wake",16,17,705,705,554,41,705,705,554,41,TRUE
875,"FUSPCEU","FUSPCEU_S005","wake",17,18,720,720,589,14,720,720,589,14,TRUE
876,"FUSPCEU","FUSPCEU_S005","wake",18,19,840,840,840,408,840,840,840,408,TRUE
877,"FUSPCEU","FUSPCEU_S006","wake",21,22,755,755,683,51,755,755,683,51,TRUE
878,"FUSPCEU","FUSPCEU_S006","wake",22,23,743,743,701,119,743,743,701,119,TRUE
879,"FUSPCEU","FUSPCEU_S006","wake",23,24,730,730,730,74,730,730,730,74,TRUE
880,"FUSPCEU","FUSPCEU_S006","wake",24,25,840,840,769,232,840,840,769,232,TRUE
881,"FUSPCEU","FUSPCEU_S006","wake",25,26,1140,1140,919,232,1140,1140,919,232,TRUE
882,"FUSPCEU","FUSPCEU_S007","wake",28,29,765,765,735,375,765,765,735,375,TRUE
883,"FUSPCEU","FUSPCEU_S007","wake",29,30,795,795,780,399,795,795,780,399,TRUE
884,"FUSPCEU","FUSPCEU_S007","wake",30,31,780,780,728,328,780,780,728,328,TRUE
885,"FUSPCEU","FUSPCEU_S007","wake",31,32,705,705,671,221,705,705,671,221,TRUE
886,"FUSPCEU","FUSPCEU_S007","wake",32,33,640,640,640,100,640,640,640,100,TRUE
887,"FUSPCEU","FUSPCEU_S007","wake",33,34,675,675,675,133,675,675,675,133,TRUE
888,"FUSPCEU","FUSPCEU_S008","wake",35,36,810,810,810,469,810,810,810,469,TRUE
889,"FUSPCEU","FUSPCEU_S008","wake",36,37,794,794,794,438,794,794,794,438,TRUE
890,"FUSPCEU","FUSPCEU_S008","wake",37,38,785,785,785,395,785,785,785,395,TRUE
891,"FUSPCEU","FUSPCEU_S008","wake",38,39,875,875,875,125,875,875,875,125,TRUE
892,"FUSPCEU","FUSPCEU_S008","wake",39,40,1019,1019,1019,0,1019,1019,1019,0,TRUE
893,"FUSPCEU","FUSPCEU_S008","wake",40,41,600,600,600,0,600,600,600,0,TRUE
894,"FUSPCEU","FUSPCEU_S009","wake",42,43,765,765,765,345,765,765,765,345,TRUE
895,"FUSPCEU","FUSPCEU_S009","wake",43,44,805,805,805,372,805,805,805,372,TRUE
896,"FUSPCEU","FUSPCEU_S009","wake",44,45,812,812,812,432,812,812,812,432,TRUE
897,"FUSPCEU","FUSPCEU_S009","wake",45,46,855,855,855,194,855,855,855,194,TRUE
898,"FUSPCEU","FUSPCEU_S009","wake",46,47,736,736,736,98,736,736,736,98,TRUE
899,"FUSPCEU","FUSPCEU_S009","wake",47,48,682,682,682,104,682,682,682,104,TRUE
900,"FUSPCEU","FUSPCEU_S010","wake",49,50,750,750,723,450,750,750,723,450,TRUE
901,"FUSPCEU","FUSPCEU_S010","wake",50,51,750,750,750,490,750,750,750,490,TRUE
902,"FUSPCEU","FUSPCEU_S010","wake",51,52,780,780,780,293,780,780,780,293,TRUE
903,"FUSPCEU","FUSPCEU_S011","wake",56,57,765,765,765,266,765,765,765,266,TRUE
904,"FUSPCEU","FUSPCEU_S011","wake",57,58,810,810,810,163,810,810,810,163,TRUE
905,"FUSPCEU","FUSPCEU_S011","wake",58,59,734,734,734,56,734,734,734,56,TRUE
906,"FUSPCEU","FUSPCEU_S012","wake",62,63,680,680,680,362,680,680,680,362,TRUE
907,"FUSPCEU","FUSPCEU_S012","wake",63,64,710,710,710,479,710,710,710,479,TRUE
908,"FUSPCEU","FUSPCEU_S012","wake",64,65,759,759,759,450,759,759,759,450,TRUE
909,"FUSPCEU","FUSPCEU_S012","wake",65,66,565,565,565,70,565,565,565,70,TRUE
910,"FUSPCEU","FUSPCEU_S012","wake",66,67,570,570,570,31,570,570,570,31,TRUE
911,"FUSPCEU","FUSPCEU_S012","wake",67,68,548,548,548,0,548,548,548,0,TRUE
912,"FUSPCEU","FUSPCEU_S013","wake",69,70,882,882,882,317,882,882,882,317,TRUE
913,"FUSPCEU","FUSPCEU_S013","wake",70,71,852,852,852,364,852,852,852,364,TRUE
914,"FUSPCEU","FUSPCEU_S013","wake",71,72,800,800,800,213,800,800,800,213,TRUE
915,"FUSPCEU","FUSPCEU_S013","wake",72,73,806,806,806,283,806,806,806,283,TRUE
