decision_id,date,status,scope,decision,rationale,evidence_locator,implementation_effect,reopening_condition
"METRIC-011","2026-08-12","approved_implemented_independently_verified_downstream_l10_updates_open","Source-verified numerical-zero normalization for offset geometric means","Normalize a finite back-transformed non-negative geometric mean to exact zero when it lies within 100 * .Machine$double.eps * max(1, abs(shifted mean), abs(zero offset)); a positive value qualifies only when every finite source value in the selected window is exactly zero; preserve raw values and row-level source evidence; retain zeros in zero-capable models and occurrence components and exclude them only from strictly-positive magnitude components","The offset-and-backtransform algorithm can leave machine-precision residuals around zero; treating source-proven zero windows as positive would misclassify physical zero and distort zero-mass and response-family handling","audit/decisions/l10_numerical_zero_normalization.md; audit/findings/l10_positive_roundoff.md; scripts/pipeline/time_support.R; scripts/pipeline/metric_derivation.R; scripts/pipeline/verify_metric_derivation_core.R; audit/reconciliation/l10_METRIC-011/; artifacts/12_manifests/metric_artifacts.csv; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/12_manifests/H01_model_data_artifacts.csv","Exactly eight primary L10 mean cells change from 4.163336342344337e-17 lx to exact zero; all non-L10 scientific values gap-timing-unaware scientific values samples and accepted main-H06 analyses remain unchanged; only downstream L10-dependent branches and multiplicity derivatives containing their L10 slots require resealing","Reopen if the offset logarithm base tolerance multiplier source-all-zero requirement missing-minute accounting L10 support rule zero handling or a sealed identity changes; if a materially negative value appears; or if independent verification finds another positive residual without exact-zero source provenance"
"H01-012","2026-08-12","verified_awaiting_author_approval","H01 METRIC-011 L10 point-refit and production-bootstrap gate","Accept the isolated four-target L10 point-refit and 50-successful-refit pilot as independently verified evidence but do not authorize production until the author explicitly accepts the model disposition negligible inferential effect and four-target 1000-successful-refit production scope","The numerical-zero normalization changes eight unique cells and 16 fitted rows but changes neither samples nor support decisions; affected historical bootstrap draws nonetheless cannot represent the current inputs and the pilot establishes feasibility without supplying inferential intervals","audit/decisions/h01_metric011_l10_production_gate.md; audit/hypotheses/H01/l10_METRIC-011/H01_METRIC-011_author_gate.md; audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_author_gate_manifest.csv; audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv; audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/H01_METRIC-011_bootstrap_pilot_manifest.csv; tests/hypotheses/H01/test_h01_l10_METRIC011_gate.R","Keeps the accepted H01 four-stage record controlling and frozen; authorizes no production bootstrap or report merge; opens only an explicit author decision on four affected primary L10 targets","Reopen if a pinned identity sample target model diagnostic support decision pilot outcome production-refit count runtime estimate or protected-artifact guard changes"
"H06-D-001","2026-08-12","verified_awaiting_author_approval","H06 daily METRIC-011 L10 estimability gate","Accept the bounded H06-daily L10 amendment as independently verified evidence and recommend retaining all twelve primary and gap near-eye joint association and heterogeneity slots as non-estimable with missing raw and adjusted p-values while keeping conditional positive-component and MAP results descriptive only","The prespecified fixed-site occurrence component is separated for all three primary near-eye predictors and its work/free AR counterpart reaches the correlation boundary; a valid two-part joint test requires an acceptable occurrence component and no component regularized or benchmark result may silently replace it","audit/decisions/h06_daily_metric011_l10_author_gate.md; audit/hypotheses/H06_daily/08_l10_metric011_amendment.qmd; audit/hypotheses/H06_daily/08_l10_metric011_amendment.html; audit/hypotheses/H06_daily/H06_daily_l10_metric011_transition.md; audit/hypotheses/H06_daily/H06_daily_l10_metric011_report_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_output_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_l10_metric011.R; audit/handoffs/H06_daily_worker_handoff.md","Records an author gate only; keeps L10 as slot three in each 15-metric family without a p-value substitute; freezes non-L10 results the approved pre-sleep no-nugget branch and the remaining daily grid; leaves main H06 and final version selection unchanged","Reopen if a pin component frame zero rule formula estimability or AR disposition conditional estimate sensitivity multiplicity slot protected artifact report manifest or focused verifier changes or if the author proposes a replacement primary occurrence hierarchy"
"H06-D-002","2026-08-12","approved","H06 daily METRIC-011 L10 author acceptance","Accept H06-D-G2P-L10-METRIC011 as recommended: retain all twelve joint L10 association and site-heterogeneity slots as non-estimable with missing raw and adjusted p-values keep conditional positive-magnitude and MAP results descriptive only and make no primary-model substitution","The author explicitly approved the independently verified H06-D-001 disposition after fixed-site occurrence separation and an AR boundary failure made the planned two-part joint tests non-estimable","audit/decisions/h06_daily_metric011_l10_acceptance.md; audit/decisions/h06_daily_metric011_l10_author_gate.md; audit/hypotheses/H06_daily/H06_daily_l10_metric011_transition.md; audit/hypotheses/H06_daily/08_l10_metric011_amendment.qmd; audit/handoffs/H06_daily_worker_handoff.md","Closes only the H06-daily METRIC-011 L10 gate and permits a bounded no-refit closure update; the remaining daily grid Stage 3 and Stage 4 main H06 and final H06 version selection remain frozen and unauthorized","Reopen if a controlling identity or verifier fails the estimability or 15-slot-family disposition changes or the author explicitly approves a different primary occurrence hierarchy"
"H01-013","2026-08-12","approved_bounded_production_in_progress","H01 METRIC-011 L10 production authorization","Authorize at least 1000 successful joint bootstrap refits for each of the four affected primary all-available or paired/common L10 targets after accepting the established Gaussian model as acceptable with limitations and the verified absence of sample support sensitivity or claim changes","The author explicitly replied accept after reviewing all three H01-012 dispositions; historical bootstrap draws do not originate from the exact current inputs even though point-level inferential decisions are unchanged","audit/decisions/h01_metric011_l10_production_authorization.md; audit/decisions/h01_metric011_l10_production_gate.md; audit/hypotheses/H01/l10_METRIC-011/H01_METRIC-011_author_gate.md; audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/H01_METRIC-011_bootstrap_pilot_manifest.csv; tests/hypotheses/H01/test_h01_l10_METRIC011_gate.R","Authorizes only the four-target production bootstrap and verified dependent L10 integration; preserves all non-L10 unchanged gap-L10 METRIC-010 shared configuration central-ledger and manuscript artifacts; requires a new gate if production changes a support diagnostic sensitivity or claim disposition","Reopen if a target successful-refit minimum model input checkpoint pilot runtime protected guard or verifier changes or if production changes an accepted inferential or claim disposition"
"H06-D-003","2026-08-12","approved_pilot_compute_queued","H06 daily L10 one-part shifted-log amendment and pilot gate","Adopt log10(L10 mean melEDI + 0.1 lx) as a new candidate primary estimand retaining exact zeros and authorize a representative primary-near-eye all-available pilot across the three approved predictors while preserving the accepted failed two-part record","The author explicitly directs an H01-consistent one-part route to avoid the separated occurrence component while recognizing that it estimates multiplicative contrasts on L10 plus 0.1 rather than raw L10 or the positive-only mean; H06 adequacy must be established independently","audit/decisions/h06_daily_l10_shifted_log_amendment.md; audit/decisions/h06_daily_metric011_l10_acceptance.md; audit/decisions/h06_daily_metric011_l10_author_gate.md; audit/hypotheses/H06_daily/01_audit_and_plan.qmd; audit/hypotheses/H06_daily/02_stage2_pilot.qmd; audit/hypotheses/H06_daily/08_l10_metric011_amendment.qmd; audit/handoffs/H06_daily_worker_handoff.md","Authorizes static contract work and a queued representative production-code pilot only; no BH slot historical report full L10 batch remaining daily grid Stage 3 or Stage 4 main H06 or final version selection changes; full L10 production requires a new author decision","Reopen if the offset estimand predictor scenario formula site-weighting benchmark sensitivity AR diagnostic multiplicity current-frame pilot or preservation contract changes"
"H05-005","2026-08-12","verified","H05 METRIC-011 primary-L10 reseal closure","Accept the bounded H05 integration of the source-verified numerical-zero normalization for primary L10 mean melEDI and retain the existing four-stage H05 closure without a new author gate","The correction changes three near-eye and five chest source-proven floating-point remnants to exact zero but changes no sample family rank retained association accepted conclusion or claim","audit/decisions/h05_metric011_l10_reseal_closure.md; artifacts/12_manifests/H05/H05_metric011_artifact_update_manifest.csv; artifacts/12_manifests/H05/H05_metric011_reconciliation.csv; artifacts/12_manifests/H05/H05_metric011_bh_change_audit.csv; artifacts/12_manifests/H05/H05_stage2_artifacts.csv; artifacts/12_manifests/H05/H05_stage3_artifacts.csv; artifacts/12_manifests/H05/H05_preparation_report_manifest.csv; audit/handoffs/H05_stage2_handoff.md; audit/handoffs/H05_stage3_handoff.md; audit/handoffs/H05_stage4_handoff.md","Retains zero of 68 associations in all three H05 families and the accepted four-stage closure; records only bounded primary-L10 artifact and provenance refreshes while preserving non-L10 gap-L10 and METRIC-010 results","Reopen if a sealed identity or verifier fails a protected result changes a family rank or retention decision changes or a reader-facing claim exceeds the verified scope"
"H06-D-004","2026-08-12","verified_awaiting_author_decision","H06 daily L10 shifted-log pilot author gate","Accept the bounded shifted-log pilot evidence and recommend stopping the full H06-daily L10 batch under the current temporal rule because all three triggered AR counterparts fail the post-AR residual-dependence gate","The one-part route resolves occurrence separation and is numerically estimable but residual lag remains materially outside the prespecified acceptance rule after AR adjustment; compute time is not the barrier","audit/decisions/h06_daily_l10_shifted_log_pilot_gate.md; audit/hypotheses/H06_daily/09_l10_shiftlog_pilot.qmd; audit/hypotheses/H06_daily/09_l10_shiftlog_pilot.html; audit/hypotheses/H06_daily/H06_daily_l10_shiftlog_pilot_transition.md; audit/hypotheses/H06_daily/H06_daily_l10_shiftlog_pilot_report_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_shiftlog_pilot_input_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_shiftlog_pilot_code_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_l10_shiftlog_pilot_output_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_l10_shiftlog_static.R; tests/hypotheses/H06_daily/test_h06_daily_l10_shiftlog_pilot.R","Authorizes no production batch BH update deletion refit remaining daily grid reporting main-H06 change or final version selection; preserves the accepted two-part non-estimable record and opens only an explicit author decision","Reopen if a pilot identity frame estimand model diagnostic sensitivity preservation check or verifier changes or if the author explicitly approves a revised temporal estimand or acceptance rule"
"H06-D-005","2026-08-12","approved_stopped","H06 daily L10 shifted-log pilot acceptance","Accept the H06-D-004 recommendation exactly: accept the bounded pilot retain all three post-AR residual-dependence failures stop the full shifted-log L10 batch and preserve the accepted two-part non-estimable result","The author explicitly accepted the recommendation after reviewing the independently verified gate and did not amend the temporal rule hierarchy estimand or multiplicity contract","audit/decisions/h06_daily_l10_shifted_log_pilot_acceptance.md; audit/decisions/h06_daily_l10_shifted_log_pilot_gate.md; audit/hypotheses/H06_daily/09_l10_shiftlog_pilot.qmd; audit/hypotheses/H06_daily/H06_daily_l10_shiftlog_pilot_transition.md; audit/hypotheses/H06_daily/H06_daily_l10_shiftlog_pilot_report_manifest.csv","Closes H06-D-G2P-L10-SHIFTLOG and authorizes only a separate no-refit acceptance seal; no production BH update remaining grid Stage 3/4 main-H06 work or version selection is released","Reopen only if a controlling identity or verifier fails or the author explicitly revises the temporal rule or separately authorizes remaining non-L10 H06-daily work"
"H06-D-006","2026-08-12","verified_closed_stopped","H06 daily L10 shifted-log pilot no-refit closure","Accept the bounded H06-D-005 task-owned acceptance addendum manifest and focused test as complete and independently verified while retaining the full shifted-log L10 production stop","All 20 non-circular manifest identities and byte counts match under R 4.6.1 the focused stop-state test passes all 118 protected historical identities remain byte-identical and no scientific computation or report render occurred","audit/decisions/h06_daily_l10_shifted_log_pilot_closure.md; audit/hypotheses/H06_daily/H06_daily_l10_shiftlog_pilot_acceptance.md; artifacts/12_manifests/H06_daily/H06_daily_l10_shiftlog_pilot_acceptance_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_l10_shiftlog_acceptance.R; audit/decisions/h06_daily_l10_shifted_log_pilot_acceptance.md; audit/decisions/h06_daily_l10_shifted_log_pilot_gate.md","Closes the authorized no-refit documentation and checksum step without changing the accepted two-part non-estimable result or releasing production BH deletion remaining-grid Stage 3/4 main-H06 or version-selection work","Reopen only if a sealed identity or verifier fails the author explicitly amends the temporal rule or the author separately authorizes remaining non-L10 H06-daily work"
"H06-007","2026-08-12","approved_complement_complete","H06 primary-analysis selection and daily-metric complement","Retain the completed hourly H06 analysis as the main H06 result and the now-completed participant-day H06_daily analysis as complementary evidence","The author explicitly selected the hourly route as primary and subsequently accepted both complementary H06_daily reader stages; the estimands and analytical units are different and neither invalidates the other","audit/decisions/h06_primary_selection_and_daily_complement.md; audit/decisions/h06_daily_stage3_acceptance_stage4_transition.md; audit/decisions/h06_daily_stage4_acceptance_closure.md; notebooks/hypotheses/H06.qmd; audit/hypotheses/H06/H06_analysis_preparation.qmd; notebooks/hypotheses/H06_daily.qmd; audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","Closes the scientific H06 workflow with hourly H06 as the main result and H06_daily as a separate completed complement; reader harmonization and website integration remain display-only follow-up","Reopen if the author changes the primary role a sealed main-H06 or H06_daily verifier fails or the completed complement exposes a discrepancy that materially changes the main result or claim"
"H06-D-007","2026-08-12","approved_static_and_pilot","H06 daily remaining non-L10 grid reopening","Resume only the thirteen unfinished non-L10 daily-metric slots under the accepted three-predictor hierarchy current input pins and bounded pilot gate while preserving the accepted L10 MDER temporal and main-H06 records","The author explicitly authorized the remaining non-L10 grid and designated H06_daily as complementary; the existing pilot covers several families but the clock family and full influence runtime still require a bounded production-code gate","audit/decisions/h06_daily_non_l10_grid_reopening.md; audit/decisions/h06_primary_selection_and_daily_complement.md; audit/hypotheses/H06_daily/01_audit_and_plan.qmd; audit/handoffs/H06_daily_worker_handoff.md; audit/decisions/preparation06_current_base_model_gate.md","Authorizes current-source static verification a bounded five-clock-outcome pilot and exactly 50 representative deletion refits; full production Stage 3 Stage 4 shared edits and any L10 MDER or main-H06 change remain blocked","Reopen if an input or preservation identity fails a candidate family or temporal diagnostic fails the hierarchy multiplicity or reporting role changes or the author amends the bounded gate"
"H06-D-008","2026-08-12","verified_awaiting_author_decision","H06 daily remaining non-L10 pilot gate","Accept the bounded H06-D-G2P-NONL10 pilot and recommend keeping full production stopped while authorizing only a separate bounded repair pilot for the four failed timing outcomes","The input frame reuse execution influence and preservation contracts pass but twelve of fifteen timing cells fail the prespecified diagnostic standard and none of nine triggered AR counterparts meets the post-AR site residual threshold","audit/decisions/h06_daily_non_l10_pilot_gate.md; audit/hypotheses/H06_daily/10_non_l10_pilot.qmd; audit/hypotheses/H06_daily/10_non_l10_pilot.html; audit/hypotheses/H06_daily/H06_daily_non_l10_pilot_transition.md; audit/hypotheses/H06_daily/H06_daily_non_l10_pilot_report_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_non_l10_pilot_input_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_non_l10_pilot_output_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_non_l10_pilot.R","Opens an author decision only; authorizes no full grid BH update deletion production Stage 3 Stage 4 shared edit L10 MDER or main-H06 change","Reopen if a controlling identity or verifier fails a timing estimand or repair changes a frozen result changes or the author chooses the recommended repair pilot or the partial-production alternative"
"H06-D-009","2026-08-12","approved_bounded_pilot","H06 daily bounded timing-repair pilot authorization","Accept H06-D-G2P-NONL10 and authorize a uniform participant-cluster HC3 repair pilot for four failed timing outcomes across the three approved predictors in primary near-eye all-available data","The author selected the recommended repair route after the first pilot verified all inputs and preservation checks but found twelve unacceptable timing cells; a cluster-robust marginal route directly protects inference from repeated participant-days without changing the timing outcomes","audit/decisions/h06_daily_timing_repair_pilot_authorization.md; audit/decisions/h06_daily_non_l10_pilot_gate.md; artifacts/06_model_data/H06_daily/H06_daily_non_l10_pilot_frame_inventory.csv; artifacts/06_model_data/H06_daily/H06_daily_non_l10_pilot_timing_frames.rds; artifacts/12_manifests/H06_daily/H06_daily_non_l10_pilot_input_manifest.csv; artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_preservation_final.csv","Authorizes only twelve serial HC3 candidate fits with uniform Student-t and no-nugget AR diagnostic sensitivities followed by H06-D-G2P-TIMING-REPAIR; no BH production deletion reporting shared L10 MDER main-H06 or frozen-result change","Reopen if an input frame timing encoding predictor contrast formula cluster covariance diagnostic sensitivity frozen artifact compute scope multiplicity rule or stop gate changes"
"H06-D-010","2026-08-12","verified_awaiting_author_decision","H06 daily timing-repair pilot author gate","Accept the bounded H06-D-G2P-TIMING-REPAIR evidence and recommend a constrained participant-cluster HC3 production route for four timing outcomes while carrying two major association limitations unresolved AR checks and sensitivity-dependent site interactions","All twelve candidate association cells pass source design and covariance gates but Student-t and no-nugget AR diagnostics reveal two substantial additive shifts three unresolved additive AR checks and widespread instability or nonconvergence for predictor-by-site interactions","audit/decisions/h06_daily_timing_repair_pilot_gate.md; audit/hypotheses/H06_daily/11_timing_repair_pilot.qmd; audit/hypotheses/H06_daily/11_timing_repair_pilot.html; audit/hypotheses/H06_daily/H06_daily_timing_repair_pilot_transition.md; artifacts/07_models/H06_daily/H06_daily_timing_repair_pilot_models.rds; artifacts/12_manifests/H06_daily/H06_daily_timing_repair_report_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_timing_repair_pilot.R","Opens author review only; accepts no pilot p-value and authorizes no production BH deletion reporting shared L10 MDER temporal pre-sleep or main-H06 change","Reopen if a controlling identity or verifier fails a frame outcome encoding predictor formula clustering covariance sensitivity stability multiplicity protected artifact or interpretation changes or the author selects the constrained route or a new amendment"
"H06-D-011","2026-08-12","approved_no_production","H06 daily timing-repair route acceptance","Accept the participant-cluster HC3 route for four held timing outcomes exactly as recommended while retaining two major association limitations three unresolved additive AR checks and sensitivity-dependent predictor-by-site interactions","The author explicitly accepted only the HC3 route after independent verification and did not authorize the complete remaining non-L10 production grid","audit/decisions/h06_daily_timing_repair_acceptance.md; audit/decisions/h06_daily_timing_repair_pilot_gate.md; audit/hypotheses/H06_daily/11_timing_repair_pilot.html; audit/hypotheses/H06_daily/H06_daily_timing_repair_pilot_transition.md; artifacts/12_manifests/H06_daily/H06_daily_timing_repair_report_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_timing_repair_pilot.R","Accepts a prospective constrained method and permits only a new no-refit acceptance addendum manifest and focused test; all pilot p-values production BH deletion reporting shared L10 MDER temporal pre-sleep and main-H06 work remain frozen","Reopen if a controlling identity or verifier fails an accepted route limitation interaction qualification multiplicity status or protected artifact changes or the author separately authorizes production"
"H06-D-012","2026-08-12","verified_closed_no_production","H06 daily timing-repair acceptance no-refit closure","Accept the bounded H06-D-011 task-owned acceptance addendum manifest and focused test as complete and independently verified while retaining the full remaining non-L10 production stop","All three reported SHA-256 identities and byte counts match the 24-entry non-circular manifest structure the fresh R 4.6.1 focused test passes and all 571 protected identities remain live and unchanged","audit/decisions/h06_daily_timing_repair_acceptance_closure.md; audit/hypotheses/H06_daily/H06_daily_timing_repair_acceptance.md; artifacts/12_manifests/H06_daily/H06_daily_timing_repair_acceptance_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_timing_repair_acceptance.R; audit/decisions/h06_daily_timing_repair_acceptance.md; audit/decisions/h06_daily_timing_repair_pilot_gate.md","Closes only the authorized acceptance-documentation and checksum step without accepting pilot results or releasing production BH deletion reporting shared L10 MDER temporal pre-sleep or main-H06 work","Reopen only if a sealed identity or verifier fails an accepted route limitation interaction qualification multiplicity status or protected artifact changes or the author separately authorizes production"
"H06-D-013","2026-08-12","approved_stage2_production","H06 daily complete remaining non-L10 production authorization","Authorize the complete 468-frame remaining non-L10 H06_daily Stage 2 grid using participant-cluster HC3 for four repaired timing outcomes and the previously approved routes for the other nine outcomes while freezing L10 MDER temporal pre-sleep and main-H06 results","The author explicitly authorized the complete remaining non-L10 production grid after accepting the timing repair; all input preservation model multiplicity diagnostic influence and runtime gates are independently pinned and the batch is bounded","audit/decisions/h06_daily_non_l10_production_authorization.md; audit/decisions/h06_daily_non_l10_grid_reopening.md; audit/decisions/h06_daily_non_l10_pilot_gate.md; audit/decisions/h06_daily_timing_repair_acceptance.md; audit/decisions/h06_daily_timing_repair_acceptance_closure.md; artifacts/06_model_data/H06_daily/H06_daily_non_l10_pilot_frame_inventory.csv; artifacts/08_diagnostics/H06_daily/H06_daily_timing_repair_preservation_final.csv; artifacts/12_manifests/H06_daily/H06_daily_timing_repair_acceptance_manifest.csv","Releases one serial checkpointed Stage 2 production batch its full diagnostics influence work twelve fixed 15-slot FDR families and a new task-owned Stage 2 report; requires a stop at H06-D-G2 and author approval before Stage 3","Reopen if an input preservation frame method family covariance multiplicity diagnostic influence runtime or reporting-role contract changes a frozen scientific result changes beyond dependent FDR fields or the Stage 2 gate identifies a new major issue"
"REPORT-014","2026-08-12","approved_first_adjustment_run","Reader-report harmonization Phase 2 authorization","Approve the shared plain-language vocabulary document structures dynamic cross-link plan native-gt repairs and one display-only adjustment run while retaining author review of the principal and supplemental output shortlist","The author approved the Phase 2 package with explicit terminology amendments country-coded site names and a first-run-only display boundary; all scientific results remain fixed","audit/decisions/report_harmonization_phase2_authorization.md; audit/report_harmonization/author_decision_2026-08-12.md; audit/report_harmonization/vocabulary_proposal.csv; audit/report_harmonization/document_change_matrix.csv; audit/report_harmonization/phase1_corpus_inventory.csv","Allows the harmonization task to issue one scoped order per existing document owner and generate the deviation page after central reconciliation; H06_daily is deferred and heavy renders are serialized after its Stage 2 compute gate","Reopen if an owner or source identity changes a qualification would be weakened a scientific discrepancy appears a dynamic link requires unapproved shared work or the author rejects the first adjusted output package"
"REPORT-015","2026-08-12","verified","Preregistration-deviation crosswalk reconciliation","Add the five missing authoritative deviation-to-hypothesis mappings and align the two superseded historical MDER statuses with the deviation register","A reader-facing deviation document must fail closed unless every authoritative register entry has one traceable crosswalk row with the same current status","audit/decisions/preregistration_deviation_crosswalk_reconciliation.md; audit/ledgers/deviation_register.csv; audit/ledgers/deviation_hypothesis_crosswalk.csv; audit/decisions/mder_mean_of_viable_ratios.md; audit/decisions/all_zero_medi_day_exclusion.md; audit/decisions/h01_gate_resolution.md","Releases Phase 3 deviation-document generation after exact R verification; changes no deviation description scientific input result report or claim","Reopen if either ledger changes an ID is missing duplicated or extra a status diverges or an affected-hypothesis mapping is shown to be incomplete"
"REPORT-016","2026-08-12","verified","Reader-facing preregistration-deviation disposition reconciliation","Preserve deviation_register.csv as historical evidence and require the 86-row deviation_reader_dispositions.csv overlay as the authoritative current reader disposition separated into scientific deviations open qualifications resolved implementation history and technical provenance","Accepted hypothesis decisions supersede stale pre-repair wording for reader interpretation but historical audit entries must remain intact and traceable","audit/decisions/deviation_reader_disposition_reconciliation.md; audit/ledgers/deviation_reader_dispositions.csv; scripts/report_harmonization/check_deviation_reader_dispositions.R; audit/ledgers/deviation_register.csv; audit/ledgers/deviation_hypothesis_crosswalk.csv; audit/handoffs/H03_worker_handoff.md; audit/handoffs/H04_worker_handoff.md; audit/handoffs/H05_stage4_handoff.md; audit/handoffs/H06_worker_handoff.md; audit/handoffs/H07_worker_handoff.md; audit/handoffs/H08_worker_handoff.md; audit/handoffs/H09_worker_handoff.md; audit/handoffs/H10_worker_handoff.md; audit/handoffs/H11_worker_handoff.md","Releases deterministic generation of notebooks/preregistration_deviations.qmd with dynamic QMD anchors and plain reader labels; changes no scientific input result or claim","Reopen if the register crosswalk overlay or cited source identities change a current disposition changes a source locator fails the verifier fails or the rendered page and link audit reveals a mismatch"
"H06-D-014","2026-08-12","approved_no_refit_diagnostic_amendment","H06 daily H01-aligned diagnostic assessment","Apply the H01 overall diagnostic architecture to stored H06_daily evidence with per-cell visual residual review: only base fit estimability observed-support or gross visually confirmed residual failures are hard gates; AR influence deletion period and response-family sensitivities remain visible sidecars and cannot determine overall status or claim eligibility","The author explicitly directed H06_daily to use H01 diagnostic rules to report AR without failing on it and to judge residual normality homoscedasticity and centering visually rather than by hard numeric tests","audit/decisions/h06_daily_h01_diagnostic_alignment.md; scripts/hypotheses/H01/h01_modeling.R; audit/hypotheses/H06_daily/12_stage2_production.qmd; audit/decisions/h06_daily_non_l10_production_authorization.md; audit/decisions/h06_daily_l10_shifted_log_pilot_gate.md; audit/decisions/h06_daily_l10_shifted_log_pilot_acceptance.md","Authorizes only new H06_daily-owned no-refit per-cell visual diagnostic records alignment artifacts and dependent claim-eligibility displays; all models estimates intervals raw/FDR values historical files main H06 and Stage 3/4 remain frozen and the task must stop at H06-D-G2A","Reopen if the H01 architecture or visual-review rule changes any frozen identity changes the provisional replay fails a plot source or review identity is missing a numeric residual threshold sets a verdict a sidecar qualification is lost a hard-gate mapping is ambiguous or the author separately authorizes L10 production or downstream reporting"
"H06-D-015","2026-08-12","approved_stage3_in_progress","H06 daily Stage 2 acceptance and Stage 3 transition","Accept all five H06-D-G2B dispositions close the repaired complementary Stage 2 gate and authorize a compact standalone H06_daily Stage 3 reader report under H06-007 while keeping Stage 4 separate and blocked","The author explicitly replied approve - continue while reviewing the independently verified 90-cell gap clock-hour repair zero-hard-failure diagnostic disposition restored six gap FDR families and retained sidecar limitations","audit/decisions/h06_daily_stage2_acceptance_stage3_transition.md; audit/decisions/h06_daily_gap_clock_repair_gate.md; audit/hypotheses/H06_daily/H06_daily_gap_clock_repair_transition.md; audit/hypotheses/H06_daily/14_gap_clock_repair.qmd; audit/hypotheses/H06_daily/14_gap_clock_repair.html; audit/hypotheses/H06_daily/H06_daily_gap_clock_repair_report_manifest.csv; artifacts/12_manifests/H06_daily/H06_daily_gap_clock_repair_output_manifest.csv; tests/hypotheses/H06_daily/test_h06_daily_gap_clock_repair.R","Closes H06-D-G2B and permits only notebooks/hypotheses/H06_daily.qmd plus task-owned display artifacts tests manifest and handoff from stored accepted outputs; requires stop at H06-D-G3 and explicit author approval before Stage 4","Reopen if an accepted pin or preservation check fails Stage 3 requires scientific recomputation an accepted estimate interval raw/FDR p-value diagnostic sensitivity or claim changes or the complementary result materially changes the accepted main hourly H06 conclusion"
"REPORT-017","2026-08-12","approved_serial_focused_render_window","Reader-report harmonization Phase 4 render release","Release one serial focused Nature Health render and display-only refresh at a time for the accepted reader corpus while excluding H06_daily and retaining DOC-001 until rendered-link verification","The REPORT-014 compute hold ended when H06_daily reached its next author gate and is now idle at H06-D-G3; source navigation country-code 86-anchor and reader-link contracts pass but existing HTML predates accepted source changes and one expected HTML is absent","audit/decisions/report_harmonization_phase4_render_release.md; audit/decisions/report_harmonization_phase2_authorization.md; audit/decisions/deviation_reader_disposition_reconciliation.md; audit/report_harmonization/phase4_source_verification.md; audit/report_harmonization/phase4_corpus_manifest.csv; audit/report_harmonization/deviation_render_verification.md; audit/report_harmonization/deviation_render_manifest.csv; _quarto-nathealth.yml; notebooks/preregistration_deviations.qmd","Permits targeted profile renders and stored-output display refreshes under existing owners with no full-project render or scientific recomputation; requires author visual review of candidate principal and supplemental outputs; keeps H06_daily Stage 4 and DOC-001 closure blocked","Reopen if a source or accepted-output identity drifts a target render invokes prohibited scientific computation a link or anchor fails a visual repair changes scientific content concurrent heavy computation resumes or the author rejects the first adjusted display set"
"H06-D-016","2026-08-13","approved_stage4_authorized","H06 daily Stage 3 acceptance and Stage 4 transition","Accept the revised standalone complementary H06_daily Stage 3 reader report and authorize the separate bounded preparation and provenance companion","The author explicitly accepted the revised report and instructed the task to continue; the report preserves the selected hourly H06 analysis as main and retains every distinct estimand multiplicity boundary and diagnostic qualification","audit/decisions/h06_daily_stage3_acceptance_stage4_transition.md; audit/hypotheses/H06_daily/H06_daily_stage3_acceptance_stage4_transition.md; audit/hypotheses/H06_daily/H06_daily_stage3_revision_gate.md; notebooks/hypotheses/H06_daily.qmd; notebooks/hypotheses/H06_daily.html; tests/hypotheses/H06_daily/test_h06_daily_stage3_reader_report.R","Closes H06-D-G3 and authorizes only the stored-output H06_daily preparation and provenance companion stopped at H06-D-G4; changes no main-H06 result or scientific output","Reopen if a sealed Stage 3 identity or verifier fails an accepted result qualification or claim changes or the complementary result materially changes the accepted hourly H06 conclusion"
