profile_scope,profile_variant,profile_site,held_out_site,placement,state_domain,signal,training_sites,training_site_count,clock_bins,supported_bins,unsupported_bins,no_observation_bins,below_participant_minimum_bins,minimum_required_participants,minimum_bin_participants,median_bin_participants,maximum_bin_participants,minimum_bin_participant_days,median_bin_participant_days,maximum_bin_participant_days,finite_wall_minute_observations,profile_complete,profile_estimable,reference_total
site_specific,site::THUAS,THUAS,,chest,sleep,MEDI,THUAS,1,48,25,23,18,5,5,0,5.5,15,0,7.5,84,41437,FALSE,TRUE,11.972083333333332
site_specific,site::THUAS,THUAS,,chest,wake,LIGHT,THUAS,1,48,35,13,0,13,5,2,15,15,2,57,83,62103,FALSE,TRUE,4264.698333333334
site_specific,site::THUAS,THUAS,,chest,wake,MEDI,THUAS,1,48,35,13,0,13,5,2,15,15,2,57,83,62102,FALSE,TRUE,3228.9637500000003
site_specific,site::THUAS,THUAS,,glasses,full_day,LIGHT,THUAS,1,48,48,0,0,0,5,13,13,13,69,77,78,107794,TRUE,TRUE,4492.166666666665
site_specific,site::THUAS,THUAS,,glasses,full_day,MEDI,THUAS,1,48,48,0,0,0,5,13,13,13,69,77,78,107785,TRUE,TRUE,3351.188333333334
site_specific,site::THUAS,THUAS,,glasses,pre-sleep,LIGHT,THUAS,1,48,13,35,29,6,5,0,0,13,0,0,48,10774,FALSE,TRUE,229.70000000000002
site_specific,site::THUAS,THUAS,,glasses,pre-sleep,MEDI,THUAS,1,48,13,35,29,6,5,0,0,13,0,0,48,10774,FALSE,TRUE,144.14000000000001
site_specific,site::THUAS,THUAS,,glasses,sleep,LIGHT,THUAS,1,48,24,24,18,6,5,0,4.5,13,0,6.5,69,34621,FALSE,TRUE,38.79083333333333
site_specific,site::THUAS,THUAS,,glasses,sleep,MEDI,THUAS,1,48,24,24,18,6,5,0,4.5,13,0,6.5,69,34621,FALSE,TRUE,30.6875
site_specific,site::THUAS,THUAS,,glasses,wake,LIGHT,THUAS,1,48,34,14,0,14,5,2,13,13,2,44.5,68,49859,FALSE,TRUE,4645.507916666668
site_specific,site::THUAS,THUAS,,glasses,wake,MEDI,THUAS,1,48,34,14,0,14,5,2,13,13,2,44.5,68,49852,FALSE,TRUE,3532.935000000001
site_specific,site::TUM,TUM,,chest,full_day,LIGHT,TUM,1,48,48,0,0,0,5,10,10,10,54,59,60,82472,TRUE,TRUE,3300.962083333333
site_specific,site::TUM,TUM,,chest,full_day,MEDI,TUM,1,48,48,0,0,0,5,10,10,10,54,59,60,82452,TRUE,TRUE,2485.587500000001
site_specific,site::TUM,TUM,,chest,pre-sleep,LIGHT,TUM,1,48,11,37,26,11,5,0,0,10,0,0,44,9833,FALSE,TRUE,113.23708333333333
site_specific,site::TUM,TUM,,chest,pre-sleep,MEDI,TUM,1,48,11,37,26,11,5,0,0,10,0,0,44,9833,FALSE,TRUE,40.53916666666667
site_specific,site::TUM,TUM,,chest,sleep,LIGHT,TUM,1,48,24,24,18,6,5,0,5,10,0,7,60,29951,FALSE,TRUE,176.5408333333333
site_specific,site::TUM,TUM,,chest,sleep,MEDI,TUM,1,48,24,24,18,6,5,0,5,10,0,7,60,29951,FALSE,TRUE,91.59125
site_specific,site::TUM,TUM,,chest,wake,LIGHT,TUM,1,48,32,16,6,10,5,0,10,10,0,37.5,60,42688,FALSE,TRUE,3817.8454166666656
site_specific,site::TUM,TUM,,chest,wake,MEDI,TUM,1,48,32,16,6,10,5,0,10,10,0,37.5,60,42668,FALSE,TRUE,2961.679583333334
site_specific,site::TUM,TUM,,glasses,full_day,LIGHT,TUM,1,48,48,0,0,0,5,10,10,10,54,59,60,82472,TRUE,TRUE,3409.185833333333
site_specific,site::TUM,TUM,,glasses,full_day,MEDI,TUM,1,48,48,0,0,0,5,10,10,10,54,59,60,82469,TRUE,TRUE,2603.5883333333336
site_specific,site::TUM,TUM,,glasses,pre-sleep,LIGHT,TUM,1,48,11,37,26,11,5,0,0,10,0,0,44,9833,FALSE,TRUE,173.34958333333333
site_specific,site::TUM,TUM,,glasses,pre-sleep,MEDI,TUM,1,48,11,37,26,11,5,0,0,10,0,0,44,9833,FALSE,TRUE,71.59875
site_specific,site::TUM,TUM,,glasses,sleep,LIGHT,TUM,1,48,24,24,18,6,5,0,5,10,0,7,60,29951,FALSE,TRUE,207.87125
site_specific,site::TUM,TUM,,glasses,sleep,MEDI,TUM,1,48,24,24,18,6,5,0,5,10,0,7,60,29951,FALSE,TRUE,125.79541666666668
site_specific,site::TUM,TUM,,glasses,wake,LIGHT,TUM,1,48,32,16,6,10,5,0,10,10,0,37.5,60,42688,FALSE,TRUE,4625.107083333332
site_specific,site::TUM,TUM,,glasses,wake,MEDI,TUM,1,48,32,16,6,10,5,0,10,10,0,37.5,60,42685,FALSE,TRUE,3460.8404166666664
site_specific,site::UCR,UCR,,chest,full_day,LIGHT,UCR,1,48,48,0,0,0,5,39,39,39,216,224,230,318332,TRUE,TRUE,2473.9216666666666
site_specific,site::UCR,UCR,,chest,full_day,MEDI,UCR,1,48,48,0,0,0,5,39,39,39,216,224,230,318331,TRUE,TRUE,1996.7224999999999
site_specific,site::UCR,UCR,,chest,pre-sleep,LIGHT,UCR,1,48,17,31,24,7,5,0,0.5,39,0,0.5,175,38463,FALSE,TRUE,133.84125000000003
site_specific,site::UCR,UCR,,chest,pre-sleep,MEDI,UCR,1,48,17,31,24,7,5,0,0.5,39,0,0.5,175,38463,FALSE,TRUE,76.28499999999998
site_specific,site::UCR,UCR,,chest,sleep,LIGHT,UCR,1,48,25,23,19,4,5,0,5.5,39,0,8,225,100083,FALSE,TRUE,16.2775
site_specific,site::UCR,UCR,,chest,sleep,MEDI,UCR,1,48,25,23,19,4,5,0,5.5,39,0,8,225,100083,FALSE,TRUE,12.0975
site_specific,site::UCR,UCR,,chest,wake,LIGHT,UCR,1,48,39,9,2,7,5,0,37,39,0,163,223,174269,FALSE,TRUE,2834.0325
site_specific,site::UCR,UCR,,chest,wake,MEDI,UCR,1,48,39,9,2,7,5,0,37,39,0,163,223,174268,FALSE,TRUE,2267.2749999999996
site_specific,site::UCR,UCR,,glasses,full_day,LIGHT,UCR,1,48,48,0,0,0,5,6,6,6,28,32,32,43933,TRUE,TRUE,2269.817083333333
site_specific,site::UCR,UCR,,glasses,full_day,MEDI,UCR,1,48,48,0,0,0,5,6,6,6,28,32,32,43933,TRUE,TRUE,1719.8295833333336
site_specific,site::UCR,UCR,,glasses,pre-sleep,LIGHT,UCR,1,48,8,40,24,16,5,0,0.5,6,0,0.5,20,4839,FALSE,TRUE,64.60291666666666
site_specific,site::UCR,UCR,,glasses,pre-sleep,MEDI,UCR,1,48,8,40,24,16,5,0,0.5,6,0,0.5,20,4839,FALSE,TRUE,38.39833333333333
site_specific,site::UCR,UCR,,glasses,sleep,LIGHT,UCR,1,48,18,30,19,11,5,0,1,6,0,2,30,14275,FALSE,TRUE,7.328749999999999
site_specific,site::UCR,UCR,,glasses,sleep,MEDI,UCR,1,48,18,30,19,11,5,0,1,6,0,2,30,14275,FALSE,TRUE,4.601249999999999
site_specific,site::UCR,UCR,,glasses,wake,LIGHT,UCR,1,48,28,20,5,15,5,0,6,6,0,22.5,31,23640,FALSE,TRUE,2281.2358333333345
site_specific,site::UCR,UCR,,glasses,wake,MEDI,UCR,1,48,28,20,5,15,5,0,6,6,0,22.5,31,23640,FALSE,TRUE,1748.7108333333333
