site,participant,participant_order,local_date,weekday,protocol_day,clock_bin,aligned_minute,melEDI_lx,sample_available,photoperiod_state,daytime,aggregation_method,dataset,analysis_unit
BAUA,BAUA_S022,4,2025-09-26,Thu,2,1350,2790,3.173166666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-26,Thu,2,1380,2820,1.6212222222222223,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-26,Thu,2,1410,2850,2.9712222222222224,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,0,2880,18.641944444444444,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,30,2910,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,60,2940,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,90,2970,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,120,3000,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,150,3030,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,180,3060,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,210,3090,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,240,3120,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,270,3150,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,300,3180,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,330,3210,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,360,3240,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,390,3270,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,420,3300,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,450,3330,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,480,3360,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,510,3390,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,540,3420,0.5628333333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,570,3450,2.056277777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,600,3480,3.687388888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,630,3510,1486.9305555555554,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,660,3540,46.9315,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,690,3570,890.9487222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,720,3600,1138.747111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,750,3630,2074.0829444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,780,3660,2275.452388888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,810,3690,481.3835555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,840,3720,343.3153888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,870,3750,314.3448888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,900,3780,342.05505555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,930,3810,88.631,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,960,3840,168.80633333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,990,3870,5059.5001111111105,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1020,3900,1483.6435,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1050,3930,713.6044444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1080,3960,342.19,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1110,3990,268.7151666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1140,4020,50.66455555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1170,4050,10.276055555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1200,4080,5.597388888888889,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1230,4110,6.002166666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1260,4140,6.050333333333334,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1290,4170,5.400833333333333,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1320,4200,2.9099444444444442,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1350,4230,0.5465555555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1380,4260,2.4852777777777777,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-27,Fri,3,1410,4290,0.015111111111111112,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,0,4320,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,30,4350,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,60,4380,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,90,4410,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,120,4440,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,150,4470,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,180,4500,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,210,4530,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,240,4560,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,270,4590,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,300,4620,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,330,4650,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,360,4680,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,390,4710,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,420,4740,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,450,4770,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,480,4800,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,510,4830,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,540,4860,3.365111111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,570,4890,6.217444444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,600,4920,427.22177777777785,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,630,4950,1817.6135,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,660,4980,649.5563888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,690,5010,1415.583222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,720,5040,2293.3598888888887,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,750,5070,10576.716388888888,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,780,5100,14355.404888888888,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,810,5130,7671.064166666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,840,5160,6271.667166666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,870,5190,8739.64461111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,900,5220,10420.854222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,930,5250,2952.131277777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,960,5280,345.67361111111114,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,990,5310,121.99627777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1020,5340,203.73705555555554,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1050,5370,653.8098333333334,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1080,5400,226.0345,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1110,5430,141.762,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1140,5460,8.411222222222223,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1170,5490,4.562611111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1200,5520,4.186055555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1230,5550,3.9585,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1260,5580,4.384888888888889,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1290,5610,3.987888888888889,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1320,5640,15.672888888888886,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1350,5670,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1380,5700,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-28,Sat,4,1410,5730,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,0,5760,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,30,5790,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,60,5820,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,90,5850,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,120,5880,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,150,5910,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,180,5940,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,210,5970,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,240,6000,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,270,6030,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,300,6060,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,330,6090,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,360,6120,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,390,6150,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,420,6180,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,450,6210,0.05038888888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,480,6240,0.8082222222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,510,6270,7.330166666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,540,6300,28.999055555555554,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,570,6330,38.05144444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,600,6360,27.98688888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,630,6390,141.75933333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,660,6420,13134.334555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,690,6450,22339.00727777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,720,6480,10746.722944444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,750,6510,6598.027,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,780,6540,1140.8024444444443,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,810,6570,835.5793333333332,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,840,6600,1594.4406666666669,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,870,6630,710.9405555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,900,6660,15.183944444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,930,6690,4.403,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,960,6720,3.403777777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,990,6750,3.6422222222222227,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1020,6780,4.137111111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1050,6810,4.492,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1080,6840,48.77294444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1110,6870,65.45427777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1140,6900,38.92655555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1170,6930,30.29127777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S022,4,2025-09-29,Sun,5,1200,6960,2.692222222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
