placement,placement_label,base_colour,fill_colour,xmin,xmax,alpha,aggregation_minutes,site,clock_minute,n_participants,participant_days,context,fraction,context_label,band_index,ymin,ymax
chest,Chest (complementary),#D73027,#FAE3E2,562.5,577.5,1,15,Overall,570,154,863,sleep,0.13426033217458866,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FAE7E6,577.5,592.5,1,15,Overall,585,154,863,sleep,0.11402085747393435,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FCEEED,592.5,607.5,1,15,Overall,600,154,862,sleep,0.08453209590100158,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FCEFEE,607.5,622.5,1,15,Overall,615,154,862,sleep,0.07679814385150666,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FCF2F1,622.5,637.5,1,15,Overall,630,154,862,sleep,0.0643464810518203,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FDF3F3,637.5,652.5,1,15,Overall,645,154,862,sleep,0.05568445475638453,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FDF7F7,652.5,667.5,1,15,Overall,660,154,862,sleep,0.03913379737045817,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEF9F8,667.5,682.5,1,15,Overall,675,154,862,sleep,0.030572755417960156,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEFAFA,682.5,697.5,1,15,Overall,690,154,861,sleep,0.024390243902436323,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEFBFB,697.5,712.5,1,15,Overall,705,154,861,sleep,0.020751064653503373,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEFCFC,712.5,727.5,1,15,Overall,720,154,861,sleep,0.01478900503290647,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFDFD,727.5,742.5,1,15,Overall,735,154,861,sleep,0.01114982578397186,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFEFE,742.5,757.5,1,15,Overall,750,154,861,sleep,0.006349206349206371,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFEFE,757.5,772.5,1,15,Overall,765,154,861,sleep,0.005265195509098425,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFEFE,772.5,787.5,1,15,Overall,780,154,861,sleep,0.003484320557491533,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFE,787.5,802.5,1,15,Overall,795,154,861,sleep,0.002322880371660553,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,802.5,817.5,1,15,Overall,810,154,861,sleep,0.0022454510259389826,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,817.5,832.5,1,15,Overall,825,154,861,sleep,0.0011614401858302764,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,832.5,847.5,1,15,Overall,840,154,861,sleep,0.0011614401858302764,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,847.5,862.5,1,15,Overall,855,154,861,sleep,0.0011614401858302764,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,862.5,877.5,1,15,Overall,870,154,861,sleep,0.0011614401858302764,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,877.5,892.5,1,15,Overall,885,154,861,sleep,0.0011614401858302764,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,892.5,907.5,1,15,Overall,900,154,861,sleep,0.0011614401858302764,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,907.5,922.5,1,15,Overall,915,154,861,sleep,6.968641114982056e-4,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,922.5,937.5,1,15,Overall,930,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,937.5,952.5,1,15,Overall,945,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,952.5,967.5,1,15,Overall,960,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,967.5,982.5,1,15,Overall,975,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,982.5,997.5,1,15,Overall,990,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,997.5,1012.5,1,15,Overall,1005,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1012.5,1027.5,1,15,Overall,1020,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1027.5,1042.5,1,15,Overall,1035,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1042.5,1057.5,1,15,Overall,1050,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1057.5,1072.5,1,15,Overall,1065,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1072.5,1087.5,1,15,Overall,1080,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1087.5,1102.5,1,15,Overall,1095,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1102.5,1117.5,1,15,Overall,1110,154,861,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1117.5,1132.5,1,15,Overall,1125,154,862,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1132.5,1147.5,1,15,Overall,1140,154,862,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFFFF,1147.5,1162.5,1,15,Overall,1155,154,862,sleep,0,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFEFE,1162.5,1177.5,1,15,Overall,1170,154,862,sleep,0.0027068832173235834,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFEFE,1177.5,1192.5,1,15,Overall,1185,154,862,sleep,0.003480278422274099,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFDFD,1192.5,1207.5,1,15,Overall,1200,154,865,sleep,0.009325626204239731,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FFFDFD,1207.5,1222.5,1,15,Overall,1215,154,867,sleep,0.011230769230768333,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEFCFC,1222.5,1237.5,1,15,Overall,1230,154,869,sleep,0.013962408899117328,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEFBFB,1237.5,1252.5,1,15,Overall,1245,154,869,sleep,0.017337936325279284,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FEF8F8,1252.5,1267.5,1,15,Overall,1260,154,871,sleep,0.03364242470687527,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FDF5F5,1267.5,1282.5,1,15,Overall,1275,154,872,sleep,0.04789594491201249,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FCEEEE,1282.5,1297.5,1,15,Overall,1290,154,873,sleep,0.0802139037433137,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#FBEAE9,1297.5,1312.5,1,15,Overall,1305,154,876,sleep,0.1031249999999982,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#F9E2E1,1312.5,1327.5,1,15,Overall,1320,154,878,sleep,0.13875379939209587,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#F8DBD9,1327.5,1342.5,1,15,Overall,1335,154,878,sleep,0.17539863325740376,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#F5CCC9,1342.5,1357.5,1,15,Overall,1350,154,879,sleep,0.24825493171471988,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#F3C0BE,1357.5,1372.5,1,15,Overall,1365,154,880,sleep,0.3021969696969686,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#EFAFAB,1372.5,1387.5,1,15,Overall,1380,154,880,sleep,0.3880303030303067,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#EDA29E,1387.5,1402.5,1,15,Overall,1395,154,881,sleep,0.44790011350737563,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#EA9490,1402.5,1417.5,1,15,Overall,1410,154,881,sleep,0.515172152856603,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#D73027,#E88A85,1417.5,1432.5,1,15,Overall,1425,154,881,sleep,0.5647370412410117,Sleep,1,0.5800000000000001,1.42
chest,Chest (complementary),#E69F00,#F7E1AF,-7.5,7.5,1,15,Overall,0,154,877,pre_sleep,0.31531736982135894,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F8E5BA,7.5,22.5,1,15,Overall,15,154,877,pre_sleep,0.270847586469027,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FAEBCA,22.5,37.5,1,15,Overall,30,154,877,pre_sleep,0.20760167236792007,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FBEED2,37.5,52.5,1,15,Overall,45,154,877,pre_sleep,0.1762827822120835,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FCF2DC,52.5,67.5,1,15,Overall,60,154,877,pre_sleep,0.13568985176738804,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FCF4E2,67.5,82.5,1,15,Overall,75,154,877,pre_sleep,0.11182060053211636,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FDF7EB,82.5,97.5,1,15,Overall,90,154,877,pre_sleep,0.07928544279741652,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEF9F0,97.5,112.5,1,15,Overall,105,154,877,pre_sleep,0.05746864310148202,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFBF4,112.5,127.5,1,15,Overall,120,154,875,pre_sleep,0.04226529836563975,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFCF6,127.5,142.5,1,15,Overall,135,154,875,pre_sleep,0.03420752565564358,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFCF8,142.5,157.5,1,15,Overall,150,154,875,pre_sleep,0.027213987077157432,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFDF8,157.5,172.5,1,15,Overall,165,154,875,pre_sleep,0.025617635879892898,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFDFA,172.5,187.5,1,15,Overall,180,154,877,pre_sleep,0.02006841505131075,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFDFA,187.5,202.5,1,15,Overall,195,154,877,pre_sleep,0.01816799695933212,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFC,202.5,217.5,1,15,Overall,210,154,877,pre_sleep,0.012314709236031847,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFC,217.5,232.5,1,15,Overall,225,154,877,pre_sleep,0.011782592170277481,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFD,232.5,247.5,1,15,Overall,240,154,877,pre_sleep,0.009122006841505218,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFD,247.5,262.5,1,15,Overall,255,154,877,pre_sleep,0.009122006841505218,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFD,262.5,277.5,1,15,Overall,270,154,877,pre_sleep,0.007981755986316898,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFD,277.5,292.5,1,15,Overall,285,154,877,pre_sleep,0.007990259493188837,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFD,292.5,307.5,1,15,Overall,300,154,875,pre_sleep,0.006476190476190934,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFE,307.5,322.5,1,15,Overall,315,154,875,pre_sleep,0.004952380952381196,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFE,322.5,337.5,1,15,Overall,330,154,875,pre_sleep,0.0022857142857141037,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFE,337.5,352.5,1,15,Overall,345,154,875,pre_sleep,0.0022857142857141037,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,352.5,367.5,1,15,Overall,360,154,874,pre_sleep,0.0019069412662087153,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,367.5,382.5,1,15,Overall,375,154,874,pre_sleep,0.0011441647597254085,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,382.5,397.5,1,15,Overall,390,154,873,pre_sleep,0.0011454753722795002,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,397.5,412.5,1,15,Overall,405,154,873,pre_sleep,7.636502481863908e-4,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,412.5,427.5,1,15,Overall,420,154,871,pre_sleep,7.659900421294054e-4,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,427.5,442.5,1,15,Overall,435,154,870,pre_sleep,0.0011503067484662378,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,442.5,457.5,1,15,Overall,450,154,869,pre_sleep,0.001151631477927039,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,457.5,472.5,1,15,Overall,465,154,868,pre_sleep,0.001152073732718924,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,472.5,487.5,1,15,Overall,480,154,868,pre_sleep,0.001152073732718924,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,487.5,502.5,1,15,Overall,495,154,867,pre_sleep,0.0011542901115813894,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,502.5,517.5,1,15,Overall,510,154,866,pre_sleep,0.0011547344110853992,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,517.5,532.5,1,15,Overall,525,154,866,pre_sleep,0.001155624036979988,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,532.5,547.5,1,15,Overall,540,154,864,pre_sleep,0.0011574074074074895,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,547.5,562.5,1,15,Overall,555,154,864,pre_sleep,0.0011574074074074895,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,562.5,577.5,1,15,Overall,570,154,863,pre_sleep,0.0011587485515643812,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,577.5,592.5,1,15,Overall,585,154,863,pre_sleep,0.0011587485515643812,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,592.5,607.5,1,15,Overall,600,154,862,pre_sleep,3.8669760247490116e-4,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,607.5,622.5,1,15,Overall,615,154,862,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,622.5,637.5,1,15,Overall,630,154,862,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,637.5,652.5,1,15,Overall,645,154,862,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,652.5,667.5,1,15,Overall,660,154,862,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,667.5,682.5,1,15,Overall,675,154,862,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,682.5,697.5,1,15,Overall,690,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,697.5,712.5,1,15,Overall,705,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,712.5,727.5,1,15,Overall,720,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,727.5,742.5,1,15,Overall,735,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,742.5,757.5,1,15,Overall,750,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,757.5,772.5,1,15,Overall,765,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,772.5,787.5,1,15,Overall,780,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,787.5,802.5,1,15,Overall,795,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,802.5,817.5,1,15,Overall,810,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,817.5,832.5,1,15,Overall,825,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,832.5,847.5,1,15,Overall,840,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,847.5,862.5,1,15,Overall,855,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,862.5,877.5,1,15,Overall,870,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,877.5,892.5,1,15,Overall,885,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,892.5,907.5,1,15,Overall,900,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,907.5,922.5,1,15,Overall,915,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,922.5,937.5,1,15,Overall,930,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,937.5,952.5,1,15,Overall,945,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,952.5,967.5,1,15,Overall,960,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFF,967.5,982.5,1,15,Overall,975,154,861,pre_sleep,0,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFE,982.5,997.5,1,15,Overall,990,154,861,pre_sleep,0.0027100271002710925,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFFFE,997.5,1012.5,1,15,Overall,1005,154,861,pre_sleep,0.0034843205574911595,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFD,1012.5,1027.5,1,15,Overall,1020,154,861,pre_sleep,0.009368950832365042,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFC,1027.5,1042.5,1,15,Overall,1035,154,861,pre_sleep,0.011304684475415055,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFEFB,1042.5,1057.5,1,15,Overall,1050,154,861,pre_sleep,0.01409214092141047,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FFFDFB,1057.5,1072.5,1,15,Overall,1065,154,861,pre_sleep,0.01749903213317834,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFCF6,1072.5,1087.5,1,15,Overall,1080,154,861,pre_sleep,0.03399148277197092,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FEFAF3,1087.5,1102.5,1,15,Overall,1095,154,861,pre_sleep,0.048470770421989676,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FDF7EA,1102.5,1117.5,1,15,Overall,1110,154,861,pre_sleep,0.08130081300812897,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FCF5E4,1117.5,1132.5,1,15,Overall,1125,154,862,pre_sleep,0.10465655940593867,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FBF1DB,1132.5,1147.5,1,15,Overall,1140,154,862,pre_sleep,0.14122196442382298,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#FBEED1,1147.5,1162.5,1,15,Overall,1155,154,862,pre_sleep,0.17865429234338634,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F9E7BF,1162.5,1177.5,1,15,Overall,1170,154,862,pre_sleep,0.25034802784222965,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F7E2B1,1177.5,1192.5,1,15,Overall,1185,154,862,pre_sleep,0.30502706883217306,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F5DA9D,1192.5,1207.5,1,15,Overall,1200,154,865,pre_sleep,0.3854335260115621,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F4D48E,1207.5,1222.5,1,15,Overall,1215,154,867,pre_sleep,0.4440769230769252,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F2CE7D,1222.5,1237.5,1,15,Overall,1230,154,869,pre_sleep,0.5083237437667774,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F1CA71,1237.5,1252.5,1,15,Overall,1245,154,869,pre_sleep,0.5551975450709612,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F0C463,1252.5,1267.5,1,15,Overall,1260,154,871,pre_sleep,0.6116177484864693,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#EFC15B,1267.5,1282.5,1,15,Overall,1275,154,872,pre_sleep,0.644682478959447,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#EEBE53,1282.5,1297.5,1,15,Overall,1290,154,873,pre_sleep,0.6734912146676825,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#EEBE51,1297.5,1312.5,1,15,Overall,1305,154,876,pre_sleep,0.6808689024390219,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#EEBC4E,1312.5,1327.5,1,15,Overall,1320,154,878,pre_sleep,0.6945288753799364,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#EEBE52,1327.5,1342.5,1,15,Overall,1335,154,878,pre_sleep,0.6799544419134365,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#EFC15A,1342.5,1357.5,1,15,Overall,1350,154,879,pre_sleep,0.6466616084977229,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F0C463,1357.5,1372.5,1,15,Overall,1365,154,880,pre_sleep,0.6132575757575754,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F1CB74,1372.5,1387.5,1,15,Overall,1380,154,880,pre_sleep,0.5456060606060622,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F3D081,1387.5,1402.5,1,15,Overall,1395,154,881,pre_sleep,0.4946651532349587,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F4D58F,1402.5,1417.5,1,15,Overall,1410,154,881,pre_sleep,0.4373060915626181,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#E69F00,#F5DA9C,1417.5,1432.5,1,15,Overall,1425,154,881,pre_sleep,0.38872493378736284,Pre-sleep,2,1.58,2.42
chest,Chest (complementary),#0072B2,#F7FBFD,-7.5,7.5,1,15,Overall,0,154,877,wake,0.031090839984795567,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#F8FBFD,7.5,22.5,1,15,Overall,15,154,877,wake,0.028506271379705055,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#F9FCFD,22.5,37.5,1,15,Overall,30,154,877,wake,0.023717217787912904,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#F9FCFD,37.5,52.5,1,15,Overall,45,154,877,wake,0.022805017103762048,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FAFCFE,52.5,67.5,1,15,Overall,60,154,877,wake,0.019384264538198644,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FAFCFE,67.5,82.5,1,15,Overall,75,154,877,wake,0.019308247814518037,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FBFDFE,82.5,97.5,1,15,Overall,90,154,877,wake,0.01710376282782152,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FBFDFE,97.5,112.5,1,15,Overall,105,154,877,wake,0.01710376282782152,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FBFDFE,112.5,127.5,1,15,Overall,120,154,875,wake,0.015583428354236793,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FBFDFE,127.5,142.5,1,15,Overall,135,154,875,wake,0.014063093880654277,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FCFDFE,142.5,157.5,1,15,Overall,150,154,875,wake,0.01140250855188102,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FCFDFE,157.5,172.5,1,15,Overall,165,154,875,wake,0.01140250855188102,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FCFDFE,172.5,187.5,1,15,Overall,180,154,877,wake,0.011022424933484863,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FCFEFE,187.5,202.5,1,15,Overall,195,154,877,wake,0.01026225769669332,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FCFDFE,202.5,217.5,1,15,Overall,210,154,877,wake,0.012542759407069939,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FCFDFE,217.5,232.5,1,15,Overall,225,154,877,wake,0.012314709236031628,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#FAFCFD,232.5,247.5,1,15,Overall,240,154,877,wake,0.020600532117066327,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#F9FCFD,247.5,262.5,1,15,Overall,255,154,877,wake,0.024705435195743985,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#F7FBFD,262.5,277.5,1,15,Overall,270,154,877,wake,0.03185100722158788,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#F4F9FC,277.5,292.5,1,15,Overall,285,154,877,wake,0.04482155087131855,Daytime (wake),3,2.58,3.42
chest,Chest (complementary),#0072B2,#EFF6FA,292.5,307.5,1,15,Overall,300,154,875,wake,0.061942857142854725,Daytime (wake),3,2.58,3.42
