placement,data_scenario_id,model_implementation_id,scenario,metric_order,metric_id,analysis_unit,stage,scope,site,model_observations,participants,participant_days,participant_hours,contributing_participant_days,metric_support_missing_observations,metric_support_valid_hours,metric_support_expected_hours,prepared_record_support_missing_observations,prepared_record_valid_melEDI_hours,prepared_record_valid_illuminance_hours,sites,excluded_observations,status
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,BAUA,108,20,108,,108,108,,,108,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,116,22,116,,116,116,,,116,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,98,17,98,,98,98,,,98,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,KNUST,79,15,79,,79,79,,,79,,,1,4,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,THUAS,88,15,88,,88,88,,,88,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,TUM,57,10,57,,57,57,,,57,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,site,UCR,225,39,225,,225,225,,,225,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_photoperiod_model,overall,ALL,867,154,867,,867,867,,,867,,,8,30,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,prepared_rows,overall,ALL,897,154,897,,897,897,,,897,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,BAUA,113,20,113,,113,113,,,113,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,IZTECH,103,17,103,,103,103,,,103,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,KNUST,83,15,83,,83,83,,,83,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,RISE,96,16,96,,96,96,,,96,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,THUAS,94,15,94,,94,94,,,94,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,all_available,16,dose_time_sensitive_corrected_medi,participant_day,metric_estimable,site,UCR,226,39,226,,226,226,,,226,,,1,0,AVAILABLE
