placement,site,participant,participant_day,unique_participant_hours,long_rows,effective_weighted_hours,categories,multiselect_hours,maximum_k,exact_zero_unique_hours,other_only_hours
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-01,21,21,21,3,0,1,2,0
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-02,22,22,22,5,0,1,5,1
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-03,24,24,24,6,0,1,4,1
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-04,23,23,23,4,0,1,5,0
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-11-05,24,24,24,6,0,1,5,2
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-10-31,23,23,23,5,0,1,7,0
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-01,22,22,22,3,0,1,7,0
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-02,24,24,24,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-03,24,24,24,4,0,1,9,1
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-04,24,24,24,6,0,1,15,3
Near-eye,MPI,MPI.MPI_S224,MPI.MPI_S224.2023-11-05,23,23,23,5,0,1,9,1
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-10-31,23,25,23,5,2,2,6,0
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-01,24,25,24,3,1,2,7,0
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-02,24,28,24,4,4,2,6,0
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-03,24,26,24,4,2,2,6,0
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-04,24,25,24,5,1,2,6,3
Near-eye,MPI,MPI.MPI_S225,MPI.MPI_S225.2023-11-05,23,25,23,4,2,2,7,0
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-10-31,24,24,24,4,0,1,5,0
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-01,24,24,24,3,0,1,5,0
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-02,23,23,23,5,0,1,2,0
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-03,24,24,24,5,0,1,7,0
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-04,24,24,24,3,0,1,2,0
Near-eye,MPI,MPI.MPI_S226,MPI.MPI_S226.2023-11-05,24,24,24,3,0,1,2,0
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-10-31,24,24,24,5,0,1,5,0
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-01,24,24,24,4,0,1,3,0
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-02,22,22,22,5,0,1,5,0
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-03,22,22,22,6,0,1,5,2
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-04,24,24,24,2,0,1,4,0
Near-eye,MPI,MPI.MPI_S227,MPI.MPI_S227.2023-11-05,23,23,23,4,0,1,5,0
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-07,22,22,22,4,0,1,6,0
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-08,24,24,24,4,0,1,6,0
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-09,20,20,20,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-10,24,24,24,4,0,1,6,0
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-11,24,24,24,4,0,1,3,0
Near-eye,MPI,MPI.MPI_S228,MPI.MPI_S228.2023-11-12,24,24,24,4,0,1,6,0
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-07,23,25,23,5,2,2,7,0
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-08,24,30,24,5,6,2,7,0
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-09,24,29,24,5,5,2,7,0
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-10,21,25,21,5,4,2,6,0
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-11,23,27,23,5,4,2,7,0
Near-eye,MPI,MPI.MPI_S229,MPI.MPI_S229.2023-11-12,24,27,24,5,3,2,7,0
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-07,23,23,23,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-09,22,22,22,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-10,21,21,21,3,0,1,6,0
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-11,22,22,22,5,0,1,6,2
Near-eye,MPI,MPI.MPI_S230,MPI.MPI_S230.2023-11-12,24,24,24,3,0,1,1,3
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-07,21,21,21,4,0,1,6,0
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-08,22,22,22,4,0,1,6,0
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-09,22,22,22,4,0,1,5,0
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-10,24,25,24,5,1,2,6,1
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-11,21,21,21,3,0,1,7,0
Near-eye,MPI,MPI.MPI_S231,MPI.MPI_S231.2023-11-12,23,23,23,4,0,1,6,0
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,24,28,24,4,4,2,7,0
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,24,27,24,4,3,2,7,0
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-06,24,29,24,4,5,2,6,0
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-07,22,24,22,4,2,2,7,0
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-08,21,21,21,2,0,1,6,0
Near-eye,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-09,24,24,24,3,0,1,6,0
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-18,24,30,24,5,6,2,6,0
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-19,23,29,23,5,6,2,6,0
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-20,23,26,23,5,3,2,5,0
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-21,24,30,24,5,6,2,5,0
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-22,24,24,24,2,0,1,4,0
Near-eye,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-23,23,23,23,2,0,1,2,0
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-18,24,28,24,4,3,3,8,0
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-19,24,28,24,4,3,3,6,0
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-20,23,27,23,4,3,3,8,0
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-21,24,33,24,5,8,3,7,0
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-22,22,28,22,4,6,2,6,0
Near-eye,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-23,24,31,24,3,6,3,5,0
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-25,24,24,24,4,0,1,4,0
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-26,24,24,24,3,0,1,5,0
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-27,23,24,23,4,1,2,6,0
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-28,24,28,24,6,4,2,5,2
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-29,24,32,24,3,8,2,5,0
Near-eye,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-30,22,25,22,3,3,2,4,0
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-01,24,30,24.000000000000004,5,4,3,7,0
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-02,24,32,23.999999999999996,5,6,3,6,0
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-03,24,33,24,5,6,3,7,0
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-04,24,29,24,5,4,3,6,0
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-05,24,28,24,4,4,2,9,1
Near-eye,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-06,23,25,23,2,2,2,8,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-15,24,25,24,5,1,2,6,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-16,24,25,24,5,1,2,6,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-17,23,24,23,5,1,2,6,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-18,24,25,24,4,1,2,9,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-19,22,22,22,3,0,1,6,0
Near-eye,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-20,24,24,24,4,0,1,5,2
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-15,24,26,24,4,2,2,6,0
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-16,23,23,23,3,0,1,7,0
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-17,24,24,24,3,0,1,4,0
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-18,24,25,24,4,1,2,4,4
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-19,23,23,23,3,0,1,4,0
Near-eye,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-20,23,25,23,3,2,2,3,0
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-04-29,24,30,24,6,6,2,7,4
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-04-30,22,27,22,6,5,2,4,2
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-01,24,27,24,5,3,2,7,0
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-02,24,25,24,4,1,2,9,0
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-03,24,27,24,4,3,2,8,0
Near-eye,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-05-04,24,26,24,5,2,2,8,0
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-27,24,27,24,4,3,2,4,0
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-28,21,25,21,4,4,2,4,0
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-29,23,24,23,3,1,2,4,0
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-30,22,24,22,4,2,2,4,0
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-05-31,23,26,23,4,3,2,4,0
Near-eye,RISE,RISE.RISE_S009,RISE.RISE_S009.2025-06-01,22,25,22,3,3,2,4,0
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-10,24,27,24,4,3,2,7,0
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-11,23,27,23,4,4,2,6,0
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-12,20,21,20,4,1,2,7,0
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-13,22,23,22,2,1,2,10,0
Near-eye,RISE,RISE.RISE_S010,RISE.RISE_S010.2025-06-14,24,26,24,3,2,2,6,0
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-10,24,24,24,6,0,1,10,3
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-11,24,26,24,5,2,2,9,0
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-12,24,25,24,5,1,2,10,4
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-13,24,26,24,5,2,2,9,0
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-14,24,30,24,4,6,2,9,0
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-15,24,30,24,4,5,3,10,0
Near-eye,RISE,RISE.RISE_S012,RISE.RISE_S012.2025-06-16,24,27,24,4,3,2,10,0
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-24,24,24,24,5,0,1,8,0
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-25,21,21,21,4,0,1,8,0
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-26,24,24,24,4,0,1,9,0
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-27,22,22,22,4,0,1,9,0
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-28,21,21,21,5,0,1,7,5
Near-eye,RISE,RISE.RISE_S013,RISE.RISE_S013.2025-06-29,24,24,24,3,0,1,11,0
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-07,24,24,24,5,0,1,6,0
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-08,21,21,21,5,0,1,7,0
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-09,21,21,21,4,0,1,7,0
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-10,24,24,24,3,0,1,8,0
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-11,21,21,21,2,0,1,8,0
Near-eye,RISE,RISE.RISE_S016,RISE.RISE_S016.2025-10-12,23,23,23,2,0,1,8,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-23,20,20,20,4,0,1,8,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-24,24,24,24,3,0,1,8,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-25,24,24,24,4,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-26,24,24,24,4,0,1,6,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-27,23,23,23,4,0,1,8,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-02-28,22,22,22,4,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S001,THUAS.THUAS_S001.2025-03-02,24,24,24,2,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-04,24,24,24,4,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-05,24,24,24,4,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-06,24,24,24,6,0,1,14,2
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-07,24,24,24,4,0,1,13,0
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-08,24,24,24,5,0,1,15,2
Near-eye,THUAS,THUAS.THUAS_S002,THUAS.THUAS_S002.2025-03-09,24,24,24,2,0,1,8,0
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-18,22,26,22,5,4,2,7,0
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-19,20,22,20,6,2,2,6,2
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-20,24,29,24,5,5,2,6,0
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-21,23,23,23,5,0,1,6,2
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-22,23,26,23,3,3,2,7,0
Near-eye,THUAS,THUAS.THUAS_S003,THUAS.THUAS_S003.2025-03-23,24,27,24,4,3,2,7,0
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-25,24,26,24,4,2,2,7,0
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-26,22,25,22,4,3,2,7,0
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-27,24,26,24,5,2,2,7,1
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-28,22,22,22,5,0,1,5,4
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-29,24,24,24,4,0,1,6,0
Near-eye,THUAS,THUAS.THUAS_S005,THUAS.THUAS_S005.2025-03-30,21,21,21,3,0,1,3,0
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-01,23,31,23,4,8,2,6,0
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-02,24,27,24,4,3,2,7,0
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-03,24,30,24,5,6,2,7,4
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-05,24,29,24,3,5,2,6,0
Near-eye,THUAS,THUAS.THUAS_S006,THUAS.THUAS_S006.2025-04-06,22,27,22,5,5,2,2,1
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-08,23,27,23,4,4,2,7,0
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-09,22,26,22,5,4,2,7,0
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-10,23,26,23,5,3,2,10,4
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-12,22,24,22,4,2,2,8,4
Near-eye,THUAS,THUAS.THUAS_S007,THUAS.THUAS_S007.2025-04-13,22,22,22,2,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-03,23,23,23,4,0,1,4,0
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-05,21,21,21,4,0,1,4,0
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-06,20,20,20,4,0,1,17,0
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-07,23,23,23,4,0,1,6,1
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-08,24,24,24,3,0,1,4,0
Near-eye,THUAS,THUAS.THUAS_S010,THUAS.THUAS_S010.2025-06-09,22,22,22,4,0,1,4,3
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-13,24,28,24,6,4,2,6,1
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-14,24,27,24,5,3,2,6,0
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-15,24,26,24,5,2,2,5,4
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-16,23,27,23,5,4,2,6,2
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-17,24,24,24,5,0,1,5,3
Near-eye,THUAS,THUAS.THUAS_S011,THUAS.THUAS_S011.2025-05-18,24,24,24,4,0,1,5,3
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-08,12,12,12,4,0,1,0,1
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-09,12,12,12,4,0,1,0,0
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-10,15,16,15,5,1,2,1,0
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-11,10,10,10,4,0,1,0,1
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-12,15,15,15,3,0,1,0,6
Near-eye,THUAS,THUAS.THUAS_S014,THUAS.THUAS_S014.2025-07-13,12,12,12,3,0,1,0,5
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-08,24,26,24,5,2,2,6,0
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-09,20,21,20,3,1,2,6,0
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-10,24,31,24,5,6,3,6,0
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-11,23,24,23,3,1,2,10,0
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-12,24,25,24,4,1,2,3,0
Near-eye,THUAS,THUAS.THUAS_S015,THUAS.THUAS_S015.2025-07-13,24,25,24,2,1,2,17,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-08,16,16,16,4,0,1,0,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-09,16,16,16,4,0,1,0,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-10,17,19,17,5,2,2,0,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-11,16,17,16,4,1,2,0,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-12,14,14,14,3,0,1,0,0
Near-eye,THUAS,THUAS.THUAS_S016,THUAS.THUAS_S016.2025-07-13,15,17,15,3,2,2,0,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-09,23,24,23,5,1,2,6,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-10,23,24,23,5,1,2,6,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-11,23,23,23,5,0,1,7,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-12,19,26,19,5,7,2,7,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-13,24,24,24,3,0,1,5,0
Near-eye,THUAS,THUAS.THUAS_S017,THUAS.THUAS_S017.2025-09-14,24,25,24,4,1,2,4,0
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-23,23,25,23,4,2,2,6,0
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-24,20,21,20,4,1,2,7,0
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-25,22,24,22,5,2,2,6,0
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-26,22,25,22,4,3,2,6,0
Near-eye,THUAS,THUAS.THUAS_S018,THUAS.THUAS_S018.2025-09-27,21,22,21,4,1,2,8,0
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-14,24,24,24,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-15,22,22,22,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-16,24,24,24,5,0,1,5,1
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-17,22,22,22,5,0,1,4,2
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-18,24,24,24,3,0,1,4,0
Near-eye,TUM,TUM.TUM_S001,TUM.TUM_S001.2024-05-19,24,24,24,3,0,1,0,0
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-28,22,22,22,5,0,1,4,0
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-29,22,22,22,5,0,1,3,1
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-30,22,22,22,4,0,1,5,0
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-05-31,24,24,24,5,0,1,6,0
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-06-01,24,24,24,5,0,1,9,0
Near-eye,TUM,TUM.TUM_S002,TUM.TUM_S002.2024-06-02,23,23,23,4,0,1,3,0
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-04,24,24,24,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-05,22,22,22,3,0,1,7,0
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-06,23,23,23,5,0,1,5,2
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-07,22,22,22,4,0,1,5,1
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-08,24,24,24,4,0,1,4,1
Near-eye,TUM,TUM.TUM_S003,TUM.TUM_S003.2024-06-09,24,24,24,2,0,1,5,0
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-11,24,24,24,2,0,1,7,0
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-12,24,24,24,4,0,1,6,0
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-13,24,24,24,5,0,1,5,0
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-14,24,24,24,3,0,1,8,0
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-15,24,24,24,3,0,1,6,0
Near-eye,TUM,TUM.TUM_S004,TUM.TUM_S004.2024-06-16,24,24,24,2,0,1,8,0
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-18,24,24,24,4,0,1,7,0
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-19,24,24,24,4,0,1,11,0
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-20,23,23,23,2,0,1,11,0
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-21,21,21,21,3,0,1,10,0
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-22,22,22,22,3,0,1,8,0
Near-eye,TUM,TUM.TUM_S005,TUM.TUM_S005.2024-06-23,23,23,23,3,0,1,8,0
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-25,24,30,24,4,6,2,5,0
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-26,24,24,24,6,0,1,6,2
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-27,23,23,23,5,0,1,6,0
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-28,24,24,24,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-29,24,24,24,4,0,1,3,1
Near-eye,TUM,TUM.TUM_S006,TUM.TUM_S006.2024-06-30,24,24,24,3,0,1,3,1
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-02,24,26,24,4,2,2,6,0
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-03,23,25,23,3,2,2,7,0
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-04,22,22,22,4,0,1,6,0
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-05,24,24,24,3,0,1,4,0
