run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,converged,positive_definite_hessian,singular,max_gradient,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,fit_error,fit_warnings,diagnostic_status
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.100829649658408e-5,,,,,,,,,NOT_APPLICABLE,0.00259576159531252,1.2448993111898492,0.003125,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,2.7921487344428897e-6,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,5.855512465198524e-14,2.3463999436347667,0.009375,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,4.049525159643963e-6,-4.816666666666663,13.35,18.166666666666664,0.5375,0.028125,16,0,0,PASS,2.84148720173798e-23,2.3008759726528147,0.0171875,0.0140625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,6.093614501878619e-7,8.146666666666668,19.83888888888889,11.69222222222222,0,0,,,,PASS,0.00831421940799997,1.9984241987405411,0.00497512437810945,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.052243068348616e-6,0,18.533333333333335,18.533333333333335,0.0132669983416252,0,,,,PASS,5.685426862538687e-18,1.7314801565857032,0.02321724709784411,0.0066334991708126,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.204583430895582e-6,8.883333333333333,23.983333333333334,15.1,0,0.0945273631840796,,,,PASS,6.46690615404489e-8,2.936091303265319,0.0099502487562189,0.00165837479270315,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3722001312999057e-6,,,,,,,,,NOT_APPLICABLE,7.033160489502077e-23,3.9396344723430783,0.0125,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.1999645721516572e-6,,,,,,,,,NOT_APPLICABLE,1.7893222162427048e-22,3.5305516043620595,0.01229508196721311,0.00546448087431694,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,4.4281023292569444e-7,,,,,,,,,NOT_APPLICABLE,3.523095444093873e-7,1.663969864993761,0.01226993865030674,0.00408997955010225,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.1871179594891146e-5,,,,,,,,,NOT_APPLICABLE,8.331430370472915e-30,4.958227277031284,0.00997150997150997,0.00427350427350427,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,8.853362487570848e-6,,,,,,,,,NOT_APPLICABLE,4.1018578007758366e-27,5.338274642995294,0.01022494887525562,0.00613496932515337,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,2.967226464534179e-7,,,,,,,,,NOT_APPLICABLE,8.851554757556502e-37,5.07864349987141,0.00548696844993141,0.00548696844993141,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,4.152411747782026e-7,,,,,,,,,NOT_APPLICABLE,1.973047125157369e-32,7.173146176374543,0.00840336134453781,0.00630252100840336,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,6.56996235193219e-6,,,,,,,,,NOT_APPLICABLE,5.53645699437144e-27,2.4050871233266315,0.01241379310344827,0.00689655172413793,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,2.103206497849897e-8,,,,,,,,,NOT_APPLICABLE,6.748313560549695e-18,2.3665972732015783,0.01470588235294117,0.00840336134453781,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
