contrast_id,contrast_label,clock_hour,numerator,denominator,numerator_expected_melEDI_lx,denominator_expected_melEDI_lx,expected_melEDI_ratio,pointwise_low_ratio,pointwise_high_ratio,log_ratio,standard_error_log_ratio,occurrence_standard_error_contribution,positive_magnitude_standard_error_contribution,numerator_observations,numerator_positive_observations,numerator_zero_observations,numerator_participants,numerator_participant_days,numerator_sites_with_support,denominator_observations,denominator_positive_observations,denominator_zero_observations,denominator_participants,denominator_participant_days,denominator_sites_with_support,null_reference_ratio,basis_k,sites_standardized,other_factor_levels_standardized,standardization,model_components,occurrence_working_rho,positive_magnitude_working_rho,random_effects,interval_scope,inferential_role,pointwise_highlighting,display_scale,integer_hour,pointwise_ci_excludes_one
free_vs_work,Free day / Work day,0,Free day,Work day,4.21727613229964,3.1724510091943245,1.3293431860971934,0.8378967640065166,2.109034647625508,0.2846849752123348,0.2354866509035702,0.06646628478673483,0.2259119203150392,281,134,147,125,281,9,426,154,272,134,426,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,17.25,Free day,Work day,168.95187744627418,207.04773612420496,0.8160044664527137,0.5922030584119564,1.1243834016263743,-0.20333545043899817,0.16355925462199777,0.00521806186840014,0.16347599702354176,271,264,7,120,271,9,397,392,5,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,17.5,Free day,Work day,149.62480264693693,186.8325346364224,0.8008498248878761,0.5761313125924199,1.1132192054221288,-0.22208183402568693,0.16803259630766565,0.00553897185474862,0.1679412790611267,271,264,7,120,271,9,397,392,5,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,17.75,Free day,Work day,130.75812591180895,166.65811564449604,0.7845890096989544,0.5607611329516232,1.097757811601918,-0.24259525282587904,0.1713628423385726,0.00581993559416446,0.17126398361603723,271,264,7,120,271,9,397,392,5,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,18,Free day,Work day,112.61405737240436,146.88614009757225,0.7666758572156501,0.5493681002155135,1.0699417563683893,-0.26569117813227017,0.17005179403956402,0.00597092656395882,0.16994693492982482,271,262,9,123,271,9,397,390,7,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,18.25,Free day,Work day,95.8027738116904,128.00524610606865,0.7484284959095006,0.5414178702139774,1.0345894443195576,-0.2897796095327472,0.16519909955173734,0.00599813162873382,0.165090172056574,271,262,9,123,271,9,397,390,7,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,18.5,Free day,Work day,80.86116785714849,110.45560373818005,0.7320694027332367,0.5340510342919903,1.0035101067235883,-0.311879957038145,0.16091311891586954,0.0059909635596209,0.16080155532475446,271,262,9,123,271,9,397,390,7,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,18.75,Free day,Work day,67.99584602892897,94.50157476206306,0.7195207720096675,0.5254167994009938,0.9853322960811456,-0.32916988300936545,0.16040781729403594,0.00603409377629449,0.160294284244123,271,262,9,123,271,9,397,390,7,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,19,Free day,Work day,57.181120509778424,80.25044981316789,0.7125333333695022,0.5165259801554072,0.982920067273095,-0.3389285842571592,0.16413623391559948,0.00617037182581548,0.16402021154579569,269,263,6,123,269,9,396,386,10,133,396,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,TRUE
free_vs_work,Free day / Work day,19.25,Free day,Work day,48.25337754991684,67.69109792778451,0.7128467261883595,0.5112717742173262,0.9938949902238544,-0.33848885196006995,0.169577162150685,0.00638832551101816,0.16945678865198935,269,263,6,123,269,9,396,386,10,133,396,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,19.5,Free day,Work day,40.98453764727736,56.73636664664862,0.7223680342896668,0.514847346395442,1.0135345566348186,-0.32522052718055816,0.17279108826226175,0.00663306549697062,0.17266372700995894,269,263,6,123,269,9,396,386,10,133,396,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,19.75,Free day,Work day,35.111736024653325,47.2833006222068,0.7425821709274448,0.5307593788476098,1.0389421318876808,-0.29762174651277373,0.17134231228646063,0.00685147870909834,0.17120527217106887,269,263,6,123,269,9,396,386,10,133,396,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,20,Free day,Work day,30.332325023233743,39.280536122285454,0.7721973276740738,0.5558028104359922,1.0728422053124018,-0.25851515582352436,0.16777173044853677,0.00708798445806892,0.16762193774687922,267,260,7,121,267,9,394,383,11,132,394,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,20.25,Free day,Work day,26.406169641360663,32.632266718058084,0.8092042722471371,0.5845214577767607,1.1202523799786717,-0.21170389410888868,0.16595095413133948,0.00744507611410004,0.1657838653752445,267,260,7,121,267,9,394,383,11,132,394,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,20.5,Free day,Work day,23.155389845344637,27.19713414320589,0.8513908018183259,0.6124210172479756,1.183607807384158,-0.1608840292424909,0.16809046985876328,0.00804452727209563,0.16789786073178037,267,260,7,121,267,9,394,383,11,132,394,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,20.75,Free day,Work day,20.44491623513012,22.814134295367687,0.8961513056088819,0.6379277193396334,1.2588999320735568,-0.10964601239672422,0.17341353459083045,0.0089964793536798909,0.17318001425835478,267,260,7,121,267,9,394,383,11,132,394,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,21,Free day,Work day,18.169960530941765,19.321810534249405,0.9403860212133904,0.6624281909298383,1.334976199687756,-0.06146482715087398,0.17876771902884958,0.01036211665420652,0.1784671507735312,271,253,18,121,271,9,403,379,24,133,403,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,21.25,Free day,Work day,16.247492243499728,16.569882905762313,0.9805435763127528,0.6881077058162183,1.3972604825108503,-0.01964819138301132,0.1806980717811267,0.01212087765541694,0.18029109093429888,271,253,18,121,271,9,403,379,24,133,403,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,21.5,Free day,Work day,14.603480087808949,14.395712667862568,1.014432590087062,0.7139657623813858,1.44134849883885,0.01432943163650568,0.1792123243315676,0.01422399439117352,0.1786469568055466,271,253,18,121,271,9,403,379,24,133,403,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,21.75,Free day,Work day,13.167482948782412,12.631009755425191,1.042472708338048,0.7347875104956715,1.4789981213705825,0.04159549529591011,0.17845706400139835,0.01675323737595084,0.1776689413753125,271,253,18,121,271,9,403,379,24,133,403,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,22,Free day,Work day,11.882075500906858,11.15175874882733,1.0654889303587496,0.7461690573704034,1.521460384216225,0.06343378335076011,0.1817568445921384,0.01994872514484628,0.1806587914306584,267,217,50,122,267,9,412,351,61,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,22.25,Free day,Work day,10.703012216803645,9.86810779083836,1.0846063342295893,0.7484610339259425,1.5717196312551729,0.08121709556044276,0.18926533030566667,0.02414523182926411,0.1877188670209369,267,217,50,122,267,9,412,351,61,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,22.5,Free day,Work day,9.599772629578764,8.715168226850754,1.1015017013673485,0.7473136671713289,1.623556548494116,0.09667443185039648,0.19793461226279413,0.02946124069022759,0.1957297780834974,267,217,50,122,267,9,412,351,61,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,22.75,Free day,Work day,8.556138404504285,7.648009460599522,1.118740562310128,0.7507967433497884,1.667003029573455,0.11220355464743736,0.20348530363110595,0.03531730251625951,0.20039699832287505,267,217,50,122,267,9,412,351,61,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,23,Free day,Work day,7.568864702700885,6.639483476572575,1.1399779409659851,0.7649394976817209,1.698892147454215,0.1310089121893523,0.2035585610844531,0.04037229122670372,0.19951482624576863,266,166,100,123,266,9,412,259,153,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,23.25,Free day,Work day,6.639099759009873,5.680741262400286,1.1687030710151816,0.7851153814266459,1.7397020877598623,0.15589464767251004,0.20297272812254877,0.04442342788004679,0.1980517291439193,266,166,100,123,266,9,412,259,153,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,23.5,Free day,Work day,5.768562583950457,4.775503963948261,1.2079484442896704,0.8029972918142892,1.817116270423603,0.1889234200337135,0.20833411270847588,0.04924060706607656,0.2024313837669253,266,166,100,123,266,9,412,259,153,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,23.75,Free day,Work day,4.960208705905801,3.934753976959172,1.260614700423815,0.8179887088955096,1.9427522723026045,0.23159945947883487,0.22067048612692292,0.05670919054673613,0.21325930496704343,266,166,100,123,266,9,412,259,153,134,412,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,24,Free day,Work day,4.217276132299641,3.1724510091943263,1.3293431860971927,0.8378967640065162,2.109034647625507,0.2846849752123344,0.23548665090357013,0.06646628478673484,0.2259119203150391,281,134,147,125,281,9,426,154,272,134,426,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
