table_endpoint,headers_value,token,resolves_once
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0009,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0009 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0010,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0010 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0002,tbl-h01-chest-site-contrasts--gt-0002,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0003,tbl-h01-chest-site-contrasts--gt-0003,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0004,tbl-h01-chest-site-contrasts--gt-0004,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0005,tbl-h01-chest-site-contrasts--gt-0005,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0011,TRUE
tbl-h01-chest-site-contrasts,tbl-h01-chest-site-contrasts--gt-0011 tbl-h01-chest-site-contrasts--gt-0001,tbl-h01-chest-site-contrasts--gt-0001,TRUE
