"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes","preview_endpoint","source_html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",70,1315011,1315041,"Spectrum stub_1_12 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0026 tbl-plan-h01-metric-synthesis-candidate--gt-0027 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Spectrum|stub_1_12|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0026|tbl-plan-h01-metric-synthesis-candidate--gt-0027|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1324001,1324146,31,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",71,1315836,1315865,"Spectrum stub_1_12 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0026 tbl-plan-h01-metric-synthesis-candidate--gt-0027 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Spectrum|stub_1_12|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0026|tbl-plan-h01-metric-synthesis-candidate--gt-0027|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1324941,1325086,30,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",72,1316776,1316812,"Spectrum stub_1_12 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0026 tbl-plan-h01-metric-synthesis-candidate--gt-0027 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Spectrum|stub_1_12|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0026|tbl-plan-h01-metric-synthesis-candidate--gt-0027|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1325997,1326142,37,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",28,1318388,1318393,"Timing","tbl-plan-h01-metric-synthesis-candidate--gt-0028","","",1327718,1327765,6,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",29,1318536,1318544,"stub_1_13","tbl-plan-h01-metric-synthesis-candidate--gt-0029","","",1327908,1327955,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",73,1319209,1319235,"Timing stub_1_13 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0029 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Timing|stub_1_13|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0029|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1328620,1328765,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",74,1319805,1319832,"Timing stub_1_13 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0029 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Timing|stub_1_13|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0029|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1329335,1329480,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",75,1320709,1320737,"Timing stub_1_13 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0029 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Timing|stub_1_13|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0029|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1330357,1330502,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",76,1429425,1429453,"Timing stub_1_13 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0029 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Timing|stub_1_13|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0029|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1439190,1439335,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",77,1430156,1430183,"Timing stub_1_13 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0029 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Timing|stub_1_13|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0029|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1440038,1440183,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",78,1430984,1431018,"Timing stub_1_13 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0029 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Timing|stub_1_13|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0029|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1440984,1441129,35,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",30,1431841,1431849,"stub_1_14","tbl-plan-h01-metric-synthesis-candidate--gt-0030","","",1441952,1441999,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",79,1432512,1432538,"Timing stub_1_14 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0030 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Timing|stub_1_14|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0030|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1442662,1442807,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",80,1433191,1433218,"Timing stub_1_14 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0030 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Timing|stub_1_14|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0030|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1443460,1443605,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",81,1434187,1434215,"Timing stub_1_14 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0030 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Timing|stub_1_14|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0030|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1444574,1444719,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",82,1533137,1533165,"Timing stub_1_14 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0030 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Timing|stub_1_14|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0030|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1543641,1543786,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",83,1533956,1533983,"Timing stub_1_14 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0030 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Timing|stub_1_14|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0030|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1544577,1544722,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",84,1534891,1534925,"Timing stub_1_14 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0030 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Timing|stub_1_14|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0030|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1545630,1545775,35,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",31,1535841,1535849,"stub_1_15","tbl-plan-h01-metric-synthesis-candidate--gt-0031","","",1546691,1546738,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",85,1536518,1536544,"Timing stub_1_15 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0031 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Timing|stub_1_15|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0031|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1547407,1547552,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",86,1537133,1537160,"Timing stub_1_15 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0031 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Timing|stub_1_15|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0031|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1548141,1548286,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",87,1538037,1538065,"Timing stub_1_15 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0031 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Timing|stub_1_15|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0031|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1549163,1549308,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",88,1645113,1645141,"Timing stub_1_15 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0031 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Timing|stub_1_15|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0031|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1656356,1656501,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",89,1645827,1645854,"Timing stub_1_15 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0031 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Timing|stub_1_15|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0031|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1657187,1657332,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",90,1646656,1646690,"Timing stub_1_15 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0031 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Timing|stub_1_15|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0031|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1658134,1658279,35,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",32,1647514,1647522,"stub_1_16","tbl-plan-h01-metric-synthesis-candidate--gt-0032","","",1659103,1659150,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",91,1648190,1648216,"Timing stub_1_16 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0032 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Timing|stub_1_16|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0032|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1659818,1659963,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",92,1648879,1648906,"Timing stub_1_16 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0032 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Timing|stub_1_16|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0032|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1660626,1660771,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",93,1649875,1649903,"Timing stub_1_16 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0032 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Timing|stub_1_16|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0032|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1661740,1661885,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",94,1773382,1773410,"Timing stub_1_16 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0032 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Timing|stub_1_16|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0032|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1785364,1785509,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",95,1774206,1774233,"Timing stub_1_16 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0032 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Timing|stub_1_16|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0032|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1786305,1786450,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",96,1775142,1775176,"Timing stub_1_16 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0032 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Timing|stub_1_16|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0032|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1787359,1787504,35,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",33,1776093,1776101,"stub_1_17","tbl-plan-h01-metric-synthesis-candidate--gt-0033","","",1788421,1788468,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",97,1776775,1776801,"Timing stub_1_17 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0033 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Timing|stub_1_17|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0033|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1789142,1789287,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",98,1777370,1777397,"Timing stub_1_17 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0033 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Timing|stub_1_17|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0033|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1789856,1790001,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",99,1778274,1778302,"Timing stub_1_17 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0033 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Timing|stub_1_17|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0033|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1790878,1791023,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",100,1884555,1884583,"Timing stub_1_17 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0033 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Timing|stub_1_17|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0033|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1897276,1897421,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",101,1885287,1885314,"Timing stub_1_17 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0033 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Timing|stub_1_17|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0033|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1898125,1898270,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",102,1886127,1886161,"Timing stub_1_17 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028 tbl-plan-h01-metric-synthesis-candidate--gt-0033 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Timing|stub_1_17|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0028|tbl-plan-h01-metric-synthesis-candidate--gt-0033|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1899083,1899228,35,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",1,3287,3293,"a::stub","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0001","","",3287,3346,7,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",2,3886,3897,"fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","","",3939,3998,12,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",3,4518,4524,"shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","","",4619,4678,7,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",4,5152,5156,"share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","","",5306,5365,5,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",5,6599,6617,"Component summaries","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005","","",6808,6867,19,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",6,6773,6780,"stub_1_1","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006","","",7023,7082,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",1,7435,7475,"Component summaries stub_1_1 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_1|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",7737,7918,41,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
