"row","site","raw_state","direct_projected","direct_valid","direct_yes","expected_minutes","assigned_window_exact","integer_utc_ticks"
948,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
949,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
950,"BAUA","pre-sleep",180,180,128,180,TRUE,TRUE
951,"BAUA","pre-sleep",180,180,161,180,TRUE,TRUE
952,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
953,"BAUA","pre-sleep",180,60,58,180,TRUE,TRUE
954,"BAUA","pre-sleep",180,10,10,180,TRUE,TRUE
955,"BAUA","pre-sleep",180,180,83,180,TRUE,TRUE
956,"BAUA","pre-sleep",180,180,111,180,TRUE,TRUE
957,"BAUA","pre-sleep",180,162,162,180,TRUE,TRUE
958,"BAUA","pre-sleep",180,137,105,180,TRUE,TRUE
959,"BAUA","pre-sleep",180,180,61,180,TRUE,TRUE
960,"BAUA","pre-sleep",180,180,50,180,TRUE,TRUE
961,"BAUA","pre-sleep",180,180,100,180,TRUE,TRUE
962,"BAUA","pre-sleep",180,180,174,180,TRUE,TRUE
963,"BAUA","pre-sleep",180,180,52,180,TRUE,TRUE
964,"BAUA","pre-sleep",180,180,83,180,TRUE,TRUE
965,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
966,"BAUA","pre-sleep",180,180,109,180,TRUE,TRUE
967,"BAUA","pre-sleep",180,180,176,180,TRUE,TRUE
968,"BAUA","pre-sleep",180,92,91,180,TRUE,TRUE
969,"BAUA","pre-sleep",180,180,157,180,TRUE,TRUE
970,"BAUA","pre-sleep",180,180,170,180,TRUE,TRUE
971,"BAUA","pre-sleep",180,130,122,180,TRUE,TRUE
972,"BAUA","pre-sleep",180,180,142,180,TRUE,TRUE
973,"BAUA","pre-sleep",180,180,119,180,TRUE,TRUE
974,"BAUA","pre-sleep",180,180,27,180,TRUE,TRUE
975,"BAUA","pre-sleep",180,180,163,180,TRUE,TRUE
976,"BAUA","pre-sleep",180,180,119,180,TRUE,TRUE
977,"BAUA","pre-sleep",180,180,132,180,TRUE,TRUE
978,"BAUA","pre-sleep",180,180,118,180,TRUE,TRUE
979,"BAUA","pre-sleep",180,180,126,180,TRUE,TRUE
980,"BAUA","pre-sleep",180,180,163,180,TRUE,TRUE
981,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
982,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
983,"BAUA","pre-sleep",180,180,178,180,TRUE,TRUE
984,"BAUA","pre-sleep",180,25,25,180,TRUE,TRUE
985,"BAUA","pre-sleep",180,180,166,180,TRUE,TRUE
986,"BAUA","pre-sleep",180,180,150,180,TRUE,TRUE
987,"BAUA","pre-sleep",180,180,174,180,TRUE,TRUE
988,"BAUA","pre-sleep",180,180,157,180,TRUE,TRUE
989,"BAUA","pre-sleep",180,170,147,180,TRUE,TRUE
990,"BAUA","pre-sleep",180,180,165,180,TRUE,TRUE
991,"BAUA","pre-sleep",180,180,169,180,TRUE,TRUE
992,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
993,"BAUA","pre-sleep",180,180,145,180,TRUE,TRUE
994,"BAUA","pre-sleep",180,180,179,180,TRUE,TRUE
995,"BAUA","pre-sleep",180,180,162,180,TRUE,TRUE
996,"BAUA","pre-sleep",180,180,173,180,TRUE,TRUE
997,"BAUA","pre-sleep",180,180,95,180,TRUE,TRUE
998,"BAUA","pre-sleep",180,180,158,180,TRUE,TRUE
999,"BAUA","pre-sleep",180,180,153,180,TRUE,TRUE
1000,"BAUA","pre-sleep",180,180,91,180,TRUE,TRUE
1001,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
1002,"BAUA","pre-sleep",180,180,50,180,TRUE,TRUE
1003,"BAUA","pre-sleep",180,180,124,180,TRUE,TRUE
1004,"BAUA","pre-sleep",180,180,128,180,TRUE,TRUE
1005,"BAUA","pre-sleep",180,180,179,180,TRUE,TRUE
1006,"BAUA","pre-sleep",180,180,167,180,TRUE,TRUE
1007,"BAUA","pre-sleep",180,120,120,180,TRUE,TRUE
1008,"FUSPCEU","pre-sleep",180,32,32,180,TRUE,TRUE
1009,"FUSPCEU","pre-sleep",180,180,60,180,TRUE,TRUE
1010,"FUSPCEU","pre-sleep",180,180,92,180,TRUE,TRUE
1011,"FUSPCEU","pre-sleep",180,180,61,180,TRUE,TRUE
1012,"FUSPCEU","pre-sleep",180,180,62,180,TRUE,TRUE
1013,"FUSPCEU","pre-sleep",180,180,80,180,TRUE,TRUE
1014,"FUSPCEU","pre-sleep",180,180,157,180,TRUE,TRUE
1015,"FUSPCEU","pre-sleep",180,180,140,180,TRUE,TRUE
1016,"FUSPCEU","pre-sleep",180,0,0,180,TRUE,TRUE
1017,"FUSPCEU","pre-sleep",180,180,135,180,TRUE,TRUE
1018,"FUSPCEU","pre-sleep",180,180,108,180,TRUE,TRUE
1019,"FUSPCEU","pre-sleep",180,144,126,180,TRUE,TRUE
1020,"FUSPCEU","pre-sleep",180,180,41,180,TRUE,TRUE
1021,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1022,"FUSPCEU","pre-sleep",180,180,96,180,TRUE,TRUE
1023,"FUSPCEU","pre-sleep",180,180,118,180,TRUE,TRUE
1024,"FUSPCEU","pre-sleep",180,180,90,180,TRUE,TRUE
1025,"FUSPCEU","pre-sleep",180,180,94,180,TRUE,TRUE
1026,"FUSPCEU","pre-sleep",180,159,76,180,TRUE,TRUE
1027,"FUSPCEU","pre-sleep",180,180,81,180,TRUE,TRUE
1028,"FUSPCEU","pre-sleep",180,0,0,180,TRUE,TRUE
1029,"FUSPCEU","pre-sleep",180,0,0,180,TRUE,TRUE
1030,"FUSPCEU","pre-sleep",180,155,107,180,TRUE,TRUE
1031,"FUSPCEU","pre-sleep",180,180,138,180,TRUE,TRUE
1032,"FUSPCEU","pre-sleep",180,130,112,180,TRUE,TRUE
1033,"FUSPCEU","pre-sleep",180,180,125,180,TRUE,TRUE
1034,"FUSPCEU","pre-sleep",180,180,58,180,TRUE,TRUE
1035,"FUSPCEU","pre-sleep",180,30,25,180,TRUE,TRUE
1036,"FUSPCEU","pre-sleep",180,180,103,180,TRUE,TRUE
1037,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1038,"FUSPCEU","pre-sleep",180,180,42,180,TRUE,TRUE
1039,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1040,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1041,"FUSPCEU","pre-sleep",180,120,120,180,TRUE,TRUE
1042,"FUSPCEU","pre-sleep",180,180,170,180,TRUE,TRUE
1043,"FUSPCEU","pre-sleep",180,180,176,180,TRUE,TRUE
1044,"FUSPCEU","pre-sleep",180,180,146,180,TRUE,TRUE
1045,"FUSPCEU","pre-sleep",180,180,172,180,TRUE,TRUE
1046,"FUSPCEU","pre-sleep",180,180,172,180,TRUE,TRUE
1047,"FUSPCEU","pre-sleep",180,180,139,180,TRUE,TRUE
1048,"FUSPCEU","pre-sleep",180,180,35,180,TRUE,TRUE
1049,"FUSPCEU","pre-sleep",180,180,9,180,TRUE,TRUE
1050,"FUSPCEU","pre-sleep",180,180,5,180,TRUE,TRUE
1051,"FUSPCEU","pre-sleep",170,0,0,180,TRUE,TRUE
1052,"FUSPCEU","pre-sleep",180,180,74,180,TRUE,TRUE
1053,"FUSPCEU","pre-sleep",180,180,107,180,TRUE,TRUE
1054,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1055,"FUSPCEU","pre-sleep",180,0,0,180,TRUE,TRUE
1056,"FUSPCEU","pre-sleep",180,180,60,180,TRUE,TRUE
1057,"FUSPCEU","pre-sleep",180,180,64,180,TRUE,TRUE
1058,"FUSPCEU","pre-sleep",180,180,56,180,TRUE,TRUE
1059,"FUSPCEU","pre-sleep",180,180,113,180,TRUE,TRUE
1060,"FUSPCEU","pre-sleep",180,180,107,180,TRUE,TRUE
1061,"FUSPCEU","pre-sleep",180,180,141,180,TRUE,TRUE
1062,"FUSPCEU","pre-sleep",180,180,17,180,TRUE,TRUE
1063,"FUSPCEU","pre-sleep",180,180,25,180,TRUE,TRUE
1064,"FUSPCEU","pre-sleep",180,180,55,180,TRUE,TRUE
1065,"FUSPCEU","pre-sleep",180,180,50,180,TRUE,TRUE
1066,"FUSPCEU","pre-sleep",180,180,54,180,TRUE,TRUE
1067,"FUSPCEU","pre-sleep",180,180,89,180,TRUE,TRUE
1068,"FUSPCEU","pre-sleep",180,30,30,180,TRUE,TRUE
1069,"FUSPCEU","pre-sleep",180,180,179,180,TRUE,TRUE
1070,"FUSPCEU","pre-sleep",180,180,129,180,TRUE,TRUE
1071,"FUSPCEU","pre-sleep",180,180,102,180,TRUE,TRUE
1072,"FUSPCEU","pre-sleep",180,119,51,180,TRUE,TRUE
1073,"FUSPCEU","pre-sleep",180,128,70,180,TRUE,TRUE
1074,"FUSPCEU","pre-sleep",180,180,54,180,TRUE,TRUE
1075,"FUSPCEU","pre-sleep",180,180,93,180,TRUE,TRUE
1076,"FUSPCEU","pre-sleep",180,180,72,180,TRUE,TRUE
1077,"FUSPCEU","pre-sleep",180,180,80,180,TRUE,TRUE
1078,"FUSPCEU","pre-sleep",180,89,44,180,TRUE,TRUE
1079,"FUSPCEU","pre-sleep",180,180,41,180,TRUE,TRUE
1080,"FUSPCEU","pre-sleep",180,146,120,180,TRUE,TRUE
1081,"FUSPCEU","pre-sleep",180,0,0,180,TRUE,TRUE
1082,"FUSPCEU","pre-sleep",180,180,159,180,TRUE,TRUE
1083,"FUSPCEU","pre-sleep",180,180,136,180,TRUE,TRUE
1084,"FUSPCEU","pre-sleep",180,89,79,180,TRUE,TRUE
1085,"FUSPCEU","pre-sleep",180,180,174,180,TRUE,TRUE
1086,"FUSPCEU","pre-sleep",180,180,162,180,TRUE,TRUE
1087,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1088,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1089,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1090,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1091,"FUSPCEU","pre-sleep",180,121,87,180,TRUE,TRUE
1092,"FUSPCEU","pre-sleep",180,180,66,180,TRUE,TRUE
1093,"FUSPCEU","pre-sleep",180,180,109,180,TRUE,TRUE
1094,"FUSPCEU","pre-sleep",180,180,69,180,TRUE,TRUE
1095,"FUSPCEU","pre-sleep",180,180,114,180,TRUE,TRUE
1096,"FUSPCEU","pre-sleep",180,180,81,180,TRUE,TRUE
1097,"FUSPCEU","pre-sleep",180,180,80,180,TRUE,TRUE
1098,"FUSPCEU","pre-sleep",180,180,164,180,TRUE,TRUE
1099,"FUSPCEU","pre-sleep",180,180,167,180,TRUE,TRUE
1100,"FUSPCEU","pre-sleep",180,180,167,180,TRUE,TRUE
1101,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1102,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1103,"FUSPCEU","pre-sleep",180,180,157,180,TRUE,TRUE
1104,"FUSPCEU","pre-sleep",180,180,41,180,TRUE,TRUE
1105,"FUSPCEU","pre-sleep",180,180,25,180,TRUE,TRUE
1106,"FUSPCEU","pre-sleep",180,180,147,180,TRUE,TRUE
1107,"FUSPCEU","pre-sleep",180,180,1,180,TRUE,TRUE
1108,"FUSPCEU","pre-sleep",180,180,70,180,TRUE,TRUE
1109,"FUSPCEU","pre-sleep",180,180,43,180,TRUE,TRUE
1110,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1111,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1112,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1113,"FUSPCEU","pre-sleep",180,180,120,180,TRUE,TRUE
1114,"FUSPCEU","pre-sleep",180,180,179,180,TRUE,TRUE
1115,"FUSPCEU","pre-sleep",180,145,145,180,TRUE,TRUE
1116,"FUSPCEU","pre-sleep",180,180,178,180,TRUE,TRUE
1117,"FUSPCEU","pre-sleep",180,180,180,180,TRUE,TRUE
1118,"FUSPCEU","pre-sleep",180,180,126,180,TRUE,TRUE
1119,"FUSPCEU","pre-sleep",180,150,140,180,TRUE,TRUE
1120,"FUSPCEU","pre-sleep",180,131,41,180,TRUE,TRUE
1121,"FUSPCEU","pre-sleep",180,54,38,180,TRUE,TRUE
1122,"FUSPCEU","pre-sleep",180,180,116,180,TRUE,TRUE
1123,"FUSPCEU","pre-sleep",180,0,0,180,TRUE,TRUE
1124,"FUSPCEU","pre-sleep",180,85,60,180,TRUE,TRUE
1125,"FUSPCEU","pre-sleep",180,159,42,180,TRUE,TRUE
1126,"IZTECH","pre-sleep",180,180,180,180,TRUE,TRUE
1127,"IZTECH","pre-sleep",180,180,180,180,TRUE,TRUE
1128,"IZTECH","pre-sleep",180,180,152,180,TRUE,TRUE
1129,"IZTECH","pre-sleep",180,180,180,180,TRUE,TRUE
1130,"IZTECH","pre-sleep",180,180,166,180,TRUE,TRUE
1131,"IZTECH","pre-sleep",180,180,167,180,TRUE,TRUE
1132,"IZTECH","pre-sleep",180,180,162,180,TRUE,TRUE
1133,"IZTECH","pre-sleep",180,140,140,180,TRUE,TRUE
1134,"IZTECH","pre-sleep",180,100,58,180,TRUE,TRUE
1135,"IZTECH","pre-sleep",180,62,23,180,TRUE,TRUE
1136,"IZTECH","pre-sleep",180,180,85,180,TRUE,TRUE
1137,"IZTECH","pre-sleep",180,152,132,180,TRUE,TRUE
1138,"IZTECH","pre-sleep",180,164,149,180,TRUE,TRUE
1139,"IZTECH","pre-sleep",180,180,172,180,TRUE,TRUE
1140,"IZTECH","pre-sleep",180,80,37,180,TRUE,TRUE
1141,"IZTECH","pre-sleep",180,100,23,180,TRUE,TRUE
1142,"IZTECH","pre-sleep",180,180,49,180,TRUE,TRUE
1143,"IZTECH","pre-sleep",180,180,90,180,TRUE,TRUE
1144,"IZTECH","pre-sleep",180,180,52,180,TRUE,TRUE
1145,"IZTECH","pre-sleep",180,180,43,180,TRUE,TRUE
1146,"IZTECH","pre-sleep",180,180,83,180,TRUE,TRUE
1147,"IZTECH","pre-sleep",180,60,17,180,TRUE,TRUE
1148,"IZTECH","pre-sleep",180,30,30,180,TRUE,TRUE
1149,"IZTECH","pre-sleep",180,180,79,180,TRUE,TRUE
1150,"IZTECH","pre-sleep",180,180,110,180,TRUE,TRUE
1151,"IZTECH","pre-sleep",180,180,61,180,TRUE,TRUE
1152,"IZTECH","pre-sleep",180,180,44,180,TRUE,TRUE
1153,"IZTECH","pre-sleep",180,180,111,180,TRUE,TRUE
1154,"IZTECH","pre-sleep",180,120,47,180,TRUE,TRUE
1155,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1156,"IZTECH","pre-sleep",180,180,87,180,TRUE,TRUE
1157,"IZTECH","pre-sleep",180,180,81,180,TRUE,TRUE
1158,"IZTECH","pre-sleep",180,180,83,180,TRUE,TRUE
1159,"IZTECH","pre-sleep",180,140,100,180,TRUE,TRUE
1160,"IZTECH","pre-sleep",180,180,55,180,TRUE,TRUE
1161,"IZTECH","pre-sleep",180,147,60,180,TRUE,TRUE
1162,"IZTECH","pre-sleep",180,3,3,180,TRUE,TRUE
1163,"IZTECH","pre-sleep",180,131,120,180,TRUE,TRUE
1164,"IZTECH","pre-sleep",180,180,41,180,TRUE,TRUE
1165,"IZTECH","pre-sleep",180,180,130,180,TRUE,TRUE
1166,"IZTECH","pre-sleep",180,125,118,180,TRUE,TRUE
1167,"IZTECH","pre-sleep",180,180,152,180,TRUE,TRUE
1168,"IZTECH","pre-sleep",180,25,2,180,TRUE,TRUE
1169,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1170,"IZTECH","pre-sleep",180,180,151,180,TRUE,TRUE
1171,"IZTECH","pre-sleep",180,180,84,180,TRUE,TRUE
1172,"IZTECH","pre-sleep",180,180,144,180,TRUE,TRUE
1173,"IZTECH","pre-sleep",180,180,171,180,TRUE,TRUE
1174,"IZTECH","pre-sleep",180,180,169,180,TRUE,TRUE
1175,"IZTECH","pre-sleep",180,121,107,180,TRUE,TRUE
1176,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1177,"IZTECH","pre-sleep",180,180,128,180,TRUE,TRUE
1178,"IZTECH","pre-sleep",180,180,63,180,TRUE,TRUE
1179,"IZTECH","pre-sleep",180,180,111,180,TRUE,TRUE
1180,"IZTECH","pre-sleep",180,180,54,180,TRUE,TRUE
1181,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1182,"IZTECH","pre-sleep",180,180,80,180,TRUE,TRUE
1183,"IZTECH","pre-sleep",180,164,112,180,TRUE,TRUE
1184,"IZTECH","pre-sleep",180,146,64,180,TRUE,TRUE
1185,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1186,"IZTECH","pre-sleep",180,172,146,180,TRUE,TRUE
1187,"IZTECH","pre-sleep",180,149,149,180,TRUE,TRUE
1188,"IZTECH","pre-sleep",180,21,12,180,TRUE,TRUE
1189,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1190,"IZTECH","pre-sleep",180,60,15,180,TRUE,TRUE
1191,"IZTECH","pre-sleep",180,180,107,180,TRUE,TRUE
1192,"IZTECH","pre-sleep",180,115,90,180,TRUE,TRUE
1193,"IZTECH","pre-sleep",180,120,46,180,TRUE,TRUE
1194,"IZTECH","pre-sleep",180,135,45,180,TRUE,TRUE
1195,"IZTECH","pre-sleep",180,135,83,180,TRUE,TRUE
1196,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1197,"IZTECH","pre-sleep",180,120,2,180,TRUE,TRUE
1198,"IZTECH","pre-sleep",180,180,76,180,TRUE,TRUE
1199,"IZTECH","pre-sleep",180,147,48,180,TRUE,TRUE
1200,"IZTECH","pre-sleep",180,180,35,180,TRUE,TRUE
1201,"IZTECH","pre-sleep",180,180,0,180,TRUE,TRUE
1202,"IZTECH","pre-sleep",180,180,58,180,TRUE,TRUE
1203,"IZTECH","pre-sleep",180,90,5,180,TRUE,TRUE
1204,"IZTECH","pre-sleep",180,45,16,180,TRUE,TRUE
1205,"IZTECH","pre-sleep",180,180,175,180,TRUE,TRUE
1206,"IZTECH","pre-sleep",180,180,147,180,TRUE,TRUE
1207,"IZTECH","pre-sleep",180,180,80,180,TRUE,TRUE
1208,"IZTECH","pre-sleep",180,80,22,180,TRUE,TRUE
1209,"IZTECH","pre-sleep",180,180,94,180,TRUE,TRUE
1210,"IZTECH","pre-sleep",180,180,12,180,TRUE,TRUE
1211,"IZTECH","pre-sleep",180,180,164,180,TRUE,TRUE
1212,"IZTECH","pre-sleep",180,180,32,180,TRUE,TRUE
1213,"IZTECH","pre-sleep",180,180,153,180,TRUE,TRUE
1214,"IZTECH","pre-sleep",180,180,67,180,TRUE,TRUE
1215,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1216,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1217,"IZTECH","pre-sleep",180,180,92,180,TRUE,TRUE
1218,"IZTECH","pre-sleep",180,119,111,180,TRUE,TRUE
1219,"IZTECH","pre-sleep",180,180,158,180,TRUE,TRUE
1220,"IZTECH","pre-sleep",180,180,132,180,TRUE,TRUE
1221,"IZTECH","pre-sleep",180,180,141,180,TRUE,TRUE
1222,"IZTECH","pre-sleep",180,180,28,180,TRUE,TRUE
1223,"IZTECH","pre-sleep",180,60,59,180,TRUE,TRUE
1224,"IZTECH","pre-sleep",180,180,125,180,TRUE,TRUE
1225,"IZTECH","pre-sleep",180,180,180,180,TRUE,TRUE
1226,"IZTECH","pre-sleep",180,180,162,180,TRUE,TRUE
1227,"IZTECH","pre-sleep",180,180,178,180,TRUE,TRUE
1228,"IZTECH","pre-sleep",180,180,98,180,TRUE,TRUE
1229,"IZTECH","pre-sleep",180,165,131,180,TRUE,TRUE
1230,"IZTECH","pre-sleep",180,0,0,180,TRUE,TRUE
1231,"IZTECH","pre-sleep",180,180,99,180,TRUE,TRUE
1232,"IZTECH","pre-sleep",180,135,122,180,TRUE,TRUE
1233,"IZTECH","pre-sleep",180,180,87,180,TRUE,TRUE
1234,"IZTECH","pre-sleep",180,180,155,180,TRUE,TRUE
1235,"IZTECH","pre-sleep",180,180,168,180,TRUE,TRUE
1236,"IZTECH","pre-sleep",180,120,52,180,TRUE,TRUE
1237,"IZTECH","pre-sleep",180,140,135,180,TRUE,TRUE
1238,"IZTECH","pre-sleep",180,158,83,180,TRUE,TRUE
1239,"IZTECH","pre-sleep",180,180,60,180,TRUE,TRUE
1240,"IZTECH","pre-sleep",180,180,140,180,TRUE,TRUE
1241,"IZTECH","pre-sleep",180,180,106,180,TRUE,TRUE
1242,"IZTECH","pre-sleep",180,180,67,180,TRUE,TRUE
1243,"IZTECH","pre-sleep",180,160,135,180,TRUE,TRUE
1244,"KNUST","pre-sleep",180,180,179,180,TRUE,TRUE
1245,"KNUST","pre-sleep",180,180,70,180,TRUE,TRUE
1246,"KNUST","pre-sleep",180,15,0,180,TRUE,TRUE
1247,"KNUST","pre-sleep",180,180,79,180,TRUE,TRUE
1248,"KNUST","pre-sleep",180,180,92,180,TRUE,TRUE
1249,"KNUST","pre-sleep",180,180,140,180,TRUE,TRUE
1250,"KNUST","pre-sleep",180,180,166,180,TRUE,TRUE
1251,"KNUST","pre-sleep",180,126,124,180,TRUE,TRUE
1252,"KNUST","pre-sleep",180,180,157,180,TRUE,TRUE
1253,"KNUST","pre-sleep",180,160,149,180,TRUE,TRUE
1254,"KNUST","pre-sleep",180,165,144,180,TRUE,TRUE
1255,"KNUST","pre-sleep",180,180,150,180,TRUE,TRUE
1256,"KNUST","pre-sleep",180,72,71,180,TRUE,TRUE
1257,"KNUST","pre-sleep",180,106,26,180,TRUE,TRUE
1258,"KNUST","pre-sleep",180,128,40,180,TRUE,TRUE
1259,"KNUST","pre-sleep",180,83,83,180,TRUE,TRUE
1260,"KNUST","pre-sleep",180,150,148,180,TRUE,TRUE
1261,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1262,"KNUST","pre-sleep",180,180,127,180,TRUE,TRUE
1263,"KNUST","pre-sleep",180,160,160,180,TRUE,TRUE
1264,"KNUST","pre-sleep",180,180,58,180,TRUE,TRUE
1265,"KNUST","pre-sleep",180,133,38,180,TRUE,TRUE
1266,"KNUST","pre-sleep",180,179,151,180,TRUE,TRUE
1267,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1268,"KNUST","pre-sleep",180,180,163,180,TRUE,TRUE
1269,"KNUST","pre-sleep",180,170,168,180,TRUE,TRUE
1270,"KNUST","pre-sleep",180,60,34,180,TRUE,TRUE
1271,"KNUST","pre-sleep",180,120,88,180,TRUE,TRUE
1272,"KNUST","pre-sleep",180,110,110,180,TRUE,TRUE
1273,"KNUST","pre-sleep",180,90,90,180,TRUE,TRUE
1274,"KNUST","pre-sleep",180,166,166,180,TRUE,TRUE
1275,"KNUST","pre-sleep",180,142,142,180,TRUE,TRUE
1276,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1277,"KNUST","pre-sleep",180,169,169,180,TRUE,TRUE
1278,"KNUST","pre-sleep",180,160,144,180,TRUE,TRUE
1279,"KNUST","pre-sleep",180,150,150,180,TRUE,TRUE
1280,"KNUST","pre-sleep",180,180,175,180,TRUE,TRUE
1281,"KNUST","pre-sleep",180,180,179,180,TRUE,TRUE
1282,"KNUST","pre-sleep",180,126,104,180,TRUE,TRUE
1283,"KNUST","pre-sleep",180,127,64,180,TRUE,TRUE
1284,"KNUST","pre-sleep",180,0,0,180,TRUE,TRUE
1285,"KNUST","pre-sleep",180,180,127,180,TRUE,TRUE
1286,"KNUST","pre-sleep",180,141,40,180,TRUE,TRUE
1287,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1288,"KNUST","pre-sleep",180,127,119,180,TRUE,TRUE
1289,"KNUST","pre-sleep",180,175,122,180,TRUE,TRUE
1290,"KNUST","pre-sleep",180,166,154,180,TRUE,TRUE
1291,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1292,"KNUST","pre-sleep",180,178,178,180,TRUE,TRUE
1293,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1294,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1295,"KNUST","pre-sleep",180,90,90,180,TRUE,TRUE
1296,"KNUST","pre-sleep",180,128,102,180,TRUE,TRUE
1297,"KNUST","pre-sleep",180,180,143,180,TRUE,TRUE
1298,"KNUST","pre-sleep",180,141,84,180,TRUE,TRUE
1299,"KNUST","pre-sleep",180,180,123,180,TRUE,TRUE
1300,"KNUST","pre-sleep",180,180,156,180,TRUE,TRUE
1301,"KNUST","pre-sleep",180,180,29,180,TRUE,TRUE
1302,"KNUST","pre-sleep",180,113,29,180,TRUE,TRUE
1303,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1304,"KNUST","pre-sleep",180,159,159,180,TRUE,TRUE
1305,"KNUST","pre-sleep",180,180,180,180,TRUE,TRUE
1306,"KNUST","pre-sleep",180,161,161,180,TRUE,TRUE
1307,"KNUST","pre-sleep",180,50,50,180,TRUE,TRUE
1308,"KNUST","pre-sleep",180,95,95,180,TRUE,TRUE
1309,"KNUST","pre-sleep",180,180,6,180,TRUE,TRUE
1310,"KNUST","pre-sleep",180,180,0,180,TRUE,TRUE
1311,"KNUST","pre-sleep",180,180,103,180,TRUE,TRUE
1312,"KNUST","pre-sleep",180,180,159,180,TRUE,TRUE
1313,"KNUST","pre-sleep",180,180,175,180,TRUE,TRUE
1314,"KNUST","pre-sleep",180,177,59,180,TRUE,TRUE
1315,"KNUST","pre-sleep",180,180,75,180,TRUE,TRUE
1316,"KNUST","pre-sleep",180,180,171,180,TRUE,TRUE
1317,"KNUST","pre-sleep",180,180,104,180,TRUE,TRUE
1318,"KNUST","pre-sleep",180,0,0,180,TRUE,TRUE
1319,"KNUST","pre-sleep",180,180,165,180,TRUE,TRUE
1320,"KNUST","pre-sleep",180,177,126,180,TRUE,TRUE
1321,"KNUST","pre-sleep",180,180,88,180,TRUE,TRUE
1322,"KNUST","pre-sleep",180,180,158,180,TRUE,TRUE
1323,"KNUST","pre-sleep",180,180,82,180,TRUE,TRUE
1324,"KNUST","pre-sleep",180,120,118,180,TRUE,TRUE
1325,"KNUST","pre-sleep",180,32,8,180,TRUE,TRUE
1326,"KNUST","pre-sleep",180,140,114,180,TRUE,TRUE
1327,"KNUST","pre-sleep",180,179,51,180,TRUE,TRUE
1328,"KNUST","pre-sleep",180,128,128,180,TRUE,TRUE
1329,"KNUST","pre-sleep",180,161,63,180,TRUE,TRUE
1330,"KNUST","pre-sleep",180,0,0,180,TRUE,TRUE
1331,"RISE","pre-sleep",180,141,122,180,TRUE,TRUE
1332,"RISE","pre-sleep",180,180,112,180,TRUE,TRUE
1333,"RISE","pre-sleep",180,180,151,180,TRUE,TRUE
1334,"RISE","pre-sleep",180,180,159,180,TRUE,TRUE
1335,"RISE","pre-sleep",180,180,86,180,TRUE,TRUE
1336,"RISE","pre-sleep",180,180,118,180,TRUE,TRUE
1337,"RISE","pre-sleep",180,135,135,180,TRUE,TRUE
1338,"RISE","pre-sleep",180,34,33,180,TRUE,TRUE
1339,"RISE","pre-sleep",180,146,143,180,TRUE,TRUE
1340,"RISE","pre-sleep",180,180,180,180,TRUE,TRUE
1341,"RISE","pre-sleep",180,180,179,180,TRUE,TRUE
1342,"RISE","pre-sleep",180,36,36,180,TRUE,TRUE
1343,"RISE","pre-sleep",180,162,147,180,TRUE,TRUE
1344,"RISE","pre-sleep",180,180,178,180,TRUE,TRUE
1345,"RISE","pre-sleep",180,159,149,180,TRUE,TRUE
