frame_id,run_id,metric_id,instrument_id,site,participants,participant_days,observations,derivation_hours
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,TUM,10,60,60,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,FUSPCEU,22,121,121,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,IZTECH,17,102,102,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,UCR,6,30,30,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,KNUST,15,80,80,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,RISE,13,78,78,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,THUAS,13,78,78,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,BAUA,18,106,106,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,MPI,26,150,150,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,TUM,10,60,60,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,FUSPCEU,23,127,127,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,IZTECH,17,102,102,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,UCR,6,30,30,
gap__glasses__all_available__m10_midpoint__MEQ,gap__glasses__all_available,m10_midpoint,MEQ,KNUST,15,80,80,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,RISE,13,78,78,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,THUAS,13,78,78,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,BAUA,18,106,106,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,MPI,26,150,150,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,TUM,10,60,60,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,FUSPCEU,22,121,121,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,IZTECH,17,102,102,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,UCR,6,30,30,
gap__glasses__all_available__l10_midpoint__MCTQ,gap__glasses__all_available,l10_midpoint,MCTQ,KNUST,15,80,80,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,RISE,13,78,78,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,THUAS,13,78,78,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,BAUA,18,106,106,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,MPI,26,150,150,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,TUM,10,60,60,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,FUSPCEU,23,127,127,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,IZTECH,17,102,102,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,UCR,6,30,30,
gap__glasses__all_available__l10_midpoint__MEQ,gap__glasses__all_available,l10_midpoint,MEQ,KNUST,15,80,80,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,RISE,13,78,78,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,THUAS,13,75,75,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,BAUA,18,99,99,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,MPI,26,147,147,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,TUM,10,59,59,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,FUSPCEU,22,114,114,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,IZTECH,17,96,96,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,UCR,6,30,30,
gap__glasses__all_available__first_timing_above_250__MCTQ,gap__glasses__all_available,first_timing_above_250,MCTQ,KNUST,15,74,74,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,RISE,13,78,78,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,THUAS,13,75,75,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,BAUA,18,99,99,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,MPI,26,147,147,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,TUM,10,59,59,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,FUSPCEU,23,120,120,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,IZTECH,17,96,96,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,UCR,6,30,30,
gap__glasses__all_available__first_timing_above_250__MEQ,gap__glasses__all_available,first_timing_above_250,MEQ,KNUST,15,74,74,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,RISE,13,78,78,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,THUAS,13,75,75,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,BAUA,18,99,99,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,MPI,26,147,147,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,TUM,10,59,59,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,FUSPCEU,22,114,114,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,IZTECH,17,96,96,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,UCR,6,30,30,
gap__glasses__all_available__last_timing_above_250__MCTQ,gap__glasses__all_available,last_timing_above_250,MCTQ,KNUST,15,74,74,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,RISE,13,78,78,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,THUAS,13,75,75,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,BAUA,18,99,99,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,MPI,26,147,147,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,TUM,10,59,59,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,FUSPCEU,23,120,120,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,IZTECH,17,96,96,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,UCR,6,30,30,
gap__glasses__all_available__last_timing_above_250__MEQ,gap__glasses__all_available,last_timing_above_250,MEQ,KNUST,15,74,74,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,RISE,13,78,78,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,THUAS,13,75,75,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,BAUA,18,99,99,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,MPI,26,147,147,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,TUM,10,59,59,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,FUSPCEU,22,114,114,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,IZTECH,17,96,96,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,UCR,6,30,30,
gap__glasses__all_available__mean_timing_above_250__MCTQ,gap__glasses__all_available,mean_timing_above_250,MCTQ,KNUST,15,74,74,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,RISE,13,78,78,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,THUAS,13,75,75,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,BAUA,18,99,99,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,MPI,26,147,147,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,TUM,10,59,59,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,FUSPCEU,23,120,120,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,IZTECH,17,96,96,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,UCR,6,30,30,
gap__glasses__all_available__mean_timing_above_250__MEQ,gap__glasses__all_available,mean_timing_above_250,MEQ,KNUST,15,74,74,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,RISE,16,96,96,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,THUAS,15,94,94,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,BAUA,20,113,113,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,TUM,10,60,60,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,FUSPCEU,21,116,116,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,IZTECH,17,103,103,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,UCR,39,226,226,
gap__chest__all_available__m10_midpoint__MCTQ,gap__chest__all_available,m10_midpoint,MCTQ,KNUST,15,83,83,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,RISE,16,96,96,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,THUAS,15,94,94,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,BAUA,20,113,113,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,TUM,10,60,60,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,FUSPCEU,22,122,122,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,IZTECH,17,103,103,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,UCR,39,226,226,
gap__chest__all_available__m10_midpoint__MEQ,gap__chest__all_available,m10_midpoint,MEQ,KNUST,15,83,83,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,RISE,16,96,96,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,THUAS,15,94,94,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,BAUA,20,113,113,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,TUM,10,60,60,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,FUSPCEU,21,116,116,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,IZTECH,17,103,103,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,UCR,39,226,226,
gap__chest__all_available__l10_midpoint__MCTQ,gap__chest__all_available,l10_midpoint,MCTQ,KNUST,15,83,83,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,RISE,16,96,96,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,THUAS,15,94,94,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,BAUA,20,113,113,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,TUM,10,60,60,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,FUSPCEU,22,122,122,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,IZTECH,17,103,103,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,UCR,39,226,226,
gap__chest__all_available__l10_midpoint__MEQ,gap__chest__all_available,l10_midpoint,MEQ,KNUST,15,83,83,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,RISE,16,96,96,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,THUAS,15,88,88,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,BAUA,20,108,108,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,TUM,10,57,57,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,FUSPCEU,21,110,110,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,IZTECH,17,98,98,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,UCR,39,225,225,
gap__chest__all_available__first_timing_above_250__MCTQ,gap__chest__all_available,first_timing_above_250,MCTQ,KNUST,15,79,79,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,RISE,16,96,96,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,THUAS,15,88,88,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,BAUA,20,108,108,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,TUM,10,57,57,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,FUSPCEU,22,116,116,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,IZTECH,17,98,98,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,UCR,39,225,225,
gap__chest__all_available__first_timing_above_250__MEQ,gap__chest__all_available,first_timing_above_250,MEQ,KNUST,15,79,79,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,RISE,16,96,96,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,THUAS,15,88,88,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,BAUA,20,108,108,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,TUM,10,57,57,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,FUSPCEU,21,110,110,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,IZTECH,17,98,98,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,UCR,39,225,225,
gap__chest__all_available__last_timing_above_250__MCTQ,gap__chest__all_available,last_timing_above_250,MCTQ,KNUST,15,79,79,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,RISE,16,96,96,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,THUAS,15,88,88,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,BAUA,20,108,108,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,TUM,10,57,57,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,FUSPCEU,22,116,116,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,IZTECH,17,98,98,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,UCR,39,225,225,
gap__chest__all_available__last_timing_above_250__MEQ,gap__chest__all_available,last_timing_above_250,MEQ,KNUST,15,79,79,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,RISE,16,96,96,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,THUAS,15,88,88,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,BAUA,20,108,108,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,TUM,10,57,57,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,FUSPCEU,21,110,110,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,IZTECH,17,98,98,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,UCR,39,225,225,
gap__chest__all_available__mean_timing_above_250__MCTQ,gap__chest__all_available,mean_timing_above_250,MCTQ,KNUST,15,79,79,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,RISE,16,96,96,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,THUAS,15,88,88,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,BAUA,20,108,108,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,TUM,10,57,57,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,FUSPCEU,22,116,116,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,IZTECH,17,98,98,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,UCR,39,225,225,
gap__chest__all_available__mean_timing_above_250__MEQ,gap__chest__all_available,mean_timing_above_250,MEQ,KNUST,15,79,79,
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,RISE,13,78,78,1807.1666666666667
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,THUAS,13,78,78,1796.4166666666667
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,BAUA,18,106,106,2456.9333333333334
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,MPI,26,150,150,3445.133333333333
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,TUM,10,60,60,1374.4833333333333
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,FUSPCEU,22,121,121,2847.366666666667
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,IZTECH,17,100,100,2327.366666666667
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,UCR,6,30,30,693.0833333333334
primary__glasses__gap_common__m10_midpoint__MCTQ,primary__glasses__gap_common,m10_midpoint,MCTQ,KNUST,15,80,80,1826.5
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,RISE,13,78,78,1807.1666666666667
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,THUAS,13,78,78,1796.4166666666667
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,BAUA,18,106,106,2456.9333333333334
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,MPI,26,150,150,3445.133333333333
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,TUM,10,60,60,1374.4833333333333
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,FUSPCEU,23,127,127,2986.6833333333334
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,IZTECH,17,100,100,2327.366666666667
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,UCR,6,30,30,693.0833333333334
primary__glasses__gap_common__m10_midpoint__MEQ,primary__glasses__gap_common,m10_midpoint,MEQ,KNUST,15,80,80,1826.5
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,RISE,13,78,78,1807.1666666666667
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,THUAS,13,78,78,1796.4166666666667
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,BAUA,18,106,106,2456.9333333333334
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,MPI,26,150,150,3445.133333333333
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,TUM,10,60,60,1374.4833333333333
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,FUSPCEU,22,121,121,2847.366666666667
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,IZTECH,17,100,100,2327.366666666667
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,UCR,6,30,30,693.0833333333334
primary__glasses__gap_common__l10_midpoint__MCTQ,primary__glasses__gap_common,l10_midpoint,MCTQ,KNUST,15,80,80,1826.5
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,RISE,13,78,78,1807.1666666666667
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,THUAS,13,78,78,1796.4166666666667
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,BAUA,18,106,106,2456.9333333333334
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,MPI,26,150,150,3445.133333333333
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,TUM,10,60,60,1374.4833333333333
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,FUSPCEU,23,127,127,2986.6833333333334
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,IZTECH,17,100,100,2327.366666666667
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,UCR,6,30,30,693.0833333333334
primary__glasses__gap_common__l10_midpoint__MEQ,primary__glasses__gap_common,l10_midpoint,MEQ,KNUST,15,80,80,1826.5
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,RISE,13,74,74,1717.2666666666667
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,THUAS,13,68,68,1571
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,BAUA,18,92,92,2135.016666666667
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,MPI,25,133,133,3060.15
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,TUM,10,56,56,1284.9
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,FUSPCEU,22,111,111,2613.233333333333
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,IZTECH,17,94,94,2188.5333333333333
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,UCR,6,27,27,628.2166666666667
primary__glasses__gap_common__first_timing_above_250__MCTQ,primary__glasses__gap_common,first_timing_above_250,MCTQ,KNUST,15,60,60,1380.7166666666667
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,RISE,13,74,74,1717.2666666666667
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,THUAS,13,68,68,1571
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,BAUA,18,92,92,2135.016666666667
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,MPI,25,133,133,3060.15
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,TUM,10,56,56,1284.9
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,FUSPCEU,23,116,116,2729.4666666666667
primary__glasses__gap_common__first_timing_above_250__MEQ,primary__glasses__gap_common,first_timing_above_250,MEQ,IZTECH,17,94,94,2188.5333333333333
