run_id,metric_order,metric_id,site,participants,participant_days,metric_support_valid_hours,metric_support_expected_hours,display_order,display_name
main__chest__all_available,7,duration_below_1_sleep_environment,BAUA,20,102,848.6166666666667,848.6166666666667,3,Dortmund (DE)
main__chest__all_available,7,duration_below_1_sleep_environment,TUM,10,60,499.18333333333334,499.18333333333334,5,Munich (DE)
main__chest__all_available,7,duration_below_1_sleep_environment,FUSPCEU,22,115,962.4166666666666,962.4166666666666,6,Madrid (ES)
main__chest__all_available,7,duration_below_1_sleep_environment,IZTECH,17,100,840.6,840.6,7,Izmir (TR)
main__chest__all_available,7,duration_below_1_sleep_environment,UCR,39,225,1653.45,1653.45,8,San José (CR)
main__chest__all_available,7,duration_below_1_sleep_environment,KNUST,15,84,674.3166666666667,674.7666666666667,9,Kumasi (GH)
main__chest__all_available,8,longest_bout_above_250,RISE,16,96,2232.366666666667,2303,1,Borås (SE)
main__chest__all_available,8,longest_bout_above_250,THUAS,15,93,2151.8,2231,2,Delft (NL)
main__chest__all_available,8,longest_bout_above_250,BAUA,20,114,2651.233333333333,2736,3,Dortmund (DE)
main__chest__all_available,8,longest_bout_above_250,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__all_available,8,longest_bout_above_250,FUSPCEU,22,123,2890.25,2954,6,Madrid (ES)
main__chest__all_available,8,longest_bout_above_250,IZTECH,17,102,2371.4,2448,7,Izmir (TR)
main__chest__all_available,8,longest_bout_above_250,UCR,39,230,5305.516666666666,5520,8,San José (CR)
main__chest__all_available,8,longest_bout_above_250,KNUST,15,84,1914.9833333333333,2016,9,Kumasi (GH)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,RISE,16,90,2104.55,2159,1,Borås (SE)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,THUAS,15,89,2068.4,2135,2,Delft (NL)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,BAUA,20,105,2456.85,2520,3,Dortmund (DE)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,TUM,10,55,1268.3666666666666,1320,5,Munich (DE)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,FUSPCEU,22,118,2785.25,2834,6,Madrid (ES)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,IZTECH,17,98,2286.05,2352,7,Izmir (TR)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,UCR,39,217,5034.016666666666,5208,8,San José (CR)
main__chest__all_available,9,dose_time_sensitive_corrected_medi,KNUST,15,79,1811.4166666666667,1896,9,Kumasi (GH)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,RISE,16,96,2232.366666666667,2303,1,Borås (SE)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,THUAS,15,93,2151.8,2231,2,Delft (NL)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,BAUA,20,113,2631.8333333333335,2712,3,Dortmund (DE)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,FUSPCEU,22,122,2870.983333333333,2930,6,Madrid (ES)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,IZTECH,17,101,2350.6833333333334,2424,7,Izmir (TR)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,UCR,39,226,5226.716666666666,5424,8,San José (CR)
main__chest__main_gap_common_sample,1,daily_geometric_mean_medi,KNUST,15,83,1895.4833333333333,1992,9,Kumasi (GH)
main__chest__main_gap_common_sample,2,m10_mean_medi,RISE,16,96,,,1,Borås (SE)
main__chest__main_gap_common_sample,2,m10_mean_medi,THUAS,15,93,,,2,Delft (NL)
main__chest__main_gap_common_sample,2,m10_mean_medi,BAUA,20,113,,,3,Dortmund (DE)
main__chest__main_gap_common_sample,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__chest__main_gap_common_sample,2,m10_mean_medi,FUSPCEU,22,122,,,6,Madrid (ES)
main__chest__main_gap_common_sample,2,m10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__chest__main_gap_common_sample,2,m10_mean_medi,UCR,39,226,,,8,San José (CR)
main__chest__main_gap_common_sample,2,m10_mean_medi,KNUST,15,83,,,9,Kumasi (GH)
main__chest__main_gap_common_sample,3,l10_mean_medi,RISE,16,96,,,1,Borås (SE)
main__chest__main_gap_common_sample,3,l10_mean_medi,THUAS,15,93,,,2,Delft (NL)
main__chest__main_gap_common_sample,3,l10_mean_medi,BAUA,20,113,,,3,Dortmund (DE)
main__chest__main_gap_common_sample,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__chest__main_gap_common_sample,3,l10_mean_medi,FUSPCEU,22,122,,,6,Madrid (ES)
main__chest__main_gap_common_sample,3,l10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__chest__main_gap_common_sample,3,l10_mean_medi,UCR,39,226,,,8,San José (CR)
main__chest__main_gap_common_sample,3,l10_mean_medi,KNUST,15,83,,,9,Kumasi (GH)
main__chest__main_gap_common_sample,4,duration_above_1000,RISE,16,96,2232.366666666667,2303,1,Borås (SE)
main__chest__main_gap_common_sample,4,duration_above_1000,THUAS,15,93,2151.8,2231,2,Delft (NL)
main__chest__main_gap_common_sample,4,duration_above_1000,BAUA,20,113,2631.8333333333335,2712,3,Dortmund (DE)
main__chest__main_gap_common_sample,4,duration_above_1000,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__main_gap_common_sample,4,duration_above_1000,FUSPCEU,22,122,2870.983333333333,2930,6,Madrid (ES)
main__chest__main_gap_common_sample,4,duration_above_1000,IZTECH,17,101,2350.6833333333334,2424,7,Izmir (TR)
main__chest__main_gap_common_sample,4,duration_above_1000,UCR,39,226,5226.716666666666,5424,8,San José (CR)
main__chest__main_gap_common_sample,4,duration_above_1000,KNUST,15,83,1895.4833333333333,1992,9,Kumasi (GH)
main__chest__main_gap_common_sample,5,duration_above_250_wake,RISE,16,87,1103.6,1143.4333333333334,1,Borås (SE)
main__chest__main_gap_common_sample,5,duration_above_250_wake,THUAS,14,75,937.9333333333333,975.4166666666666,2,Delft (NL)
main__chest__main_gap_common_sample,5,duration_above_250_wake,BAUA,20,96,1169.5833333333333,1219.4,3,Dortmund (DE)
main__chest__main_gap_common_sample,5,duration_above_250_wake,TUM,10,54,654.8,690.6333333333333,5,Munich (DE)
main__chest__main_gap_common_sample,5,duration_above_250_wake,FUSPCEU,22,108,1354.8,1381.3333333333333,6,Madrid (ES)
main__chest__main_gap_common_sample,5,duration_above_250_wake,IZTECH,17,94,1153.4166666666667,1193.2833333333333,7,Izmir (TR)
main__chest__main_gap_common_sample,5,duration_above_250_wake,UCR,39,206,2700.8333333333335,2829.15,8,San José (CR)
main__chest__main_gap_common_sample,5,duration_above_250_wake,KNUST,15,80,986.5166666666667,1043.45,9,Kumasi (GH)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,RISE,16,81,237.56666666666666,241.46666666666667,1,Borås (SE)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,THUAS,14,63,184.28333333333333,185.81666666666666,2,Delft (NL)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,BAUA,20,92,269.03333333333336,271.3,3,Dortmund (DE)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,TUM,10,52,150.76666666666668,154.31666666666666,5,Munich (DE)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,FUSPCEU,22,102,301.46666666666664,303.3833333333333,6,Madrid (ES)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,IZTECH,17,83,245.96666666666667,248.56666666666666,7,Izmir (TR)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,UCR,39,206,606.6666666666666,611.4,8,San José (CR)
main__chest__main_gap_common_sample,6,duration_below_10_pre_sleep,KNUST,15,61,175.28333333333333,179.5,9,Kumasi (GH)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,RISE,16,92,725,726,1,Borås (SE)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,THUAS,15,83,667.8333333333334,668.8333333333334,2,Delft (NL)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,BAUA,20,101,840.4333333333333,840.4333333333333,3,Dortmund (DE)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,TUM,10,60,499.18333333333334,499.18333333333334,5,Munich (DE)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,FUSPCEU,22,114,954.4666666666667,954.4666666666667,6,Madrid (ES)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,IZTECH,17,99,833.85,833.85,7,Izmir (TR)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,UCR,39,221,1618.1166666666666,1618.1166666666666,8,San José (CR)
main__chest__main_gap_common_sample,7,duration_below_1_sleep_environment,KNUST,15,83,662.5666666666667,663.0166666666667,9,Kumasi (GH)
main__chest__main_gap_common_sample,8,longest_bout_above_250,RISE,16,96,2232.366666666667,2303,1,Borås (SE)
main__chest__main_gap_common_sample,8,longest_bout_above_250,THUAS,15,93,2151.8,2231,2,Delft (NL)
main__chest__main_gap_common_sample,8,longest_bout_above_250,BAUA,20,113,2631.8333333333335,2712,3,Dortmund (DE)
main__chest__main_gap_common_sample,8,longest_bout_above_250,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__main_gap_common_sample,8,longest_bout_above_250,FUSPCEU,22,122,2870.983333333333,2930,6,Madrid (ES)
main__chest__main_gap_common_sample,8,longest_bout_above_250,IZTECH,17,101,2350.6833333333334,2424,7,Izmir (TR)
main__chest__main_gap_common_sample,8,longest_bout_above_250,UCR,39,226,5226.716666666666,5424,8,San José (CR)
main__chest__main_gap_common_sample,8,longest_bout_above_250,KNUST,15,83,1895.4833333333333,1992,9,Kumasi (GH)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,RISE,16,90,2104.55,2159,1,Borås (SE)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,THUAS,15,89,2068.4,2135,2,Delft (NL)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,BAUA,20,104,2437.45,2496,3,Dortmund (DE)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,TUM,10,55,1268.3666666666666,1320,5,Munich (DE)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,FUSPCEU,22,118,2785.25,2834,6,Madrid (ES)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,IZTECH,17,98,2286.05,2352,7,Izmir (TR)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,UCR,39,214,4974.583333333333,5136,8,San José (CR)
main__chest__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,KNUST,15,79,1811.4166666666667,1896,9,Kumasi (GH)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,RISE,13,78,1806.7666666666667,1871,1,Borås (SE)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,THUAS,13,77,1772.5666666666666,1847,2,Delft (NL)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,BAUA,16,94,2174.25,2256,3,Dortmund (DE)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,FUSPCEU,22,123,2890.25,2954,6,Madrid (ES)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,IZTECH,17,101,2348.016666666667,2424,7,Izmir (TR)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__chest__paired_common_sample,1,daily_geometric_mean_medi,KNUST,15,78,1775.45,1872,9,Kumasi (GH)
main__chest__paired_common_sample,2,m10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__chest__paired_common_sample,2,m10_mean_medi,THUAS,13,77,,,2,Delft (NL)
main__chest__paired_common_sample,2,m10_mean_medi,BAUA,16,94,,,3,Dortmund (DE)
main__chest__paired_common_sample,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__chest__paired_common_sample,2,m10_mean_medi,FUSPCEU,22,123,,,6,Madrid (ES)
main__chest__paired_common_sample,2,m10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__chest__paired_common_sample,2,m10_mean_medi,UCR,6,32,,,8,San José (CR)
main__chest__paired_common_sample,2,m10_mean_medi,KNUST,15,78,,,9,Kumasi (GH)
main__chest__paired_common_sample,3,l10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__chest__paired_common_sample,3,l10_mean_medi,THUAS,13,77,,,2,Delft (NL)
main__chest__paired_common_sample,3,l10_mean_medi,BAUA,16,94,,,3,Dortmund (DE)
main__chest__paired_common_sample,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__chest__paired_common_sample,3,l10_mean_medi,FUSPCEU,22,123,,,6,Madrid (ES)
main__chest__paired_common_sample,3,l10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__chest__paired_common_sample,3,l10_mean_medi,UCR,6,32,,,8,San José (CR)
main__chest__paired_common_sample,3,l10_mean_medi,KNUST,15,78,,,9,Kumasi (GH)
main__chest__paired_common_sample,4,duration_above_1000,RISE,13,78,1806.7666666666667,1871,1,Borås (SE)
main__chest__paired_common_sample,4,duration_above_1000,THUAS,13,77,1772.5666666666666,1847,2,Delft (NL)
main__chest__paired_common_sample,4,duration_above_1000,BAUA,16,94,2174.25,2256,3,Dortmund (DE)
main__chest__paired_common_sample,4,duration_above_1000,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__paired_common_sample,4,duration_above_1000,FUSPCEU,22,123,2890.25,2954,6,Madrid (ES)
main__chest__paired_common_sample,4,duration_above_1000,IZTECH,17,101,2348.016666666667,2424,7,Izmir (TR)
main__chest__paired_common_sample,4,duration_above_1000,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__chest__paired_common_sample,4,duration_above_1000,KNUST,15,78,1775.45,1872,9,Kumasi (GH)
main__chest__paired_common_sample,5,duration_above_250_wake,RISE,13,73,932.6833333333333,968.9666666666667,1,Borås (SE)
main__chest__paired_common_sample,5,duration_above_250_wake,THUAS,13,63,784.7833333333333,820.5166666666667,2,Delft (NL)
main__chest__paired_common_sample,5,duration_above_250_wake,BAUA,16,78,950.1,998.9166666666666,3,Dortmund (DE)
main__chest__paired_common_sample,5,duration_above_250_wake,TUM,10,54,654.8,690.6333333333333,5,Munich (DE)
main__chest__paired_common_sample,5,duration_above_250_wake,FUSPCEU,22,111,1387.4833333333333,1416.3666666666666,6,Madrid (ES)
main__chest__paired_common_sample,5,duration_above_250_wake,IZTECH,17,94,1153.2166666666667,1195.1166666666666,7,Izmir (TR)
main__chest__paired_common_sample,5,duration_above_250_wake,UCR,6,30,385.28333333333336,408.9166666666667,8,San José (CR)
main__chest__paired_common_sample,5,duration_above_250_wake,KNUST,15,75,921.85,977.7333333333333,9,Kumasi (GH)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,RISE,13,67,196.95,199.46666666666667,1,Borås (SE)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,THUAS,12,49,143.36666666666667,144.9,2,Delft (NL)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,BAUA,16,72,208.01666666666668,210.28333333333333,3,Dortmund (DE)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,TUM,10,52,150.76666666666668,154.31666666666666,5,Munich (DE)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,FUSPCEU,22,103,305.53333333333336,308.1333333333333,6,Madrid (ES)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,IZTECH,17,82,242.96666666666667,245.56666666666666,7,Izmir (TR)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,UCR,6,25,74.11666666666666,75.66666666666667,8,San José (CR)
main__chest__paired_common_sample,6,duration_below_10_pre_sleep,KNUST,14,55,157.46666666666667,161.5,9,Kumasi (GH)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,RISE,13,76,585.9,586.9,1,Borås (SE)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,THUAS,13,67,545.2666666666667,546.2666666666667,2,Delft (NL)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,BAUA,16,82,681.2,681.2,3,Dortmund (DE)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,TUM,10,60,499.18333333333334,499.18333333333334,5,Munich (DE)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,FUSPCEU,22,115,962.4166666666666,962.4166666666666,6,Madrid (ES)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,IZTECH,17,99,832.6,832.6,7,Izmir (TR)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,UCR,6,31,236.91666666666666,236.91666666666666,8,San José (CR)
main__chest__paired_common_sample,7,duration_below_1_sleep_environment,KNUST,15,78,623.2833333333333,623.7333333333333,9,Kumasi (GH)
main__chest__paired_common_sample,8,longest_bout_above_250,RISE,13,78,1806.7666666666667,1871,1,Borås (SE)
main__chest__paired_common_sample,8,longest_bout_above_250,THUAS,13,77,1772.5666666666666,1847,2,Delft (NL)
main__chest__paired_common_sample,8,longest_bout_above_250,BAUA,16,94,2174.25,2256,3,Dortmund (DE)
main__chest__paired_common_sample,8,longest_bout_above_250,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__paired_common_sample,8,longest_bout_above_250,FUSPCEU,22,123,2890.25,2954,6,Madrid (ES)
main__chest__paired_common_sample,8,longest_bout_above_250,IZTECH,17,101,2348.016666666667,2424,7,Izmir (TR)
main__chest__paired_common_sample,8,longest_bout_above_250,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__chest__paired_common_sample,8,longest_bout_above_250,KNUST,15,78,1775.45,1872,9,Kumasi (GH)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,RISE,13,71,1656.8833333333334,1703,1,Borås (SE)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,THUAS,13,73,1689.1666666666667,1751,2,Delft (NL)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,BAUA,16,83,1936.65,1992,3,Dortmund (DE)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,TUM,10,55,1268.3666666666666,1320,5,Munich (DE)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,FUSPCEU,22,118,2785.25,2834,6,Madrid (ES)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,IZTECH,17,96,2241.116666666667,2304,7,Izmir (TR)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,UCR,6,30,687.9333333333333,720,8,San José (CR)
main__chest__paired_common_sample,9,dose_time_sensitive_corrected_medi,KNUST,15,72,1649.8,1728,9,Kumasi (GH)
main__glasses__all_available,1,daily_geometric_mean_medi,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__all_available,1,daily_geometric_mean_medi,THUAS,13,78,1796.4166666666667,1871,2,Delft (NL)
main__glasses__all_available,1,daily_geometric_mean_medi,BAUA,18,107,2476.3333333333335,2568,3,Dortmund (DE)
main__glasses__all_available,1,daily_geometric_mean_medi,MPI,26,150,3445.133333333333,3602,4,Tübingen (DE)
main__glasses__all_available,1,daily_geometric_mean_medi,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__all_available,1,daily_geometric_mean_medi,FUSPCEU,23,129,3025.1666666666665,3098,6,Madrid (ES)
main__glasses__all_available,1,daily_geometric_mean_medi,IZTECH,17,101,2348.0833333333335,2424,7,Izmir (TR)
main__glasses__all_available,1,daily_geometric_mean_medi,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__glasses__all_available,1,daily_geometric_mean_medi,KNUST,15,81,1846,1944,9,Kumasi (GH)
main__glasses__all_available,2,m10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__glasses__all_available,2,m10_mean_medi,THUAS,13,78,,,2,Delft (NL)
main__glasses__all_available,2,m10_mean_medi,BAUA,18,107,,,3,Dortmund (DE)
main__glasses__all_available,2,m10_mean_medi,MPI,26,150,,,4,Tübingen (DE)
main__glasses__all_available,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__glasses__all_available,2,m10_mean_medi,FUSPCEU,23,129,,,6,Madrid (ES)
main__glasses__all_available,2,m10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__glasses__all_available,2,m10_mean_medi,UCR,6,32,,,8,San José (CR)
main__glasses__all_available,2,m10_mean_medi,KNUST,15,81,,,9,Kumasi (GH)
main__glasses__all_available,3,l10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__glasses__all_available,3,l10_mean_medi,THUAS,13,78,,,2,Delft (NL)
main__glasses__all_available,3,l10_mean_medi,BAUA,18,107,,,3,Dortmund (DE)
main__glasses__all_available,3,l10_mean_medi,MPI,26,150,,,4,Tübingen (DE)
main__glasses__all_available,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__glasses__all_available,3,l10_mean_medi,FUSPCEU,23,129,,,6,Madrid (ES)
main__glasses__all_available,3,l10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__glasses__all_available,3,l10_mean_medi,UCR,6,32,,,8,San José (CR)
main__glasses__all_available,3,l10_mean_medi,KNUST,15,81,,,9,Kumasi (GH)
main__glasses__all_available,4,duration_above_1000,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__all_available,4,duration_above_1000,THUAS,13,78,1796.4166666666667,1871,2,Delft (NL)
main__glasses__all_available,4,duration_above_1000,BAUA,18,107,2476.3333333333335,2568,3,Dortmund (DE)
main__glasses__all_available,4,duration_above_1000,MPI,26,150,3445.133333333333,3602,4,Tübingen (DE)
main__glasses__all_available,4,duration_above_1000,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__all_available,4,duration_above_1000,FUSPCEU,23,129,3025.1666666666665,3098,6,Madrid (ES)
main__glasses__all_available,4,duration_above_1000,IZTECH,17,101,2348.0833333333335,2424,7,Izmir (TR)
main__glasses__all_available,4,duration_above_1000,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__glasses__all_available,4,duration_above_1000,KNUST,15,81,1846,1944,9,Kumasi (GH)
main__glasses__all_available,5,duration_above_250_wake,RISE,13,73,933.0833333333334,968.9666666666667,1,Borås (SE)
main__glasses__all_available,5,duration_above_250_wake,THUAS,13,64,796.3666666666667,832.2,2,Delft (NL)
main__glasses__all_available,5,duration_above_250_wake,BAUA,18,90,1112.7,1166.0833333333333,3,Dortmund (DE)
main__glasses__all_available,5,duration_above_250_wake,MPI,26,141,1767.2666666666667,1866.9666666666667,4,Tübingen (DE)
main__glasses__all_available,5,duration_above_250_wake,TUM,10,54,654.8,690.6333333333333,5,Munich (DE)
main__glasses__all_available,5,duration_above_250_wake,FUSPCEU,23,113,1406.5666666666666,1437.8,6,Madrid (ES)
main__glasses__all_available,5,duration_above_250_wake,IZTECH,17,94,1153.2833333333333,1195.1166666666666,7,Izmir (TR)
main__glasses__all_available,5,duration_above_250_wake,UCR,6,30,385.28333333333336,408.9166666666667,8,San José (CR)
main__glasses__all_available,5,duration_above_250_wake,KNUST,15,78,964.9333333333333,1019.7,9,Kumasi (GH)
main__glasses__all_available,6,duration_below_10_pre_sleep,RISE,13,67,196.95,199.46666666666667,1,Borås (SE)
main__glasses__all_available,6,duration_below_10_pre_sleep,THUAS,12,50,146.7,148.23333333333332,2,Delft (NL)
main__glasses__all_available,6,duration_below_10_pre_sleep,BAUA,18,84,241.5,243.86666666666667,3,Dortmund (DE)
main__glasses__all_available,6,duration_below_10_pre_sleep,MPI,26,132,396.8,404.8666666666667,4,Tübingen (DE)
main__glasses__all_available,6,duration_below_10_pre_sleep,TUM,10,52,150.76666666666668,154.31666666666666,5,Munich (DE)
main__glasses__all_available,6,duration_below_10_pre_sleep,FUSPCEU,23,105,309.1666666666667,311.76666666666665,6,Madrid (ES)
main__glasses__all_available,6,duration_below_10_pre_sleep,IZTECH,17,82,242.96666666666667,245.56666666666666,7,Izmir (TR)
main__glasses__all_available,6,duration_below_10_pre_sleep,UCR,6,25,74.11666666666666,75.66666666666667,8,San José (CR)
main__glasses__all_available,6,duration_below_10_pre_sleep,KNUST,14,58,166.56666666666666,170.5,9,Kumasi (GH)
main__glasses__all_available,7,duration_below_1_sleep_environment,RISE,13,76,585.9,586.9,1,Borås (SE)
main__glasses__all_available,7,duration_below_1_sleep_environment,THUAS,13,68,554.2333333333333,555.25,2,Delft (NL)
main__glasses__all_available,7,duration_below_1_sleep_environment,BAUA,18,95,772.6166666666667,772.6166666666667,3,Dortmund (DE)
main__glasses__all_available,7,duration_below_1_sleep_environment,MPI,26,150,1167.15,1168.15,4,Tübingen (DE)
main__glasses__all_available,7,duration_below_1_sleep_environment,TUM,10,60,499.18333333333334,499.18333333333334,5,Munich (DE)
main__glasses__all_available,7,duration_below_1_sleep_environment,FUSPCEU,23,118,990.15,990.15,6,Madrid (ES)
main__glasses__all_available,7,duration_below_1_sleep_environment,IZTECH,17,99,832.6,832.6,7,Izmir (TR)
main__glasses__all_available,7,duration_below_1_sleep_environment,UCR,6,31,236.91666666666666,236.91666666666666,8,San José (CR)
main__glasses__all_available,7,duration_below_1_sleep_environment,KNUST,15,81,643.7666666666667,644.7666666666667,9,Kumasi (GH)
main__glasses__all_available,8,longest_bout_above_250,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__all_available,8,longest_bout_above_250,THUAS,13,78,1796.4166666666667,1871,2,Delft (NL)
main__glasses__all_available,8,longest_bout_above_250,BAUA,18,107,2476.3333333333335,2568,3,Dortmund (DE)
main__glasses__all_available,8,longest_bout_above_250,MPI,26,150,3445.133333333333,3602,4,Tübingen (DE)
main__glasses__all_available,8,longest_bout_above_250,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__all_available,8,longest_bout_above_250,FUSPCEU,23,129,3025.1666666666665,3098,6,Madrid (ES)
main__glasses__all_available,8,longest_bout_above_250,IZTECH,17,101,2348.0833333333335,2424,7,Izmir (TR)
main__glasses__all_available,8,longest_bout_above_250,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__glasses__all_available,8,longest_bout_above_250,KNUST,15,81,1846,1944,9,Kumasi (GH)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,RISE,13,71,1657.2833333333333,1703,1,Borås (SE)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,THUAS,13,74,1713.0166666666667,1775,2,Delft (NL)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,BAUA,18,97,2261.116666666667,2328,3,Dortmund (DE)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,MPI,26,137,3165.5,3289,4,Tübingen (DE)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,TUM,10,55,1268.65,1320,5,Munich (DE)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,FUSPCEU,23,125,2942.4666666666667,3002,6,Madrid (ES)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,IZTECH,17,96,2241.1833333333334,2304,7,Izmir (TR)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,UCR,6,30,687.9333333333333,720,8,San José (CR)
main__glasses__all_available,9,dose_time_sensitive_corrected_medi,KNUST,15,76,1741.6666666666667,1824,9,Kumasi (GH)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,THUAS,13,78,1796.4166666666667,1871,2,Delft (NL)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,BAUA,18,106,2456.9333333333334,2544,3,Dortmund (DE)
