"package","version","library","description_path","description_sha256","direct_or_dependency","built","depends","imports","linking_to"
"rlang","1.3.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/rlang/DESCRIPTION","f21dc0d03b2010088e086487fa8adb903de4b33a67113fcc7d3b86a125f07715","DESCRIPTION_DEPENDENCY","R 4.6.1; aarch64-apple-darwin23; 2026-07-05 10:40:38 UTC; unix","R (>= 4.0.0)","utils",""
"rlang","1.3.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/rlang/DESCRIPTION","9c0bd06bf93f94963746915fb94f8d91a66e3c040cd53ba039929bd4adf06f93","DESCRIPTION_DEPENDENCY","R 4.6.1; aarch64-apple-darwin23; 2026-07-05 10:40:38 UTC; unix","R (>= 4.0.0)","utils",""
"sass","0.4.10","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/sass/DESCRIPTION","ce99cdaa9298e87f7b9fdf7c3651b1f5362f59a9e1987309415d651ab41c4dca","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:04:10 UTC; unix","","fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",""
"sass","0.4.10","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/sass/DESCRIPTION","90905e7360dbddb6d691f79c92acd74ea9f1b2c33c81371d5bbc0690d2647465","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 02:19:08 UTC; unix","","fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6,
rappdirs",""
"tidyselect","1.2.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/tidyselect/DESCRIPTION","12a580528517da14f2bff09d4cf97c78c026b1ba0ee9e2d563b49427769e6549","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:05:01 UTC; unix","R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang (>=
1.0.4), vctrs (>= 0.5.2), withr",""
"tidyselect","1.2.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/tidyselect/DESCRIPTION","33b25107207a385569389073b95dc6c09ad9441f4179ad234d618469b96621e8","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-26 02:19:10 UTC; unix","R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.5.2), withr",""
"vctrs","0.7.3","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/vctrs/DESCRIPTION","5569debb666e00a6a628f7e8d61b5aa9b57f5e01a8a6b0815d6e119ff4a623c5","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:15:23 UTC; unix","R (>= 4.0.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.7)",""
"vctrs","0.7.3","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/vctrs/DESCRIPTION","1517d538f8723463fe9b55bd826cea836e43bc1e4534a5ba2253b1d7fd2be66b","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:15:23 UTC; unix","R (>= 4.0.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.7)",""
"methods","4.6.1","/Library/Frameworks/R.framework/Versions/4.6/Resources/library","/Library/Frameworks/R.framework/Versions/4.6/Resources/library/methods/DESCRIPTION","62408503db0f5474d20368bc5c2b44a819113f895044be1cc43a6aaeeabb98e1","DESCRIPTION_DEPENDENCY","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:44 UTC; unix","","utils, stats",""
"evaluate","1.0.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/evaluate/DESCRIPTION","9541a65b8bba4cac5281583a340bc200902ed557ebc9b815aea5951cb6c6d2ef","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-06-17 18:35:18 UTC; unix","R (>= 3.6.0)","",""
"evaluate","1.0.4","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/evaluate/DESCRIPTION","7d2b9f96e0099676d1a90baae60fdfd6743e194ddefdfbd6cbd369c8d2d8d221","DESCRIPTION_DEPENDENCY","R 4.6.1; ; 2026-07-28 17:04:31 UTC; unix","R (>= 3.6.0)","",""
"highr","0.12","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/highr/DESCRIPTION","4a76ea2787d6de22784abc210040748e9017facf8e3c8182b9eccefd7eb4c6f0","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 23:14:12 UTC; unix","R (>= 3.3.0)","xfun (>= 0.18)",""
"highr","0.11","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/highr/DESCRIPTION","2d4ca5250fea299143f2f082279ed22dda6261141be47d38f120901a87647350","DESCRIPTION_DEPENDENCY","R 4.6.1; ; 2026-07-28 17:04:55 UTC; unix","R (>= 3.3.0)","xfun (>= 0.18)",""
"bslib","0.11.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/bslib/DESCRIPTION","69ce7d7ec69d0d2c3d65320d1c0989f577b7a29c791508ce99e05f0b8e734c6e","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:06:07 UTC; unix","R (>= 2.10)","base64enc, cachem, fastmap (>= 1.1.1), grDevices, htmltools (>=
0.5.8), jquerylib (>= 0.1.3), jsonlite, lifecycle, memoise (>= 2.0.1),
mime, rlang, sass (>= 0.4.9)",""
"bslib","0.11.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/bslib/DESCRIPTION","7335cad5dded06a8f7bb13af42dd739cd0fba127bf941454f571245e291947d6","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-05-16 12:36:52 UTC; unix","R (>= 2.10)","base64enc, cachem, fastmap (>= 1.1.1), grDevices, htmltools
(>= 0.5.8), jquerylib (>= 0.1.3), jsonlite, lifecycle, memoise
(>= 2.0.1), mime, rlang, sass (>= 0.4.9)",""
"fontawesome","0.5.3","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/fontawesome/DESCRIPTION","b92b303faf9535267fff14a9bfb75850676b0a03025f1ab871bf268846797129","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:04:00 UTC; unix","R (>= 3.3.0)","rlang (>= 1.0.6), htmltools (>= 0.5.1.1)",""
"fontawesome","0.5.3","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/fontawesome/DESCRIPTION","e3e497fbcb7ed30c28773831481e8281a3ebfd6ef324b516801f17db7d0df09c","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-26 02:18:26 UTC; unix","R (>= 3.3.0)","rlang (>= 1.0.6), htmltools (>= 0.5.1.1)",""
"jquerylib","0.1.4","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/jquerylib/DESCRIPTION","2afcef851646faa64b86b8f3ea6bb9153bf028970edfd134a6305fb06e59404c","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:04:01 UTC; unix","","htmltools",""
"jquerylib","0.1.4","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/jquerylib/DESCRIPTION","eef6ddb978695a372e459b3b3defcd75ffdc3189490a16ea548d8bd0d1ac1ccd","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-26 02:18:12 UTC; unix","","htmltools",""
"jsonlite","2.0.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/jsonlite/DESCRIPTION","e96b50061f93219b3fffadeae37762d163f11380a79ccdf3d74a0d8eb38e3d43","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:52 UTC; unix","methods","",""
"jsonlite","2.0.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/jsonlite/DESCRIPTION","641e6035925d81d915dddfbac2e2f51f5c30c5389aeb9a4a65342d09f2a9c33a","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:00 UTC; unix","methods","",""
"tinytex","0.60","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/tinytex/DESCRIPTION","9e08d2fa2f1bc385d99a6ff875003f6d0f42adb96eedc1c64c29db23fad249ba","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-06-17 18:54:47 UTC; unix","","xfun (>= 0.48)",""
"tinytex","0.57","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/tinytex/DESCRIPTION","2fd7b9b2c05ec90adf4800e9820710c9c7bc88afa974c9cf006b364bd748fa6a","DESCRIPTION_DEPENDENCY","R 4.6.1; ; 2026-07-28 17:04:56 UTC; unix","","xfun (>= 0.48)",""
"clipr","0.8.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/clipr/DESCRIPTION","928e61ec1f4c19dde589b80575d5bc3c1247ac0ab00cffbf3acff64d0e60a046","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:02:56 UTC; unix","","utils",""
"clipr","0.8.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/clipr/DESCRIPTION","dd1c3fbc8788c8a68b337625e070f21e31022a2c5d551a4b28c317d97d276daa","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-05-25 08:30:02 UTC; unix","","utils",""
"crayon","1.5.3","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/crayon/DESCRIPTION","055df2cc6cbb0e9db2b82378b81f7b5dd77b378f4a08cbff12191a11604d4ba1","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:02:53 UTC; unix","","grDevices, methods, utils",""
"crayon","1.5.3","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/crayon/DESCRIPTION","23448d0696c1698b6a471efc6ffca72a088cd803336da165fb3c2cc841986d33","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 15:44:21 UTC; unix","","grDevices, methods, utils",""
"hms","1.1.4","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/hms/DESCRIPTION","f3567567073a2ce2002a91f5e0daa01fbb55f2735d412e22fd67b78df53a8295","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 23:15:47 UTC; unix","","cli, lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>= 0.3.8)",""
"hms","1.1.3","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/hms/DESCRIPTION","2a1de17966571ad4703bae7b18df47b0bf797d00fc342de4efedd89922ff484d","DESCRIPTION_DEPENDENCY","R 4.6.1; ; 2026-07-28 17:05:15 UTC; unix","","lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>= 0.3.8)",""
"lifecycle","1.0.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/lifecycle/DESCRIPTION","7bcf6b051e1a2a1c8e47a66a84a47355b03e88b1b0d24c7fd1d07d9abb048671","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:03:36 UTC; unix","R (>= 3.6)","cli (>= 3.4.0), rlang (>= 1.1.0)",""
"lifecycle","1.0.5","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/lifecycle/DESCRIPTION","624b02f09048bd8212fbf3260709a857868609b63ab21ba9cf03fc16d1966782","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 10:32:18 UTC; unix","R (>= 3.6)","cli (>= 3.4.0), rlang (>= 1.1.0)",""
"R6","2.6.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/R6/DESCRIPTION","fd4a41cd84b5e1ee65e2465d24fa07e3e4200a1319712ccb9c5bea33369add03","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:02:33 UTC; unix","R (>= 3.6)","",""
"R6","2.6.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/R6/DESCRIPTION","8143089b8029fe7a6d763e76acf2924bfb86a06609c24091b8ccff1a3081f5fc","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 15:39:09 UTC; unix","R (>= 3.6)","",""
"vroom","1.7.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/vroom/DESCRIPTION","4276923a71cd39f01d94c14012d80df207022196f974fada7222db35eba34467","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:09:05 UTC; unix","R (>= 4.1)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>= 1.0.3),
methods, rlang (>= 1.1.0), stats, tibble (>= 2.0.0), tidyselect, tzdb (>=
0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.3), tzdb (>= 0.1.1)"
"vroom","1.7.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/vroom/DESCRIPTION","a0ea53990d6117e6a97e7a534cbe9a4bf3397b298aa75331c888d351d1ebc028","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:09:05 UTC; unix","R (>= 4.1)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=
1.0.3), methods, rlang (>= 1.1.0), stats, tibble (>= 2.0.0),
tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.3), tzdb (>= 0.1.1)"
"withr","3.0.3","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/withr/DESCRIPTION","2ba547b412a0fd9c1e29bc81d93e60d91ee94f8e8ea48d379cf752439e1ec6e2","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-06-19 06:07:49 UTC; unix","R (>= 3.6.0)","graphics, grDevices",""
"withr","3.0.2","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/withr/DESCRIPTION","2484f897b264c2239e7b612bd29fd1895c3b1ffd8d84d3602bf53974002ce9aa","DESCRIPTION_DEPENDENCY","R 4.6.1; ; 2026-07-28 17:04:40 UTC; unix","R (>= 3.6.0)","graphics, grDevices",""
"cpp11","0.5.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/cpp11/DESCRIPTION","d33948e9b9c945dc93b4f8ab84ff3ec28c37b921616bc30c32ddd720daf66b3e","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-05-06 16:42:29 UTC; unix","R (>= 4.0.0)","",""
"cpp11","0.5.5","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/cpp11/DESCRIPTION","204658061dd49aa9e7425bc86bfb09a9c3973b544590abdb6bdb19b87b761ce1","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-05-06 16:42:29 UTC; unix","R (>= 4.0.0)","",""
"tzdb","0.5.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/tzdb/DESCRIPTION","406def07b2e3c916f3f70370d423b26acb777916c07568ab60317d5e24872db9","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:43 UTC; unix","R (>= 4.0.0)","","cpp11 (>= 0.5.2)"
"tzdb","0.5.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/tzdb/DESCRIPTION","c0bcc9a9445c5df17dffbc1993132a1e4132efa98781412ef702bf8aea08b4e9","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:44:31 UTC; unix","R (>= 4.0.0)","","cpp11 (>= 0.5.2)"
"pillar","1.11.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/pillar/DESCRIPTION","bde339aab0219df09352b82749fdbede616b6509e650e1830dc34162ba6042ff","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 11:14:26 UTC; unix","","cli (>= 2.3.0), glue, lifecycle, rlang (>= 1.0.2), utf8 (>= 1.1.0),
utils, vctrs (>= 0.5.0)",""
"pillar","1.11.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/pillar/DESCRIPTION","6673b12fedf2c45799149994e54d4bc02691f89969612cd469c881c5facb13f9","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 11:14:26 UTC; unix","","cli (>= 2.3.0), glue, lifecycle, rlang (>= 1.0.2), utf8 (>=
1.1.0), utils, vctrs (>= 0.5.0)",""
"pkgconfig","2.0.3","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/pkgconfig/DESCRIPTION","6647121ebf452dce80410eb25174c58b230689aafd2a2d09c34e03ae042cbbb4","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:02:51 UTC; unix","","utils",""
"pkgconfig","2.0.3","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/pkgconfig/DESCRIPTION","1a9f2a25064bafd0e2b822bcf8fd1b48649645d1c9470746138395a0ab267ce7","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 15:40:59 UTC; unix","","utils",""
"generics","0.1.4","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/generics/DESCRIPTION","4269dd5fa2b00a2630ee59b767d21605c37362f34b01105b6794da21cf99f73f","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-28 21:02:59 UTC; unix","R (>= 3.6)","methods",""
"generics","0.1.4","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/generics/DESCRIPTION","33d01042add3dfb002906134a5f4b663a4b8c1a2f1d88c380873d7d275be3942","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 15:40:57 UTC; unix","R (>= 3.6)","methods",""
"purrr","1.2.2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/purrr/DESCRIPTION","549ad15b08a158aba4c97d0b916d54a235cf985b136e93d473cacdb3e0a0672b","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 11:14:29 UTC; unix","R (>= 4.1)","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0), rlang (>=
1.1.1), vctrs (>= 0.6.3)","cli"
"purrr","1.2.2","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/purrr/DESCRIPTION","7add144ba11052536886eff2c7e90ace5e00bc3d61c839f535df1984225fc77c","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 11:14:29 UTC; unix","R (>= 4.1)","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)","cli"
"grDevices","4.6.1","/Library/Frameworks/R.framework/Versions/4.6/Resources/library","/Library/Frameworks/R.framework/Versions/4.6/Resources/library/grDevices/DESCRIPTION","e095e575817c235d7ea9fe724a3c2bf0fef5177f3aa98bf1023fab32cc7d5886","DESCRIPTION_DEPENDENCY","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:30 UTC; unix","","",""
"graphics","4.6.1","/Library/Frameworks/R.framework/Versions/4.6/Resources/library","/Library/Frameworks/R.framework/Versions/4.6/Resources/library/graphics/DESCRIPTION","1fe9400b56ed0be59f5e9eb73ed5fc75f5b4161cb5b16cebc9d02f30461cbe09","DESCRIPTION_DEPENDENCY","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:33 UTC; unix","","grDevices",""
