"href","label","class","target_exists","anchor_exists","status"
"#cb22-24","","internal",TRUE,TRUE,"PASS"
"#cb22-25","","internal",TRUE,TRUE,"PASS"
"#cb22-26","","internal",TRUE,TRUE,"PASS"
"#cb22-27","","internal",TRUE,TRUE,"PASS"
"#cb22-28","","internal",TRUE,TRUE,"PASS"
"#cb22-29","","internal",TRUE,TRUE,"PASS"
"#cb22-30","","internal",TRUE,TRUE,"PASS"
"#cb22-31","","internal",TRUE,TRUE,"PASS"
"#cb22-32","","internal",TRUE,TRUE,"PASS"
"#cb22-33","","internal",TRUE,TRUE,"PASS"
"#cb22-34","","internal",TRUE,TRUE,"PASS"
"#cb22-35","","internal",TRUE,TRUE,"PASS"
"#cb22-36","","internal",TRUE,TRUE,"PASS"
"#cb22-37","","internal",TRUE,TRUE,"PASS"
"#cb22-38","","internal",TRUE,TRUE,"PASS"
"#cb22-39","","internal",TRUE,TRUE,"PASS"
"#cb22-40","","internal",TRUE,TRUE,"PASS"
"#cb22-41","","internal",TRUE,TRUE,"PASS"
"#cb22-42","","internal",TRUE,TRUE,"PASS"
"#cb22-43","","internal",TRUE,TRUE,"PASS"
"#cb22-44","","internal",TRUE,TRUE,"PASS"
"#cb22-45","","internal",TRUE,TRUE,"PASS"
"#cb22-46","","internal",TRUE,TRUE,"PASS"
"#cb22-47","","internal",TRUE,TRUE,"PASS"
"#cb22-48","","internal",TRUE,TRUE,"PASS"
"#cb22-49","","internal",TRUE,TRUE,"PASS"
"#cb22-50","","internal",TRUE,TRUE,"PASS"
"#cb22-51","","internal",TRUE,TRUE,"PASS"
"#cb22-52","","internal",TRUE,TRUE,"PASS"
"#cb22-53","","internal",TRUE,TRUE,"PASS"
"#cb22-54","","internal",TRUE,TRUE,"PASS"
"#cb22-55","","internal",TRUE,TRUE,"PASS"
"#cb22-56","","internal",TRUE,TRUE,"PASS"
"#cb22-57","","internal",TRUE,TRUE,"PASS"
"#cb22-58","","internal",TRUE,TRUE,"PASS"
"#cb22-59","","internal",TRUE,TRUE,"PASS"
"../../../artifacts/12_manifests/H05/H05_metric011_artifact_update_manifest.csv","L10 artifact-update manifest","internal",TRUE,TRUE,"PASS"
"../../../artifacts/12_manifests/H05/H05_metric010_reconciliation.csv","MDER reconciliation","internal",TRUE,TRUE,"PASS"
"../../../artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv","gap MDER reconciliation","internal",TRUE,TRUE,"PASS"
"#cb23-1","","internal",TRUE,TRUE,"PASS"
"#cb23-2","","internal",TRUE,TRUE,"PASS"
"#cb23-3","","internal",TRUE,TRUE,"PASS"
"#cb23-4","","internal",TRUE,TRUE,"PASS"
"#cb23-5","","internal",TRUE,TRUE,"PASS"
"#cb23-6","","internal",TRUE,TRUE,"PASS"
"#cb23-7","","internal",TRUE,TRUE,"PASS"
"#cb23-8","","internal",TRUE,TRUE,"PASS"
"#cb23-9","","internal",TRUE,TRUE,"PASS"
"#cb23-10","","internal",TRUE,TRUE,"PASS"
"#cb23-11","","internal",TRUE,TRUE,"PASS"
"#cb23-12","","internal",TRUE,TRUE,"PASS"
"#cb23-13","","internal",TRUE,TRUE,"PASS"
"#cb23-14","","internal",TRUE,TRUE,"PASS"
"#cb23-15","","internal",TRUE,TRUE,"PASS"
"#cb23-16","","internal",TRUE,TRUE,"PASS"
"#cb23-17","","internal",TRUE,TRUE,"PASS"
"#cb23-18","","internal",TRUE,TRUE,"PASS"
"#cb23-19","","internal",TRUE,TRUE,"PASS"
"#cb23-20","","internal",TRUE,TRUE,"PASS"
"#cb23-21","","internal",TRUE,TRUE,"PASS"
"#cb23-22","","internal",TRUE,TRUE,"PASS"
"#cb23-23","","internal",TRUE,TRUE,"PASS"
"#cb23-24","","internal",TRUE,TRUE,"PASS"
"#cb23-25","","internal",TRUE,TRUE,"PASS"
"#cb23-26","","internal",TRUE,TRUE,"PASS"
"#cb24-1","","internal",TRUE,TRUE,"PASS"
"#cb24-2","","internal",TRUE,TRUE,"PASS"
"#cb24-3","","internal",TRUE,TRUE,"PASS"
"#cb24-4","","internal",TRUE,TRUE,"PASS"
"#cb24-5","","internal",TRUE,TRUE,"PASS"
"#cb24-6","","internal",TRUE,TRUE,"PASS"
"#cb24-7","","internal",TRUE,TRUE,"PASS"
"#cb24-8","","internal",TRUE,TRUE,"PASS"
"#cb24-9","","internal",TRUE,TRUE,"PASS"
"#cb24-10","","internal",TRUE,TRUE,"PASS"
"#cb24-11","","internal",TRUE,TRUE,"PASS"
"#cb24-12","","internal",TRUE,TRUE,"PASS"
"#cb24-13","","internal",TRUE,TRUE,"PASS"
"#cb24-14","","internal",TRUE,TRUE,"PASS"
"#cb24-15","","internal",TRUE,TRUE,"PASS"
"#cb24-16","","internal",TRUE,TRUE,"PASS"
"#cb24-17","","internal",TRUE,TRUE,"PASS"
"#cb24-18","","internal",TRUE,TRUE,"PASS"
"#cb24-19","","internal",TRUE,TRUE,"PASS"
"#cb24-20","","internal",TRUE,TRUE,"PASS"
"#cb24-21","","internal",TRUE,TRUE,"PASS"
"#cb24-22","","internal",TRUE,TRUE,"PASS"
"#cb24-23","","internal",TRUE,TRUE,"PASS"
"#cb24-24","","internal",TRUE,TRUE,"PASS"
"#cb24-25","","internal",TRUE,TRUE,"PASS"
"#cb24-26","","internal",TRUE,TRUE,"PASS"
"#cb25-1","","internal",TRUE,TRUE,"PASS"
"#cb25-2","","internal",TRUE,TRUE,"PASS"
"#cb25-3","","internal",TRUE,TRUE,"PASS"
"#cb25-4","","internal",TRUE,TRUE,"PASS"
"#cb25-5","","internal",TRUE,TRUE,"PASS"
"#cb25-6","","internal",TRUE,TRUE,"PASS"
"#cb25-7","","internal",TRUE,TRUE,"PASS"
"#cb25-8","","internal",TRUE,TRUE,"PASS"
"#cb25-9","","internal",TRUE,TRUE,"PASS"
"#cb25-10","","internal",TRUE,TRUE,"PASS"
"#cb26-1","","internal",TRUE,TRUE,"PASS"
"#cb26-2","","internal",TRUE,TRUE,"PASS"
"#cb26-3","","internal",TRUE,TRUE,"PASS"
"#cb26-4","","internal",TRUE,TRUE,"PASS"
"#cb26-5","","internal",TRUE,TRUE,"PASS"
"#cb26-6","","internal",TRUE,TRUE,"PASS"
"#cb26-7","","internal",TRUE,TRUE,"PASS"
"#cb26-8","","internal",TRUE,TRUE,"PASS"
"#cb26-9","","internal",TRUE,TRUE,"PASS"
"#cb26-10","","internal",TRUE,TRUE,"PASS"
"#cb26-11","","internal",TRUE,TRUE,"PASS"
"#cb26-12","","internal",TRUE,TRUE,"PASS"
"#cb26-13","","internal",TRUE,TRUE,"PASS"
"#cb26-14","","internal",TRUE,TRUE,"PASS"
"#cb26-15","","internal",TRUE,TRUE,"PASS"
"#cb26-16","","internal",TRUE,TRUE,"PASS"
"#cb26-17","","internal",TRUE,TRUE,"PASS"
"#cb26-18","","internal",TRUE,TRUE,"PASS"
"#cb26-19","","internal",TRUE,TRUE,"PASS"
"#cb26-20","","internal",TRUE,TRUE,"PASS"
"#cb26-21","","internal",TRUE,TRUE,"PASS"
"#cb26-22","","internal",TRUE,TRUE,"PASS"
"#cb26-23","","internal",TRUE,TRUE,"PASS"
"#cb26-24","","internal",TRUE,TRUE,"PASS"
"#cb26-25","","internal",TRUE,TRUE,"PASS"
"#cb26-26","","internal",TRUE,TRUE,"PASS"
"#cb26-27","","internal",TRUE,TRUE,"PASS"
"#cb26-28","","internal",TRUE,TRUE,"PASS"
"#cb26-29","","internal",TRUE,TRUE,"PASS"
"#cb26-30","","internal",TRUE,TRUE,"PASS"
"#cb26-31","","internal",TRUE,TRUE,"PASS"
"#cb26-32","","internal",TRUE,TRUE,"PASS"
"#cb26-33","","internal",TRUE,TRUE,"PASS"
"#cb26-34","","internal",TRUE,TRUE,"PASS"
"#cb26-35","","internal",TRUE,TRUE,"PASS"
"#cb26-36","","internal",TRUE,TRUE,"PASS"
"#cb26-37","","internal",TRUE,TRUE,"PASS"
"#cb26-38","","internal",TRUE,TRUE,"PASS"
"#cb26-39","","internal",TRUE,TRUE,"PASS"
"#cb26-40","","internal",TRUE,TRUE,"PASS"
"#cb26-41","","internal",TRUE,TRUE,"PASS"
"#cb26-42","","internal",TRUE,TRUE,"PASS"
"#cb26-43","","internal",TRUE,TRUE,"PASS"
"#cb26-44","","internal",TRUE,TRUE,"PASS"
"#cb26-45","","internal",TRUE,TRUE,"PASS"
"#cb26-46","","internal",TRUE,TRUE,"PASS"
"../../../notebooks/hypotheses/H05.html","H05 results report","internal",TRUE,TRUE,"PASS"
"#cb27-1","","internal",TRUE,TRUE,"PASS"
"#cb27-2","","internal",TRUE,TRUE,"PASS"
"#cb27-3","","internal",TRUE,TRUE,"PASS"
"#cb27-4","","internal",TRUE,TRUE,"PASS"
"#cb27-5","","internal",TRUE,TRUE,"PASS"
"#cb27-6","","internal",TRUE,TRUE,"PASS"
"#cb27-7","","internal",TRUE,TRUE,"PASS"
"#cb27-8","","internal",TRUE,TRUE,"PASS"
"#cb27-9","","internal",TRUE,TRUE,"PASS"
"#cb27-10","","internal",TRUE,TRUE,"PASS"
"#cb27-11","","internal",TRUE,TRUE,"PASS"
"#cb27-12","","internal",TRUE,TRUE,"PASS"
"#cb27-13","","internal",TRUE,TRUE,"PASS"
"#cb27-14","","internal",TRUE,TRUE,"PASS"
"#cb27-15","","internal",TRUE,TRUE,"PASS"
"#cb27-16","","internal",TRUE,TRUE,"PASS"
"#cb27-17","","internal",TRUE,TRUE,"PASS"
"#cb27-18","","internal",TRUE,TRUE,"PASS"
"#cb27-19","","internal",TRUE,TRUE,"PASS"
"#cb27-20","","internal",TRUE,TRUE,"PASS"
"#cb27-21","","internal",TRUE,TRUE,"PASS"
"#cb27-22","","internal",TRUE,TRUE,"PASS"
"#cb27-23","","internal",TRUE,TRUE,"PASS"
"#cb27-24","","internal",TRUE,TRUE,"PASS"
"#cb27-25","","internal",TRUE,TRUE,"PASS"
"#cb27-26","","internal",TRUE,TRUE,"PASS"
"#cb27-27","","internal",TRUE,TRUE,"PASS"
"#cb27-28","","internal",TRUE,TRUE,"PASS"
"#cb27-29","","internal",TRUE,TRUE,"PASS"
"#cb27-30","","internal",TRUE,TRUE,"PASS"
"#cb27-31","","internal",TRUE,TRUE,"PASS"
"#cb27-32","","internal",TRUE,TRUE,"PASS"
"#cb27-33","","internal",TRUE,TRUE,"PASS"
"#cb27-34","","internal",TRUE,TRUE,"PASS"
"#cb27-35","","internal",TRUE,TRUE,"PASS"
"#cb27-36","","internal",TRUE,TRUE,"PASS"
"#cb27-37","","internal",TRUE,TRUE,"PASS"
"#cb27-38","","internal",TRUE,TRUE,"PASS"
"#cb27-39","","internal",TRUE,TRUE,"PASS"
