run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,fit_role,model_name,formula,engine,observations,log_likelihood,aic,warnings,error,fit_status,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number,aliased_coefficients
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-795.366435956163,1630.732871912326,,,FITTED,TRUE,TRUE,FALSE,2.177102942368947e-6,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-798.1389434619109,1620.2778869238218,,,FITTED,TRUE,TRUE,FALSE,7.055405149003491e-6,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-800.3733962476255,1640.746792495251,,,FITTED,TRUE,TRUE,FALSE,6.218670023372397e-6,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,811,-784.4906609039521,1590.9813218079041,,,FITTED,TRUE,TRUE,FALSE,9.208633855450898e-7,,9,9,TRUE,3.716770755402672,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-780.8572562863648,1585.7145125727295,,,FITTED,TRUE,TRUE,FALSE,1.6711965145077556e-6,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-771.4284268452737,1582.8568536905475,,,FITTED,TRUE,TRUE,FALSE,4.976072887075134e-6,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-782.9436068566314,1589.8872137132628,,,FITTED,TRUE,TRUE,FALSE,1.928128767758608e-6,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-779.5841174705528,1599.1682349411055,,,FITTED,TRUE,TRUE,FALSE,1.9019807950826362e-6,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,687,662.3635776396263,-1300.7271552792527,,,FITTED,TRUE,TRUE,FALSE,8.594724931754172e-7,,10,10,TRUE,26.10719241320604,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,687,646.7985051322253,-1253.5970102644505,,,FITTED,TRUE,TRUE,FALSE,9.87142811936792e-6,,18,18,TRUE,141.55683777370982,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,687,662.3144463496994,-1300.6288926993989,,,FITTED,TRUE,TRUE,FALSE,1.2175860319985077e-6,,10,10,TRUE,3.727654866301344,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,687,646.9082413456991,-1253.8164826913983,,,FITTED,TRUE,TRUE,FALSE,7.80460140958894e-6,,18,18,TRUE,10.297284087461069,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,687,693.3021438778536,-1364.6042877557072,,,FITTED,TRUE,TRUE,FALSE,3.751665644813329e-8,,9,9,TRUE,3.428220046618529,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,687,694.3120293371262,-1364.6240586742524,,,FITTED,TRUE,TRUE,FALSE,2.5011104298755527e-7,,10,10,TRUE,26.10719241320604,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,687,698.9330266661871,-1357.8660533323741,,,FITTED,TRUE,TRUE,FALSE,2.769297680060845e-5,,18,18,TRUE,141.55683777370982,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,687,693.5892667315615,-1363.178533463123,,,FITTED,TRUE,TRUE,FALSE,3.7061909097246826e-7,,10,10,TRUE,3.727654866301344,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,687,696.5888635903104,-1353.1777271806209,,,FITTED,TRUE,TRUE,FALSE,1.0178496268054005e-4,,18,18,TRUE,10.297284087461069,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_age,response ~ site + age_decade,lm,153,-79.61499642212003,179.22999284424006,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade,lm,153,-72.31647219941199,178.63294439882398,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,165.4122686636954,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex,lm,153,-80.16440895579841,180.32881791159681,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.097442253021736,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex,lm,153,-77.56003118315905,189.1200623663181,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.886287906117975,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M0,response ~ site,lm,153,-80.36647793298384,178.73295586596768,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.156651059934821,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade,lm,153,-79.61499642212003,179.22999284424006,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade,lm,153,-72.31647219941199,178.63294439882398,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,165.4122686636954,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex,lm,153,-80.16440895579841,180.32881791159681,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.097442253021736,
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex,lm,153,-77.56003118315905,189.1200623663181,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.886287906117975,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_age,response ~ site + age_decade,lm,153,-67.65771854221963,155.31543708443925,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade,lm,153,-63.26877567211027,160.53755134422056,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,165.4122686636954,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex,lm,153,-68.21365004822077,156.42730009644154,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.097442253021736,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex,lm,153,-63.52655886390673,161.05311772781346,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.886287906117975,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M0,response ~ site,lm,153,-68.61107705156907,155.22215410313814,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.156651059934821,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade,lm,153,-67.65771854221963,155.31543708443925,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade,lm,153,-63.26877567211027,160.53755134422056,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,165.4122686636954,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex,lm,153,-68.21365004822077,156.42730009644154,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.097442253021736,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex,lm,153,-63.52655886390673,161.05311772781346,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.886287906117975,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,902,-419.6379937178242,861.2759874356484,,,FITTED,TRUE,TRUE,FALSE,8.080860425252467e-6,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,902,-421.3173394315439,878.6346788630879,,,FITTED,TRUE,TRUE,FALSE,1.485432221670635e-5,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,902,-418.9123356728604,859.8246713457208,,,FITTED,TRUE,TRUE,FALSE,4.505977813096251e-6,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,902,-422.2911348549464,880.5822697098928,,,FITTED,TRUE,TRUE,FALSE,1.2724967746180482e-5,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,902,-404.27387345736605,828.5477469147321,,,FITTED,TRUE,TRUE,FALSE,8.124061423586681e-6,,8,8,TRUE,4.074310344494117,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,902,-400.4800664118065,822.960132823613,,,FITTED,TRUE,TRUE,FALSE,3.168906914652325e-5,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,902,-391.51627055703176,819.0325411140635,,,FITTED,TRUE,TRUE,FALSE,1.8570744941825978e-6,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,902,-400.4477912382443,822.8955824764886,,,FITTED,TRUE,TRUE,FALSE,3.3502942642371636e-5,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,902,-395.0013791613494,826.0027583226988,,,FITTED,TRUE,TRUE,FALSE,1.9178969523636624e-6,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,902,-864.658295237347,1751.316590474694,,,FITTED,TRUE,TRUE,FALSE,6.788241080357693e-6,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,902,-865.7929943998688,1767.5859887997376,,,FITTED,TRUE,TRUE,FALSE,1.030684870784171e-5,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,902,-868.4184052734724,1758.836810546945,,,FITTED,TRUE,TRUE,FALSE,8.793676897767e-6,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,902,-867.6022588478581,1771.2045176957163,,,FITTED,TRUE,TRUE,FALSE,1.5639898265362717e-5,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,902,-855.8812050664878,1731.7624101329757,,,FITTED,TRUE,TRUE,FALSE,1.1809788702521473e-5,,8,8,TRUE,4.074310344494117,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,902,-848.6066529460236,1719.2133058920472,,,FITTED,TRUE,TRUE,FALSE,1.1515339792822488e-5,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,902,-841.7238684871996,1719.4477369743993,,,FITTED,TRUE,TRUE,FALSE,8.325400813191663e-5,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,902,-853.350318425984,1728.700636851968,,,FITTED,TRUE,TRUE,FALSE,5.153424353920855e-6,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,902,-846.1756762099645,1728.351352419929,,,FITTED,TRUE,TRUE,FALSE,1.964508555829525e-6,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,902,-92.53414765753342,207.06829531506685,,,FITTED,TRUE,TRUE,FALSE,9.943335044226842e-6,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,902,-98.56091092285794,233.12182184571589,,,FITTED,TRUE,TRUE,FALSE,4.6000536713108886e-7,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,902,-87.83230614623805,197.6646122924761,,,FITTED,TRUE,TRUE,FALSE,2.9148168323445134e-5,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,902,-95.07127690905791,226.14255381811583,,,FITTED,TRUE,TRUE,FALSE,1.3477290394803276e-4,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,902,-72.3091911829404,164.6183823658808,,,FITTED,TRUE,TRUE,FALSE,1.3031353773840237e-6,,8,8,TRUE,4.074310344494117,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,902,-71.12550668572158,164.25101337144315,,,FITTED,TRUE,TRUE,FALSE,1.6520402823516633e-5,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,902,-65.05830120346229,166.11660240692459,,,FITTED,TRUE,TRUE,FALSE,1.5877787973295199e-6,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,902,-66.86139500339095,155.7227900067819,,,FITTED,TRUE,TRUE,FALSE,3.771376100303314e-5,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,902,-63.544031085197425,163.08806217039483,,,FITTED,TRUE,TRUE,FALSE,2.786975983326556e-5,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,902,-1267.984930683384,2559.969861366768,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,902,-1263.1564981541421,2564.3129963082843,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,163.88497902475527,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,902,-1278.5250068841783,2581.0500137683566,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,4.090075874582995,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,902,-1272.200515532762,2582.401031065524,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,11.64434756931386,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),glmmTMB,902,-1279.6131211753934,2581.226242350787,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.074310344494117,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,902,-1267.984930683384,2559.969861366768,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,22.832476290488056,
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,902,-1263.1564981541421,2564.3129963082843,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,163.88497902475527,
