"route","preimage_sha256","location","attribute","token","matches","table_sha256"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[4]","headers","Unsupported",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[4]","headers","site-category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[4]","headers","cells",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[4]","headers","excluded",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[5]","headers","Unsupported",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[5]","headers","site-category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[5]","headers","cells",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[5]","headers","excluded",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[6]","headers","Unsupported",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[6]","headers","site-category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[6]","headers","cells",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[6]","headers","excluded",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[6]","headers","Working",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[18]/td[6]","headers","power",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[1]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[1]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[1]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[2]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[2]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[2]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[3]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[3]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[3]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[4]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[4]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[4]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[5]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[5]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[5]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[6]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[6]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[6]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[6]","headers","Working",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[20]/td[6]","headers","power",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[1]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[1]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[1]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[2]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[2]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[2]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[3]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[3]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[3]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[4]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[4]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[4]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[5]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[5]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[5]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[6]","headers","Within-/between-participant",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[6]","headers","category",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[6]","headers","terms",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[6]","headers","Working",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table19:/html/body/div/main/section[8]/div[1]/div/figure/div/div/div/table/tbody/tr[21]/td[6]","headers","power",0,"9a39a6dedabd9fa6ef1a77e2b35e7d0b27b66c1ffa42dc16dd2629ecbd4f2a56"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[1]","headers","Paired",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[1]","headers","near-eye/chest",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[1]","headers","common",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[1]","headers","sample",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","Paired",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","near-eye/chest",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","common",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","sample",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","Wald",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","F",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","Paired",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","near-eye/chest",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","common",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","sample",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","Denominator",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","df",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","Paired",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","near-eye/chest",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","common",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","sample",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","Raw",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","p",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","Paired",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
"audit/hypotheses/H03/H03_analysis_preparation 2.html","813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf","table20:/html/body/div/main/section[8]/div[2]/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","near-eye/chest",0,"3cf9db51c14eabf68d112c12e16869b0328bfa04c248111cfd948e9fd978e94f"
