component,basis_k,residual_type,sequence,observations,lag1
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S005::2024-10-17::2::positive_run::1,5,-0.3454302764463698
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S005::2024-10-18::1::positive_run::1,16,0.14654349669347116
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S005::2024-10-19::1::positive_run::1,11,-0.015161917099368647
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S006::2024-10-15::1::positive_run::1,8,0.7946379454129446
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S006::2024-10-15::2::positive_run::1,7,0.15886560034086747
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S006::2024-10-16::1::positive_run::1,16,0.3729612072352483
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S006::2024-10-17::1::positive_run::1,15,-0.4593536721358449
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S006::2024-10-18::1::positive_run::1,8,0.7383208256695537
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S006::2024-10-18::2::positive_run::1,9,0.024825206505900047
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-22::1::positive_run::1,12,-0.017442660439143023
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-22::1::positive_run::2,3,0.9999999999999999
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-23::1::positive_run::1,15,0.37334615087551937
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-24::1::positive_run::2,12,0.19071040620948065
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-25::1::positive_run::1,14,0.2621678261643319
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-26::1::positive_run::1,13,0.4487189264292335
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S007::2024-10-27::3::positive_run::1,12,0.25479927870479246
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S008::2024-10-22::1::positive_run::2,16,0.27752659781491656
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S008::2024-10-23::1::positive_run::2,13,0.22469196100217273
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S008::2024-10-24::1::positive_run::2,16,0.45630873402077593
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S009::2024-11-05::1::positive_run::2,16,0.31516398444149035
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S009::2024-11-06::1::positive_run::1,17,0.3278499422272877
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S009::2024-11-07::1::positive_run::1,17,0.37539124106997007
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S009::2024-11-08::1::positive_run::1,17,-0.22135377249674165
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S009::2024-11-09::1::positive_run::2,15,0.5159578319471941
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S009::2024-11-10::1::positive_run::2,15,0.3673116608465538
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S010::2024-11-05::1::positive_run::1,16,0.07697129622198544
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S010::2024-11-06::1::positive_run::1,16,-0.14742126469121478
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S010::2024-11-07::1::positive_run::1,17,-0.28790880932813956
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S011::2024-11-12::1::positive_run::1,16,0.34447767167856735
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S011::2024-11-13::1::positive_run::1,17,-0.2762978430436367
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S011::2024-11-14::1::positive_run::1,16,-0.027801137540228362
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S012::2024-12-03::1::positive_run::1,17,0.39013924680480433
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S012::2024-12-04::1::positive_run::1,17,0.35720519172956205
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S012::2024-12-05::1::positive_run::1,17,0.17895683191426504
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S012::2024-12-06::1::positive_run::2,16,0.680249723331066
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S012::2024-12-07::1::positive_run::2,15,0.06548158638762444
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S012::2024-12-08::1::positive_run::2,12,0.5858522772419055
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S013::2024-11-19::1::positive_run::1,17,0.08090106865877979
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S013::2024-11-20::1::positive_run::2,17,0.434126466121472
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S013::2024-11-21::1::positive_run::2,17,0.1932096536303275
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S013::2024-11-22::1::positive_run::1,17,0.14205209822952103
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S013::2024-11-23::1::positive_run::1,16,0.2154492006640441
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S013::2024-11-24::1::positive_run::2,15,0.26711951063841355
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-26::1::positive_run::1,12,0.5416031144889647
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-26::1::positive_run::2,4,-0.49687017727682287
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-27::1::positive_run::1,18,0.2569701877026759
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-28::1::positive_run::1,17,0.054575442300690884
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-29::1::positive_run::1,18,0.5538026770479924
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-30::1::positive_run::1,12,0.3225816735259228
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-11-30::2::positive_run::1,3,-1
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S015::2024-12-01::1::positive_run::1,14,0.8046100069957096
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S016::2024-11-27::1::positive_run::1,11,-0.4295504792778316
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S016::2024-11-29::2::positive_run::1,9,0.5529733555934887
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S016::2024-11-30::1::positive_run::1,12,-0.07949650848237316
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S016::2024-12-01::1::positive_run::1,4,-0.513594701512471
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S016::2024-12-01::2::positive_run::1,8,0.19274357098500572
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S017::2024-12-05::1::positive_run::1,14,0.51761278603029
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S017::2024-12-07::1::positive_run::1,4,-0.8110010992171269
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S017::2024-12-07::2::positive_run::1,5,0.0565234138730157
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S018::2024-12-14::1::positive_run::3,9,0.5280787795428091
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S019::2024-12-10::1::positive_run::1,15,0.3650998141637751
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S019::2024-12-11::1::positive_run::1,14,0.5183980189893422
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S019::2024-12-14::1::positive_run::2,4,0.3698184772061908
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S019::2024-12-14::1::positive_run::3,9,0.482854772349832
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S019::2024-12-15::1::positive_run::2,14,0.35671019508618784
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S020::2025-01-21::1::positive_run::1,17,0.22233552763596362
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S020::2025-01-22::1::positive_run::1,16,0.33376590664641687
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S020::2025-01-23::1::positive_run::1,17,0.7501386770280366
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S020::2025-01-26::1::positive_run::1,12,0.1730357061357149
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-01-28::1::positive_run::1,14,-0.20765969887655505
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-01-29::1::positive_run::1,15,-0.16088302196411
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-01-30::1::positive_run::1,11,0.37112840108407996
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-01-31::1::positive_run::1,11,0.1343381944107447
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-01-31::1::positive_run::2,4,0.8992658628822046
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-02-01::1::positive_run::1,14,0.19961043691060015
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-02-02::1::positive_run::1,9,-0.13549628559826915
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S022::2025-02-02::1::positive_run::2,3,-0.9999999999999999
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S024::2025-02-04::1::positive_run::1,12,0.38105316200356093
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S024::2025-02-05::1::positive_run::2,11,0.04463020431156891
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S024::2025-02-08::1::positive_run::1,14,0.4676975491684675
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S024::2025-02-09::1::positive_run::2,7,-0.2270962490625943
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S024::2025-02-09::1::positive_run::3,4,-0.4986561023163647
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S025::2025-02-04::2::positive_run::1,5,0.37054137112121394
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S025::2025-02-04::3::positive_run::1,5,0.2563696558691628
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S025::2025-02-05::1::positive_run::1,11,0.21805264469847344
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S025::2025-02-06::1::positive_run::1,16,-0.09750757980665321
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S025::2025-02-09::1::positive_run::2,7,0.3195616808030676
positive_magnitude,12,deviance,FUSPCEU::FUSPCEU_S025::2025-02-09::2::positive_run::1,5,-0.24032148556127136
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-25::1::positive_run::1,16,0.8233966302606425
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-26::1::positive_run::1,16,0.5753894798915591
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-27::1::positive_run::2,16,0.619494060044318
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-28::1::positive_run::1,16,0.652411290870069
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-29::1::positive_run::1,15,-0.16823821645621834
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-30::1::positive_run::1,11,0.5066177538619218
positive_magnitude,12,deviance,IZTECH::IZTECH_S001::2024-12-30::2::positive_run::1,4,0.1787414752727753
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-07::1::positive_run::2,12,0.7228184455500484
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-08::1::positive_run::2,16,0.6726196596068249
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-09::1::positive_run::1,3,-1
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-09::1::positive_run::2,18,0.216697832561492
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-10::1::positive_run::2,11,0.39839150934498785
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-10::2::positive_run::1,3,-1
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-11::1::positive_run::1,18,0.46981729639794384
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-12::1::positive_run::1,3,-0.9999999999999998
positive_magnitude,12,deviance,IZTECH::IZTECH_S002::2025-01-12::1::positive_run::2,16,0.707812913099148
positive_magnitude,12,deviance,IZTECH::IZTECH_S003::2025-01-07::1::positive_run::2,15,0.7397129577724256
positive_magnitude,12,deviance,IZTECH::IZTECH_S003::2025-01-08::1::positive_run::1,16,0.6079407156456974
positive_magnitude,12,deviance,IZTECH::IZTECH_S003::2025-01-09::1::positive_run::2,16,0.42612168744001
positive_magnitude,12,deviance,IZTECH::IZTECH_S003::2025-01-10::1::positive_run::2,17,0.6939856514155007
positive_magnitude,12,deviance,IZTECH::IZTECH_S003::2025-01-11::1::positive_run::2,13,0.8842956406022421
positive_magnitude,12,deviance,IZTECH::IZTECH_S003::2025-01-12::1::positive_run::2,16,0.7931590760500152
positive_magnitude,12,deviance,IZTECH::IZTECH_S004::2025-01-22::1::positive_run::1,15,0.20093524249405859
positive_magnitude,12,deviance,IZTECH::IZTECH_S004::2025-01-23::1::positive_run::2,16,0.4960525800038878
positive_magnitude,12,deviance,IZTECH::IZTECH_S004::2025-01-24::1::positive_run::1,16,0.4884714467871443
positive_magnitude,12,deviance,IZTECH::IZTECH_S004::2025-01-25::1::positive_run::2,15,0.8002928362287446
positive_magnitude,12,deviance,IZTECH::IZTECH_S004::2025-01-26::1::positive_run::2,7,0.6287941770925897
positive_magnitude,12,deviance,IZTECH::IZTECH_S004::2025-01-26::2::positive_run::1,8,0.2006508183933867
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-21::1::positive_run::1,16,0.2367010781910289
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-22::1::positive_run::2,9,0.7985324271015498
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-22::2::positive_run::1,6,-0.03072522980703245
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-23::1::positive_run::1,16,0.2918300523614409
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-24::1::positive_run::1,13,0.18355210110430117
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-25::1::positive_run::1,15,0.8818658714692703
positive_magnitude,12,deviance,IZTECH::IZTECH_S005::2025-01-26::1::positive_run::2,12,0.2762120718052643
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-18::1::positive_run::1,16,0.5630581824589661
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-19::1::positive_run::2,17,0.21980250644217483
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-20::1::positive_run::2,17,0.33338831533206775
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-21::1::positive_run::2,6,0.23437426244181758
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-21::2::positive_run::1,8,0.3470437225309698
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-22::1::positive_run::2,17,0.6253850142052428
positive_magnitude,12,deviance,IZTECH::IZTECH_S006::2025-02-23::1::positive_run::1,23,0.39198624333984156
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-02-25::2::positive_run::1,14,-0.011362692808101139
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-02-26::2::positive_run::1,14,0.37629805298276203
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-02-27::1::positive_run::1,16,0.26834048798159027
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-02-28::1::positive_run::1,5,0.8307663518653166
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-02-28::1::positive_run::2,9,0.4001122529237623
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-03-01::1::positive_run::2,5,-0.4288346152156833
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-03-01::2::positive_run::1,7,-0.30626494619282946
positive_magnitude,12,deviance,IZTECH::IZTECH_S007::2025-03-02::1::positive_run::2,16,0.44008654402800157
positive_magnitude,12,deviance,IZTECH::IZTECH_S008::2025-03-04::1::positive_run::1,15,0.5877153772056856
positive_magnitude,12,deviance,IZTECH::IZTECH_S008::2025-03-05::1::positive_run::2,18,-0.19379741254004063
positive_magnitude,12,deviance,IZTECH::IZTECH_S008::2025-03-06::1::positive_run::3,15,0.42602257633816504
positive_magnitude,12,deviance,IZTECH::IZTECH_S008::2025-03-07::1::positive_run::2,15,-0.11267220687070441
positive_magnitude,12,deviance,IZTECH::IZTECH_S008::2025-03-09::1::positive_run::1,17,0.16876544198967777
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-20::1::positive_run::1,11,-0.1872122807632574
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-21::1::positive_run::1,8,-0.1124310321686836
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-21::2::positive_run::1,7,0.05825597058296633
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-22::1::positive_run::1,15,0.2841598365376002
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-25::1::positive_run::1,16,0.4456129607820825
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-26::1::positive_run::2,4,0.46488151599627703
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-26::2::positive_run::1,4,0.803072326397959
positive_magnitude,12,deviance,IZTECH::IZTECH_S009::2025-03-26::2::positive_run::2,5,0.94688045785715
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-15::1::positive_run::2,13,0.3645923098357726
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-15::2::positive_run::1,4,0.012625588306172626
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-16::1::positive_run::2,16,0.4774774081869288
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-17::1::positive_run::2,4,-0.27211214761600194
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-17::2::positive_run::1,3,1
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-17::3::positive_run::1,4,-0.4020698610303828
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-18::1::positive_run::2,8,0.28608489895226646
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-18::2::positive_run::1,8,0.6603178445285354
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-19::1::positive_run::2,10,0.7418192193026301
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-19::2::positive_run::1,6,0.19541535431866808
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-20::1::positive_run::2,10,0.8928702541154009
positive_magnitude,12,deviance,IZTECH::IZTECH_S010::2025-04-20::2::positive_run::1,6,-0.26334475701867954
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-15::1::positive_run::2,18,0.412291925985083
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-16::1::positive_run::2,17,0.5063868633030425
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-17::1::positive_run::2,18,0.49592085627350824
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-19::1::positive_run::1,4,-0.8851987075234112
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-19::1::positive_run::2,18,0.7173412470229891
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-20::1::positive_run::1,4,-0.9907011761919319
positive_magnitude,12,deviance,IZTECH::IZTECH_S011::2025-04-20::1::positive_run::2,18,0.5931322066043538
positive_magnitude,12,deviance,IZTECH::IZTECH_S012::2025-04-22::1::positive_run::2,16,0.5123650350073452
positive_magnitude,12,deviance,IZTECH::IZTECH_S012::2025-04-24::1::positive_run::2,17,0.6798427791551416
positive_magnitude,12,deviance,IZTECH::IZTECH_S012::2025-04-25::1::positive_run::2,18,0.49791288952854085
positive_magnitude,12,deviance,IZTECH::IZTECH_S012::2025-04-26::1::positive_run::1,18,0.6063069570588508
positive_magnitude,12,deviance,IZTECH::IZTECH_S012::2025-04-27::1::positive_run::2,19,0.33387607464622504
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-22::1::positive_run::1,4,0.7514634395095414
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-22::1::positive_run::2,18,0.2409280169119243
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-23::1::positive_run::1,4,-0.7579304151831127
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-23::1::positive_run::2,18,0.5335865267019732
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-25::1::positive_run::1,23,0.7629551889520093
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-26::1::positive_run::1,8,0.09604393448044747
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-26::2::positive_run::1,9,0.9259690028405062
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-27::1::positive_run::1,4,-0.003030438366908273
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-27::1::positive_run::2,12,0.27937397456391017
positive_magnitude,12,deviance,IZTECH::IZTECH_S013::2025-04-27::2::positive_run::1,5,0.7643137791768004
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-04-29::1::positive_run::1,18,0.6167569646239213
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-04-30::1::positive_run::2,15,0.5715865456786929
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-01::1::positive_run::1,11,0.683426047368602
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-01::2::positive_run::1,3,-0.9999999999999999
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-02::1::positive_run::1,4,0.12187706782924604
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-02::2::positive_run::1,3,-1
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-02::3::positive_run::1,9,-0.10250263624041323
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-03::1::positive_run::1,6,-0.06762891408226321
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-03::3::positive_run::1,9,0.6498361514229644
positive_magnitude,12,deviance,IZTECH::IZTECH_S014::2025-05-04::1::positive_run::2,18,0.22509514368289396
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-04-29::1::positive_run::2,9,0.8914212173387721
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-04-29::2::positive_run::1,8,-0.3914662900233953
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-04-30::1::positive_run::2,10,0.8199512604880185
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-04-30::2::positive_run::1,6,-0.2011029456073673
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-01::1::positive_run::1,5,0.6313931093090602
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-01::2::positive_run::1,4,-0.7097281541792064
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-02::1::positive_run::2,7,0.5651190719026772
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-02::2::positive_run::1,10,0.8779263356341612
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-03::1::positive_run::1,9,0.841632958960254
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-03::2::positive_run::1,4,0.1879007830996427
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-04::1::positive_run::2,13,0.1760215852638434
positive_magnitude,12,deviance,IZTECH::IZTECH_S015::2025-05-04::2::positive_run::1,3,-1
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-06::1::positive_run::1,18,0.477044178765478
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-07::1::positive_run::2,10,-0.09678136026358065
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-07::2::positive_run::1,6,0.9947389418251109
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-08::1::positive_run::1,10,0.3808659054929693
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-08::2::positive_run::1,6,0.514293621579295
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-09::1::positive_run::2,18,0.46195359331988517
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-10::1::positive_run::2,18,0.28030708310807106
positive_magnitude,12,deviance,IZTECH::IZTECH_S016::2025-05-11::1::positive_run::2,18,0.48860198297072815
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-05-27::1::positive_run::1,3,1
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-05-27::1::positive_run::2,19,0.5384548611738861
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-05-28::1::positive_run::2,19,0.013843600852863465
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-05-29::1::positive_run::2,19,0.2587553743319379
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-05-30::1::positive_run::2,19,0.28607651201876655
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-05-31::1::positive_run::2,17,-0.36962478938858684
positive_magnitude,12,deviance,IZTECH::IZTECH_S017::2025-06-01::1::positive_run::1,19,-0.06495843422426165
positive_magnitude,12,deviance,KNUST::KNUST_S001::2024-10-08::1::positive_run::1,13,0.20984285696419336
positive_magnitude,12,deviance,KNUST::KNUST_S001::2024-10-10::1::positive_run::1,7,-0.6679158821416628
positive_magnitude,12,deviance,KNUST::KNUST_S001::2024-10-11::2::positive_run::1,6,-0.6339800992810793
positive_magnitude,12,deviance,KNUST::KNUST_S001::2024-10-11::3::positive_run::1,4,0.7656246035550314
positive_magnitude,12,deviance,KNUST::KNUST_S001::2024-10-12::2::positive_run::1,6,0.14757281810972087
positive_magnitude,12,deviance,KNUST::KNUST_S001::2024-10-13::1::positive_run::1,12,-0.04206525487863568
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-15::1::positive_run::1,9,-0.3790234949143197
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-16::1::positive_run::1,8,-0.02896946439888842
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-17::2::positive_run::1,5,0.3045052133853082
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-17::2::positive_run::3,5,-0.344648253587583
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-18::2::positive_run::1,14,0.6508873058193594
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-19::2::positive_run::1,14,0.20448544426334067
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-20::1::positive_run::1,3,-1
positive_magnitude,12,deviance,KNUST::KNUST_S002::2024-10-20::1::positive_run::2,4,0.4316677331472787
positive_magnitude,12,deviance,KNUST::KNUST_S003::2024-10-22::1::positive_run::1,11,-0.5332394768190714
positive_magnitude,12,deviance,KNUST::KNUST_S003::2024-10-23::2::positive_run::1,11,-0.06108448699357055
positive_magnitude,12,deviance,KNUST::KNUST_S003::2024-10-24::2::positive_run::1,11,0.9250375274083555
positive_magnitude,12,deviance,KNUST::KNUST_S003::2024-10-25::2::positive_run::1,14,0.25468446808810097
positive_magnitude,12,deviance,KNUST::KNUST_S003::2024-10-26::2::positive_run::1,14,0.23225905410362951
positive_magnitude,12,deviance,KNUST::KNUST_S003::2024-10-27::2::positive_run::1,12,0.7638453504658876
positive_magnitude,12,deviance,KNUST::KNUST_S004::2024-10-30::2::positive_run::1,15,0.7083329948586601
positive_magnitude,12,deviance,KNUST::KNUST_S004::2024-11-01::1::positive_run::1,14,0.38439040680010256
