deletion_type,deletion_id,full_omnibus_p,deletion_omnibus_p,omnibus_decision_changed,ratio_relative_change_percent,full_ratio_inside_deletion_interval,run_id,placement,scenario_id,working_power,category_order,category_code,light_source,short_label,distribution,expected_mel_edi_lx,expected_conf_low_lx,expected_conf_high_lx,model_ratio_to_indoor,ratio_to_indoor,ratio_conf_low,ratio_conf_high,statistic,df,p_raw,estimability_status,hours,participants,participant_days,sites,family_id,family_n,p_adjusted,full_ratio,full_conf_low,full_conf_high,full_p_adjusted
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,3.454082145375792,TRUE,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,38.538186557156045,20.509022724012766,72.41650872887483,0.4649048859057478,0.4649048859057478,0.2531954103445675,0.853635350833972,-2.4943387267361365,126,0.013913881191107976,ESTIMABLE,840,62,227,8,H03-I-Near-eye-site-context-contrasts,5,0.013913881191107976,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,0,TRUE,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,83.62872975251254,73.03613014729042,95.75759868320787,1,1,1,1,,129,,REFERENCE,4291,128,637,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,,,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,77.6114378217669,26.34487459383446,228.64163802744727,0.928047550781257,,,,,129,,SUPPORT_NON_ESTIMABLE,197,52,114,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,5.087927614256138,TRUE,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,202.7763459814211,169.3957187725089,242.73486241288663,2.4247211045953843,2.4247211045953843,1.9721646654535008,2.9811265448863096,8.482774089476733,129,4.424685579704571e-14,ESTIMABLE,4374,128,640,8,H03-I-Near-eye-site-context-contrasts,5,7.374475966174285e-14,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,3.9537393335246973,TRUE,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1010.998978750532,814.5593087595613,1254.8121714932413,12.089134699790865,12.089134699790865,9.36466363959054,15.606238879934576,19.310070927961394,129,7.13818485790535e-40,ESTIMABLE,1475,125,471,8,H03-I-Near-eye-site-context-contrasts,5,3.569092428952675e-39,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,7.466154443472983,TRUE,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,53.73282546923341,36.620433913707195,78.84168002243142,0.6425163413129453,0.6425163413129453,0.43492259592331395,0.9491970587956375,-2.2428802237997782,129,0.026610987993195855,ESTIMABLE,630,84,222,8,H03-I-Near-eye-site-context-contrasts,5,0.026610987993195855,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,-23.35270758641762,TRUE,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,1.9793432116166965,1.0861777316949,3.606959924744233,0.023668220448574123,0.023668220448574123,0.012849939717560745,0.04359434141443895,-12.126586789206797,129,4.662402892092217e-23,ESTIMABLE,4854,121,664,8,H03-I-Near-eye-site-context-contrasts,5,1.1656007230230542e-22,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,TUM,2.4949289777301775e-47,5.265413086994404e-46,FALSE,-24.631392069772396,TRUE,influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,28.324514374541746,12.269543678082746,65.38777118392284,0.33869358602437416,0.33869358602437416,0.14615388159240053,0.7848805927301133,-2.548759013631268,129,0.011982339740189545,ESTIMABLE,724,60,213,8,H03-I-Near-eye-site-context-contrasts,5,0.01497792467523693,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,0,TRUE,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,95.48120567101536,79.81406751616954,114.22373173180016,1,1,1,1,,133,,REFERENCE,4421,132,668,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,,,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,88.9763286762768,31.371944603990364,252.35244944624367,0.9318726973646373,,,,,133,,SUPPORT_NON_ESTIMABLE,198,52,113,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,-1.1355943434566806,TRUE,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,217.80448533965577,181.2266266374118,261.76503262396005,2.281124162697637,2.281124162697637,1.8107691226880394,2.873655940144647,7.063855358046143,133,8.171416154857301e-11,ESTIMABLE,4592,132,662,8,H03-I-Near-eye-site-context-contrasts,5,1.361902692476217e-10,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,-0.16389387997201021,TRUE,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1108.5636373587515,895.4380460657135,1372.415817569448,11.610281097395813,11.610281097395813,8.889028291957677,15.164607731365324,18.15885764269287,133,7.988328477359739e-38,ESTIMABLE,1534,130,500,8,H03-I-Near-eye-site-context-contrasts,5,3.9941642386798696e-37,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,-0.5159685850137596,TRUE,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,56.7915523061572,37.43676434414139,86.15275571612601,0.5947929951977666,0.5947929951977666,0.38657136570290157,0.9151704924989869,-2.384871044227852,133,0.018496191669042334,ESTIMABLE,618,83,219,8,H03-I-Near-eye-site-context-contrasts,5,0.018496191669042334,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,-0.10013072206578322,TRUE,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.9454496421893386,1.6054927842725821,5.403744993225917,0.03084847558731101,0.03084847558731101,0.016457374697896824,0.05782383056408972,-10.951012216038675,133,2.722455721918197e-20,ESTIMABLE,5084,125,690,8,H03-I-Near-eye-site-context-contrasts,5,6.806139304795493e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,UCR,2.4949289777301775e-47,1.3625167077113447e-45,FALSE,0.6232836947635878,TRUE,influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,43.17505093458167,22.848923756568333,81.58305586134476,0.452183763612529,0.452183763612529,0.24576709614192835,0.8319671725165023,-2.574759213168072,133,0.011124749086469071,ESTIMABLE,830,62,219,8,H03-I-Near-eye-site-context-contrasts,5,0.013905936358086339,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,0,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,88.25793303807224,74.43341405324878,104.65008011832369,1,1,1,1,,138,,REFERENCE,4627,137,694,9,H03-I-Near-eye-participant-context-contrasts,,,1,1,1,
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,-2.358918892002315,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,79.10615881958978,28.108020174404864,222.63340940990554,0.8963064972920382,0.8963064972920382,0.31529937023513815,2.5479446295398667,-0.2071873795636788,138,0.836168935927879,ESTIMABLE,203,54,118,9,H03-I-Near-eye-participant-context-contrasts,6,0.836168935927879,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,-5.472228148564673,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,192.49619007019948,167.40004992379312,221.35467228600655,2.1810638822366424,2.1810638822366424,1.7785275650125136,2.674706736054273,7.557464573956096,138,5.156350264277902e-12,ESTIMABLE,4758,137,686,9,H03-I-Near-eye-participant-context-contrasts,6,1.0312700528555804e-11,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,0.6413183270011391,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1032.9639614859134,828.1740438264854,1288.3940926217035,11.703921969714823,11.703921969714823,8.921379405076566,15.35432843437037,17.91710005050755,138,7.81005072914984e-38,ESTIMABLE,1533,134,506,9,H03-I-Near-eye-participant-context-contrasts,6,4.686030437489904e-37,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,2.6889846884698976,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,54.186372902584,36.76403399386623,79.8650933906699,0.6139547011508797,0.6139547011508797,0.4105616685425404,0.9181090295238054,-2.3971375031743354,138,0.01786273667025451,ESTIMABLE,661,87,233,9,H03-I-Near-eye-participant-context-contrasts,6,0.02143528400430541,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,0.11239421601572097,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.7284147445266838,1.5125234831498717,4.921739795171813,0.03091410200315608,0.03091410200315608,0.016725104657424526,0.057140551418749845,-11.19023706178739,138,4.351851690632372e-21,ESTIMABLE,5186,129,706,9,H03-I-Near-eye-participant-context-contrasts,6,1.3055555071897117e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
participant,BAUA.BAUA_S012,2.4949289777301775e-47,6.815499065303705e-46,FALSE,-23.83186773638457,TRUE,influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,30.209499979123823,16.74014687350677,54.516480403944364,0.3422865111297384,0.3422865111297384,0.19577106013257306,0.5984544172260681,-3.7942953556102945,138,2.2082161900710526e-4,ESTIMABLE,837,65,227,9,H03-I-Near-eye-participant-context-contrasts,6,3.312324285106579e-4,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,0,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,86.67660952879632,73.3243682278155,102.46027099838605,1,1,1,1,,138,,REFERENCE,4580,137,689,9,H03-I-Near-eye-participant-context-contrasts,,,1,1,1,
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,4.796525636919147,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,83.38208770979182,29.46120239280315,235.99079420267674,0.9619906473394074,0.9619906473394074,0.3368543932085048,2.747258234496813,-0.0730178792570632,138,0.9418976162556607,ESTIMABLE,200,53,115,9,H03-I-Near-eye-participant-context-contrasts,6,0.9418976162556607,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,0.5163851196607228,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,201.02392184028713,169.38170437649973,238.57722592178908,2.3192407148032426,2.3192407148032426,1.8465374462992155,2.912953378758318,7.297871790068507,138,2.0935582015310186e-11,ESTIMABLE,4770,137,687,9,H03-I-Near-eye-participant-context-contrasts,6,4.187116403062037e-11,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,2.58578310131945,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1034.05632074495,838.325100526012,1275.4866504672968,11.930050406521826,11.930050406521826,9.185632928405301,15.494425241185912,18.75089168632204,138,9.010517629191146e-40,ESTIMABLE,1540,134,506,9,H03-I-Near-eye-participant-context-contrasts,6,5.406310577514688e-39,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,2.3566739567558503,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,53.04330174767201,35.68799033081287,78.83861865612927,0.6119678888691371,0.6119678888691371,0.4062453069146558,0.9218683653264321,-2.3699087817221156,138,0.01917658070895055,ESTIMABLE,660,87,233,9,H03-I-Near-eye-participant-context-contrasts,6,0.02301189685074066,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,1.8339973666198661,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.725608623170177,1.5055678910770318,4.934312435014284,0.03144572264636928,0.03144572264636928,0.016969509823741232,0.05827118655890414,-11.089445310650602,138,7.896414257392943e-21,ESTIMABLE,5190,129,706,9,H03-I-Near-eye-participant-context-contrasts,6,2.3689242772178828e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
participant,KNUST.KNUST_S013,2.4949289777301775e-47,2.265458542394298e-47,FALSE,1.143642993264704,TRUE,influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,39.39644056229477,21.107138803337598,73.53339282219531,0.4545221689734669,0.4545221689734669,0.248568250131322,0.8311214404060063,-2.5833393695849245,138,0.010825025556891932,ESTIMABLE,853,66,233,9,H03-I-Near-eye-participant-context-contrasts,6,0.0162375383353379,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,0,TRUE,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,82.85773380436896,72.46882020042489,94.73597103151702,1,1,1,1,,138,,REFERENCE,4565,137,689,9,H03-I-Near-eye-participant-context-contrasts,,,1,1,1,
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,,,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,78.96938647115729,26.746904150204802,233.15460976754758,0.9530720048125834,,,,,138,,SUPPORT_NON_ESTIMABLE,198,53,115,9,H03-I-Near-eye-participant-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,6.606980633179238,TRUE,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,203.81101844456268,171.81242959025073,241.76906955145543,2.459770610257941,2.459770610257941,2.0155396600890647,3.001911386264341,8.935123299986493,138,2.315379253552173e-15,ESTIMABLE,4797,137,690,9,H03-I-Near-eye-participant-context-contrasts,5,3.8589654225869555e-15,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,5.814843076827203,TRUE,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1019.6115437879487,825.6745516592995,1259.1010563864638,12.305568798143813,12.305568798143813,9.593137632075726,15.784931818296595,19.931955403734683,138,1.8805804828927686e-42,ESTIMABLE,1553,134,508,9,H03-I-Near-eye-participant-context-contrasts,5,9.402902414463843e-42,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,5.191911146362904,TRUE,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,52.11081503646366,35.14513543728423,77.26637015271565,0.628919144222551,0.628919144222551,0.4221900817218653,0.9368748985207174,-2.3008063750743997,138,0.022901355143262837,ESTIMABLE,664,88,235,9,H03-I-Near-eye-participant-context-contrasts,5,0.02562460263689206,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,9.465307783680954,TRUE,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.800775774331709,1.5067824318639056,5.206023625043099,0.033802225160351036,0.033802225160351036,0.018083225202970083,0.06318510182594,-10.70684329687655,138,7.560821734936042e-20,ESTIMABLE,5220,129,711,9,H03-I-Near-eye-participant-context-contrasts,5,1.8902054337340104e-19,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
participant,TUM.TUM_S008,2.4949289777301775e-47,3.962564746836372e-49,FALSE,-4.274191674030292,TRUE,influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,35.64335464126698,17.09359651385796,74.32307935039661,0.4301753500213104,0.4301753500213104,0.2053952555596654,0.90094988446411,-2.2562917696464275,138,0.02562460263689206,ESTIMABLE,806,65,227,9,H03-I-Near-eye-participant-context-contrasts,5,0.02562460263689206,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,0,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,88.66035888134796,74.88043922470304,104.97613687041762,1,1,1,1,,138,,REFERENCE,4623,137,692,9,H03-I-Near-eye-participant-context-contrasts,,,1,1,1,
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,-0.9436039021599729,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,80.61873391083677,28.532940717776526,227.78515266521669,0.9092985289934017,0.9092985289934017,0.31863972551963,2.5948547798966364,-0.17928991816165674,138,0.857973035774718,ESTIMABLE,203,54,118,9,H03-I-Near-eye-participant-context-contrasts,6,0.857973035774718,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,-1.622923938622467,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,201.24836478840015,169.4517668968535,239.0114017203383,2.269879880113344,2.269879880113344,1.8141873828220505,2.840034452300428,7.233050181102607,138,2.961409095974447e-11,ESTIMABLE,4734,137,685,9,H03-I-Near-eye-participant-context-contrasts,6,5.922818191948894e-11,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,-3.40934020678072,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,995.9091400753447,803.3032699792053,1234.6956029586281,11.232857081124001,11.232857081124001,8.626114341854164,14.627336620469158,18.11325613948596,138,2.71266115322532e-38,ESTIMABLE,1536,134,506,9,H03-I-Near-eye-participant-context-contrasts,6,1.6275966919351918e-37,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,0.5325708997756529,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,53.290370909970036,35.99266980952261,78.90116645281024,0.6010619806004538,0.6010619806004538,0.39944551713636517,0.9044425059851299,-2.463313029886295,138,0.014996375771631569,ESTIMABLE,659,87,233,9,H03-I-Near-eye-participant-context-contrasts,6,0.017995650925957882,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,0.9364918741623818,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.763417344732957,1.5289537557501223,4.99457579567173,0.031168578377075748,0.031168578377075748,0.016845896066676108,0.057668661506802124,-11.145672678431827,138,5.663593314724925e-21,ESTIMABLE,5195,129,705,9,H03-I-Near-eye-participant-context-contrasts,6,1.6990779944174774e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
participant,RISE.RISE_S012,2.4949289777301775e-47,2.213805318143834e-47,FALSE,5.12660832060905,TRUE,influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,41.88500932329896,22.899578488899657,76.61075538413279,0.4724209314261029,0.4724209314261029,0.26338823223296476,0.8473481694964426,-2.5379070146053246,138,0.012262609141593469,ESTIMABLE,817,65,226,9,H03-I-Near-eye-participant-context-contrasts,6,0.017995650925957882,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,0,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,89.26738760167804,75.46412054215008,105.59543306116402,1,1,1,1,,138,,REFERENCE,4618,137,690,9,H03-I-Near-eye-participant-context-contrasts,,,1,1,1,
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,1.9149119718467,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,83.5130844903503,28.956457712948847,240.85940864146292,0.935538573874211,0.935538573874211,0.3213133114946073,2.7239220782214053,-0.12328321319032175,138,0.9020622052617592,ESTIMABLE,203,54,118,9,H03-I-Near-eye-participant-context-contrasts,6,0.9020622052617592,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,-0.8934590591827996,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,204.12871834220203,171.54182458572998,242.90597207216788,2.286711013131125,2.286711013131125,1.827407888335999,2.8614559951016973,7.294110341195425,138,2.136190020234982e-11,ESTIMABLE,4762,137,687,9,H03-I-Near-eye-participant-context-contrasts,6,4.272380040469964e-11,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,-4.306313586010635,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,993.4161390018421,807.1923766652704,1222.6027571102404,11.128544989292013,11.128544989292013,8.60568045721839,14.391019303397021,18.531729366303626,138,2.887390692492655e-39,ESTIMABLE,1535,134,507,9,H03-I-Near-eye-participant-context-contrasts,6,1.732434415495593e-38,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,-0.9899087000669882,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,52.84267029277145,35.55640653490136,78.53290238791834,0.5919594121938674,0.5919594121938674,0.39274540684177667,0.8922216264799737,-2.5269161067372368,138,0.012635116324754125,ESTIMABLE,660,87,233,9,H03-I-Near-eye-participant-context-contrasts,6,0.01516213958970495,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,0.2775818076237391,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.764174559752571,1.5314569281335997,4.989145209650173,0.03096511093263595,0.03096511093263595,0.016762788726264903,0.057200392531827814,-11.195901127009519,138,4.20853175762037e-21,ESTIMABLE,5200,129,707,9,H03-I-Near-eye-participant-context-contrasts,6,1.262559527286111e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
