route,attribute,target,valid
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-model-settings-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-family-audit-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-response-gate-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-site-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-sensitivity-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-boundary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-metric011-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-module-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-script-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-output-identities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-describedby,tbl-h08-prep-environment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H08/H08_analysis_preparation.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,nav-menu-study--data,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,nav-menu-environment,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,nav-menu-behaviour--time,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,nav-menu-individual-factors,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,nav-menu-supporting-material,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-input-identities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-integrity-checks-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-score-audit-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-predictor-contract-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-metric-contract-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-primary-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,fig-h09-prep-sample-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-common-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-primary-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-sensitivity-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-families-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-diagnostic-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-sensitivity-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-boundary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-intermediate-artifacts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-code-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-script-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-reader-manifest-check-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-key-output-identities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-describedby,tbl-h09-prep-execution-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H09/H09_analysis_preparation.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,nav-menu-study--data,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,nav-menu-environment,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,nav-menu-behaviour--time,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,nav-menu-individual-factors,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,nav-menu-supporting-material,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-site-cells-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,fig-h10-prep-age-distribution-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-runs-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,fig-h10-prep-sample-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-near-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-chest-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-engines-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-multiplicity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-key-audits-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-render-boundary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-render-checks-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-pins-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-input-roles-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-code-order-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-output-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-key-hashes-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-describedby,tbl-h10-prep-environment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H10/H10_analysis_preparation.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,nav-menu-study--data,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,nav-menu-environment,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,nav-menu-behaviour--time,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,nav-menu-individual-factors,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,nav-menu-supporting-material,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-frame-integrity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-frame-content-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-ar-boundaries-primary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-ar-boundaries-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,fig-h11-prep-site-sex-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-site-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,fig-h11-prep-melEDI-distribution-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-melEDI-distribution-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-global-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-decomposition-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-effect-sizes-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-parametric-level-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-robust-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,fig-h11-prep-activity-attrition-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-activity-attrition-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-activity-global-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-activity-attenuation-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-activity-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-placement-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-deferred-analyses-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-input-identities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-formula-registry-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-fit-settings-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-code-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-output-map-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-figure-qa-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-describedby,tbl-h11-prep-environment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
audit/hypotheses/H11/H11_analysis_preparation.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
index.html,aria-labelledby,nav-menu-study--data,True
index.html,aria-labelledby,nav-menu-environment,True
index.html,aria-labelledby,nav-menu-behaviour--time,True
index.html,aria-labelledby,nav-menu-individual-factors,True
index.html,aria-labelledby,nav-menu-supporting-material,True
index.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
index.html,aria-describedby,fig-study-overview-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
index.html,aria-describedby,tbl-participant-site-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
index.html,aria-describedby,tbl-brown-adherence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
index.html,aria-describedby,fig-daily-architecture-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
index.html,aria-describedby,tbl-metric-context-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
index.html,aria-describedby,fig-activity-context-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-descriptive-sample-flow-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-participant-site-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-near-eye-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,fig-descriptive-overview-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,fig-near-eye-site-profiles-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,fig-chest-site-profiles-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,fig-near-eye-metric-distributions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,fig-time-series-to-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,fig-latitude-photoperiod-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-recommendation-context-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-descriptive-comparison-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-descriptive-visual-export-comparison-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-describedby,tbl-descriptive-figure-contract-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives 2.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
notebooks/descriptives.html,aria-labelledby,nav-menu-study--data,True
notebooks/descriptives.html,aria-labelledby,nav-menu-environment,True
notebooks/descriptives.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/descriptives.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/descriptives.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/descriptives.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/descriptives.html,aria-describedby,tbl-descriptive-sample-flow-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,fig-descriptive-overview-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-participant-site-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-participant-site-manuscript-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-near-eye-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,fig-near-eye-site-profiles-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,fig-chest-site-profiles-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,fig-near-eye-metric-distributions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,fig-time-series-to-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,fig-latitude-photoperiod-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-recommendation-context-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-descriptive-comparison-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-descriptive-visual-export-comparison-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-describedby,tbl-descriptive-figure-contract-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/descriptives.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
notebooks/hypotheses/H01 2.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H01 2.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H01 2.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H01 2.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H01 2.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H01 2.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-model-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-primary-publication-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-primary-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-primary-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-site-contrasts-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-primary-site-deviation-matrix-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-primary-site-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-primary-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-chest-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-chest-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-site-contrasts-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-chest-site-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-chest-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-r2-intervals-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-representative-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-1-1-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-diagnostic-mean-mel-edi-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-1-2-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-diagnostic-pre-sleep-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-1-3-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-diagnostic-wake-250-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-1-4-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,fig-h01-diagnostic-sleep-below-1-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-sensitivity-classification-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-sensitivity-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-l10-noon-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-l10-noon-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-period-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-scope-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-marginalization-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-latitude-loo-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-1-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-primary-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-2-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-primary-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-3-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-primary-near-eye-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-4-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-primary-chest-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-5-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-gap-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-6-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-gap-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-7-tab,True
